LAM MK;TOTAAL;SU;BU;LU;Zip;File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM City Code;LAM Street Code;Nr;Suffix;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;Street;Municipality;LANGUAGE;BT
3014948;1;0;1;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;10693926;20191016183605;;;;;;;;743378;20191016183709;37370000;6501;121;;;173807,211;174555,089;;N;IRREG;2;0;Undefined;Unknown;;None;;;;;;;;;;;;1;1887707;;BU;1;;;;;;Y;#DEEL A861F;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;SDU
3014949;3;1;1;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743379;20191016183709;37370000;6501;122;;;173905,862;174573,165;;Y;NA;4;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;2;10917197;3568050;LU;1;1;;;;;Y;;HOUSE;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014949;3;1;1;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743379;20191016183709;37370000;6501;122;;;173905,862;174573,165;;Y;NA;4;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;1;1887917;3568049;BU;1;;BU;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014949;3;1;1;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743379;20191016183709;37370000;6501;122;;;173905,862;174573,165;;Y;NA;4;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;3;11098650;4797260;SU;1;;SU;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014950;2;0;1;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743380;20191016183709;37370000;6501;124;;;173911,208;174573,071;;Y;NA;5;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;1;1888152;3568040;LU;1;1;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014950;2;0;1;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743380;20191016183709;37370000;6501;124;;;173911,208;174573,071;;Y;NA;5;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;4;10917199;3568042;BU;1;;BU;;;;;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014951;1;0;0;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;10705675;20191016183820;37370000;6501;125;;;173822,411;174553,225;;N;IRREG;4;0;Unknown;Fiber;;None;;;;;;;;;;;;1;11066581;;LU;1;;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;SDU
3014953;4;1;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;5157347;20191016183801;37370000;6501;127;;;173827,808;174565,782;;N;IRREG;3;0;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;2;10521972;3626047;LU;1;1;;;;;Y;#A1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014953;4;1;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;5157347;20191016183801;37370000;6501;127;;;173827,808;174565,782;;N;IRREG;3;0;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;3;10522054;3626048;LU;1;2;;;;;Y;#A2DV;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014953;4;1;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;5157347;20191016183801;37370000;6501;127;;;173827,808;174565,782;;N;IRREG;3;0;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;4;10522180;3626049;BU;1;;BU;;;;Y;#HA.GV;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;COMM;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014953;4;1;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;5157347;20191016183801;37370000;6501;127;;;173827,808;174565,782;;N;IRREG;3;0;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;5;10982158;3631320;SU;1;;SU;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014956;2;0;1;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743383;20191016183709;37370000;6501;129;;;173837,305;174563,485;;N;IRREG;4;0;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;1;1888561;3566183;BU;1;;BU;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014956;2;0;1;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743383;20191016183709;37370000;6501;129;;;173837,305;174563,485;;N;IRREG;4;0;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;2;11115921;;LU;1;;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014957;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743384;20191025143520;37370000;6501;130;;;173941,695;174588,699;;Y;NA;3;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;2;10917201;3577580;LU;1;1;;;;;Y;;HOUSE;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014957;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743384;20191025143520;37370000;6501;130;;;173941,695;174588,699;;Y;NA;3;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;4;11098885;4798152;LU;1;2;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014957;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743384;20191025143520;37370000;6501;130;;;173941,695;174588,699;;Y;NA;3;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;5;11098886;4798153;LU;1;3;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014957;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743384;20191025143520;37370000;6501;130;;;173941,695;174588,699;;Y;NA;3;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;6;11098887;4798154;LU;1;4;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014957;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743384;20191025143520;37370000;6501;130;;;173941,695;174588,699;;Y;NA;3;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;7;11098888;4798155;LU;1;5;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014957;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743384;20191025143520;37370000;6501;130;;;173941,695;174588,699;;Y;NA;3;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;1;1889447;3577579;BU;1;;BU;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014958;7;0;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743385;20191016183709;37370000;6501;131;;;173837,973;174575,318;;Y;NA;4;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;3;11066575;4612378;LU;1;1;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014958;7;0;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743385;20191016183709;37370000;6501;131;;;173837,973;174575,318;;Y;NA;4;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;4;11066576;4612379;LU;1;2;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014958;7;0;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743385;20191016183709;37370000;6501;131;;;173837,973;174575,318;;Y;NA;4;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;5;11066577;4612380;LU;1;3;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014958;7;0;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743385;20191016183709;37370000;6501;131;;;173837,973;174575,318;;Y;NA;4;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;6;11066578;4612381;LU;1;4;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014958;7;0;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743385;20191016183709;37370000;6501;131;;;173837,973;174575,318;;Y;NA;4;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;7;11066579;4612382;LU;1;5;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014958;7;0;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743385;20191016183709;37370000;6501;131;;;173837,973;174575,318;;Y;NA;4;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;8;11066580;4612383;LU;1;6;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014958;7;0;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743385;20191016183709;37370000;6501;131;;;173837,973;174575,318;;Y;NA;4;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;1;1889506;3566187;BU;1;;BU1;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014959;2;0;1;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743386;20191112131958;37370000;6501;132;;;173946,033;174591,472;;Y;NA;2;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;1;1889618;5472611;BU;1;1;BU;;0;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014959;2;0;1;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743386;20191112131958;37370000;6501;132;;;173946,033;174591,472;;Y;NA;2;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;3;10967562;5472612;LU;1;101;;;1;;Y;;HOUSE;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014960;1;0;1;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743387;20191112131940;37370000;6501;134;;;173951,175;174591,832;;Y;NA;3;7;Undefined;Unknown;;None;;;;;;;;;;;;1;1889846;3577583;BU;1;BU;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;SDU
3014961;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743388;20191016183801;37370000;6501;135;;;173863,559;174578,065;;Y;NA;4;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;2;1889923;3626041;LU;1;1;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014961;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743388;20191016183801;37370000;6501;135;;;173863,559;174578,065;;Y;NA;4;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;3;1889924;3626042;LU;1;2;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014961;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743388;20191016183801;37370000;6501;135;;;173863,559;174578,065;;Y;NA;4;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;4;1889925;3626043;LU;1;3;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014961;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743388;20191016183801;37370000;6501;135;;;173863,559;174578,065;;Y;NA;4;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;5;1889926;3626044;LU;1;4;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014961;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743388;20191016183801;37370000;6501;135;;;173863,559;174578,065;;Y;NA;4;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;6;10982159;3631323;LU;1;5;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014961;6;0;1;5;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743388;20191016183801;37370000;6501;135;;;173863,559;174578,065;;Y;NA;4;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;1;1889922;3626040;BU;1;;BU;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014962;1;0;1;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;7694517;20191025162637;;;;;;;;743389;20191025162613;37370000;6501;136;;;173957,499;174598,153;;Y;NA;3;4;Undefined;Unknown;;None;;;;;;;;;;;;11;1889985;4798198;BU;1;;BU;;;;Y;#HA.GV/168B/K10;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;COMM;;;;;;;;;;;;Diestsestraat;Leuven;NL;SDU
3014963;1;0;1;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743390;20191016183710;37370000;6501;137;;;173852,674;174605,202;;N;GLASS;3;8;Undefined;Unknown;;None;;;;;;;;;;;;1;1890130;;BU;1;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;SDU
3014964;8;1;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;7694517;20191025162637;;;;;;;;7694516;20191025162614;37370000;6501;138;;;173965,178;174599,974;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;1;10967570;4798199;LU;1;1;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014964;8;1;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;7694517;20191025162637;;;;;;;;7694516;20191025162614;37370000;6501;138;;;173965,178;174599,974;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;2;11098901;880200;LU;1;2;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014964;8;1;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;7694517;20191025162637;;;;;;;;7694516;20191025162614;37370000;6501;138;;;173965,178;174599,974;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;3;11098902;4798192;LU;1;3;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014964;8;1;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;7694517;20191025162637;;;;;;;;7694516;20191025162614;37370000;6501;138;;;173965,178;174599,974;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;4;11098903;4798193;LU;1;4;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014964;8;1;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;7694517;20191025162637;;;;;;;;7694516;20191025162614;37370000;6501;138;;;173965,178;174599,974;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;5;11098904;4798194;LU;1;5;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014964;8;1;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;7694517;20191025162637;;;;;;;;7694516;20191025162614;37370000;6501;138;;;173965,178;174599,974;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;6;11098905;4798195;LU;1;6;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014964;8;1;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;7694517;20191025162637;;;;;;;;7694516;20191025162614;37370000;6501;138;;;173965,178;174599,974;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;7;11098906;4798196;BU;1;;BU;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014964;8;1;1;6;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;7694517;20191025162637;;;;;;;;7694516;20191025162614;37370000;6501;138;;;173965,178;174599,974;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;8;11098907;4798197;SU;1;;SU;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014967;3;0;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743391;20191023083401;37370000;6501;139;;;173876,456;174585,641;;N;IRREG;4;0;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;1;1890403;3566189;BU;1;;BU1;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014967;3;0;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743391;20191023083401;37370000;6501;139;;;173876,456;174585,641;;N;IRREG;4;0;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;2;10917205;3566190;LU;1;;BU2;;;;;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014967;3;0;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743391;20191023083401;37370000;6501;139;;;173876,456;174585,641;;N;IRREG;4;0;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;3;11067054;;LU;1;;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014968;4;1;3;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743392;20191016183607;37370000;6501;141;;;173880,635;174590,484;;N;IRREG;5;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;1;1891285;3626061;BU;1;1;BU1;;0;;Y;#A1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014968;4;1;3;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743392;20191016183607;37370000;6501;141;;;173880,635;174590,484;;N;IRREG;5;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;2;1891286;3626062;BU;1;2;BU2;;1;;Y;#A2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014968;4;1;3;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743392;20191016183607;37370000;6501;141;;;173880,635;174590,484;;N;IRREG;5;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;3;1891287;3626063;BU;1;3;BU3;;2;;Y;#A3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014968;4;1;3;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743392;20191016183607;37370000;6501;141;;;173880,635;174590,484;;N;IRREG;5;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;4;11067055;;SU;1;;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014969;3;0;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;6488052;20191025162614;37370000;6501;142;;;173972,572;174603,089;;Y;NA;3;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;2;10916571;3577630;BU;1;BU;;;;;;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014969;3;0;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;6488052;20191025162614;37370000;6501;142;;;173972,572;174603,089;;Y;NA;3;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;1;10916570;3577629;LU;1;LU;;;;;;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014969;3;0;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;6488052;20191025162614;37370000;6501;142;;;173972,572;174603,089;;Y;NA;3;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;3;11098898;;LU;1;;;;;;N;;;;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
3014970;2;0;2;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;743393;20191016183710;37370000;6501;143;;;173888,479;174589,194;;Y;NA;3;4;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;1;1891693;3566195;BU;1;;BU1;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;Diestsestraat;Leuven;NL;MDU
