File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;LU;BU;SU;TOTAAL;LANGUAGE;BT
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;4166690;20200116090136;458;41630000;19912;Grote Markt;2;;2800;Mechelen;;157774,9967;190924,1456;;N;MON;3;4;Unknown;Fiber;;None;;;;;;;;;;;;1;10406712;;BU;1;;;;;;N;;;;;;;;;;;;;;;;0;1;0;1;NL;SDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;452497;20200116090113;9583;41630000;27507;Lange Schipstraat;99;;2800;Mechelen;;157920,3669;190364,8327;;Y;NA;4;14;Unknown;Unknown;;None;;;;;;;;;;;;4;1597068;;SU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;3;1;1;5;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;452497;20200116090113;9583;41630000;27507;Lange Schipstraat;99;;2800;Mechelen;;157920,3669;190364,8327;;Y;NA;4;14;Unknown;Unknown;;None;;;;;;;;;;;;1;1597065;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;3;1;1;5;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;452497;20200116090113;9583;41630000;27507;Lange Schipstraat;99;;2800;Mechelen;;157920,3669;190364,8327;;Y;NA;4;14;Unknown;Unknown;;None;;;;;;;;;;;;3;1597067;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;3;1;1;5;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;452497;20200116090113;9583;41630000;27507;Lange Schipstraat;99;;2800;Mechelen;;157920,3669;190364,8327;;Y;NA;4;14;Unknown;Unknown;;None;;;;;;;;;;;;5;1597069;;BU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;3;1;1;5;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;452497;20200116090113;9583;41630000;27507;Lange Schipstraat;99;;2800;Mechelen;;157920,3669;190364,8327;;Y;NA;4;14;Unknown;Unknown;;None;;;;;;;;;;;;2;1597066;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;3;1;1;5;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;452498;20200116090113;9585;41630000;27506;Korte Schipstraat;14;;2800;Mechelen;;157855,708;190558,5496;;N;IRREG;4;14;Unknown;Unknown;;None;;;;;;;;;;;;8;1563434;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;28;0;1;29;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;452498;20200116090113;9585;41630000;27506;Korte Schipstraat;14;;2800;Mechelen;;157855,708;190558,5496;;N;IRREG;4;14;Unknown;Unknown;;None;;;;;;;;;;;;10;1563436;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;28;0;1;29;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;452498;20200116090113;9585;41630000;27506;Korte Schipstraat;14;;2800;Mechelen;;157855,708;190558,5496;;N;IRREG;4;14;Unknown;Unknown;;None;;;;;;;;;;;;12;1563438;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;28;0;1;29;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;452498;20200116090113;9585;41630000;27506;Korte Schipstraat;14;;2800;Mechelen;;157855,708;190558,5496;;N;IRREG;4;14;Unknown;Unknown;;None;;;;;;;;;;;;20;1563446;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;28;0;1;29;NL;MDU
