BUILDING KEY;BG_KEY;Straat;Huisnummer;Huisnummer_Toevoeging;Quadrant;TSA SIGNED;TSA SIGNED Planrrr;VCA Status;VCA Planrrr
4061904;Frederik de Merodestraat 38-40;Frederik de Merodestraat;38;;D;;20/05/2020;;
3944014;Frederik de Merodestraat 38-40;Frederik de Merodestraat;38;;D;;20/05/2020;;
3048636;3048636;Sint-Katelijnestraat;48;;D;;22/07/2020;;
929554;929554;Sint-Romboutskerkhof;4;;C;;7/05/2020;;
929563;929563;Goswin de Stassartstraat;11;;C;;28/04/2020;;
3043720;3043720;Nauwstraat;5;;C;;20/05/2020;;
905278;905278;Onder-den-Toren;1;;D;;17/03/2020;;
