BUILDING KEY;BG_KEY;Straat;Huisnummer;Huisnummer_Toevoeging;Quadrant;TSA SIGNED;TSA SIGNED Planrrr;VCA Status;VCA Planrrr
6326539;Nieuwstraat 12_NatiÃ«nlaan 53;Nieuwstraat;12;;B;;25/10/2019;;
84475;Nieuwstraat 12_NatiÃ«nlaan 53;Nieuwstraat;12;;B;;25/10/2019;;
