BUILDING KEY;BG_KEY;Straat;Huisnummer;Huisnummer_Toevoeging;Quadrant;TSA SIGNED;TSA SIGNED Planrrr;VCA Status;VCA Planrrr
3047632;3047632;;;;;2020-05-06;;;
5706656;Varkensstraat 17-19;;;;;2020-06-26;;;
5749434;Varkensstraat 17-19;;;;;2020-06-26;;;
5543967;5543967;;;;;2020-06-26;;;
904239;904239;;;;;2020-05-06;;;
