LAM MK;TOTAAL;SU;BU;LU;File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;LANGUAGE;BT
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;54;1612435;;LU;1;;;;;;Y;#A6/D.6.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;55;1612436;;LU;1;;;;;;Y;#A6/D.6.2-6.3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;56;1613091;;BU;1;;;;;;Y;#HA.GV/B.BA01/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;COMM;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;57;1613173;;LU;1;;;;;;Y;#K.OG1/ARCHIEF ACHTER S72/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;58;1613175;;LU;1;;;;;;Y;#K.OG1/E.ELEC.CABIN/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;59;1613181;;LU;1;;;;;;Y;#K.OG2/ARCHIEF UITERST RECHTS/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;60;1613183;;LU;1;;;;;;Y;#K.OG2/E.ARCHIEFR.LA/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;61;10372895;;LU;1;;;;;;Y;#A5/B.AA52/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;62;10373487;;LU;1;;;;;;Y;#K.OG2/KD1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;63;10373488;;LU;1;;;;;;Y;#K.OG2/KD2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;64;10373489;;LU;1;;;;;;Y;#K.OG2/KD3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;65;10373490;;LU;1;;;;;;Y;#K.OG2/KD5/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;66;10373491;;LU;1;;;;;;Y;#K.OG2/KD6/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;67;10373492;;LU;1;;;;;;Y;#K.OG2/KD7/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;68;10373493;;LU;1;;;;;;Y;#K.OG2/KD8/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;69;10373494;;LU;1;;;;;;Y;#K.OG2/KD9/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;70;10374416;;LU;1;;;;;;Y;#K.OG1/KD13/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;71;10374417;;LU;1;;;;;;Y;#K.OG1/KD14/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;72;10374418;;LU;1;;;;;;Y;#K.OG1/KD15/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;73;10374419;;LU;1;;;;;;Y;#K.OG1/KD16/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;74;10374420;;LU;1;;;;;;Y;#K.OG1/KD17/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;75;10374421;;LU;1;;;;;;Y;#K.OG2/KD10/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;76;10374422;;LU;1;;;;;;Y;#K.OG2/KD11/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;77;10374423;;LU;1;;;;;;Y;#K.OG2/KD12/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;78;10378729;;LU;1;;;;;;Y;#K.OG2/ARCHIEF LINKS VOOR/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;79;10378866;;LU;1;;;;;;Y;#K.OG1/KELDER RECHTS BOVENAAN/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;80;10378867;;LU;1;;;;;;Y;#K.OG1/KELDER RECHTS ONDERAAN/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108076;81;0;2;79;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093615;20190604080249;1630000;36569;Bataviastraat;1;;2000;Antwerpen - Anvers;;152475,809;213441,297;;N;;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;81;10378868;;LU;1;;;;;;Y;#K.OG2/KELDER RECHTS BOVENAAN/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;NL;MDU
108077;2;0;0;2;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612391;20190527164203;1630000;21991;Nassaustraat;26;;2000;Antwerpen;;152515,091;213376,291;;N;;3.0;9.0;Unknown;Unknown;;None;;;;;;;;;;;;1;1724090;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;;;;;;NL;MDU
108077;2;0;0;2;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612391;20190527164203;1630000;21991;Nassaustraat;26;;2000;Antwerpen;;152515,091;213376,291;;N;;3.0;9.0;Unknown;Unknown;;None;;;;;;;;;;;;2;1724091;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;1;1742895;;LU;1;;;;;;Y;#A.GV/DBIS.OL/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;2;1742896;;LU;1;;;;;;Y;#A.GV/DBIS.OR/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;3;1743022;;LU;1;;;;;;Y;#A1/DBIS.1L/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;4;1743023;;LU;1;;;;;;Y;#A1/DBIS.1R/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;5;1743172;;LU;1;;;;;;Y;#A2/DBIS.2L/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;6;1743173;;LU;1;;;;;;Y;#A2/DBIS.2R/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;7;1743284;;LU;1;;;;;;Y;#A3/DBIS.3L/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;8;1743285;;LU;1;;;;;;Y;#A3/DBIS.3R/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;9;1743354;;LU;1;;;;;;Y;#A4/DBIS.4L/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;10;1743355;;LU;1;;;;;;Y;#A4/DBIS.4R/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108078;11;0;0;11;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612392;20190604080249;1630000;21991;Nassaustraat;30;;2000;Antwerpen;;152508,175;213376,017;;N;;5.0;15.0;Unknown;Unknown;;None;;;;;;;;;;;;11;1743376;;LU;1;;;;;;Y;#A5.6/DBIS.5L/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108079;5;0;1;4;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093616;20190604080312;1630000;21982;Napoleonkaai;1;;2000;Antwerpen - Anvers;;152594,464;213338,773;;Y;;4.0;12.0;Unknown;Unknown;;None;;;;;;;;;;;;1;1610782;;LU;1;;;;;;Y;#A1/K2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108079;5;0;1;4;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093616;20190604080312;1630000;21982;Napoleonkaai;1;;2000;Antwerpen - Anvers;;152594,464;213338,773;;Y;;4.0;12.0;Unknown;Unknown;;None;;;;;;;;;;;;2;1611562;;LU;1;;;;;;Y;#A3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108079;5;0;1;4;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093616;20190604080312;1630000;21982;Napoleonkaai;1;;2000;Antwerpen - Anvers;;152594,464;213338,773;;Y;;4.0;12.0;Unknown;Unknown;;None;;;;;;;;;;;;3;1612073;;LU;1;;;;;;Y;#A4/DAKV.;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108079;5;0;1;4;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093616;20190604080312;1630000;21982;Napoleonkaai;1;;2000;Antwerpen - Anvers;;152594,464;213338,773;;Y;;4.0;12.0;Unknown;Unknown;;None;;;;;;;;;;;;4;1613125;;BU;1;;;;;;Y;#HA.GV/K1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;COMM;;;;;;;;;;;;NL;MDU
108079;5;0;1;4;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093616;20190604080312;1630000;21982;Napoleonkaai;1;;2000;Antwerpen - Anvers;;152594,464;213338,773;;Y;;4.0;12.0;Unknown;Unknown;;None;;;;;;;;;;;;5;10411080;;LU;1;;;;;;Y;#A2/K3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108080;1;0;1;0;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;7093617;20190604080312;1630000;21982;Napoleonkaai;3;;2000;Antwerpen - Anvers;;152602,392;213338,878;;N;ORN;1.0;3.0;Unknown;Unknown;;None;;;;;;;;;;;;1;1738759;;BU;1;;;;;;Y;#A2/L-KAVEL1/B.3.4;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;SDU
108081;12;0;0;12;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612395;20190604080312;1630000;21982;Napoleonkaai;7;;2000;Antwerpen;;152615,19;213339,039;;N;;6.0;18.0;Unknown;Unknown;;None;;;;;;;;;;;;1;1839315;;LU;1;;;;;;Y;#A2/R-KAVEL3/B;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
108081;12;0;0;12;;;;Zoning;8105287;20190616165215;W03-C-Antwerpen-West-FH01;8105287;20190616165215;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;;;;;;;;;612395;20190604080312;1630000;21982;Napoleonkaai;7;;2000;Antwerpen;;152615,19;213339,039;;N;;6.0;18.0;Unknown;Unknown;;None;;;;;;;;;;;;2;1839497;;LU;1;;;;;;Y;#A3/R-KAVEL5/B.4.8;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;NL;MDU
