Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH03;NB-20003001536;;;NB-20003001536;;Grote Kauwenberg 30-32;Grote Kauwenberg;30;;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;3995724;BL0007;;3995724;;Grote Kauwenberg 30-32;Grote Kauwenberg;32;;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;109371;L00010;;109371;;Grote Kauwenberg 33-37-39-41-47-49_Pieter van Hobokenstraat 3;Grote Kauwenberg;49;;;;;Karel Verschueren;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH03;109349;L00010;;109349;;Grote Kauwenberg 33-37-39-41-47-49_Pieter van Hobokenstraat 3;Pieter van Hobokenstraat;3;;;;;Karel Verschueren;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH03;NB-20003301520;;;NB-20003301520;;Grote Kauwenberg 33-37-39-41-47-49_Pieter van Hobokenstraat 3;Grote Kauwenberg;33;;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;NB-20003701521;;;NB-20003701521;;Grote Kauwenberg 33-37-39-41-47-49_Pieter van Hobokenstraat 3;Grote Kauwenberg;37;;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;NB-20003901522;;;NB-20003901522;;Grote Kauwenberg 33-37-39-41-47-49_Pieter van Hobokenstraat 3;Grote Kauwenberg;39;;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;NB-20004101523;;;NB-20004101523;;Grote Kauwenberg 33-37-39-41-47-49_Pieter van Hobokenstraat 3;Grote Kauwenberg;41;;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;NB-20004701524;;;NB-20004701524;;Grote Kauwenberg 33-37-39-41-47-49_Pieter van Hobokenstraat 3;Grote Kauwenberg;47;;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;NB-20004901525;;;NB-20004901525;;Grote Kauwenberg 33-37-39-41-47-49_Pieter van Hobokenstraat 3;Grote Kauwenberg;49;;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;5575750;BL0011;;5575750;;Italielei 84-86;Italielei;84;;;;;Karel Verschueren;MDU;0;25;0;25;BUILDING template
ANTWERPEN-WEST - FH03;NB-20008601532;;;NB-20008601532;;Italielei 84-86;Italielei;86;;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;1089418;BL0011;;1089418;;Italielei 92-94;Italielei;92;;;;;Karel Verschueren;MDU;1;6;0;7;BUILDING template
ANTWERPEN-WEST - FH03;6525096;BL0011;;6525096;;Italielei 92-94;Italielei;94;;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;1962132;BL0001;;1962132;;Klapdorp 54-56;Klapdorp;54;;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;1962134;BL0001;;1962134;;Klapdorp 54-56;Klapdorp;56;;;;;Karel Verschueren;MDU;0;8;0;8;BUILDING template
ANTWERPEN-WEST - FH03;1479727;BL0001;;1479727;;Klapdorp 66-68;Klapdorp;66;;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;1962143;BL0001;;1962143;;Klapdorp 66-68;Klapdorp;68;;;;;Karel Verschueren;MDU;0;6;0;6;BUILDING template
ANTWERPEN-WEST - FH03;1962156;BL0001;;1962156;;Klapdorp 82-84;Klapdorp;82;;;;;Karel Verschueren;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH03;NB-20008401531;;;NB-20008401531;;Klapdorp 82-84;Klapdorp;84;;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
