Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH08;6440180;BL0010;;6440180;;Aalmoezenierstraat 10-10A;Aalmoezenierstraat;10;A;;;;Yves de Roo;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH08;4035928;BL0010;;4035928;;Aalmoezenierstraat 10-10A;Aalmoezenierstraat;10;;;;;Yves de Roo;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH08;3998582;BL0009;;3998582;;Aalmoezenierstraat 11-13;Aalmoezenierstraat;11;;;;;Yves de Roo;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH08;1732167;BL0009;;1732167;;Aalmoezenierstraat 11-13;Aalmoezenierstraat;13;;;;;Yves de Roo;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH08;49183;BL0010;;49183;;Aalmoezenierstraat 12-14-16;Aalmoezenierstraat;12;;;;;Yves de Roo;MDU;3;0;0;3;BUILDING template
ANTWERPEN-WEST - FH08;4507749;BL0010;;4507749;;Aalmoezenierstraat 12-14-16;Aalmoezenierstraat;14;;;;;Yves de Roo;MDU;3;0;0;3;BUILDING template
ANTWERPEN-WEST - FH08;5898387;BL0010;;5898387;;Aalmoezenierstraat 12-14-16;Aalmoezenierstraat;16;;;;;Yves de Roo;MDU;3;0;0;3;BUILDING template
ANTWERPEN-WEST - FH08;5727479;BL0010;;5727479;;Aalmoezenierstraat 20-20A;Aalmoezenierstraat;20;A;;;;Yves de Roo;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH08;1732169;BL0010;;1732169;;Aalmoezenierstraat 20-20A;Aalmoezenierstraat;20;;;;;Yves de Roo;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH08;3918146;BL0009;;3918146;;Aalmoezenierstraat 21-23;Aalmoezenierstraat;23;;;;;Yves de Roo;MDU;0;5;0;5;BUILDING template
ANTWERPEN-WEST - FH08;4507678;BL0009;;4507678;;Aalmoezenierstraat 21-23;Aalmoezenierstraat;21;;;;;Yves de Roo;MDU;0;5;0;5;BUILDING template
ANTWERPEN-WEST - FH08;1732171;BL0009;;1732171;;Aalmoezenierstraat 27-29;Aalmoezenierstraat;27;;;;;Yves de Roo;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH08;4507680;BL0009;;4507680;;Aalmoezenierstraat 27-29;Aalmoezenierstraat;29;;;;;Yves de Roo;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH08;1732180;BL0008;;1732180;;Aalmoezenierstraat 43-45-47;Aalmoezenierstraat;43;;;;;Yves de Roo;MDU;0;12;0;12;BUILDING template
ANTWERPEN-WEST - FH08;4507651;BL0008;;4507651;;Aalmoezenierstraat 43-45-47;Aalmoezenierstraat;45;;;;;Yves de Roo;MDU;0;12;0;12;BUILDING template
ANTWERPEN-WEST - FH08;4507654;BL0008;;4507654;;Aalmoezenierstraat 43-45-47;Aalmoezenierstraat;47;;;;;Yves de Roo;MDU;0;12;0;12;BUILDING template
ANTWERPEN-WEST - FH08;3972556;BL0010;;3972556;;Aalmoezenierstraat 62-64;Aalmoezenierstraat;62;;;;;Yves de Roo;MDU;0;9;0;9;BUILDING template
ANTWERPEN-WEST - FH08;1732192;BL0010;;1732192;;Aalmoezenierstraat 62-64;Aalmoezenierstraat;64;;;;;Yves de Roo;MDU;0;9;0;9;BUILDING template
ANTWERPEN-WEST - FH08;49186;BL0010;;49186;;Aalmoezenierstraat 70-72;Aalmoezenierstraat;70;;;;;Yves de Roo;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH08;6524086;BL0010;;6524086;;Aalmoezenierstraat 70-72;Aalmoezenierstraat;72;;;;;Yves de Roo;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH08;1732202;BL0008;;1732202;;Aalmoezenierstraat 75-75A;Aalmoezenierstraat;75;;;;;Yves de Roo;MDU;0;6;0;6;BUILDING template
ANTWERPEN-WEST - FH08;5768998;BL0008;;5768998;;Aalmoezenierstraat 75-75A;Aalmoezenierstraat;75;A;;;;Yves de Roo;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH08;4507669;BL0008;;4507669;;Aalmoezenierstraat 79-81;Aalmoezenierstraat;79;;;;;Yves de Roo;MDU;0;6;0;6;BUILDING template
ANTWERPEN-WEST - FH08;49192;BL0008;;49192;;Aalmoezenierstraat 79-81;Aalmoezenierstraat;81;;;;;Yves de Roo;MDU;0;6;0;6;BUILDING template
ANTWERPEN-WEST - FH08;1739664;BL0010;;1739664;;Begijnenstraat 22-24;Begijnenstraat;24;;;;;Yves de Roo;MDU;1;8;0;9;BUILDING template
