Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate
KNOKKE-HEIST - FH09;4337440;BL0913;2;20977927;4337440;;Zeedijk-Heist 281-282;Zeedijk-Heist;281;;D;2020-01-27;Peter Van Leeuwen;MDU;1;0;0;1;N;;BUILDING template
KNOKKE-HEIST - FH09;4337441;BL0913;2;21118902;4337441;;Zeedijk-Heist 281-282;Zeedijk-Heist;282;;D;2020-01-27;Peter Van Leeuwen;MDU;0;3;0;3;N;;BUILDING template
