Projectnummer;Opdrachtnummer;Blok;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
MECHELEN - FH01;935312;BL0112;935312;;;Thaborstraat;10;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;901428;BL0105;901428;;;Befferstraat;23;;;;;Bernardo Kana da Rosa;MDU;1;5;1;7;BUILDING template
MECHELEN - FH01;898134;BL0102;898134;;;Goswin de Stassartstraat;24;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3040448;BL0130;3040448;;;Leermarkt;48;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4158429;BL0112;4158429;;;Thaborstraat;12;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030777;BL0120;3030777;;;Befferstraat;24;;;D;2020-03-09 09:45:41;Marouane Zoubir;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;929569;BL0101;929569;;;Goswin de Stassartstraat;25;;;D;2018-09-07;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3040450;BL0130;3040450;;;Leermarkt;52;;;D;2020-03-02 07:35:08;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3055129;BL0112;3055129;;;Thaborstraat;14;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;901429;BL0105;901429;;;Befferstraat;25;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4737412;BL0102;4737412;;;Goswin de Stassartstraat;26;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3040451;BL0130;3040451;;;Leermarkt;54;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3055130;BL0113;3055130;;;Thaborstraat;15;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030779;BL0120;3030779;;;Befferstraat;26;;;D;2020-02-04 09:10:16;Dieu Jocelin;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;4740712;BL0101;4740712;;;Goswin de Stassartstraat;27;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3040453;BL0130;3040453;;;Leermarkt;56;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4751186;BL0112;4751186;;;Thaborstraat;16;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030780;BL0120;3030780;;;Befferstraat;28;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901601;BL0102;901601;;;Goswin de Stassartstraat;28;;;;2020-03-12 11:55:09;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3040454;BL0130;3040454;;;Leermarkt;58;;;D;2020-02-13 12:25:15;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4236745;BL0113;4236745;;;Thaborstraat;17;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030782;BL0105;3030782;;;Befferstraat;29;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4740715;BL0101;4740715;;;Goswin de Stassartstraat;29;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;903152;BL0130;903152;;;Leermarkt;60;;;D;2020-02-13 12:15:28;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;4751193;BL0112;4751193;;;Thaborstraat;18;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030783;BL0120;3030783;;;Befferstraat;30;;;D;2020-02-04 09:00:33;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3040456;BL0130;3040456;;;Leermarkt;62;;;D;2020-02-13 12:20:18;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;4736702;BL0113;4736702;;;Thaborstraat;19;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;901425;BL0105;901425;;;Befferstraat;31;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3033234;BL0101;3033234;;;Goswin de Stassartstraat;33;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3054434;BL0128;3054434;;;Lekkernijstraatje;8;;;;;Abdelmalek Lamkoref;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;935313;BL0112;935313;;;Thaborstraat;20;;;;2020-03-06 08:15:13;Jo De Clippel;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4748726;BL0116;4748726;;;Nauwstraat;6;;;;2018-07-02;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030785;BL0120;3030785;;;Befferstraat;32;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3033240;BL0101;3033240;;;Goswin de Stassartstraat;45;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4246718;BL0128;4246718;;;Lekkernijstraatje;10;;;;;Abdelmalek Lamkoref;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;4736704;BL0113;4736704;;;Thaborstraat;21;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030786;BL0105;3030786;;;Befferstraat;33;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;929621;BL0101;929621;;;Goswin de Stassartstraat;47;;;X;2020-03-17;Dieu Jocelin;MDU;0;6;0;6;BUILDING template
MECHELEN - FH01;3043006;BL0112;3043006;;;Melaan;2;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4736706;BL0113;4736706;;;Thaborstraat;23;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;904578;BL0125;904578;;;Schaalstraat;5;;;;2018-07-02;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030788;BL0120;3030788;;;Befferstraat;34;;;;2020-02-04 09:00:28;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905641;BL0127;905641;;;Grootbrug;1;;;D;2020-02-10 11:00:46;Jo De Clippel;MDU;3;0;0;3;BUILDING template
MECHELEN - FH01;5602939;BL0110;5602939;;;Melaan;3;;;;2020-02-20 11:30:32;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905707;BL0113;905707;;;Thaborstraat;25;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4746681;BL0122;4746681;;;Schoenmarkt;6;;;;2019-10-28;Dirk Marien;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030789;BL0105;3030789;;;Befferstraat;35;;;D;2020-03-17 09:35:11;Jo De Clippel;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;905639;BL0115;905639;;;Grootbrug;2;;;D;2018-09-10;Bernardo Kana da Rosa;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;905712;BL0112;905712;;;Melaan;4;;;D;2020-02-06 08:25:13;Jo De Clippel;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;3030790;BL0105;3030790;;;Befferstraat;37;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;905640;BL0127;905640;;;Grootbrug;3;;;D;2020-02-10 11:10:23;Jo De Clippel;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;4736837;BL0112;4736837;;;Melaan;6;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4741830;BL0126;4741830;;;Schaalstraat;6;;;;2018-07-02;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901424;BL0120;901424;;;Befferstraat;38;;;;2020-02-04 08:55:16;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3035637;BL0115;3035637;;;Grootbrug;6;;;;2020-02-10 11:25:18;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3043012;BL0112;3043012;;;Melaan;8;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;5530639;BL0102;5530639;;;Sint-Janstraat;8;D;;;2018-07-02;Kevin Dekens;MDU;0;5;1;6;BUILDING template
MECHELEN - FH01;3047697;BL0106;3047697;;;Schoolstraat;8;;;;2019-10-28;Dirk Marien;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3976050;BL0116;3976050;;;Begijnenstraat;3;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905638;BL0115;905638;;;Grootbrug;8;;;;2020-02-10 11:30:27;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4736842;BL0112;4736842;;;Melaan;10;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4736780;BL0113;4736780;;;Thaborstraat;51;;;C;2020-02-19 11:45:25;Steffen Verhofste;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;5539175;BL0102;5539175;;;Sint-Janstraat;8;C;;;2018-07-02;Kevin Dekens;MDU;0;5;1;6;BUILDING template
MECHELEN - FH01;3030820;BL0110;3030820;;;Begijnenstraat;4;;;XC;2020-03-13 09:25:09;Jo De Clippel;MDU;0;18;1;19;BUILDING template
MECHELEN - FH01;901190;BL0118;901190;;;Grote Markt;1;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;5394338;BL0112;5394338;;;Melaan;14;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3055135;BL0113;3055135;;;Thaborstraat;53;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;5900266;BL0102;5900266;;;Sint-Janstraat;8;A;;;2018-07-02;Kevin Dekens;MDU;0;5;1;6;BUILDING template
MECHELEN - FH01;3030822;BL0116;3030822;;;Begijnenstraat;9;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;458;BL0118;458;;;Grote Markt;2;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905714;BL0113;905714;;;Melaan;26;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4736793;BL0113;4736793;;;Thaborstraat;59;;;D;2020-02-06 12:55:18;Jo De Clippel;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3030824;BL0110;3030824;;;Begijnenstraat;10;;;D;2020-02-12 12:35:17;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3042659;BL0118;3042659;;;Grote Markt;3;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3043015;BL0113;3043015;;;Melaan;28;;;D;2018-09-07;Bernardo Kana da Rosa;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3055137;BL0113;3055137;;;Thaborstraat;61;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048598;BL0109;3048598;;;Sint-katelijnestraat;6;;;;2020-02-05 09:55:15;Jo De Clippel;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3042661;BL0118;3042661;;;Grote Markt;4;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3043016;BL0113;3043016;;;Melaan;30;;;D;2020-02-05 12:30:35;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3055139;BL0113;3055139;;;Thaborstraat;63;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;6489935;BL0107;6489935;;;Schoutetstraat;5;;;;2020-02-12;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;3030826;BL0110;3030826;;;Begijnenstraat;12;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3042662;BL0118;3042662;;;Grote Markt;5;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3043018;BL0113;3043018;;;Melaan;32;;;;2020-03-12 10:20:10;Jo De Clippel;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;905705;BL0113;905705;;;Thaborstraat;65;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4238219;BL0110;4238219;;;Begijnenstraat;14;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;901194;BL0105;901194;;;Grote Markt;7;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4736681;BL0113;4736681;;;Melaan;34;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;935310;BL0113;935310;;;Thaborstraat;67;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3042666;BL0105;3042666;;;Grote Markt;8;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3043020;BL0113;3043020;;;Melaan;36;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4751168;BL0113;4751168;;;Thaborstraat;69;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;905283;BL0110;905283;;;Begijnenstraat;16;;;D;2018-09-04;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;4751967;BL0105;4751967;;;Grote Markt;9;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905715;BL0113;905715;;;Melaan;38;;;D;2020-02-05 12:20:16;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;4751169;BL0113;4751169;;;Thaborstraat;71;;;D;2018-09-07;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;4731179;BL0116;4731179;;;Begijnenstraat;17;;;X;2020-03-03;Dieu Jocelin;MDU;1;5;0;6;BUILDING template
MECHELEN - FH01;3042667;BL0105;3042667;;;Grote Markt;10;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3043023;BL0113;3043023;;;Melaan;40;;;D;2020-03-12 08:30:15;Jo De Clippel;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;4751171;BL0113;4751171;;;Thaborstraat;75;;;D;2020-02-10 12:35:38;Jo De Clippel;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;905287;BL0110;905287;;;Begijnenstraat;18;;;;;Abdelmalek Lamkoref;MDU;6;0;1;7;BUILDING template
MECHELEN - FH01;3042669;BL0105;3042669;;;Grote Markt;11;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905289;BL0110;905289;;;Minderbroedersgang;1;;;;;Ralph Wery;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4084645;BL0113;4084645;;;Thaborstraat;79;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030828;BL0116;3030828;;;Begijnenstraat;19;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3042671;BL0105;3042671;;;Grote Markt;12;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;5374205;BL0110;5374205;;;Minderbroedersgang;2;;;;;Ralph Wery;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4751177;BL0113;4751177;;;Thaborstraat;81;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030829;BL0110;3030829;;;Begijnenstraat;20;;;D;2020-02-13 11:35:21;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3042673;BL0105;3042673;;;Grote Markt;13;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905290;BL0110;905290;;;Minderbroedersgang;5;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3055143;BL0113;3055143;;;Thaborstraat;83;;;D;2020-02-10 13:00:29;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;6140426;BL0102;6140426;;;Sint-Janstraat;101;A;;;2020-02-12;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;3030831;BL0116;3030831;;;Begijnenstraat;21;;;D;2020-03-03 11:05:16;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;923250;BL0105;923250;;;Grote Markt;14;;;D;2020-02-04;Dieu Jocelin;MDU;1;2;1;4;BUILDING template
MECHELEN - FH01;3043171;BL0110;3043171;;;Minderbroedersgang;10;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905288;BL0110;905288;;;Begijnenstraat;22;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3042675;BL0105;3042675;;;Grote Markt;15;;;D;2020-02-04;Dieu Jocelin;MDU;1;2;1;4;BUILDING template
MECHELEN - FH01;905291;BL0110;905291;;;Minderbroedersgang;12;;;;;Abdelmalek Lamkoref;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;4082899;BL0116;4082899;;;Begijnenstraat;23;;;D;2020-02-13 11:30:42;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;901195;BL0105;901195;;;Grote Markt;16;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3043719;BL0116;3043719;;;Nauwstraat;4;;;D;2020-01-13 08:55:14;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;905717;BL0113;905717;;;Tichelrij;2;;;D;2018-09-07;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;6474437;BL0102;6474437;;;Sint-Janstraat;101;B;;;2020-02-12;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;3030832;BL0116;3030832;;;Begijnenstraat;25;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;901196;BL0105;901196;;;Grote Markt;17;;;D;2020-01-23 10:40:17;Steffen Verhofsté;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3043720;BL0115;3043720;;;Nauwstraat;5;;;;;Bernardo Kana da Rosa;MDU;1;6;0;7;BUILDING template
MECHELEN - FH01;4241214;BL0113;4241214;;;Tichelrij;3;;;D;2018-09-07;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;905647;BL0110;905647;;;Begijnenstraat;28;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901198;BL0105;901198;;;Grote Markt;18;;;D;2020-03-12 11:40:09;Jo De Clippel;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;3043721;BL0115;3043721;;;Nauwstraat;7;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;5602992;BL0113;5602992;;;Tichelrij;4;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030835;BL0116;3030835;;;Begijnenstraat;29;;;D;2020-02-13 11:25:29;Dieu Jocelin;MDU;0;6;0;6;BUILDING template
MECHELEN - FH01;901197;BL0105;901197;;;Grote Markt;19;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3050150;BL0113;3050150;;;Tichelrij;5;;;D;2020-02-11 10:15:27;Jo De Clippel;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;6429651;BL0102;6429651;;;Sint-Janstraat;101;C;;;2020-02-12;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;905644;BL0116;905644;;;Begijnenstraat;31;;;D;2018-09-04;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;5431501;BL0119;5431501;;;Grote Markt;20;;;;;Ralph Wery;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3043722;BL0116;3043722;;;Nauwstraat;10;;;X;2020-03-09 12:30:14;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3050151;BL0113;3050151;;;Tichelrij;6;;;D;2020-02-11 10:10:27;Dieu Jocelin;MDU;0;7;1;8;BUILDING template
MECHELEN - FH01;3051136;BL0105;3051136;;;Varkensstraat;16;;;C;2019-11-27;Jo De Clippel;MDU;0;20;1;21;BUILDING template
MECHELEN - FH01;4748706;BL0110;4748706;;;Begijnenstraat;32;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;905043;BL0121;905043;;;Grote Markt;23;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3050152;BL0113;3050152;;;Tichelrij;7;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;6442937;BL0102;6442937;;;Sint-Janstraat;102;A;;;2020-02-12;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;3042686;BL0122;3042686;;;Grote Markt;27;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4748736;BL0116;4748736;;;Nauwstraat;12;;;;;Ralph Wery;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3050154;BL0113;3050154;;;Tichelrij;8;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030836;BL0110;3030836;;;Begijnenstraat;34;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3042688;BL0122;3042688;;;Grote Markt;28;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905660;BL0116;905660;;;Nauwstraat;14;;;D;2020-02-18 10:25:19;Dieu Jocelin;MDU;2;0;0;2;BUILDING template
MECHELEN - FH01;3050156;BL0113;3050156;;;Tichelrij;9;;;D;2020-03-06;Jo De Clippel;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3042690;BL0122;3042690;;;Grote Markt;29;;;;2020-01-23 10:20:24;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;935327;BL0111;935327;;;Nieuwe Beggaardenstraat;1;;;;;Bernardo Kana da Rosa;MDU;2;3;0;5;BUILDING template
MECHELEN - FH01;6442938;BL0102;6442938;;;Sint-Janstraat;102;B;;;2020-02-12;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;3030840;BL0110;3030840;;;Begijnenstraat;36;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3042692;BL0122;3042692;;;Grote Markt;30;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4053796;BL0111;4053796;;;Nieuwe Beggaardenstraat;7;;;;;Bernardo Kana da Rosa;MDU;0;7;1;8;BUILDING template
MECHELEN - FH01;3042694;BL0122;3042694;;;Grote Markt;31;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4739222;BL0111;4739222;;;Nieuwe Beggaardenstraat;13;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901168;BL0105;901168;;;Standonckstraat;13;;;;2018-06-28;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;1350667;BL0110;1350667;;;Begijnenstraat;38;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3042695;BL0122;3042695;;;Grote Markt;32;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;935328;BL0111;935328;;;Nieuwe Beggaardenstraat;15;;;D;2020-03-17 07:50:07;Dieu Jocelin;MDU;2;3;1;6;BUILDING template
MECHELEN - FH01;905718;BL0113;905718;;;Tichelrij;15;;;D;2020-02-11 10:00:50;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;6420075;BL0102;6420075;;;Sint-Janstraat;102;C;;;2020-02-12;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;3042699;BL0122;3042699;;;Grote Markt;34;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;930551;BL0111;930551;;;Nieuwe Beggaardenstraat;17;;;D;2020-03-17 07:55:08;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3030842;BL0110;3030842;;;Begijnenstraat;40;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3042700;BL0122;3042700;;;Grote Markt;35;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4247635;BL0111;4247635;;;Nieuwe Beggaardenstraat;19;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4737549;BL0102;4737549;;;Van Hoeystraat;5;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;903518;BL0126;903518;;;Korte schipstraat;4;;;;2018-06-28;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;6420147;BL0102;6420147;;;Sint-Janstraat;102;D;;;2019-10-28;Dirk Marien;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;3042701;BL0122;3042701;;;Grote Markt;36;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4733077;BL0111;4733077;;;Nieuwe Beggaardenstraat;21;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;898130;BL0102;898130;;;Van Hoeystraat;7;;;D;2020-02-03 11:55:22;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;4748711;BL0110;4748711;;;Begijnenstraat;42;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3042702;BL0122;3042702;;;Grote Markt;37;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4733080;BL0111;4733080;;;Nieuwe Beggaardenstraat;23;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;898131;BL0102;898131;;;Van Hoeystraat;15;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047556;BL0126;3047556;;;Korte schipstraat;6;;;D;2020-01-08 09:50:16;Dieu Jocelin;MDU;0;5;0;5;BUILDING template
MECHELEN - FH01;6431928;BL0102;6431928;;;Sint-Janstraat;202;A;;;2020-02-12;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
