Projectnummer;Opdrachtnummer;Blok;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
MECHELEN - FH01;904574;BL0126;904574;;;Lange Schipstraat;1;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;5904577;BL0102;5904577;;;Sint-Janstraat;8;B;;;;Kevin Dekens;MDU;0;5;1;6;BUILDING template
MECHELEN - FH01;3944029;BL0113;3944029;;;Dobbelhuizen;16;;;D;2020-02-11;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;904579;BL0127;904579;;;Lange Schipstraat;2;;;D;2020-02-17 12:00:30;Jo De Clippel;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;5507055;BL0102;5507055;;;Sint-Janstraat;10;A;;;;Kevin Dekens;MDU;0;7;1;8;BUILDING template
MECHELEN - FH01;3032941;BL0106;3032941;;;Frederik de Merodestraat;7;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4194975;BL0126;4194975;;;Lange Schipstraat;3;;;D;2020-02-17 12:30:42;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3048595;BL0110;3048595;;;Sint-Katelijnestraat;1;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;901177;BL0105;901177;;;Frederik de Merodestraat;8;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047584;BL0127;3047584;;;Lange Schipstraat;4;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;929577;BL0109;929577;;;Sint-Katelijnestraat;2;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3032943;BL0106;3032943;;;Frederik de Merodestraat;9;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047585;BL0126;3047585;;;Lange Schipstraat;5;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4067640;BL0110;4067640;;;Sint-Katelijnestraat;3;;;D;2020-02-06 09:40:23;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;6447591;BL0101;6447591;;;Goswin de Stassartstraat;27;A;;;2018-06-25;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3032945;BL0105;3032945;;;Frederik de Merodestraat;10;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047586;BL0127;3047586;;;Lange Schipstraat;6;;;D;2020-01-20 11:40:22;Dieu Jocelin;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;4042355;BL0109;4042355;;;Sint-Katelijnestraat;4;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905650;BL0110;905650;;;Drabstraat;12;;;D;2020-01-15;Jo De Clippel;MDU;0;10;1;11;BUILDING template
MECHELEN - FH01;4752018;BL0106;4752018;;;Frederik de Merodestraat;11;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047590;BL0126;3047590;;;Lange Schipstraat;7;;;D;2020-01-20;Jo De Clippel;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;3048597;BL0110;3048597;;;Sint-Katelijnestraat;5;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4103699;BL0106;4103699;;;Frederik de Merodestraat;13;;;D;2020-02-03 08:45:24;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3047592;BL0127;3047592;;;Lange Schipstraat;8;;;D;2018-09-05;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;4740627;BL0111;4740627;;;Sint-Katelijnestraat;7;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3032948;BL0106;3032948;;;Frederik de Merodestraat;15;;;D;2020-02-03 08:55:15;Dieu Jocelin;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;3047593;BL0126;3047593;;;Lange Schipstraat;9;;;D;2020-03-11 08:35:10;Marouane Zoubir;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;3048599;BL0109;3048599;;;Sint-Katelijnestraat;8;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3032951;BL0106;3032951;;;Frederik de Merodestraat;17;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;904315;BL0127;904315;;;Lange Schipstraat;10;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048602;BL0109;3048602;;;Sint-Katelijnestraat;10;;;D;2020-02-05 09:55:19;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3032953;BL0105;3032953;;;Frederik de Merodestraat;18;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;904575;BL0126;904575;;;Lange Schipstraat;11;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048603;BL0109;3048603;;;Sint-Katelijnestraat;12;;;D;2020-02-05 10:05:16;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;NB-280011A8740;BL0122;NB-280011A8740;;;Geitestraat;11;A;;D;2020-01-22;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3032954;BL0106;3032954;;;Frederik de Merodestraat;19;;;D;2020-02-03 09:55:17;Jo De Clippel;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3047595;BL0127;3047595;;;Lange Schipstraat;12;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;929571;BL0110;929571;;;Sint-Katelijnestraat;13;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901182;BL0104;901182;;;Frederik de Merodestraat;20;;;D;2020-03-17 10:05:09;Dieu Jocelin;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;904576;BL0126;904576;;;Lange Schipstraat;13;;;D;2020-03-06 14:45:27;Marouane Zoubir;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;929576;BL0109;929576;;;Sint-Katelijnestraat;14;;;D;2020-02-05 10:00:27;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3032955;BL0106;3032955;;;Frederik de Merodestraat;21;;;;2020-02-03 10:00:33;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047597;BL0127;3047597;;;Lange Schipstraat;14;;;D;2020-02-17 11:20:18;Jo De Clippel;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;929578;BL0110;929578;;;Sint-Katelijnestraat;15;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4751963;BL0104;4751963;;;Frederik de Merodestraat;22;;;D;2020-03-02 09:50:08;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3047599;BL0127;3047599;;;Lange Schipstraat;16;;;;2020-01-08 10:15:23;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;929575;BL0108;929575;;;Sint-Katelijnestraat;16;;;D;2020-03-17 08:45:11;Dieu Jocelin;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;4751965;BL0104;4751965;;;Frederik de Merodestraat;24;;;D;2020-03-02 09:55:10;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3047600;BL0126;3047600;;;Lange Schipstraat;17;;;X;2020-03-02 09:35:10;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;901189;BL0106;901189;;;Frederik de Merodestraat;25;;;;2020-02-03 10:00:38;Jo De Clippel;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047602;BL0126;3047602;;;Lange Schipstraat;19;;;D;2020-03-11 08:45:10;Marouane Zoubir;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3048609;BL0108;3048609;;;Sint-Katelijnestraat;20;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;6463529;BL0110;6463529;;;Drabstraat;8;B;;;2019-10-24;Dirk Marien;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3032958;BL0104;3032958;;;Frederik de Merodestraat;26;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047604;BL0127;3047604;;;Lange Schipstraat;20;;;XC;2020-02-19 16:25:19;Jo De Clippel;MDU;0;6;0;6;BUILDING template
MECHELEN - FH01;929579;BL0110;929579;;;Sint-Katelijnestraat;21;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031641;BL0121;3031641;;;Désiré Boucherystraat;24;;;;;Ralph Wery;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901181;BL0107;901181;;;Frederik de Merodestraat;27;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4741904;BL0126;4741904;;;Lange Schipstraat;21;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048611;BL0108;3048611;;;Sint-Katelijnestraat;22;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;5930292;BL0110;5930292;;;Drabstraat;8;C;;XC;2019-10-24;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;NB-280017A8020;BL0105;NB-280017A8020;;;Grote Markt;17;A;;;2020-01-23;Jo De Clippel;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;919855;BL0121;919855;;;Désiré Boucherystraat;26;;;;;Ralph Wery;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3032960;BL0104;3032960;;;Frederik de Merodestraat;28;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047606;BL0127;3047606;;;Lange Schipstraat;22;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048613;BL0108;3048613;;;Sint-Katelijnestraat;24;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3032961;BL0107;3032961;;;Frederik de Merodestraat;29;;;D;2020-03-17 10:10:09;Dieu Jocelin;MDU;0;1;1;2;BUILDING template
MECHELEN - FH01;904577;BL0126;904577;;;Lange Schipstraat;23;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;935319;BL0111;935319;;;Sint-Katelijnestraat;25;;;D;2020-02-05 11:00:28;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3032962;BL0104;3032962;;;Frederik de Merodestraat;30;;;D;2020-01-27 12:15:26;Jo De Clippel;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;3047607;BL0127;3047607;;;Lange Schipstraat;24;;;D;2020-03-02;Dieu Jocelin;MDU;2;1;0;3;BUILDING template
MECHELEN - FH01;4014968;BL0108;4014968;;;Sint-Katelijnestraat;26;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3032966;BL0107;3032966;;;Frederik de Merodestraat;31;;;;2020-02-03 10:10:24;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047608;BL0126;3047608;;;Lange Schipstraat;25;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048614;BL0111;3048614;;;Sint-Katelijnestraat;27;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;904923;BL0123;904923;;;Ijzerenleen;11;;;D;2020-02-04;Dieu Jocelin;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;901185;BL0104;901185;;;Frederik de Merodestraat;32;;;D;2020-01-27;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3047609;BL0127;3047609;;;Lange Schipstraat;26;;;D;2018-09-06;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3048619;BL0111;3048619;;;Sint-Katelijnestraat;31;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3032967;BL0107;3032967;;;Frederik de Merodestraat;33;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047611;BL0127;3047611;;;Lange Schipstraat;28;;;D;2018-09-05;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3048620;BL0111;3048620;;;Sint-Katelijnestraat;33;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4746768;BL0123;4746768;;;Geitestraat;12;;;;2019-10-24;Dirk Marien;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3036248;BL0131;3036248;;;Hazestraat;4;;;;2020-03-02 07:25:08;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901187;BL0104;901187;;;Frederik de Merodestraat;34;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3944180;BL0127;3944180;;;Lange Schipstraat;32;;;XC;2020-03-11 10:35:09;Marouane Zoubir;MDU;0;9;1;10;BUILDING template
MECHELEN - FH01;4740648;BL0108;4740648;;;Sint-Katelijnestraat;36;;;D;2020-02-05 10:15:26;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3993916;BL0131;3993916;;;Hazestraat;6;;;;;Ralph Wery;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3032969;BL0104;3032969;;;Frederik de Merodestraat;36;;;D;2020-01-27 13:00:32;Jo De Clippel;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;903511;BL0128;903511;;;Lange Schipstraat;33;;;D;2020-03-11 10:50:07;Marouane Zoubir;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;935321;BL0111;935321;;;Sint-Katelijnestraat;37;;;D;2020-03-17 08:40:08;Dieu Jocelin;MDU;0;4;1;5;BUILDING template
MECHELEN - FH01;3032970;BL0107;3032970;;;Frederik de Merodestraat;37;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047613;BL0127;3047613;;;Lange Schipstraat;34;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048626;BL0111;3048626;;;Sint-Katelijnestraat;41;;;D;2020-02-05 10:50:20;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;9583;BL0129;9583;;;Lange Schipstraat;99;;;;;Ralph Wery;MDU;1;3;1;5;BUILDING template
MECHELEN - FH01;3944014;BL0104;3944014;;;Frederik de Merodestraat;38;;;;;Abdelmalek Lamkoref;MDU;0;4;2;6;BUILDING template
MECHELEN - FH01;3047614;BL0127;3047614;;;Lange Schipstraat;36;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048628;BL0111;3048628;;;Sint-Katelijnestraat;43;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3032972;BL0107;3032972;;;Frederik de Merodestraat;39;;;D;2018-09-04;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3944181;BL0128;3944181;;;Lange Schipstraat;37;;;D;2018-09-06;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3048630;BL0108;3048630;;;Sint-Katelijnestraat;44;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;NB-2800280aa765;BL0121;NB-2800280aa765;;;Désiré Boucherystraat;28;;;D;2020-03-17;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;901183;BL0107;901183;;;Frederik de Merodestraat;41;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047615;BL0127;3047615;;;Lange Schipstraat;38;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3032973;BL0104;3032973;;;Frederik de Merodestraat;42;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4736279;BL0128;4736279;;;Lange Schipstraat;39;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4740656;BL0108;4740656;;;Sint-Katelijnestraat;46;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047617;BL0127;3047617;;;Lange Schipstraat;40;;;D;2018-09-06;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3048634;BL0111;3048634;;;Sint-Katelijnestraat;47;;;D;2020-03-17 08:30:12;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;4153244;BL0104;4153244;;;Frederik de Merodestraat;44;;;D;2020-01-27 10:30:29;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3047618;BL0128;3047618;;;Lange Schipstraat;41;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048636;BL0108;3048636;;;Sint-Katelijnestraat;48;;;X;2020-02-05 10:15:22;Dieu Jocelin;MDU;0;5;0;5;BUILDING template
MECHELEN - FH01;3032975;BL0103;3032975;;;Frederik de Merodestraat;45;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;903513;BL0127;903513;;;Lange Schipstraat;42;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3944199;BL0111;3944199;;;Sint-Katelijnestraat;49;;;D;2020-03-17 08:25:08;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3032976;BL0104;3032976;;;Frederik de Merodestraat;46;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;1276380;BL0128;1276380;;;Lange Schipstraat;43;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048637;BL0108;3048637;;;Sint-Katelijnestraat;50;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3037663;BL0116;3037663;;;Ijzerenleen;52;;;D;2020-01-20;Jo De Clippel;MDU;0;2;1;3;BUILDING template
MECHELEN - FH01;3032978;BL0103;3032978;;;Frederik de Merodestraat;47;;;D;2020-03-17 10:05:07;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;904196;BL0127;904196;;;Lange Schipstraat;44;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048639;BL0111;3048639;;;Sint-Katelijnestraat;51;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901191;BL0118;901191;;;Grote Markt;6;;;;2019-10-24;Dirk Marien;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3032979;BL0103;3032979;;;Frederik de Merodestraat;49;;;D;2020-02-03;Jo De Clippel;MDU;0;2;1;3;BUILDING template
MECHELEN - FH01;3047623;BL0128;3047623;;;Lange Schipstraat;45;;;D;2020-01-08 07:40:17;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3048640;BL0108;3048640;;;Sint-Katelijnestraat;52;;;D;2020-02-05;Jo De Clippel;MDU;1;2;1;4;BUILDING template
MECHELEN - FH01;3032980;BL0103;3032980;;;Frederik de Merodestraat;51;;;D;2020-03-17 10:00:13;Dieu Jocelin;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;904197;BL0127;904197;;;Lange Schipstraat;46;;;D;2018-09-06;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3048641;BL0111;3048641;;;Sint-Katelijnestraat;53;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4746691;BL0122;4746691;;;Grote Markt;33;;;;2020-01-23;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;901186;BL0103;901186;;;Frederik de Merodestraat;55;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047625;BL0128;3047625;;;Lange Schipstraat;47;;;D;2020-01-07 15:20:19;Jo De Clippel;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3048642;BL0108;3048642;;;Sint-Katelijnestraat;54;;;D;2020-02-05 10:25:14;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3032982;BL0103;3032982;;;Frederik de Merodestraat;57;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047627;BL0127;3047627;;;Lange Schipstraat;48;;;D;2020-02-17;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;4739270;BL0111;4739270;;;Sint-Katelijnestraat;55;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905042;BL0121;905042;;;Grote Markt;24;;;;2018-06-22;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3032985;BL0103;3032985;;;Frederik de Merodestraat;59;;;;2020-02-03 10:35:14;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4736378;BL0127;4736378;;;Lange Schipstraat;50;;;D;2020-01-08 10:45:37;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3048643;BL0108;3048643;;;Sint-Katelijnestraat;56;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3042680;BL0119;3042680;;;Grote markt;21;;;;2020-01-23 10:20:23;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901188;BL0103;901188;;;Frederik de Merodestraat;61;;;D;2020-03-17 09:55:13;Dieu Jocelin;MDU;0;1;1;2;BUILDING template
MECHELEN - FH01;903512;BL0128;903512;;;Lange Schipstraat;51;;;D;2020-03-11;Marouane Zoubir;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;935322;BL0111;935322;;;Sint-Katelijnestraat;57;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901597;BL0102;901597;;;Frederik de Merodestraat;63;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047629;BL0127;3047629;;;Lange Schipstraat;52;;;D;2018-09-06;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3048645;BL0108;3048645;;;Sint-Katelijnestraat;58;;;D;2020-03-17 08:25:09;Dieu Jocelin;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;5602863;BL0106;5602863;;;Frederik De Merodestraat;3;;;;2018-06-22;Abdelmalek Lamkoref;MDU;2;5;1;8;BUILDING template
MECHELEN - FH01;3032990;BL0102;3032990;;;Frederik de Merodestraat;65;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047630;BL0127;3047630;;;Lange Schipstraat;54;;;D;2018-09-06;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3048647;BL0111;3048647;;;Sint-Katelijnestraat;59;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4731645;BL0102;4731645;;;Frederik de Merodestraat;69;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047632;BL0127;3047632;;;Lange Schipstraat;56;;;F;2020-01-20;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3048649;BL0108;3048649;;;Sint-Katelijnestraat;60;;;D;2020-02-05 10:30:36;Dieu Jocelin;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;5426070;BL0105;5426070;;;Befferstraat;39;;;;2020-03-17 09:30:12;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;5602996;BL0114;5602996;;;'t Veer;15;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;898126;BL0102;898126;;;Frederik de Merodestraat;71;;;D;2020-02-03 10:45:25;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;904293;BL0127;904293;;;Lange Schipstraat;58;;;D;2020-03-11;Marouane Zoubir;MDU;0;1;0;1;BUILDING template
MECHELEN - FH01;935323;BL0111;935323;;;Sint-Katelijnestraat;61;;;D;2020-02-05 10:35:17;Dieu Jocelin;MDU;1;2;1;4;BUILDING template
MECHELEN - FH01;1323395;BL0105;1323395;;;Varkensstraat;8;;;A;2019-11-26 13:35:14;Jo De Clippel;MDU;0;28;1;29;BUILDING template
MECHELEN - FH01;935316;BL0114;935316;;;'t Veer;17;;;D;2020-03-06 10:30:20;Jo De Clippel;MDU;1;4;0;5;BUILDING template
MECHELEN - FH01;3035204;BL0123;3035204;;;Geitestraat;4;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;903464;BL0129;903464;;;Lange Schipstraat;61;;;D;2020-01-07 12:40:16;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3051131;BL0105;3051131;;;Varkensstraat;10;;;C;2019-11-29 10:30:32;Jo De Clippel;MDU;0;10;1;11;BUILDING template
MECHELEN - FH01;929555;BL0110;929555;;;A.B.-straat;1;;;D;2020-03-09 14:10:10;Jo De Clippel;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;4746724;BL0122;4746724;;;Geitestraat;5;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047636;BL0127;3047636;;;Lange Schipstraat;62;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3944217;BL0105;3944217;;;Varkensstraat;12;;;C;2019-11-28 11:45:22;Jo De Clippel;MDU;0;10;1;11;BUILDING template
MECHELEN - FH01;941666;BL0111;941666;;;A.B.-straat;2;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035206;BL0123;3035206;;;Geitestraat;6;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4731524;BL0129;4731524;;;Lange Schipstraat;63;;;D;2020-01-07 12:35:20;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;5364604;BL0111;5364604;;;Sint-Katelijnestraat;45;A;;;2020-03-17 08:35:12;Jo De Clippel;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3944218;BL0105;3944218;;;Varkensstraat;14;;;A;2019-11-25 11:15:32;Jo De Clippel;MDU;0;29;1;30;BUILDING template
MECHELEN - FH01;941664;BL0110;941664;;;A.B.-straat;3;;;D;2020-03-09 08:35:55;Jo De Clippel;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3035207;BL0122;3035207;;;Geitestraat;7;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
