Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
ANTWERPEN-WEST - FH06;1139913;BL0603;1;614059;1139913;33634189;Maarschalk Gerardstraat 25-25A;Maarschalk Gerardstraat;25;;A;2020-02-28 09:50:09;Geert Stockman;MDU;0;15;1;16;Y;;BUILDING template;2020-03-17;Y
ANTWERPEN-WEST - FH06;1139940;BL0603;1;614076;1139940;;;Maarschalk Gerardstraat;19;;A;2020-08-24;Geert Stockman;MDU;1;9;1;11;Y;;BUILDING template;2020-09-07;Y
ANTWERPEN-WEST - FH06;2061264;BL0604;1;683253;2061264;;;Vleminckveld;18;;C;2020-05-27 17:15:12;Geert Stockman;MDU;1;8;0;9;Y;;BUILDING template;2020-06-26;Y
ANTWERPEN-WEST - FH06;2061259;BL0605;1;683249;2061259;33634165;Vleminckveld 5-7-9-11-13-15-17-19-21-23;Vleminckveld;5;;C;2020-06-08 16:10:06;Hidde Kiekens;MDU;1;0;0;1;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH06;2061261;BL0605;1;8397447;2061261;33634165;Vleminckveld 5-7-9-11-13-15-17-19-21-23;Vleminckveld;11;;C;2020-06-08 16:45:05;Hidde Kiekens;MDU;0;12;1;13;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH06;6629698;BL0605;1;29350414;6629698;33634165;Vleminckveld 5-7-9-11-13-15-17-19-21-23;Vleminckveld;9;;C;2020-06-08 16:45:06;Hidde Kiekens;MDU;1;0;0;1;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH06;55295;BL0605;1;21105119;55295;33634165;Vleminckveld 5-7-9-11-13-15-17-19-21-23;Vleminckveld;15;;C;2020-06-08 17:20:03;Hidde Kiekens;MDU;0;1;0;1;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH06;2061265;BL0605;1;21105120;2061265;33634165;Vleminckveld 5-7-9-11-13-15-17-19-21-23;Vleminckveld;21;;C;2020-06-08 17:20:06;Hidde Kiekens;MDU;0;1;0;1;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH06;4096171;BL0605;1;21105118;4096171;33634165;Vleminckveld 5-7-9-11-13-15-17-19-21-23;Vleminckveld;13;;C;2020-06-08 17:15:07;Hidde Kiekens;MDU;0;1;0;1;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH06;4256532;BL0605;1;21105203;4256532;33634165;Vleminckveld 5-7-9-11-13-15-17-19-21-23;Vleminckveld;19;;C;2020-06-08 17:20:05;Hidde Kiekens;MDU;0;1;0;1;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH06;1438270;BL0605;1;618037;1438270;33634165;Vleminckveld 5-7-9-11-13-15-17-19-21-23;Vleminckveld;23;;C;2020-06-08 17:15:06;Hidde Kiekens;MDU;0;11;1;12;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH06;1448986;BL0605;1;618272;1448986;33634165;Vleminckveld 5-7-9-11-13-15-17-19-21-23;Vleminckveld;7;;C;2020-06-08 16:10:05;Hidde Kiekens;MDU;0;9;1;10;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH06;1488600;BL0605;1;618986;1488600;33634165;Vleminckveld 5-7-9-11-13-15-17-19-21-23;Vleminckveld;17;;C;2020-06-08 17:20:04;Hidde Kiekens;MDU;0;1;0;1;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH06;1921200;BL0616;2;8397442;1921200;;;Groenplaats;11;;A;2020-05-29 16:15:05;Maayken Vanfleteren;MDU;1;10;1;12;Y;;BUILDING template;2020-06-26;Y
ANTWERPEN-WEST - FH06;60043;BL0624;3;714179;60043;;;Melkmarkt;21;;C;2020-08-20 16:20:38;Maayken Vanfleteren;MDU;1;4;0;5;Y;;BUILDING template;2020-09-13 22:03;Y
ANTWERPEN-WEST - FH07;1349608;BL0701;6;617082;1349608;;;Vrijdagmarkt;4;;C;2019-12-02 18:55:12;Geert Stockman;MDU;0;5;0;5;Y;;BUILDING template;2020-03-29;Y
ANTWERPEN-WEST - FH07;3926832;BL0703;6;690928;3926832;;;Gierstraat;7;;C;2019-12-03;Peter Cremers;MDU;1;4;1;6;Y;;BUILDING template;2020-06-26;Y
ANTWERPEN-WEST - FH07;1230196;BL0705;6;614742;1230196;;;Hoogstraat;69;;C;2019-12-16 14:40:21;Peter Van Leeuwen;MDU;2;12;0;14;N;;BUILDING template;2020-07-17;Y
ANTWERPEN-WEST - FH07;48915;BL0706;6;11378765;48915;;Drukkerijstraat 2_Steenhouwersvest 51;Drukkerijstraat;2;;C;2019-12-06 13:00:31;Peter Van Leeuwen;MDU;1;7;0;8;N;;BUILDING template;2019-12-19;Y
ANTWERPEN-WEST - FH07;1329079;BL0708;5;616623;1329079;33591828;Korte Riddersstraat 14-18-20;Korte Riddersstraat;20;;A;2019-12-05 18:05:13;Peter Van Leeuwen;MDU;0;26;1;27;N;;BUILDING template;2019-12-26;Y
ANTWERPEN-WEST - FH07;2047282;BL0708;5;11377722;2047282;33591828;Korte Riddersstraat 14-18-20;Korte Riddersstraat;14;;A;2019-12-05 18:05:13;Peter Van Leeuwen;MDU;0;26;0;26;Y;;BUILDING template;2019-12-26;Y
ANTWERPEN-WEST - FH07;2047288;BL0708;5;11377725;2047288;33591828;Korte Riddersstraat 14-18-20;Korte Riddersstraat;18;;A;2020-06-10 11:06:33;Peter Van Leeuwen;MDU;1;0;0;1;N;;BUILDING template;2019-12-26;Y
ANTWERPEN-WEST - FH07;48900;BL0712;4;7093552;48900;11382568;Augustijnenstraat 18-20_Nationalestraat 50-56-58-60-62_Sint-Andriesstraat 19;Augustijnenstraat;18;;A;2019-11-13 11:40:22;Ryan De Vries;MDU;0;8;2;10;Y;;BUILDING template;2020-09-21;Y
ANTWERPEN-WEST - FH07;5575087;BL0712;4;712185;5575087;11382568;Augustijnenstraat 18-20_Nationalestraat 50-56-58-60-62_Sint-Andriesstraat 19;Augustijnenstraat;20;;A;2019-11-13 11:40:22;Ryan De Vries;MDU;0;8;2;10;N;;BUILDING template;2020-09-21;Y
ANTWERPEN-WEST - FH07;2025132;BL0712;4;664320;2025132;11382568;Augustijnenstraat 18-20_Nationalestraat 50-56-58-60-62_Sint-Andriesstraat 19;Nationalestraat;50;;A;2019-11-13 11:40:22;Ryan De Vries;MDU;0;12;2;14;N;;BUILDING template;2020-09-21;Y
ANTWERPEN-WEST - FH07;60995;BL0712;4;7093566;60995;11382568;Augustijnenstraat 18-20_Nationalestraat 50-56-58-60-62_Sint-Andriesstraat 19;Nationalestraat;56;;A;2019-11-13 11:40:22;Ryan De Vries;MDU;0;10;2;12;N;;BUILDING template;2020-09-21;Y
ANTWERPEN-WEST - FH07;2025160;BL0712;4;664323;2025160;11382568;Augustijnenstraat 18-20_Nationalestraat 50-56-58-60-62_Sint-Andriesstraat 19;Nationalestraat;58;;A;2020-06-09 15:49:14;Ryan De Vries;MDU;1;0;0;1;N;;BUILDING template;2020-09-21;Y
ANTWERPEN-WEST - FH07;49136;BL0712;4;710584;49136;11382568;Augustijnenstraat 18-20_Nationalestraat 50-56-58-60-62_Sint-Andriesstraat 19;Nationalestraat;60;;A;2020-06-09 15:47:26;Ryan De Vries;MDU;1;0;0;1;N;;BUILDING template;2020-09-21;Y
ANTWERPEN-WEST - FH07;48925;BL0712;4;710485;48925;11382568;Augustijnenstraat 18-20_Nationalestraat 50-56-58-60-62_Sint-Andriesstraat 19;Nationalestraat;62;;A;2019-11-13 11:40:22;Ryan De Vries;MDU;0;10;2;12;N;;BUILDING template;2020-09-21;Y
ANTWERPEN-WEST - FH07;1735131;BL0712;4;622728;1735131;11382568;Augustijnenstraat 18-20_Nationalestraat 50-56-58-60-62_Sint-Andriesstraat 19;Sint-Andriesstraat;19;;A;2019-11-13 11:40:22;Ryan De Vries;MDU;0;7;2;9;N;;BUILDING template;2020-09-21;Y
ANTWERPEN-WEST - FH07;2025189;BL0714;4;664328;2025189;11382528;Nationalestraat 66-68;Nationalestraat;66;;A;2020-06-09 16:58:49;Ryan De Vries;MDU;1;0;0;1;Y;;BUILDING template;2020-05-20;Y
ANTWERPEN-WEST - FH07;60996;BL0714;4;11377815;60996;11382528;Nationalestraat 66-68;Nationalestraat;68;;A;2019-10-22 15:15:19;Ryan De Vries;MDU;0;16;2;18;Y;;BUILDING template;2020-05-20;Y
ANTWERPEN-WEST - FH07;6524941;BL0719;3;11377744;6524941;33599703;Pachtstraat 2-4-6-8-10-12;Pachtstraat;4;;C;2019-10-29 11:45:27;Ryan De Vries;MDU;0;1;0;1;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;6524942;BL0719;3;11377747;6524942;33599703;Pachtstraat 2-4-6-8-10-12;Pachtstraat;8;;C;2019-10-29 11:45:27;Ryan De Vries;MDU;0;1;0;1;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;6524943;BL0719;3;11377755;6524943;33599703;Pachtstraat 2-4-6-8-10-12;Pachtstraat;12;;C;2019-10-29 11:45:27;Ryan De Vries;MDU;0;1;0;1;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;972786;BL0719;3;726047;972786;33599703;Pachtstraat 2-4-6-8-10-12;Pachtstraat;2;;C;2019-10-29 11:45:27;Ryan De Vries;MDU;0;8;2;10;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;972787;BL0719;3;726048;972787;33599703;Pachtstraat 2-4-6-8-10-12;Pachtstraat;6;;C;2019-10-29 11:45:27;Ryan De Vries;MDU;0;6;1;7;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;972788;BL0719;3;726049;972788;33599703;Pachtstraat 2-4-6-8-10-12;Pachtstraat;10;;C;2019-10-29 11:45:27;Ryan De Vries;MDU;0;8;2;10;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;976544;BL0720;2;11379204;976544;;;Willem Lepelstraat;11;;A;2019-11-05 14:00:28;Ryan De Vries;MDU;0;12;2;14;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;1989051;BL0720;2;11379318;1989051;11382481;Willem Lepelstraat 13-15-17;Willem Lepelstraat;15;;A;2019-11-06 10:35:14;Ryan De Vries;MDU;0;50;2;52;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;976563;BL0720;2;7093575;976563;11382495;Prekersstraat 16-18;Prekersstraat;16;;C;2020-06-09 09:00:29;Ryan De Vries;MDU;1;0;0;1;N;;BUILDING template;2020-03-17;Y
ANTWERPEN-WEST - FH07;5576143;BL0720;2;712487;5576143;11382495;Prekersstraat 16-18;Prekersstraat;18;;C;2019-10-29 17:20:12;Ryan De Vries;MDU;0;18;2;20;N;;BUILDING template;2020-03-17;Y
ANTWERPEN-WEST - FH07;976543;BL0720;2;726221;976543;;;Willem Lepelstraat;9;;A;2019-11-05 13:30:25;Ryan De Vries;MDU;0;12;2;14;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;976545;BL0720;2;7093573;976545;11382481;Willem Lepelstraat 13-15-17;Willem Lepelstraat;13;;A;2020-06-09 09:15:29;Ryan De Vries;MDU;1;0;0;1;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;5575917;BL0720;2;11379419;5575917;11382481;Willem Lepelstraat 13-15-17;Willem Lepelstraat;17;;A;2019-11-06 10:35:14;Ryan De Vries;MDU;0;50;2;52;N;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;1520006;BL0721;3;619479;1520006;;;Nationalestraat;126;;C;2019-10-10;Dave Ruelens;MDU;1;6;0;7;Y;;BUILDING template;2020-06-26;Y
ANTWERPEN-WEST - FH07;6058494;BL0724;1;11378875;6058494;11382502;Volkstraat 10-10A;Volkstraat;10;A;C;2020-06-08 15:49:49;Geert Stockman;MDU;1;0;0;1;Y;;BUILDING template;2019-12-18;Y
ANTWERPEN-WEST - FH07;2050524;BL0724;1;673846;2050524;;;Scheldestraat;53;;C;2019-12-03 22:20:14;Geert Stockman;MDU;0;6;0;6;Y;;BUILDING template;2020-01-04;Y
ANTWERPEN-WEST - FH07;2061587;BL0724;1;683517;2061587;11382502;Volkstraat 10-10A;Volkstraat;10;;C;2019-11-06 08:00:21;Geert Stockman;MDU;0;8;0;8;Y;;BUILDING template;2019-12-18;Y
ANTWERPEN-WEST - FH07;2061634;BL0725;1;683554;2061634;33600993;Volkstraat 66-66A;Volkstraat;66;;C;2019-12-19 17:25:13;Geert Stockman;MDU;1;2;0;3;Y;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH07;3928595;BL0725;1;11377984;3928595;33600993;Volkstraat 66-66A;Volkstraat;66;A;C;2019-12-19 17:25:13;Geert Stockman;MDU;0;7;0;7;Y;;BUILDING template;2019-12-23;Y
ANTWERPEN-WEST - FH11;762443;BL1104;;721242;762443;;;De Gerlachekaai;11;;C;;Steffen Verhofsté;MDU;0;8;0;8;N;;BUILDING template;2020-03-17 12:52:41;Y
ANTWERPEN-WEST - FH11;968684;BL1105;;725472;968684;;;De Gerlachekaai;1;;C;;Steffen Verhofsté;MDU;0;6;0;6;N;;BUILDING template;2020-03-17 13:26:06;Y
ANTWERPEN-WEST - FH11;5575337;BL1108;;712266;5575337;35174413;Cockerillkaai 26-27-28-29-30-31_Luikstraat 1-3_Wapenstraat 6;Cockerillkaai;26;;A;;Steffen Verhofsté;MDU;3;0;1;4;N;;BUILDING template;2020-03-17 14:25:25;Y
