Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
EVERE - FH05;862903;BL0501;;972117;862903;;Cicerolaan 20-22-24;Cicerolaan;20;;;;Marouane Zoubir;MDU;1;0;1;2;BUILDING template
EVERE - FH05;NB-11402238595;BL0501;;;NB-11402238595;;Cicerolaan 20-22-24;Cicerolaan - Avenue Cicéron;22;;;;Marouane Zoubir;SDU;1;0;0;1;BUILDING template
EVERE - FH05;NB-11402484170;BL0501;;;NB-11402484170;;Cicerolaan 20-22-24;Cicerolaan - Avenue Cicéron;24;;;;Marouane Zoubir;SDU;1;0;0;1;BUILDING template
EVERE - FH05;1623301;BL0501;;33545971;1623301;;A. Vermeylenlaan 58-60;A. Vermeylenlaan - Avenue Auguste Vermeylen;60;;;;Marouane Zoubir;MDU;0;35;2;37;BUILDING template
EVERE - FH05;1623300;BL0501;;969616;1623300;;A. Vermeylenlaan 58-60;A. Vermeylenlaan - Avenue Auguste Vermeylen;58;;;;Marouane Zoubir;MDU;0;34;2;36;BUILDING template
EVERE - FH05;1621291;BL0501;;967865;1621291;; Franz Guillaumelaan 120_Platolaan 21;Platolaan - Avenue Platon;21;;;;Marouane Zoubir;MDU;0;63;2;65;BUILDING template
EVERE - FH05;1621810;BL0501;;37362931;1621810;; Franz Guillaumelaan 120_Platolaan 21;Avenue Franz Guillaume - Franz Guillaumelaan;120;;;;;MDU;0;42;2;44;BUILDING template
