Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
ANTWERPEN-WEST - FH05;1111959;BL0511;;11525528;1111959;;;Lange Koepoortstraat;43;;;;;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1959679;BL0527;;651518;1959679;;;Kaasrui;11;;;;;MDU;4;0;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045393;BL0547;;669512;2045393;;;Grote Pieter Potstraat;20;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3918247;BL0564;;690697;3918247;;;Rivierstraat;25;;;;Marouane Zoubir;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5364239;BL0547;;710844;5364239;;;Haverstraat;6;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61766;BL0528;;11525697;61766;;;Korte Koepoortstraat;1;;;;;MDU;2;3;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-20001594375;;;;NB-20001594375;;Fortuinstraat 13-15;Fortuinstraat;15;;;;Marouane Zoubir;MDU;0;5;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;57656;BL0515;;35729832;57656;;;Jeruzalemstraat;14;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1138877;BL0512;;613949;1138877;;;Minderbroedersrui;4;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1959680;BL0524;;11525577;1959680;;;Kaasstraat;1;;;;;MDU;0;106;0;106;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045394;BL0547;;669513;2045394;;;Grote Pieter Potstraat;22;;;;;MDU;0;5;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3918267;BL0560;;11525610;3918267;;Fortuinstraat 1-3;Fortuinstraat;1;;;;Marouane Zoubir;MDU;0;5;1;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5364241;BL0545;;710845;5364241;;;Kleine Pieter Potstraat;5;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61767;BL0531;;11525698;61767;;;Korte Koepoortstraat;13;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-20001751798;;;;NB-20001751798;;Fortuinstraat 17-19;Fortuinstraat;17;;;;Marouane Zoubir;MDU;0;6;0;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5773299;BL0524;;35730106;5773299;;;Zilversmidstraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1174366;BL0519;;614443;1174366;;;Ruckersplaats;1;;;;;MDU;0;5;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1959681;BL0539;;651520;1959681;;;Kaasstraat;3;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045395;BL0547;;669514;2045395;;;Grote Pieter Potstraat;24;;;;;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;3918268;BL0560;;690700;3918268;;Fortuinstraat 5-7;Fortuinstraat;5;;;;Marouane Zoubir;MDU;0;5;1;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5364249;BL0558;;11525658;5364249;;;Sint-Michielskaai;11;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61768;BL0531;;716248;61768;;;Korte Koepoortstraat;9;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-20001952416;;;;NB-20001952416;;Fortuinstraat 17-19;Fortuinstraat;19;;;;Marouane Zoubir;MDU;0;5;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059329;BL0526;;35729927;1059329;;;Oude Beurs;38;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;57983;BL0502;;35729944;57983;;;Sint-Pietersvliet;14;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1174367;BL0519;;614444;1174367;;;Ruckersplaats;7;;;;;MDU;0;5;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1959683;BL0540;;651521;1959683;;;Kaasstraat;4;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045396;BL0547;;669515;2045396;;;Grote Pieter Potstraat;26;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3918270;BL0560;;690701;3918270;;Fortuinstraat 9-11;Fortuinstraat;9;;;;Marouane Zoubir;MDU;0;4;1;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5364253;BL0564;;710848;5364253;;;Rivierstraat;21;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61769;BL0528;;716249;61769;;;Korte Koepoortstraat;7;;;;;MDU;4;0;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059334;BL0536;;35729894;1059334;;;Grote Markt;34;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;58000;BL0502;;35729939;58000;;;Sint-Paulusplaats;31;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1236531;BL0556;;11525529;1236531;;;Kloosterstraat;28;;;;Marouane Zoubir;MDU;1;6;1;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965728;BL0527;;653651;1965728;;;Korte Koepoortstraat;4;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045397;BL0547;;669516;2045397;;;Grote Pieter Potstraat;28;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3918282;BL0559;;11525611;3918282;;;Kloosterstraat;58;;;;Marouane Zoubir;MDU;1;8;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5373056;BL0512;;710888;5373056;;;Kleine Goddaard;1;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61770;BL0534;;716250;61770;;;Sint-Pieter-en-Paulusstraat;2;;;;;MDU;0;3;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059346;BL0526;;35730000;1059346;;;Schoenmakersstraat;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;58004;BL0502;;35730091;58004;;;Grote Kraaiwijk;8;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;12583;BL0522;;615230;12583;;;Jordaenskaai;25;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965730;BL0527;;653652;1965730;;;Korte Koepoortstraat;6;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045398;BL0547;;669517;2045398;;;Grote Pieter Potstraat;32;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3918283;BL0560;;11525612;3918283;;Kloosterstraat 76-78;Kloosterstraat;76;;;;Marouane Zoubir;MDU;1;6;0;7;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5373057;BL0512;;710889;5373057;;;Kleine Goddaard;23;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61772;BL0532;;716252;61772;;;Leeuw van Vlaanderenstraat;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059347;BL0527;;35730001;1059347;;;Schoenmakersstraat;5;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;58016;BL0520;;35730110;58016;;;Burchtgracht;53;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;12587;BL0542;;615232;12587;;;Suikerrui;34;;;;;MDU;1;3;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965742;BL0527;;653653;1965742;;;Korte Koepoortstraat;8;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045399;BL0547;;669518;2045399;;;Grote Pieter Potstraat;34;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3918284;BL0563;;11525613;3918284;;;Kloosterstraat;118;;;;Marouane Zoubir;MDU;1;4;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5373058;BL0528;;710890;5373058;;;Moriaanstraat;1;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61773;BL0532;;716263;61773;;;Leeuw van Vlaanderenstraat;6;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;12615;BL0506;;35729881;12615;;;Koolkaai;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;58018;BL0519;;35729933;58018;;;Oude Beurs;3;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;12589;BL0548;;615233;12589;;;Vlasmarkt;36;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965750;BL0531;;11525578;1965750;;;Korte Koepoortstraat;11;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045400;BL0547;;669519;2045400;;;Grote Pieter Potstraat;36;;;;;MDU;4;0;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3921651;BL0508;;690870;3921651;;;Korte Doornikstraat;4;;;;;MDU;0;7;0;7;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5373063;BL0518;;710891;5373063;;;Lange Doornikstraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61775;BL0534;;716277;61775;;;Melkmarkt;11;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;12635;BL0551;;35729823;12635;;;Sint-Jansvliet;25;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;58019;BL0519;;35729934;58019;;;Oude Beurs;1;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;12617;BL0504;;615292;12617;;;Veemarkt;12;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965767;BL0512;;653655;1965767;;;Lange Koepoortstraat;3;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045401;BL0545;;669520;2045401;;;Kleine Pieter Potstraat;1;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3922671;BL0556;;690895;3922671;;;Kromme-Elleboogstraat;8;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5382841;BL0524;;711009;5382841;;;Zilversmidstraat;1;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61776;BL0534;;716278;61776;;;Melkmarkt;9;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1298583;BL0505;;35729782;1298583;;;Gorterstraat;15;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;58107;BL0521;;35729862;58107;;;Jordaenskaai;23;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;12619;BL0504;;11525530;12619;;;Lange Koepoortstraat;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965776;BL0504;;653656;1965776;;;Lange Koepoortstraat;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045402;BL0545;;669521;2045402;;;Kleine Pieter Potstraat;3;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3927743;BL0553;;11525614;3927743;;;Sint-Jansvliet;10;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5383659;BL0564;;711071;5383659;;;Rivierstraat;13;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;864223;BL0508;;724134;864223;;;Vleeshouwersstraat;1;;;;;MDU;0;9;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1336231;BL0507;;35730057;1336231;;;Zakstraat;15;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;58117;BL0520;;35730056;58117;;;Zakstraat;18;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;12639;BL0555;;615350;12639;;;Plantinkaai;16;;;;Marouane Zoubir;MDU;1;5;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965781;BL0511;;653657;1965781;;;Lange Koepoortstraat;9;;;;;MDU;2;0;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045403;BL0545;;669522;2045403;;;Kleine Pieter Potstraat;7;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3927837;BL0505;;691015;3927837;;;Kleine Kraaiwijk;8;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5393249;BL0540;;711120;5393249;;;Kaasstraat;2;A;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;864269;BL0508;;724135;864269;;;Veemarkt;15;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1449385;BL0551;;35730015;1449385;;;Stoofstraat;4;;;;Marouane Zoubir;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;58121;BL0505;;35729778;58121;;;Gorterstraat;27;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;12653;BL0516;;11525531;12653;;;Wolstraat;1;;;;;MDU;1;4;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965783;BL0504;;653658;1965783;;;Lange Koepoortstraat;10;;;;;MDU;2;7;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045404;BL0546;;669523;2045404;;;Kleine Pieter Potstraat;8;;;;;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928015;BL0561;;691086;3928015;;Sint Michielskaai 23-24-25;Sint-Michielskaai;23;;;;Marouane Zoubir;MDU;0;4;1;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5402838;BL0509;;711224;5402838;;;Zirkstraat;31;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;864270;BL0508;;724136;864270;;;Veemarkt;21;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1736424;BL0558;;35730139;1736424;;;Arsenaalstraat;1;A;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;58123;BL0520;;35730033;58123;;;Vleeshouwersstraat;16;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1268534;BL0561;;615385;1268534;;;Sint-Michielskaai;26;;;;Marouane Zoubir;MDU;1;4;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965784;BL0511;;653659;1965784;;;Lange Koepoortstraat;11;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045406;BL0545;;669524;2045406;;;Kleine Pieter Potstraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928049;BL0531;;691107;3928049;;;Moriaanstraat;10;;;;;MDU;0;6;0;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5413787;BL0525;;711317;5413787;;;Oude Beurs;22;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;970899;BL0562;;725747;970899;;;Goedehoopstraat;16;;;;Marouane Zoubir;MDU;0;3;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1736428;BL0560;;35730143;1736428;;Arsenaalstraat 4-6;Arsenaalstraat;6;;;;Marouane Zoubir;MDU;0;5;1;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;58128;BL0505;;35729885;58128;;;Kleine Kraaiwijk;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1277797;BL0511;;615517;1277797;;;Kleine Goddaard;12;;;;;MDU;0;22;0;22;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965785;BL0511;;653660;1965785;;;Lange Koepoortstraat;13;;;;;MDU;2;4;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045407;BL0545;;669525;2045407;;;Kleine Pieter Potstraat;11;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928144;BL0504;;691143;3928144;;;Sint-Paulusstraat;26;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5445978;BL0525;;711623;5445978;;;Oude Beurs;16;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;970902;BL0562;;725748;970902;;Goedehoopstraat 2_Sint Michielskaai 28;Goedehoopstraat;2;;;;Marouane Zoubir;MDU;2;10;1;13;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1736431;BL0560;;35730141;1736431;;Arsenaalstraat 12-14;Arsenaalstraat;14;;;;Marouane Zoubir;MDU;0;5;1;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;58129;BL0519;;35730073;58129;;;Zirkstraat;2;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1289706;BL0552;;615670;1289706;;;Plantinkaai;5;;;;Marouane Zoubir;MDU;1;6;0;7;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965788;BL0511;;653661;1965788;;;Lange Koepoortstraat;15;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045408;BL0545;;669526;2045408;;;Kleine Pieter Potstraat;13;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928242;BL0543;;691182;3928242;;;Reyndersstraat;15;;;;;MDU;0;2;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5445979;BL0525;;711624;5445979;;;Oude Beurs;20;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;970905;BL0564;;725751;970905;;;Scheldestraat;19;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1737329;BL0561;;35729788;1737329;;;Fortuinstraat;6;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59115;BL0509;;35730082;59115;;;Zwartzustersstraat;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1297992;BL0525;;615859;1297992;;;Braderijstraat;1;;;;;MDU;6;8;0;14;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965789;BL0511;;653662;1965789;;;Lange Koepoortstraat;17;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045411;BL0511;;11525589;2045411;;;Pottenbrug;3;;;;;MDU;2;37;0;39;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928253;BL0563;;11525615;3928253;;Kloosterstraat 134-140_Riemstraat 19-21-27-29-31-33-35-37-39-41;Riemstraat;39;;;;Marouane Zoubir;MDU;0;7;2;9;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5445981;BL0507;;11525659;5445981;;;Jordaenskaai;16;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;970908;BL0564;;725752;970908;;;Scheldestraat;1;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1774573;BL0525;;35730087;1774573;;;Braderijstraat;13;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59117;BL0509;;35730074;59117;;;Zwartzustersstraat;32;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1321066;BL0519;;616266;1321066;;;Vleeshouwersstraat;21;;;;;MDU;0;10;0;10;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965792;BL0510;;653663;1965792;;;Lange Koepoortstraat;18;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2045412;BL0511;;11525590;2045412;;;Pottenbrug;4;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928533;BL0559;;691332;3928533;;;Verbrande-Entrepotstraat;7;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5465121;BL0511;;11525660;5465121;;;Engelse Beurs;4;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;970909;BL0564;;11525699;970909;;;Rivierstraat;11;;;;Marouane Zoubir;MDU;0;61;0;61;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1774578;BL0524;;35730084;1774578;;;Braderijstraat;14;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59127;BL0510;;35730009;59127;;;Stoelstraat;13;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1321110;BL0509;;616272;1321110;;;Stoelstraat;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965802;BL0511;;653664;1965802;;;Lange Koepoortstraat;19;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2047060;BL0523;;670973;2047060;;;Repenstraat;8;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928690;BL0517;;691400;3928690;;;Zirkstraat;30;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5499979;BL0507;;11525661;5499979;;;Burchtgracht;18;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;970910;BL0564;;725754;970910;;;Rivierstraat;10;;;;Marouane Zoubir;MDU;0;7;0;7;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1785673;BL0507;;35730115;1785673;;;Burchtgracht;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59139;BL0504;;35729878;59139;;;Lange Koepoortstraat;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1343852;BL0558;;616936;1343852;;;Sint-Michielsstraat;2;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965806;BL0510;;653665;1965806;;;Lange Koepoortstraat;20;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2047219;BL0543;;671123;2047219;;;Reyndersstraat;3;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928714;BL0519;;691411;3928714;;;Ruckersplaats;2;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5501764;BL0507;;11525662;5501764;;;Jordaenskaai;17;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;970922;BL0564;;725762;970922;;;Sint-Michielskaai;41;;;;Marouane Zoubir;MDU;1;3;1;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1804801;BL0533;;35730120;1804801;;;Hendrik Conscienceplein;8;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60037;BL0530;;35729805;60037;;;Hoofdkerkstraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1345934;BL0564;;616996;1345934;;;Riemstraat;22;;;;Marouane Zoubir;MDU;0;10;2;12;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965814;BL0510;;653666;1965814;;;Lange Koepoortstraat;22;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2047221;BL0543;;671125;2047221;;;Reyndersstraat;7;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928760;BL0524;;691429;3928760;;;Bullinckplaats;2;;;;;MDU;0;7;0;7;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5555304;BL0514;;712065;5555304;;;Coppenolstraat;15;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;970923;BL0564;;725763;970923;;Sint-Michielskaai 35-36;Sint-Michielskaai;36;;;;Marouane Zoubir;MDU;0;7;0;7;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1804823;BL0533;;35730118;1804823;;;Hendrik Conscienceplein;18;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60047;BL0533;;35730092;60047;;;Sint-Katelijnevest;28;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1372369;BL0557;;11525532;1372369;;;Sint-Michielsstraat;9;;;;Marouane Zoubir;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965818;BL0510;;11525579;1965818;;;Lange Koepoortstraat;24;;;;;MDU;1;14;0;15;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2047224;BL0543;;671128;2047224;;;Reyndersstraat;11;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928761;BL0524;;691430;3928761;;;Bullinckplaats;7;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5560955;BL0541;;11525663;5560955;;;Ernest Van Dijckkaai;13;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;970924;BL0562;;725764;970924;;;Sint-Michielskaai;34;;;;Marouane Zoubir;MDU;1;4;1;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1830096;BL0540;;35730134;1830096;;;Ernest Van Dijckkaai;3;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;6019961;BL0527;;35729924;6019961;;;Oude Beurs;58;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1446147;BL0524;;618245;1446147;;;Bullinckplaats;4;;;;;MDU;0;7;0;7;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1965826;BL0511;;653668;1965826;;;Lange Koepoortstraat;25;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2047227;BL0543;;671130;2047227;;;Reyndersstraat;13;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
