Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ROESELARE - FH04;3418576;411;;;3418576;;;Spanjestraat;249;;;2019-06-04;Bjorn De Pauw;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418834;417;;;3418834;;;Sint-Jorisstraat;36;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252268;425;;;1252268;;;Mandeldreef;70;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;18557;427;;;18557;;;Mandeldreef;61;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362925;429;;;4362925;;;Herentalslaan;41;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;6276004;;;8916313;6276004;;;Mandeldreef;39;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4353031;405;;;4353031;;;Sint-Hubrechtsstraat;54;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354930;417;;;4354930;;;Sint-Jorisstraat;38;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252269;425;;;1252269;;;Mandeldreef;72;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874633;427;;;874633;;;Meulebekestraat;2;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362926;429;;;4362926;;;Herentalslaan;43;;;3-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;6315559;;;9177261;6315559;;;Mandellaan;222;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4374759;402;;;4374759;;;Spanjestraat;90;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4353033;405;;;4353033;;;Sint-Hubrechtsstraat;56;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3413589;408;;;3413589;;;Ardooisesteenweg;28;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875097;410;;;875097;;;Koornstraat;70;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252270;425;;;1252270;;;Mandeldreef;74;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362969;427;;;4362969;;;Meulebekestraat;4;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4135365;429;;;4135365;;;Herentalslaan;45;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;6337512;;;9722453;6337512;;;Mandellaan;228;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418548;402;;;3418548;;;Spanjestraat;92;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;123204;405;;;123204;;;Sint-Hubrechtsstraat;58;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416511;410;;;3416511;;;Koornstraat;72;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5562063;411;;;5562063;;;Spanjestraat;215;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875149;414;;;875149;;;Mandellaan;202;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362986;425;;;4362986;;;Mandeldreef;76;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362970;427;;;4362970;;;Meulebekestraat;6;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874741;429;;;874741;;;Herentalslaan;49;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;6342156;;;9825919;6342156;;;Bruanestraat;56;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4353035;405;;;4353035;;;Sint-Hubrechtsstraat;60;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;123270;408;;;123270;;;Nijverheidsstraat;4;;;2018-03-07 11:18:09;Gunther Lamberts;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4368384;410;;;4368384;;;Koornstraat;74;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5427382;411;;;5427382;;;Spanjestraat;225;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417021;414;;;3417021;;;Mandellaan;204;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416998;425;;;3416998;;;Mandeldreef;78;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362973;427;;;4362973;;;Meulebekestraat;10;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;6529676;;;11569251;6529676;;;Spanjestraat;187;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418549;402;;;3418549;;;Spanjestraat;102;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418816;405;;;3418816;;;Sint-Hubrechtsstraat;62;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4368385;410;;;4368385;;;Koornstraat;76;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5419249;411;;;5419249;;;Spanjestraat;229;;;13-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417022;414;;;3417022;;;Mandellaan;206;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1025582;422;;;1025582;;;Beversesteenweg;78;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362988;425;;;4362988;;;Mandeldreef;80;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252274;427;;;1252274;;;Meulebekestraat;12;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874584;;;10948721;874584;;;Beversesteenweg;204;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252956;402;;;1252956;;;Spanjestraat;104;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418817;405;;;3418817;;;Sint-Hubrechtsstraat;64;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416514;410;;;3416514;;;Koornstraat;78;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418569;411;;;3418569;;;Spanjestraat;231;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4073332;414;;;4073332;;;Mandellaan;210;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874619;422;;;874619;;;Elf-Novemberstraat;1;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362989;425;;;4362989;;;Mandeldreef;82;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362976;427;;;4362976;;;Meulebekestraat;16;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874764;;;9011925;874764;;;Eksaardestraat;42;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4374765;402;;;4374765;;;Spanjestraat;106;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4212549;405;;;4212549;;;Sint-Hubrechtsstraat;66;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1335121;410;;;1335121;;;Koornstraat;80;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875060;411;;;875060;;;Vierwegstraat;14;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417026;414;;;3417026;;;Mandellaan;212;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874620;422;;;874620;;;Elf-Novemberstraat;3;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874756;425;;;874756;;;Mandeldreef;84;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362977;427;;;4362977;;;Meulebekestraat;18;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874591;429;;;874591;;;Mandellaan;24;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875169;;;7434369;875169;;;Bruanestraat;79;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252957;402;;;1252957;;;Spanjestraat;108;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4353037;405;;;4353037;;;Sint-Hubrechtsstraat;68;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417548;408;;;3417548;;;Nijverheidsstraat;26;;;2018-04-18 16:33:00;Rudi Caes;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252743;410;;;1252743;;;Koornstraat;82;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354478;411;;;4354478;;;Vierwegstraat;16;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417027;414;;;3417027;;;Mandellaan;214;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;862507;422;;;862507;;;Elf-Novemberstraat;5;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362982;425;;;4362982;;;Mandeldreef;62;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252275;427;;;1252275;;;Meulebekestraat;20;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4104774;429;;;4104774;;;Mandellaan;26;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875172;;;10028284;875172;;;Bruanestraat;80;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4045275;405;;;4045275;;;Sint-Hubrechtsstraat;70;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252744;410;;;1252744;;;Koornstraat;84;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354482;411;;;4354482;;;Vierwegstraat;18;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417029;414;;;3417029;;;Mandellaan;216;;;09-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3413374;422;;;3413374;;;Elf-Novemberstraat;7;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252262;425;;;1252262;;;Mandellaan;112;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252276;427;;;1252276;;;Meulebekestraat;22;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417000;429;;;3417000;;;Mandellaan;28;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875209;;;9108959;875209;;;Sint-Jorisstraat;32;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;123205;405;;;123205;;;Sint-Hubrechtsstraat;72;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4042427;408;;;4042427;;;Ommegangsstraat;5;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1243392;410;;;1243392;;;Koornstraat;86;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3419395;411;;;3419395;;;Vierwegstraat;20;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4019750;414;;;4019750;;;Mandellaan;218;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4365126;422;;;4365126;;;Elf-Novemberstraat;9;;;09-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417011;425;;;3417011;;;Mandellaan;114;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417418;427;;;3417418;;;Meulebekestraat;24;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252035;429;;;1252035;;;Mandellaan;30;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875275;;;10171656;875275;;;Spanjestraat;142;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875333;405;;;875333;;;Sint-Hubrechtsstraat;74;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4353090;408;;;4353090;;;Ommegangsstraat;7;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416516;410;;;3416516;;;Koornstraat;88;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4198414;411;;;4198414;;;Vierwegstraat;22;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417032;414;;;3417032;;;Mandellaan;220;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3413375;422;;;3413375;;;Elf-Novemberstraat;11;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252263;425;;;1252263;;;Mandellaan;116;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252277;427;;;1252277;;;Meulebekestraat;26;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252036;429;;;1252036;;;Mandellaan;32;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875314;;;10200610;875314;;;Spanjestraat;110;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418818;405;;;3418818;;;Sint-Hubrechtsstraat;76;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4239807;408;;;4239807;;;Ommegangsstraat;11;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252745;410;;;1252745;;;Koornstraat;90;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3419397;411;;;3419397;;;Vierwegstraat;24;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4363458;414;;;4363458;;;Mandellaan;224;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4365128;422;;;4365128;;;Elf-Novemberstraat;13;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252264;425;;;1252264;;;Mandellaan;118;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4096554;427;;;4096554;;;Meulebekestraat;28;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;880558;;;10028253;880558;;;Bruanestraat;88;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4374784;405;;;4374784;;;Sint-Hubrechtsstraat;78;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4030753;408;;;4030753;;;Ommegangsstraat;13;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252746;410;;;1252746;;;Koornstraat;92;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354486;411;;;4354486;;;Vierwegstraat;26;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4365129;422;;;4365129;;;Elf-Novemberstraat;15;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417012;425;;;3417012;;;Mandellaan;120;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874779;427;;;874779;;;Meulebekestraat;30;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252038;429;;;1252038;;;Mandellaan;40;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252963;405;;;1252963;;;Sint-Hubrechtsstraat;80;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417676;408;;;3417676;;;Ommegangsstraat;15;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;860234;410;;;860234;;;Koornstraat;94;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875061;411;;;875061;;;Vierwegstraat;28;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5506361;414;;;5506361;;;Sint-Anne;12;;;13-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;862508;422;;;862508;;;Elf-Novemberstraat;17;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874774;425;;;874774;;;Mandellaan;122;;;3-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874780;427;;;874780;;;Meulebekestraat;32;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417001;429;;;3417001;;;Mandellaan;42;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418819;405;;;3418819;;;Sint-Hubrechtsstraat;84;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417677;408;;;3417677;;;Ommegangsstraat;17;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875065;411;;;875065;;;Vierwegstraat;30;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5507828;414;;;5507828;;;Sint-Anne;14;;;13-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4364977;422;;;4364977;;;Hammestraat;27;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362892;425;;;4362892;;;Mandellaan;124;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252299;427;;;1252299;;;Meulebekestraat;34;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252039;429;;;1252039;;;Mandellaan;44;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418820;405;;;3418820;;;Sint-Hubrechtsstraat;86;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417678;408;;;3417678;;;Ommegangsstraat;19;;;2018-04-18 16:33:01;Gunther Lamberts;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4375325;410;;;4375325;;;Koornstraat;98;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3419401;411;;;3419401;;;Vierwegstraat;34;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5507829;414;;;5507829;;;Sint-Anne;16;;;13-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4364979;422;;;4364979;;;Hammestraat;29;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252265;425;;;1252265;;;Mandellaan;126;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362994;427;;;4362994;;;Meulebekestraat;36;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4361634;429;;;4361634;;;Mandellaan;46;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418821;405;;;3418821;;;Sint-Hubrechtsstraat;88;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;123243;408;;;123243;;;Ommegangsstraat;21;;;2018-03-09 11:20:45;Gunther Lamberts;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416518;410;;;3416518;;;Koornstraat;100;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4163014;411;;;4163014;;;Vierwegstraat;36;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5506362;414;;;5506362;;;Sint-Anne;18;;;13-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3415306;422;;;3415306;;;Hammestraat;31;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4250346;425;;;4250346;;;Mandellaan;128;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417424;427;;;3417424;;;Meulebekestraat;38;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874593;429;;;874593;;;Mandellaan;48;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875332;405;;;875332;;;Sint-Hubrechtsstraat;90;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252940;410;;;1252940;;;Koornstraat;112;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354395;411;;;4354395;;;Vierwegstraat;38;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3415307;422;;;3415307;;;Hammestraat;33;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417013;425;;;3417013;;;Mandellaan;130;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874781;427;;;874781;;;Meulebekestraat;40;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418800;408;;;3418800;;;Sint-Hubrechtsstraat;3;;;2018-04-18 16:33:04;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416521;410;;;3416521;;;Koornstraat;114;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354396;411;;;4354396;;;Vierwegstraat;40;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874621;422;;;874621;;;Hammestraat;35;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3417014;425;;;3417014;;;Mandellaan;132;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874782;427;;;874782;;;Meulebekestraat;42;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4081748;410;;;4081748;;;Koornstraat;116;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875062;411;;;875062;;;Vierwegstraat;42;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416973;422;;;3416973;;;Mandeldreef;8;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252266;425;;;1252266;;;Mandellaan;134;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252300;427;;;1252300;;;Meulebekestraat;44;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418802;408;;;3418802;;;Sint-Hubrechtsstraat;7;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252941;410;;;1252941;;;Koornstraat;118;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416974;422;;;3416974;;;Mandeldreef;10;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874778;425;;;874778;;;Mandellaan;136;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252301;427;;;1252301;;;Meulebekestraat;46;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;123265;405;;;123265;;;Spanjestraat;13;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875295;410;;;875295;;;Koornstraat;122;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875066;411;;;875066;;;Vierwegstraat;48;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416976;422;;;3416976;;;Mandeldreef;12;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874775;425;;;874775;;;Mandellaan;140;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4139021;427;;;4139021;;;Meulebekestraat;48;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4008812;408;;;4008812;;;Sint-Hubrechtsstraat;11;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;6059680;410;;;6059680;;;Koornstraat;124;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875071;411;;;875071;;;Vierwegstraat;28;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4364945;422;;;4364945;;;Mandeldreef;14;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874635;427;;;874635;;;Meulebekestraat;52;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252978;405;;;1252978;;;Spanjestraat;25;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4353004;408;;;4353004;;;Sint-Hubrechtsstraat;13;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252942;410;;;1252942;;;Koornstraat;126;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4364946;422;;;4364946;;;Mandeldreef;16;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4216846;405;;;4216846;;;Spanjestraat;27;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;123206;408;;;123206;;;Sint-Hubrechtsstraat;15;;;2018-04-18 16:33:05;Gunther Lamberts;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252943;410;;;1252943;;;Koornstraat;128;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874605;422;;;874605;;;Mandeldreef;18;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418538;405;;;3418538;;;Spanjestraat;29;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418806;408;;;3418806;;;Sint-Hubrechtsstraat;19;;D;2018-03-08 13:48:47;Gunther Lamberts;MDU;1;1;0;2;BUILDING template
ROESELARE - FH04;875296;410;;;875296;;;Koornstraat;130;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874617;422;;;874617;;;Sint-Jorisstraat;66;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418539;405;;;3418539;;;Spanjestraat;31;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4353107;408;;;4353107;;;Sint-Hubrechtsstraat;23;;;2018-04-18 16:33:06;Gunther Lamberts;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875297;410;;;875297;;;Koornstraat;132;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418847;422;;;3418847;;;Sint-Jorisstraat;68;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252979;405;;;1252979;;;Spanjestraat;33;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4353108;408;;;4353108;;;Sint-Hubrechtsstraat;27;;D;2018-03-09 11:05:43;Gunther Lamberts;MDU;1;1;0;2;BUILDING template
ROESELARE - FH04;1252944;410;;;1252944;;;Koornstraat;134;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874616;422;;;874616;;;Sint-Jorisstraat;70;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
