Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate
HASSELT - FH05;2407163;BL0001;1;381355;2407163;33626507;;Anne Frankplein;1;;XC;2020-10-05 14:50:07;Jo De Clippel;MDU;0;7;1;8;N;;BUILDING template
HASSELT - FH05;2407166;BL0001;1;381357;2407166;33626507;;Anne Frankplein;3;;XC;2020-10-05 15:40:09;Jo De Clippel;MDU;0;7;1;8;N;;BUILDING template
HASSELT - FH05;2407169;BL0001;1;381358;2407169;33626507;Anne Frankplein 4-5-6;Anne Frankplein;4;;XC;2020-09-29 13:45:18;Jo De Clippel;MDU;0;6;1;7;N;Y;BUILDING template
HASSELT - FH05;2407170;BL0001;1;381359;2407170;33626507;Anne Frankplein 4-5-6;Anne Frankplein;5;;XC;2020-09-30 15:30:07;Jo De Clippel;MDU;0;4;1;5;N;N;BUILDING template
HASSELT - FH05;2407172;BL0001;1;381360;2407172;33626507;Anne Frankplein 4-5-6;Anne Frankplein;6;;XC;2020-10-05 16:20:08;Jo De Clippel;MDU;0;6;1;7;N;N;BUILDING template
HASSELT - FH05;3937179;BL0001;1;394431;3937179;33626600;;Anne Frankplein;7;;XC;2020-09-21;Jo De Clippel;MDU;0;7;1;8;N;;BUILDING template
HASSELT - FH05;2407173;BL0001;1;381361;2407173;33626600;;Anne Frankplein;8;;XC;2020-09-21;Jo De Clippel;MDU;0;9;1;10;N;;BUILDING template
HASSELT - FH05;2407175;BL0001;1;381362;2407175;33626600;;Anne Frankplein;9;;XA;2020-09-21;Jo De Clippel;MDU;0;10;1;11;N;;BUILDING template
HASSELT - FH05;2407176;BL0001;1;381363;2407176;33626600;;Anne Frankplein;10;;XC;2020-09-21;Jo De Clippel;MDU;0;9;1;10;N;;BUILDING template
HASSELT - FH05;1323149;BL0001;1;379912;1323149;33626600;;Anne Frankplein;11;;XC;2020-09-21;Jo De Clippel;MDU;1;7;1;9;N;;BUILDING template
HASSELT - FH05;2407181;BL0001;1;381364;2407181;33626601;;Anne Frankplein;12;;XC;2020-09-16;Jo De Clippel;MDU;2;7;1;10;N;N;BUILDING template
HASSELT - FH05;2407182;BL0001;1;381365;2407182;33626601;;Anne Frankplein;13;;XC;2020-09-24 09:15:14;Jo De Clippel;MDU;2;8;1;11;N;N;BUILDING template
HASSELT - FH05;2407184;BL0001;1;381366;2407184;33626601;;Anne Frankplein;14;;XC;2020-09-23 14:05:07;Jo De Clippel;MDU;1;7;1;9;N;Y;BUILDING template
HASSELT - FH05;2407186;BL0001;1;381367;2407186;33626601;;Anne Frankplein;15;;XC;2020-10-02 13:05:09;Jo De Clippel;MDU;0;7;1;8;N;;BUILDING template
HASSELT - FH05;2407189;BL0001;1;381368;2407189;33626601;;Anne Frankplein;16;;XC;;Dieu Jocelin;MDU;0;6;1;7;N;;BUILDING template
HASSELT - FH05;2407191;BL0001;1;381369;2407191;33626601;;Anne Frankplein;17;;;2020-10-05 09:50:22;Jo De Clippel;SDU;1;0;0;1;N;N;BUILDING template
