Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH01;1195063;1195063;13342630;Kattendijkdok Westkaai 41-42-43;Kattendijkdok-Westkaai;41;;20200224111443;A;2019-10-15 16:49:32;Geert Stockman;MDU;2;39;3;44;BUILDING template
ANTWERPEN-WEST - FH01;1128035;1128035;;;Napoleonkaai;51;;;A;2019-12-16 11:35:18;Senel Koksal;MDU;1;5;2;8;BUILDING template
ANTWERPEN-WEST - FH01;2024953;2024953;;;Nassaustraat;40;;;D;2019-08-14 11:15:15;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;12721;12721;;;Indiestraat;2;;;C;2019-12-10;Senel Koksal;MDU;5;0;2;7;BUILDING template
ANTWERPEN-WEST - FH01;108067;108067;29421352;Nassaustraat 1-3;Nassaustraat;1;;20200224114450;A;2020-02-18 17:10:15;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1366835;1366835;;;Oudeleeuwenrui;19;;;C;2020-02-20 12:45:46;olivier collignon;MDU;5;4;1;10;BUILDING template
ANTWERPEN-WEST - FH01;1986487;1986487;;;Oudeleeuwenrui;23;;;;2019-08-15 10:30:11;Piet Lietaert;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1949119;1949119;;;Indiestraat;26;;;D;2019-09-27 11:55:14;Senel Koksal;MDU;1;4;1;6;BUILDING template
ANTWERPEN-WEST - FH01;1128028;1128028;;;Nassaustraat;4;;;XA;2019-09-02 15:30:23;Peter Van Leeuwen;MDU;1;12;1;14;BUILDING template
ANTWERPEN-WEST - FH01;186519;186519;;;Oudeleeuwenrui;29;;;;2019-08-22 14:25:11;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1949129;1949129;;;Indiestraat;28;;;D;2019-09-13 10:20:13;Senel Koksal;MDU;3;0;2;5;BUILDING template
ANTWERPEN-WEST - FH01;2024873;2024873;;;Nassaustraat;10;;;C;2020-02-21;olivier collignon;MDU;1;4;1;6;BUILDING template
ANTWERPEN-WEST - FH01;186518;186518;;;Oudeleeuwenrui;37;;;D;2019-09-09 12:30:20;Steve De Weerdt;MDU;4;0;1;5;BUILDING template
ANTWERPEN-WEST - FH01;1949160;1949160;;;Indiestraat;30;;;D;2019-09-13 10:25:12;Senel Koksal;MDU;1;2;1;4;BUILDING template
ANTWERPEN-WEST - FH01;2024875;2024875;;;Nassaustraat;11;;;XA;2019-09-03;Peter Van Leeuwen;MDU;1;4;1;6;BUILDING template
ANTWERPEN-WEST - FH01;4505462;4505462;;;Indiestraat;32;;;;;Geert Lermyte;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4274709;4274709;;;Nassaustraat;12;;;;2019-08-14 10:45:13;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;3989962;3989962;;;Rijnkaai;23;;;A;2019-09-05 15:34:56;Peter Van Leeuwen;MDU;4;2;1;7;BUILDING template
ANTWERPEN-WEST - FH01;1949181;1949181;;;Indiestraat;34;;;D;2019-09-13 10:30:18;Senel Koksal;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2047595;2047595;;;Rijnkaai;28;;;XA;2019-08-23 14:45:16;Peter Van Leeuwen;MDU;0;8;1;9;BUILDING template
ANTWERPEN-WEST - FH01;1734625;1734625;;;Sint-Aldegondiskaai;18;;;;2019-10-31 13:20:14;Senel Koksal;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;3962177;3962177;20521214;Sint-Aldegondiskaai 36-38-40-42_Adriaan Brouwersstraat 21-27;Sint-Aldegondiskaai;40;;20200224122728;XA;2020-02-06;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4509558;4509558;;;Sint-Laureiskaai;8;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108937;108937;;;Kattendijkdok-Oostkaai;3;;;;;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;59300;59300;29446751;Van Schoonbekeplein 11_Spanjaardsteeg 21;Spanjaardsteeg;21;;20200225115211;C;2019-12-11 10:25:15;Senel Koksal;MDU;0;7;2;9;BUILDING template
ANTWERPEN-WEST - FH01;1960564;1960564;;;Kattendijkdok-Oostkaai;6;;;;2019-08-13 14:50:19;Piet Lietaert;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;59289;59289;;;Tavernierkaai;2;;;XA;2019-08-28 12:45:29;Steve De Weerdt;MDU;17;0;2;19;BUILDING template
ANTWERPEN-WEST - FH01;1960565;1960565;;;Kattendijkdok-Oostkaai;7;;;D;2019-10-30 14:10:23;Senel Koksal;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH01;1960566;1960566;;;Kattendijkdok-Oostkaai;8;;;D;2019-08-13 15:15:13;Piet Lietaert;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1960567;1960567;;;Kattendijkdok-Oostkaai;9;;;D;2019-08-14 06:35:15;Steve De Weerdt;MDU;4;5;0;9;BUILDING template
ANTWERPEN-WEST - FH01;1960569;1960569;;;Kattendijkdok-Oostkaai;11;;;D;2019-08-13 15:00:20;Mark van Gossum;MDU;2;4;0;6;BUILDING template
ANTWERPEN-WEST - FH01;1960570;1960570;;;Kattendijkdok-Oostkaai;12;;;D;2019-09-05 15:34:54;Senel Koksal;MDU;0;3;1;4;BUILDING template
ANTWERPEN-WEST - FH01;59298;59298;;;Van Schoonbekeplein;1;;;D;2019-08-17 10:00:11;Piet Lietaert;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;1960571;1960571;;;Kattendijkdok-Oostkaai;13;;;C;2020-02-18 16:10:16;Senel Koksal;MDU;0;7;0;7;BUILDING template
ANTWERPEN-WEST - FH01;2051446;2051446;;;Van Schoonbekeplein;5;;;D;2019-08-17 10:20:07;Piet Lietaert;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;1960572;1960572;;;Kattendijkdok-Oostkaai;14;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2051449;2051449;;;Van Schoonbekeplein;7;;;D;2019-08-17 10:00:14;Piet Lietaert;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;6077503;6077503;;;Londenstraat;49;;;;2019-09-12;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1960573;1960573;;;Kattendijkdok-Oostkaai;15;;;D;2019-08-13 15:10:13;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2059541;2059541;;;Verbindingsdok-Oostkaai;3;;;D;2019-08-04 10:00:14;Geert Stockman;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;108939;108939;;;Kattendijkdok-Oostkaai;5;;;;2018-08-27;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4505471;4505471;;;Kattendijkdok-Oostkaai;16;;;D;2019-09-13 10:40:15;Senel Koksal;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;5508518;5508518;;;Verbindingsdok-Oostkaai;23;;;X;2019-09-19 15:00:24;Steve De Weerdt;MDU;0;20;2;22;BUILDING template
ANTWERPEN-WEST - FH01;6463255;6463255;;;Catharina Pepijnstraat;3;A;;D;2020-02-06;olivier collignon;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;108936;108936;;;Kattendijkdok-Oostkaai;17;;;D;2019-08-14 06:35:16;Steve De Weerdt;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;5507311;5507311;;;Verbindingsdok-Oostkaai;29;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2059552;2059552;;;Verbindingsdok-Westkaai;12;;;;2019-09-03 13:15:31;Peter Van Leeuwen;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1128037;1128037;;;Kattendijkdok-Westkaai;16;;;;2019-09-05 15:45:23;Peter Van Leeuwen;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2059556;2059556;;;Verbindingsdok-Westkaai;18;;;XA;2019-09-27 14:15:16;Senel Koksal;MDU;1;6;1;8;BUILDING template
ANTWERPEN-WEST - FH01;1960580;1960580;;;Kattendijkdok-Westkaai;25;;;D;2019-08-20 11:20:17;Peter Van Leeuwen;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1128020;1128020;;;Verbindingsdok-Westkaai;24;;;;2019-09-03 12:55:12;Peter Van Leeuwen;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1960582;1960582;;;Kattendijkdok-Westkaai;27;;;C;2019-09-27 15:25:12;Steve De Weerdt;MDU;3;3;0;6;BUILDING template
ANTWERPEN-WEST - FH01;62435;62435;;;Zeevaartstraat;1;;;;2019-08-15 13:20:11;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1960583;1960583;;;Kattendijkdok-Westkaai;28;;;D;2019-08-20 11:05:14;Peter Van Leeuwen;MDU;1;2;1;4;BUILDING template
ANTWERPEN-WEST - FH01;5576453;5576453;;;Zeevaartstraat;2;;;;2019-08-15 13:20:09;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1960584;1960584;;;Kattendijkdok-Westkaai;29;;;A;2020-02-20;olivier collignon;MDU;1;11;1;13;BUILDING template
ANTWERPEN-WEST - FH01;62434;62434;;;Zeevaartstraat;3;;;D;2019-08-15;Steve De Weerdt;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH01;1960586;1960586;11196786;Kattendijkdok-Westkaai 31-32-32A;Kattendijkdok-Westkaai;31;;20200224112416;A;2020-02-18 12:30:36;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1960587;1960587;11196786;Kattendijkdok-Westkaai 31-32-32A;Kattendijkdok-Westkaai;32;;20200224112416;A;2020-02-18 12:30:36;olivier collignon;MDU;0;10;1;11;BUILDING template
ANTWERPEN-WEST - FH01;11985;11985;;;Kattendijkdok-Westkaai;33;;;D;2019-08-20 11:50:13;Peter Van Leeuwen;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;1960880;1960880;;;Kempischdok-Westkaai;6;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1960881;1960881;;;Kempischdok-Westkaai;8;;;D;;Geert Lermyte;MDU;0;1;1;2;BUILDING template
ANTWERPEN-WEST - FH01;4048873;4048873;;;Kempischdok-Westkaai;10;;;D;;Geert Lermyte;MDU;0;1;1;2;BUILDING template
ANTWERPEN-WEST - FH01;1960882;1960882;;;Kempischdok-Westkaai;12;;;;2019-08-13 13:55:18;Steve De Weerdt;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5507310;5507310;;;Verbindingsdok-Oostkaai;27;;;;2018-08-27;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4505465;4505465;29470257;Kempischdok-Westkaai 14-20;Kempischdok-Westkaai;14;;20200226134210;D;2019-09-13 10:50:12;Senel Koksal;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1960897;1960897;;;Kempischdok-Westkaai;100;;;XA;2019-09-12;Mark van Gossum;MDU;0;10;1;11;BUILDING template
ANTWERPEN-WEST - FH01;5507309;5507309;;;Verbindingsdok-Oostkaai;21;;;;2018-08-27;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108288;108288;;;Kempischdok-Westkaai;26;;;D;2019-08-13 13:40:24;Piet Lietaert;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1960886;1960886;;;Kempischdok-Westkaai;30;;;D;2019-08-13 12:20:12;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1755772;1755772;;;Bordeauxstraat;7;B;;;2018-11-16;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6198471;6198471;;;Sint-Aldegondiskaai;2;;;;2018-08-27;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1960887;1960887;;;Kempischdok-Westkaai;32;;;D;2019-08-13 12:45:13;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;59266;59266;;;Korte Zeevaartstraat;2;;;;2019-08-20 14:15:48;Mark van Gossum;SDU;0;0;0;0;BUILDING template
ANTWERPEN-WEST - FH01;1960888;1960888;;;Kempischdok-Westkaai;34;;;D;2019-08-13 13:55:21;Steve De Weerdt;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH01;1128032;1128032;;;Londenstraat;30;;;;2019-08-20 11:00:25;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108785;108785;11196785;Kribbestraat 2-4;Kribbestraat;2;;20200224112716;A;2019-12-16 17:10:13;Senel Koksal;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;4513307;4513307;;;Sint-Aldegondiskaai;24;;;;2019-10-31 11:50:15;Senel Koksal;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4506388;4506388;;;Kempischdok-Westkaai;36;;;D;2019-08-13 13:55:17;Steve De Weerdt;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;1970926;1970926;;;Kribbestraat;3;;;A;2019-09-20 12:35:14;Steve De Weerdt;MDU;2;10;2;14;BUILDING template
ANTWERPEN-WEST - FH01;3962176;3962176;20521214;Sint-Aldegondiskaai 36-38-40-42_Adriaan Brouwersstraat 21-27;Sint-Aldegondiskaai;38;;20200224122728;XA;2020-02-06;olivier collignon;MDU;0;12;2;14;BUILDING template
ANTWERPEN-WEST - FH01;108287;108287;;;Kempischdok-Westkaai;38;;;;2019-08-13 12:25:09;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1970943;1970943;14286066;Kribbestraat 6-8;Kribbestraat;6;;20200224112729;XA;2019-09-23 18:30:21;Geert Stockman;MDU;0;11;2;14;BUILDING template
ANTWERPEN-WEST - FH01;6242346;6242346;20521214;Sint-Aldegondiskaai 36-38-40-42_Adriaan Brouwersstraat 21-27;Sint-Aldegondiskaai;42;;20200224122728;XA;2020-02-06;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108284;108284;;;Kempischdok-Westkaai;74;;;;2019-08-13 11:40:10;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1970933;1970933;11196785;Kribbestraat 2-4;Kribbestraat;4;;20200224112716;A;2019-12-16 17:10:13;Senel Koksal;MDU;0;3;0;2;BUILDING template
ANTWERPEN-WEST - FH01;1970946;1970946;14286066;Kribbestraat 6-8;Kribbestraat;8;;20200224112729;XA;2019-09-23 18:30:21;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;62432;62432;;;Oudeleeuwenrui;1;;;D;2019-08-17 10:15:14;Piet Lietaert;MDU;0;6;0;6;BUILDING template
ANTWERPEN-WEST - FH01;1960890;1960890;;;Kempischdok-Westkaai;76;;;D;2019-09-09;Mark van Gossum;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1970954;1970954;;;Kribbestraat;10;;;D;2019-08-15 15:05:12;Steve De Weerdt;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;1960891;1960891;;;Kempischdok-Westkaai;78;;;D;2019-08-13 11:30:27;Mark van Gossum;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;186506;186506;;;Kribbestraat;12;;;;2019-08-15 15:05:14;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1986483;1986483;;;Oudeleeuwenrui;21;;;D;2019-08-15 11:35:11;Steve De Weerdt;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1960892;1960892;;;Kempischdok-Westkaai;80;;;D;2019-09-10 14:55:15;Steve De Weerdt;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;1970973;1970973;;;Kribbestraat;13;;;D;2019-08-07 12:10:15;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1960893;1960893;;;Kempischdok-Westkaai;82;;;D;2019-08-13 11:15:19;Mark van Gossum;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;5804911;5804911;20689391;Kattendijkdok Westkaai 51-54-56;Kattendijkdok-Westkaai;56;;20200224111457;A;2019-10-15 16:49:38;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4506128;4506128;;;Kribbestraat;14;;;;2019-08-15 15:05:16;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;62436;62436;;;Zeevaartstraat;4;;;;;;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1986500;1986500;;;Oudeleeuwenrui;27;;;D;2020-01-31 14:05:20;Senel Koksal;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;4016605;4016605;;;Kempischdok-Westkaai;98;;;;2019-09-12 16:00:24;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1970980;1970980;;;Kribbestraat;15;;;D;2019-08-07 14:05:10;Mark van Gossum;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;108273;108273;20714618;August Michielsstraat 26_Londenstraat 39_Napelsstraat 63-65-67;August Michielsstraat;26;;20200224110221;XA;2019-09-16 15:00:24;Mark van Gossum;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1986523;1986523;;;Oudeleeuwenrui;37;A;;D;2019-09-09;Mark van Gossum;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;4505630;4505630;;;Nassaustraat;41;;;D;2019-08-14 11:00:25;Steve De Weerdt;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH01;108782;108782;;;Kribbestraat;24;;;D;2019-08-05 12:40:30;olivier collignon;MDU;5;0;0;5;BUILDING template
ANTWERPEN-WEST - FH01;108276;108276;;;August Michielsstraat;2;;;D;2019-09-20 16:10:12;Steve De Weerdt;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH01;1088925;1088925;;;Oudeleeuwenrui;39;;;D;2019-09-09;Mark van Gossum;MDU;2;0;1;3;BUILDING template
ANTWERPEN-WEST - FH01;108306;108306;;;Londenstraat;1;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108282;108282;;;Kempischdok-Westkaai;92;;;;;;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2066334;2066334;;;Zeevaartstraat;10;;;D;2019-08-22 14:50:10;Steve De Weerdt;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH01;109143;109143;;;Londenstraat;2;;;D;2019-08-04 08:30:13;Geert Stockman;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;108941;108941;;;Indiestraat;22;;;XC;2020-02-11 11:30:30;Senel Koksal;MDU;0;20;1;21;BUILDING template
ANTWERPEN-WEST - FH01;1992574;1992574;;;Londenstraat;53;A;;D;2019-09-09 14:45:24;Mark van Gossum;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;109146;109146;;;Londenstraat;4;;;D;2019-08-04 08:40:07;Geert Stockman;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1933982;1933982;;;Hanzestedenplaats;3;;;;;;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4510623;4510623;;;Ankerrui;1;;;;2018-08-27;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992477;1992477;;;Londenstraat;5;;;D;2019-07-30 10:55:10;Geert Stockman;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2066333;2066333;;;Zeevaartstraat;8;;;;;;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;62445;62445;;;Ankerrui;3;;;;2018-08-27;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992481;1992481;;;Londenstraat;6;;;D;2019-08-04 08:50:08;Geert Stockman;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;4004297;4004297;;;Rijnkaai;33;;;XA;2019-08-23 12:35:31;Peter Van Leeuwen;MDU;2;5;0;7;BUILDING template
ANTWERPEN-WEST - FH01;1735144;1735144;;;Ankerrui;7;;;;2018-08-27;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992482;1992482;;;Catharina Pepijnstraat;7;;;D;2019-08-20 13:25:10;Mark van Gossum;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;6419169;6419169;14068975;Rijnkaai 1-2-4_Braziliestraat 2C-2D-2E;Braziliestraat;2;D;20200224115431;C;2018-11-19;Geert Stockman;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5575022;5575022;29457730;Ankerrui 11-13;Ankerrui;13;;20200225171308;A;2019-09-10 14:30:29;Steve De Weerdt;MDU;8;0;1;9;BUILDING template
ANTWERPEN-WEST - FH01;52549;52549;11196789;Amsterdamstraat 21_Braziliestraat 43;Braziliestraat;43;;20200224105855;D;2019-07-30 15:40:09;Steffen Verhofste;MDU;0;1;1;1;BUILDING template
ANTWERPEN-WEST - FH01;1992485;1992485;;;Londenstraat;8;;;;2019-08-04 08:55:08;Geert Stockman;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6419634;6419634;14068975;Rijnkaai 1-2-4_Braziliestraat 2C-2D-2E;Braziliestraat;2;C;20200224115431;C;2018-11-19;Geert Stockman;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2028886;2028886;11196773;Noorderplaats 5-7-9;Noorderplaats;5;;20200224114524;A;2019-06-18 16:55:13;Olivier Collignon;MDU;14;0;4;18;BUILDING template
ANTWERPEN-WEST - FH01;1992488;1992488;;;Londenstraat;10;;;D;2019-08-04 09:05:09;Geert Stockman;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH01;4128344;4128344;11196773;Noorderplaats 5-7-9;Noorderplaats;7;;20200224114524;A;2019-06-18 16:55:13;Olivier Collignon;MDU;14;0;4;18;BUILDING template
ANTWERPEN-WEST - FH01;4511917;4511917;;;Braziliestraat;39;;;;2018-11-17;Geert Stockman;SDU;0;0;1;1;BUILDING template
ANTWERPEN-WEST - FH01;1506186;1506186;;;Catharina Pepijnstraat;11;;;D;2019-07-30 10:35:11;Geert Stockman;MDU;0;6;0;6;BUILDING template
ANTWERPEN-WEST - FH01;1992495;1992495;;;Londenstraat;16;;;;;Nicholas De Mol;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4511993;4511993;;;Braziliestraat;36;;;D;2019-08-20 12:10:13;Peter Van Leeuwen;MDU;0;3;1;4;BUILDING template
ANTWERPEN-WEST - FH01;109147;109147;;;Londenstraat;18;;;;2019-08-20 12:00:33;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108796;108796;;;Londenstraat;20;;;;2019-09-19 13:45:22;Peter Van Leeuwen;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992511;1992511;;;Londenstraat;23;;;D;2019-08-20 13:10:31;Mark van Gossum;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;1992517;1992517;;;Londenstraat;24;;;;2019-08-20 12:00:36;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992519;1992519;;;Londenstraat;25;;;D;2020-02-20 14:43:42;Verhofste Steffen;MDU;1;0;1;2;BUILDING template
ANTWERPEN-WEST - FH01;4511908;4511908;;;Braziliestraat;21;;;;2018-11-17;Geert Stockman;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992528;1992528;;;Londenstraat;27;;;D;2019-08-20 14:55:18;Steve De Weerdt;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;3918458;3918458;11196806;Braziliestraat 25-27-29;Braziliestraat;29;;20200224110451;C;2020-02-18 16:55:20;olivier collignon;MDU;0;2;2;4;BUILDING template
ANTWERPEN-WEST - FH01;108797;108797;;;Londenstraat;28;;;D;2019-08-20 11:15:19;Mark van Gossum;MDU;5;0;0;5;BUILDING template
ANTWERPEN-WEST - FH01;1992540;1992540;;;Londenstraat;29;;;D;2019-09-20 14:15:20;Steve De Weerdt;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;108305;108305;;;Londenstraat;31;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1775171;1775171;;;Braziliestraat;6;;;;;;SDU;0;0;0;0;BUILDING template
ANTWERPEN-WEST - FH01;4506338;4506338;;;Kempischdok-Westkaai;102;;;;2018-08-27;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4511926;4511926;20689391;Kattendijkdok Westkaai 51-54-56;Kattendijkdok-Westkaai;54;;20200224111457;A;2019-10-15 16:49:38;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108285;108285;;;Kempischdok-Westkaai;72;;;;2018-08-27;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108799;108799;;;Londenstraat;38;;;D;2019-08-20 11:35:11;Mark van Gossum;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;5537964;5537964;20558752;Kattendijkdok Westkaai 61-63-65;Kattendijkdok-Westkaai;65;;20200224111510;A;2019-10-15 16:54:34;Nicholas De Mol;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992550;1992550;20714618;August Michielsstraat 26_Londenstraat 39_Napelsstraat 63-65-67;Londenstraat;39;;20200224110221;XA;2019-09-16 15:00:24;Mark van Gossum;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5899748;5899748;20558919;Kattendijkdok Westkaai 71-72-73;Kattendijkdok-Westkaai;73;;20200224111536;E;2019-10-15 16:54:45;Nicholas De Mol;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1960885;1960885;;;Kempischdok-Westkaai;28;;;XC;2019-09-30;Mark van Gossum;MDU;0;5;1;6;BUILDING template
ANTWERPEN-WEST - FH01;1992553;1992553;29420785;Londenstraat 40-42;Londenstraat;40;;20200224112840;A;2020-02-20;olivier collignon;MDU;0;10;1;11;BUILDING template
ANTWERPEN-WEST - FH01;6008100;6008100;20558919;Kattendijkdok Westkaai 71-72-73;Kattendijkdok-Westkaai;72;;20200224111536;E;2019-10-15 16:54:45;Nicholas De Mol;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4505441;4505441;;;Napelsstraat;8;;;;2018-11-17;Geert Stockman;SDU;1;0;0;1;BUILDING template
