Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH01;5492426;5492426;;;Indiestraat;12;B;;;2019-12-04 11:20:20;Senel Koksal;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1735101;1735101;;;Amsterdamstraat;31;;;XA;2019-08-22 13:00:19;Peter Van Leeuwen;MDU;0;15;1;16;BUILDING template
ANTWERPEN-WEST - FH01;1734636;1734636;11196793;Sint-Aldegondiskaai 56-58;Sint-Aldegondiskaai;56;;20200224123017;D;2018-11-19;Steffen Verhofste;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108952;108952;;;Napelsstraat;2;;;;2018-08-24;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1128022;1128022;;;Amsterdamstraat;32;;;D;2019-08-20 12:00:50;Steve De Weerdt;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1970984;1970984;;;Kribbestraat;18;;;;2019-08-15 15:05:15;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1734638;1734638;;;Sint-Aldegondiskaai;60;;;;2019-08-20 15:15:14;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4505438;4505438;;;Napelsstraat;4;;;;2018-08-24;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4513329;4513329;;;Sint-Aldegondiskaai;62;;;D;2019-08-20 15:30:22;Mark van Gossum;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;4505440;4505440;;;Napelsstraat;6;;;C;2019-09-30;Steve De Weerdt;MDU;1;7;2;10;BUILDING template
ANTWERPEN-WEST - FH01;1735103;1735103;;;Amsterdamstraat;34;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;59280;59280;;;Sint-Aldegondiskaai;64;;;;;Geert Lermyte;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1735104;1735104;;;Amsterdamstraat;35;;;XA;2019-09-06 14:15:23;Peter Van Leeuwen;MDU;1;8;0;9;BUILDING template
ANTWERPEN-WEST - FH01;109072;109072;;;Sint-Laureiskaai;7;;;D;2019-08-14 13:30:21;Steve De Weerdt;MDU;4;1;0;5;BUILDING template
ANTWERPEN-WEST - FH01;4505442;4505442;;;Napelsstraat;10;;;C;2019-09-30 13:20:48;Mark van Gossum;MDU;0;7;2;9;BUILDING template
ANTWERPEN-WEST - FH01;108085;108085;;;Amsterdamstraat;36;;;;2019-08-22 15:25:09;Peter Van Leeuwen;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1970988;1970988;;;Kribbestraat;20;;;;2018-11-19;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1984033;1984033;;;Sint-Laureiskaai;13;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;109084;109084;;;Amsterdamstraat;37;;;D;2019-07-30 16:10:08;Geert Stockman;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;1735105;1735105;;;Amsterdamstraat;39;;;D;2019-07-30 16:20:11;Geert Stockman;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;6452834;6452834;;;Oudeleeuwenrui;19;A;;;2020-01-27 11:18:42;Geert Stockman;SDU;0;0;0;0;BUILDING template
ANTWERPEN-WEST - FH01;59302;59302;;;Spanjaardsteeg;1;;;D;2019-08-16 10:45:13;Steve De Weerdt;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;2024656;2024656;;;Napelsstraat;40;;;D;2019-08-12 14:30:29;Steve De Weerdt;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;52539;52539;;;Amsterdamstraat;41;;;D;2019-07-30 16:35:09;Geert Stockman;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2053439;2053439;;;Spanjaardsteeg;3;;;;;Nicholas De Mol;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;186520;186520;;;Ankerrui;9;;;C;2019-09-12 11:45:23;Mark van Gossum;MDU;60;0;0;60;BUILDING template
ANTWERPEN-WEST - FH01;2053440;2053440;;;Spanjaardsteeg;5;;;D;2019-08-22 14:00:31;Mark van Gossum;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;4505443;4505443;;;Napelsstraat;12;;;;2018-08-24;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4510642;4510642;11196802;Ankerrui 15_Entrepotplaats 18;Ankerrui;15;;20200224110100;XA;2019-09-12 11:45:20;Steve De Weerdt;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5960425;5960425;;;Oudeleeuwenrui;19;C;;;2020-01-27 11:18:56;Geert Stockman;SDU;0;0;0;0;BUILDING template
ANTWERPEN-WEST - FH01;186509;186509;;;Spanjaardsteeg;19;;;D;2019-08-16 10:35:09;Mark van Gossum;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;2008888;2008888;;;August Michielsstraat;4;;;D;2019-08-04 11:15:12;Geert Stockman;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2008915;2008915;;;August Michielsstraat;6;;;D;2019-08-04 11:25:08;Geert Stockman;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;6452833;6452833;;;Oudeleeuwenrui;19;D;;;2020-01-27 11:19:09;Geert Stockman;SDU;0;0;0;0;BUILDING template
ANTWERPEN-WEST - FH01;4506392;4506392;;;August Michielsstraat;14;;;;2019-09-20 15:10:16;Steve De Weerdt;SDU;0;0;0;0;BUILDING template
ANTWERPEN-WEST - FH01;1775168;1775168;14079300;Brazieliestraat 2A_Montevideostraat 5;Braziliestraat;2;A;20200224110317;D;2019-09-06 10:20:15;Peter Van Leeuwen;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH01;4145817;4145817;;;August Michielsstraat;16;;;D;2020-02-19 18:35:13;Senel Koksal;MDU;0;5;0;5;BUILDING template
ANTWERPEN-WEST - FH01;4506381;4506381;;;August Michielsstraat;17;;;;;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1986469;1986469;11196799;Oudeleeuwenrui 13-15;Oudeleeuwenrui;15;;20200224114618;A;2020-02-05;Senel Koksal;MDU;6;0;2;8;BUILDING template
ANTWERPEN-WEST - FH01;2051445;2051445;;;Van Schoonbekeplein;3;;;;2019-08-17 10:10:08;Piet Lietaert;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6440424;6440424;14068975;Rijnkaai 1-2-4_Braziliestraat 2C-2D-2E;Braziliestraat;2;E;20200224115431;C;2018-11-19;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;59293;59293;;;Van Schoonbekeplein;4;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2009021;2009021;;;August Michielsstraat;22;;;D;2019-12-04 14:45:27;Senel Koksal;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;59296;59296;29446751;Van Schoonbekeplein 11_Spanjaardsteeg 21;Van Schoonbekeplein;11;;20200225115211;C;2019-12-11 10:25:15;Senel Koksal;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4511988;4511988;;;Braziliestraat;26;;;;2018-08-24;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2009033;2009033;;;August Michielsstraat;23;;;D;2019-08-13 10:20:11;Mark van Gossum;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH01;2051451;2051451;;;Van Schoonbekeplein;13;;;D;2019-08-17 10:05:08;Piet Lietaert;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH01;5802357;5802357;14068975;Rijnkaai 1-2-4_Braziliestraat 2C-2D-2E;Rijnkaai;2;;20200224115431;C;2018-11-19;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108275;108275;;;August Michielsstraat;24;;;D;2019-08-13 09:55:10;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;6005416;6005416;11196800;Oudeleeuwenrui 7-11;Oudeleeuwenrui;11;;20200224114636;XC;2020-02-05;Senel Koksal;MDU;24;0;3;27;BUILDING template
ANTWERPEN-WEST - FH01;2051452;2051452;;;Van Schoonbekeplein;15;;;D;2019-12-10 16:30:25;Senel Koksal;MDU;0;6;1;7;BUILDING template
ANTWERPEN-WEST - FH01;6395025;6395025;14069106;Montevideostraat 3_Rijnkaai 12-15;Rijnkaai;12;;20200224114102;C;2019-09-06 11:35:13;Peter Van Leeuwen;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4101358;4101358;;;August Michielsstraat;25;;;D;2019-08-13 10:30:19;Mark van Gossum;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH01;2051455;2051455;;;Van Schoonbekeplein;19;;;;2019-08-16 10:30:14;Piet Lietaert;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1015486;1015486;14069106;Montevideostraat 3_Rijnkaai 12-15;Rijnkaai;15;;20200224114102;C;2019-09-06 11:35:13;Peter Van Leeuwen;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108271;108271;;;August Michielsstraat;27;;;;;Geert Lermyte;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;59295;59295;;;Van Schoonbekeplein;21;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2047589;2047589;;;Rijnkaai;22;;;D;2020-02-20;olivier collignon;MDU;4;1;0;5;BUILDING template
ANTWERPEN-WEST - FH01;4510620;4510620;;;Van Schoonbekeplein;23;;;;;Geert Lermyte;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4126592;4126592;;;August Michielsstraat;32;;;XA;2019-09-12 16:10:12;Steve De Weerdt;MDU;0;5;1;6;BUILDING template
ANTWERPEN-WEST - FH01;109135;109135;;;Verbindingsdok-Oostkaai;1;;;A;2019-09-29 15:20:09;Geert Stockman;MDU;1;5;2;8;BUILDING template
ANTWERPEN-WEST - FH01;1984031;1984031;;;Sint-Laureiskaai;9;;;D;2019-08-14 13:15:17;Mark van Gossum;MDU;3;0;0;3;BUILDING template
ANTWERPEN-WEST - FH01;1265934;1265934;;;August Michielsstraat;34;;;;2019-09-12 16:30:17;Steve De Weerdt;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2059542;2059542;;;Verbindingsdok-Oostkaai;5;;;D;2019-08-15 15:05:18;Steve De Weerdt;MDU;3;2;0;5;BUILDING template
ANTWERPEN-WEST - FH01;108068;108068;20660534;Verbindingsdok-Westkaai 26-28-30;Verbindingsdok-Westkaai;30;;20200224123351;A;2019-04-02 14:15:10;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108272;108272;;;August Michielsstraat;38;;;A;2019-09-12 16:00:20;Mark van Gossum;MDU;1;9;2;12;BUILDING template
ANTWERPEN-WEST - FH01;2059544;2059544;;;Verbindingsdok-Oostkaai;7;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4021011;4021011;20660534;Verbindingsdok-Westkaai 26-28-30;Verbindingsdok-Westkaai;28;;20200224123351;A;2019-04-02 14:15:10;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108075;108075;14079336;Amsterdamstraat 14-16-18-20_Bataviastraat 1-5-7-11_Nassaustraat 30;Bataviastraat;5;;20200224105705;A;2020-02-25;Peter Van Leeuwen;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2059545;2059545;;;Verbindingsdok-Oostkaai;9;;;;;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2059553;2059553;;;Verbindingsdok-Westkaai;12;A;;;2018-08-24;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108074;108074;14079336;Amsterdamstraat 14-16-18-20_Bataviastraat 1-5-7-11_Nassaustraat 30;Bataviastraat;7;;20200224105705;A;2020-02-25;Peter Van Leeuwen;MDU;2;21;1;24;BUILDING template
ANTWERPEN-WEST - FH01;108069;108069;;;Verbindingsdok-Westkaai;2;;;D;2019-09-03 13:30:49;Peter Van Leeuwen;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1735096;1735096;14079336;Amsterdamstraat 14-16-18-20_Bataviastraat 1-5-7-11_Nassaustraat 30;Amsterdamstraat;20;;20200224105705;A;2020-02-25;Peter Van Leeuwen;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108073;108073;14079336;Amsterdamstraat 14-16-18-20_Bataviastraat 1-5-7-11_Nassaustraat 30;Bataviastraat;11;;20200224105705;A;2020-02-25;Peter Van Leeuwen;MDU;1;32;1;34;BUILDING template
ANTWERPEN-WEST - FH01;2059548;2059548;;;Verbindingsdok-Westkaai;4;;;D;2019-08-14 11:55:13;Mark van Gossum;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;2067063;2067063;;;Bataviastraat;19;;;D;2019-08-14 13:30:24;Mark van Gossum;MDU;4;0;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2059549;2059549;;;Verbindingsdok-Westkaai;6;;;D;2019-08-14 11:50:12;Steve De Weerdt;MDU;1;5;0;6;BUILDING template
ANTWERPEN-WEST - FH01;2024913;2024913;;;Nassaustraat;20;;;XA;2019-04-12 11:40:17;Geert Stockman;MDU;0;13;0;13;BUILDING template
ANTWERPEN-WEST - FH01;1746379;1746379;;;Binnenvaartstraat;50;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2059550;2059550;;;Verbindingsdok-Westkaai;8;;;D;2019-08-14;Piet Lietaert;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;4059303;4059303;;;Nassaustraat;22;;;;2018-08-24;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;109137;109137;;;Bordeauxstraat;2;;;D;2019-08-09 13:05:08;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2059551;2059551;;;Verbindingsdok-Westkaai;10;;;D;2019-08-14 11:40:13;Mark van Gossum;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;1755770;1755770;;;Bordeauxstraat;3;;;D;2019-08-09 11:40:09;Mark van Gossum;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;2059554;2059554;;;Verbindingsdok-Westkaai;14;;;A;2020-02-18 12:20:17;olivier collignon;MDU;0;10;0;10;BUILDING template
ANTWERPEN-WEST - FH01;4505626;4505626;;;Nassaustraat;23;;;XA;2019-04-12 14:00:14;Olivier Collignon;MDU;0;9;1;10;BUILDING template
ANTWERPEN-WEST - FH01;4092751;4092751;;;Bordeauxstraat;4;;;D;2019-08-04 10:55:08;Geert Stockman;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;2059555;2059555;;;Verbindingsdok-Westkaai;16;;;;2020-02-20 11:15:31;olivier collignon;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024854;2024854;29421352;Nassaustraat 1-3;Nassaustraat;3;;20200224114450;A;2020-02-18 17:10:15;olivier collignon;MDU;0;5;1;6;BUILDING template
ANTWERPEN-WEST - FH01;4153712;4153712;;;Bordeauxstraat;5;;;D;2019-08-09 11:30:14;Mark van Gossum;MDU;0;4;0;4;BUILDING template
