Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate
KNOKKE-HEIST - FH12;NB-830029817115;BL1208;;;NB-830029817115;;;Knokkestraat;298;;;;Geert Stockman;MDU;0;5;0;5;Y;;BUILDING template
KNOKKE-HEIST - FH12;NB-83001A89065;BL1207;;;NB-83001A89065;;;Pastuurdijk;1;A;;;Maayken Vanfleteren;SDU;0;1;0;1;N;;BUILDING template
KNOKKE-HEIST - FH12;NB-83001B47059;BL1207;;;NB-83001B47059;;;Pastuurdijk;1;B;;;Maayken Vanfleteren;SDU;0;1;0;1;N;;BUILDING template
KNOKKE-HEIST - FH12;NB-8300163A80395;BL1211;;;NB-8300163A80395;;;Westkapellestraat;163;A;;;Hidde Kiekens;SDU;0;1;0;1;Y;;BUILDING template
