Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
KNOKKE-HEIST - FH04;320868;BL0410;;320868;;Albertplein 19_Kustlaan 139-145;Kustlaan;139;;;XA;2020-03-11 11:45:10;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;5579434;BL0410;;5579434;;Albertplein 19_Kustlaan 139-145;Kustlaan;145;;;XA;2020-03-11 11:45:10;Geert Stockman;MDU;0;37;2;39;BUILDING template
KNOKKE-HEIST - FH04;320855;BL0410;;320855;;Albertplein 19_Kustlaan 139-145;Albertplein;19;;;XA;2020-03-11 11:45:10;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;4345067;BL0407;;4345067;;Antoine Breartstraat 7-9-11;Antoine Breartstraat;11;;;A;2020-03-18 21:05:07;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2758359;BL0407;;2758359;;Antoine Breartstraat 7-9-11;Antoine Breartstraat;7;;;A;2020-03-18 21:05:07;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2758361;BL0407;;2758361;;Antoine Breartstraat 7-9-11;Antoine Breartstraat;9;;;A;2020-03-18 21:05:07;Geert Stockman;MDU;0;9;1;10;BUILDING template
KNOKKE-HEIST - FH04;2758362;BL0408;;2758362;;Antoine Breartstraat 8-10;Antoine Breartstraat;10;;;XA;2020-03-19 19:15:09;Geert Stockman;MDU;0;14;1;15;BUILDING template
KNOKKE-HEIST - FH04;2758360;BL0408;;2758360;;Antoine Breartstraat 8-10;Antoine Breartstraat;8;;;XA;2020-03-19 19:15:09;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2767775;BL0414;;2767775;;De Wielingen 7-9;De Wielingen;7;;;XA;2020-05-21 17:40:04;Maayken Vanfleteren;MDU;0;6;2;8;BUILDING template
KNOKKE-HEIST - FH04;2767776;BL0414;;2767776;;De Wielingen 7-9;De Wielingen;9;;;XA;2020-05-21 17:40:04;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2759121;BL0407;;2759121;;Duindistelstraat 9-11;Duindistelstraat;11;;;XA;2020-03-30 14:15:18;Hidde Kiekens;MDU;1;12;1;14;BUILDING template
KNOKKE-HEIST - FH04;2759119;BL0407;;2759119;;Duindistelstraat 9-11;Duindistelstraat;9;;;XA;2020-03-30 14:15:18;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;321364;BL0413;;321364;;Ebbestraat 1_Kustlaan 303;Ebbestraat;1;;;XA;2020-03-11 06:40:07;Geert Stockman;MDU;0;5;1;6;BUILDING template
KNOKKE-HEIST - FH04;321349;BL0413;;321349;;Ebbestraat 1_Kustlaan 303;Kustlaan;303;;;XA;2020-03-11 06:40:07;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2762363;BL0408;;2762363;;kustlaan 103-105;Kustlaan;103;;;XA;2020-06-03 15:25:07;Hidde Kiekens;MDU;1;6;1;8;BUILDING template
KNOKKE-HEIST - FH04;2762365;BL0408;;2762365;;kustlaan 103-105;Kustlaan;105;;;XA;2020-06-03 15:25:07;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2762279;BL0403;;2762279;;Kustlaan 13-13A-13B;Kustlaan;13;A;;XA;2020-03-11 06:55:07;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2762280;BL0403;;2762280;;Kustlaan 13-13A-13B;Kustlaan;13;B;;XA;2020-03-11 06:55:07;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;334964;BL0403;;334964;;Kustlaan 13-13A-13B;Kustlaan;13;;;XA;2020-03-11 06:55:07;Geert Stockman;MDU;0;10;1;11;BUILDING template
KNOKKE-HEIST - FH04;320871;BL0410;;320871;;Kustlaan 169-171-173;Kustlaan;169;;;XA;2020-05-22 18:30:06;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2762431;BL0410;;2762431;;Kustlaan 169-171-173;Kustlaan;171;;;XA;2020-05-22 18:30:06;Geert Stockman;MDU;0;12;2;14;BUILDING template
KNOKKE-HEIST - FH04;5579436;BL0410;;5579436;;Kustlaan 169-171-173;Kustlaan;173;;;XA;2020-05-22 18:30:06;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2762436;BL0410;;2762436;;Kustlaan 175-177;Kustlaan;175;;;XA;2020-06-07 10:00:07;Geert Stockman;MDU;0;6;1;7;BUILDING template
KNOKKE-HEIST - FH04;2762438;BL0410;;2762438;;Kustlaan 175-177;Kustlaan;177;;;XA;2020-06-07 10:00:07;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2762470;BL0411;;2762470;;Kustlaan 197-199;Kustlaan;197;;;XA;2020-05-12 09:50:10;Geert Stockman;MDU;1;0;0;1;BUILDING template
