Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
KNOKKE-HEIST - FH06;5579271;BL0616;;5579271;;Bayauxlaan 12-14;Bayauxlaan;12;;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH06;320335;BL0616;;320335;;Bayauxlaan 12-14;Bayauxlaan;14;;;;;Hidde Kiekens;MDU;2;5;0;7;BUILDING template
KNOKKE-HEIST - FH06;320317;BL0615;;320317;;Bayauxlaan 26A_Paul Parmentierlaan 205;Paul Parmentierlaan;205;;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH06;320324;BL0615;;320324;;Bayauxlaan 26A_Paul Parmentierlaan 205;Bayauxlaan;26;A;;;;Hidde Kiekens;MDU;0;4;1;5;BUILDING template
KNOKKE-HEIST - FH06;2757983;BL0615;;2757983;;Bayauxlaan 30-32;Bayauxlaan;32;;;;;Hidde Kiekens;MDU;0;8;0;8;BUILDING template
KNOKKE-HEIST - FH06;3939521;BL0615;;3939521;;Bayauxlaan 30-32;Bayauxlaan;30;;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH06;4263458;BL0616;;4263458;;Blancgarinstraat 15_Leopoldlaan 91-93;Leopoldlaan;93;;;;;Hidde Kiekens;MDU;1;0;1;2;BUILDING template
KNOKKE-HEIST - FH06;320332;BL0616;;320332;;Blancgarinstraat 15_Leopoldlaan 91-93;Leopoldlaan;91;;;;;Hidde Kiekens;MDU;0;10;1;11;BUILDING template
KNOKKE-HEIST - FH06;320339;BL0616;;320339;;Blancgarinstraat 15_Leopoldlaan 91-93;Blancgarinstraat;15;;;;;Hidde Kiekens;MDU;0;8;1;9;BUILDING template
KNOKKE-HEIST - FH06;318441;BL0602;;318441;;Canadasquare 15-17;Canadasquare;17;;;;;Geert Stockman;MDU;0;12;0;12;BUILDING template
KNOKKE-HEIST - FH06;318442;BL0602;;318442;;Canadasquare 15-17;Canadasquare;15;;;;;Geert Stockman;MDU;0;17;0;17;BUILDING template
