Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Bg Name ifh;Kolom1;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
SINT-NIKLAAS - FH02;61732;BL0204;1;61732;11489713;Regentieplein 7-8-9-10-11-12-13-14-15-16-17-19_Regentiestraat 32;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;ONWAAR;Regentiestraat;32;;20200107151746;D;2020-01-31 09:15:29;Hidde Kiekens;MDU;0;3;1;4;BUILDING template
SINT-NIKLAAS - FH02;5390736;BL0212;2;5390736;;Polderstraat 40A-40B;;ONWAAR;Polderstraat;40;B;;;;Youssef Abdellaoui;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512126;BL0212;2;3512126;;Polderstraat 40A-40B;;ONWAAR;Polderstraat;40;A;;;2018-11-08;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512120;BL0212;2;3512120;;Polderstraat 38A-38B;;ONWAAR;Polderstraat;38;B;;;2018-12-13;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512117;BL0212;2;3512117;;Polderstraat 38A-38B;;ONWAAR;Polderstraat;38;A;;;;Youssef Abdellaoui;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4204297;BL0212;2;4204297;;Polderstraat 34-36;Polderstraat 30-32-34-36;ONWAAR;Polderstraat;36;;;D;2020-02-20 08:55:14;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512111;BL0212;2;3512111;;Polderstraat 34-36;Polderstraat 30-32-34-36;ONWAAR;Polderstraat;34;;;D;2020-02-20 08:55:14;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75472;BL0212;2;75472;;Polderstraat 30-32;Polderstraat 30-32-34-36;ONWAAR;Polderstraat;30;;;D;2020-02-20 08:55:14;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3512105;BL0212;2;3512105;;Polderstraat 30-32;Polderstraat 30-32-34-36;ONWAAR;Polderstraat;32;;;D;2020-02-20 08:55:14;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509995;BL0216;3;3509995;;Parklaan 47A-47B;#N/B;#N/B;Parklaan;47;A;;XC;2020-02-26 10:35:12;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;6422309;BL0216;3;6422309;;Parklaan 47A-47B;;ONWAAR;Parklaan;47;B;;XC;2020-02-26 10:35:12;Marouane Zoubir;MDU;0;3;2;5;BUILDING template
SINT-NIKLAAS - FH02;6199956;BL0214;3;6199956;;Parklaan 15-15B;;ONWAAR;Parklaan;15;B;;D;2020-05-11;Geert Stockman;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;3509931;BL0214;3;3509931;;Parklaan 15-15B;;ONWAAR;Parklaan;15;;;D;2020-05-11 06:15;Geert Stockman;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;6169027;BL0217;3;6169027;;Parklaan 14-14A;;ONWAAR;Parklaan;14;A;;XC;2020-02-20;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;72528;BL0217;3;72528;;Parklaan 14-14A;;ONWAAR;Parklaan;14;;;XC;2020-02-20;Marouane Zoubir;MDU;0;4;2;6;BUILDING template
SINT-NIKLAAS - FH02;;BL0204;;;;Mercatorstraat 69-69A;#N/B;#N/B;Mercatorstraat;69;A;;;;;MDU;;;;;
SINT-NIKLAAS - FH02;3504386;BL0204;1;3504386;;Mercatorstraat 69-69A;;ONWAAR;Mercatorstraat;69;;;D;2020-01-31 09:40:16;Hidde Kiekens;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3504381;BL0204;1;3504381;;Mercatorstraat 63-65;;ONWAAR;Mercatorstraat;65;;;D;2020-03-04 19:55:07;Hidde Kiekens;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;6347303;BL0204;1;6347303;;Mercatorstraat 61A-61B;;ONWAAR;Mercatorstraat;61;B;;;2019-10-23;Dirk Marien;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;6347298;BL0204;1;6347298;;Mercatorstraat 61A-61B;;ONWAAR;Mercatorstraat;61;A;;;2019-10-23;Dirk Marien;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;61722;BL0202;1;61722;;Mercatorstraat 54-56-58;;ONWAAR;Mercatorstraat;54;;;A;2020-02-04 12:00:53;Geert Stockman;MDU;0;13;0;13;BUILDING template
SINT-NIKLAAS - FH02;4017159;BL0202;1;4017159;;Mercatorstraat 54-56-58;;ONWAAR;Mercatorstraat;56;;;;;;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;NB-91005870955;BL0202;;NB-91005870955;;Mercatorstraat 54-56-58;#N/B;#N/B;Mercatorstraat;58;;;;;;MDU;;;;;
SINT-NIKLAAS - FH02;61721;BL0202;1;61721;;Mercatorstraat 50-52;;ONWAAR;Mercatorstraat;50;;;;;Abdelmalek Lamkoref;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504368;BL0202;1;3504368;BG I: Mercatorstraat 50 + 52;Mercatorstraat 50-52;;ONWAAR;Mercatorstraat;52;;;XA;2020-02-04 09:50:33;Geert Stockman;MDU;0;5;1;6;BUILDING template
SINT-NIKLAAS - FH02;NB-910048A54626;BL0202;;NB-910048A54626;;Mercatorstraat 48A-48B;#N/B;#N/B;Mercatorstraat;48;A;;;;;MDU;;;;;
SINT-NIKLAAS - FH02;NB-910048B47517;BL0202;;NB-910048B47517;;Mercatorstraat 48A-48B;#N/B;#N/B;Mercatorstraat;48;B;;;;;MDU;;;;;
SINT-NIKLAAS - FH02;3504364;BL0204;1;3504364;;Mercatorstraat 47-49-51-53;;ONWAAR;Mercatorstraat;49;;;D;2020-01-31 10:20:29;Hidde Kiekens;MDU;1;8;0;9;BUILDING template
SINT-NIKLAAS - FH02;3504367;BL0204;1;3504367;;Mercatorstraat 47-49-51-53;;ONWAAR;Mercatorstraat;51;;;;2020-01-31 10:10:19;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448714;BL0204;1;4448714;;Mercatorstraat 47-49-51-53;;ONWAAR;Mercatorstraat;47;;;;;Abdelmalek Lamkoref;MDU;0;0;0;0;BUILDING template
SINT-NIKLAAS - FH02;61717;BL0204;1;61717;;Mercatorstraat 47-49-51-53;;ONWAAR;Mercatorstraat;53;;;D;2020-01-31 10:15:32;Hidde Kiekens;MDU;0;8;0;8;BUILDING template
SINT-NIKLAAS - FH02;6474362;BL0204;1;6474362;;Mercatorstraat 39-39B;;ONWAAR;Mercatorstraat;39;B;;;2018-12-13;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;9375;BL0204;1;9375;;Mercatorstraat 39-39B;;ONWAAR;Mercatorstraat;39;;;;;Abdelmalek Lamkoref;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;61713;BL0202;1;61713;;Mercatorstraat 38_Vermorgenstraat 43;;ONWAAR;Vermorgenstraat;43;;;D;2020-02-11 10:10:42;Geert Stockman;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;61718;BL0202;1;61718;;Mercatorstraat 38_Vermorgenstraat 43;;ONWAAR;Mercatorstraat;38;;;;2018-12-13;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;56087;BL0203;1;56087;;Mercatorstraat 37_Vermorgenstraat 30A-30B;;ONWAAR;Mercatorstraat;37;;;;;;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;NB-910088A40512;BL0209;;NB-910088A40512;;Mercatorstraat 37_Vermorgenstraat 30A-30B;#N/B;#N/B;Veldstraat;88;A;;;;;MDU;;;;;
SINT-NIKLAAS - FH02;NB-910088B75107;BL0209;;NB-910088B75107;;Mercatorstraat 37_Vermorgenstraat 30A-30B;#N/B;#N/B;Veldstraat;88;B;;;;;MDU;;;;;
SINT-NIKLAAS - FH02;3948737;BL0201;1;3948737;;Mercatorstraat 36-36B-36C;;ONWAAR;Mercatorstraat;36;B;;D;2020-02-11 09:55:32;Geert Stockman;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;56086;BL0201;1;56086;;Mercatorstraat 36-36B-36C;;ONWAAR;Mercatorstraat;36;;;D;2020-02-11 09:55:32;Geert Stockman;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504351;BL0201;1;3504351;;Mercatorstraat 36-36B-36C;;ONWAAR;Mercatorstraat;36;C;;D;2020-02-11 09:55:32;Geert Stockman;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504340;BL0203;1;3504340;11489702;Mercatorstraat 29-31;Mercatorstraat 29-31;WAAR;Mercatorstraat;29;;20200107104223;D;2020-02-04 13:50:29;Geert Stockman;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3948736;BL0203;1;3948736;11489702;Mercatorstraat 29-31;Mercatorstraat 29-31;WAAR;Mercatorstraat;31;;20200107104223;D;2020-02-04 13:50:29;Geert Stockman;MDU;0;4;0;4;BUILDING template
SINT-NIKLAAS - FH02;56090;BL0201;1;56090;;Mercatorstraat 2-4_Stationsplein 29A-29B-29C-30A-30B-30C-30D;;ONWAAR;Mercatorstraat;2;;;XC;2020-02-07 19:00:22;Geert Stockman;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4462001;BL0201;1;4462001;;Mercatorstraat 2-4_Stationsplein 29A-29B-29C-30A-30B-30C-30D;;ONWAAR;Mercatorstraat;4;;;XC;2020-02-07 19:00:22;Geert Stockman;MDU;0;18;0;18;BUILDING template
SINT-NIKLAAS - FH02;6051618;BL0201;1;6051618;;Mercatorstraat 2-4_Stationsplein 29A-29B-29C-30A-30B-30C-30D;;ONWAAR;Stationsplein;29;B;;XC;2020-02-07 19:00:22;Geert Stockman;MDU;0;10;0;10;BUILDING template
SINT-NIKLAAS - FH02;5899322;BL0201;1;5899322;;Mercatorstraat 2-4_Stationsplein 29A-29B-29C-30A-30B-30C-30D;;ONWAAR;Stationsplein;30;B;;XC;2020-02-07 19:00:22;Geert Stockman;MDU;0;11;0;11;BUILDING template
SINT-NIKLAAS - FH02;5920356;BL0201;1;5920356;;Mercatorstraat 2-4_Stationsplein 29A-29B-29C-30A-30B-30C-30D;;ONWAAR;Stationsplein;29;C;;XC;2020-02-07 19:00:22;Geert Stockman;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;6453188;BL0201;1;6453188;;Mercatorstraat 2-4_Stationsplein 29A-29B-29C-30A-30B-30C-30D;;ONWAAR;Stationsplein;30;C;;XC;2020-02-07 19:00:22;Geert Stockman;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;NB-910030A9c43;;;NB-910030A9c43;;Mercatorstraat 2-4_Stationsplein 29A-29B-29C-30A-30B-30C-30D;#N/B;#N/B;Stationsplein;30;A;;XC;2020-02-07 19:00:22;Geert Stockman;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;6453187;BL0201;1;3513808;;Mercatorstraat 2-4_Stationsplein 29A-29B-29C-30A-30B-30C-30D;#N/B;#N/B;Stationsplein;30;D;;XC;2020-02-07 19:00:22;Geert Stockman;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;NB-910030Aa065;;;NB-910030Aa065;;Mercatorstraat 2-4_Stationsplein 29A-29B-29C-30A-30B-30C-30D;#N/B;#N/B;Stationsplein;30;A;;XC;2020-02-07 19:00:22;Geert Stockman;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;63264;BL0205;1;63264;;Mercatorstraat 149-151;;ONWAAR;Mercatorstraat;149;;;XA;2020-02-12 19:40:14;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504491;BL0205;1;3504491;11489710;Mercatorstraat 149-151;Mercatorstraat_151_153;ONWAAR;Mercatorstraat;151;;20200108074212;XA;2020-02-12 19:40:14;Hidde Kiekens;MDU;0;10;1;11;BUILDING template
SINT-NIKLAAS - FH02;9379;BL0202;1;9379;;Mercatorstraat 102_Truweelstraat 42;;ONWAAR;Mercatorstraat;102;;;D;2020-02-07 14:01:37;Geert Stockman;MDU;1;4;0;5;BUILDING template
SINT-NIKLAAS - FH02;3516679;BL0202;1;3516679;;Mercatorstraat 102_Truweelstraat 42;;ONWAAR;Truweelstraat;42;;;D;2020-02-07 14:01:37;Geert Stockman;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464877;BL0213;2;4464877;11489688;Lodewijk De Meesterstraat 80_Sint Vincentiusstraat 36;Lodewijk De Meesterstraat 80_Sint Vincentiusstraat 36;WAAR;Lodewijk De Meesterstraat;80;;20200108111840;D;2020-02-19 21:05:13;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;75458;BL0213;2;75458;11489688;Lodewijk De Meesterstraat 80_Sint Vincentiusstraat 36;Lodewijk De Meesterstraat 80_Sint Vincentiusstraat 36;WAAR;Sint-Vincentiusstraat;36;;20200108111840;D;2020-02-19 21:05:13;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75474;BL0211;2;75474;11489721;Lodewijk De Meesterstraat 74_Sint Vincentiusstraat 35;Lodewijk De Meesterstraat 74_Sint Vincentiusstraat 35;WAAR;Lodewijk De Meesterstraat;74;;20200108090721;D;2020-02-15 14:45:20;Geert Stockman;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;5913021;BL0211;2;5913021;11489687;Lodewijk De Meesterstraat 74_Sint Vincentiusstraat 35;Lodewijk De Meesterstraat 74_Sint Vincentiusstraat 35;WAAR;Sint-Vincentiusstraat;35;;20191103170104;D;2020-02-15 14:45:20;Geert Stockman;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;1514064;BL0211;2;1514064;11489720;Lodewijk De Meesterstraat 24-26;Lodewijk De Meesterstraat 24-26;WAAR;Lodewijk De Meesterstraat;26;;20200108091217;D;2018-09-12;Abdelmalek Lamkoref;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;1514062;BL0211;2;1514062;;Lodewijk De Meesterstraat 24-26;Lodewijk De Meesterstraat 24-26;WAAR;Lodewijk De Meesterstraat;24;;;D;2018-09-12;Abdelmalek Lamkoref;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;75478;BL0211;2;75478;11489681;Lodewijk De Meesterstraat 2-4;Kalkstraat 86-88-90_Lodewijk De Meesterstraat 2;ONWAAR;Lodewijk De Meesterstraat;2;;20200108091952;X;2020-02-21 11:40:21;Geert Stockman;MDU;2;10;0;12;BUILDING template
SINT-NIKLAAS - FH02;1514044;BL0211;2;1514044;;Lodewijk De Meesterstraat 2-4;;ONWAAR;Lodewijk De Meesterstraat;4;;;X;2020-02-21 11:40:21;Geert Stockman;MDU;0;0;0;0;BUILDING template
SINT-NIKLAAS - FH02;6434275;BL0213;2;6434275;;Lodewijk De Meesterstraat 118-118A-118B;;ONWAAR;Lodewijk De Meesterstraat;118;B;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;NB-910011829121;BL0213;;NB-910011829121;;Lodewijk De Meesterstraat 118-118A-118B;#N/B;#N/B;Lodewijk De Meesterstraat;118;;;;;;MDU;;;;;
SINT-NIKLAAS - FH02;6443191;BL0213;2;6443191;;Lodewijk De Meesterstraat 118-118A-118B;;ONWAAR;Lodewijk De Meesterstraat;118;A;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3501731;BL0213;2;3501731;;Lamstraat 38-38A-40;;ONWAAR;Lamstraat;38;;;;;;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3501733;BL0213;2;3501733;;Lamstraat 38-38A-40;;ONWAAR;Lamstraat;38;A;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4464722;BL0213;2;4464722;;Lamstraat 38-38A-40;;ONWAAR;Lamstraat;40;;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;5729092;BL0214;3;5729092;;Kokkelbeekstraat 32-32A-32B;;ONWAAR;Kokkelbeekstraat;32;B;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;6449270;BL0214;3;6449270;;Kokkelbeekstraat 32-32A-32B;;ONWAAR;Kokkelbeekstraat;32;A;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4462478;BL0214;3;4462478;;Kokkelbeekstraat 32-32A-32B;;ONWAAR;Kokkelbeekstraat;32;;;;;;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;91073;BL0215;3;91073;11489707;Knaptandstraat 90_Moerlandstraat 79;Knaptandstraat 90_Moerlandstraat 79;WAAR;Knaptandstraat;90;;20200108122511;D;2020-03-03;Marouane Zoubir;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;91051;BL0215;3;91051;11489707;Knaptandstraat 90_Moerlandstraat 79;Knaptandstraat 90_Moerlandstraat 79;WAAR;Moerlandstraat;79;;20200108122511;D;2020-03-03;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500328;BL0215;3;3500328;11489706;Knaptandstraat 82-84;Knaptandstraat 82-84;WAAR;Knaptandstraat;82;;20200108122849;D;2020-03-03;Marouane Zoubir;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500331;BL0215;3;3500331;11489706;Knaptandstraat 82-84;Knaptandstraat 82-84;WAAR;Knaptandstraat;84;;20200108122849;D;2020-03-03;Marouane Zoubir;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4157932;BL0215;3;4157932;;Knaptandstraat 74-76;Knaptandstrazt 74-76;ONWAAR;Knaptandstraat;74;;;D;2020-02-18;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500316;BL0215;3;3500316;11489686;Knaptandstraat 74-76;Knaptandstrazt 74-76;ONWAAR;Knaptandstraat;76;;20200108125713;D;2020-02-18;Marouane Zoubir;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500281;BL0215;3;3500281;;Knaptandstraat 32-34;;ONWAAR;Knaptandstraat;34;;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500276;BL0215;3;3500276;;Knaptandstraat 32-34;;ONWAAR;Knaptandstraat;32;;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500227;BL0214;3;3500227;;Knaptandstraat 2-4;;ONWAAR;Knaptandstraat;2;;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500230;BL0214;3;3500230;;Knaptandstraat 2-4;;ONWAAR;Knaptandstraat;4;;;;;;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513894;BL0210;0;1513894;;Kleine Peperstraat 3-5;;ONWAAR;Kleine Peperstraat;3;;;D;2020-02-20 14:45:42;Maayken Vanfleteren;MDU;0;0;0;0;BUILDING template
SINT-NIKLAAS - FH02;1193302;BL0210;2;1193302;;Kleine Peperstraat 3-5;;ONWAAR;Kleine Peperstraat;5;;;D;2020-02-20 14:45:42;Maayken Vanfleteren;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;4447876;BL0205;1;4447876;;Klein Hulststraat 94-96;Klein-hulststraat 94-96;ONWAAR;Klein-Hulststraat;94;;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447877;BL0205;1;4447877;11489696;Klein Hulststraat 94-96;Klein-hulststraat 94-96;ONWAAR;Klein-Hulststraat;96;;20200108080543;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514020;BL0211;2;1514020;11489699;Kalkstraat 64-66;Kalkstraat 64-66;WAAR;Kalkstraat;64;;20200108092446;D;2020-02-21 08:35:19;Geert Stockman;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514022;BL0211;2;1514022;11489699;Kalkstraat 64-66;Kalkstraat 64-66;WAAR;Kalkstraat;66;;20200108092446;D;2020-02-21 08:35:19;Geert Stockman;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;76247;BL0209;2;76247;11489703;Kalkstraat 40A-40B-42;Kalkstraat 40-42;ONWAAR;Kalkstraat;42;;20200108104510;;;;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;NB-910040A71057;BL0209;;NB-910040A71057;;Kalkstraat 40A-40B-42;#N/B;#N/B;Kalkstraat;40;A;;;;;MDU;;;;;
SINT-NIKLAAS - FH02;NB-910040B91566;BL0209;;NB-910040B91566;;Kalkstraat 40A-40B-42;#N/B;#N/B;Kalkstraat;40;B;;;;;MDU;;;;;
SINT-NIKLAAS - FH02;4448730;BL0202;1;4448730;;De Gravestraat 9-11;;ONWAAR;De Gravestraat;11;;;;;;MDU;0;6;0;6;BUILDING template
SINT-NIKLAAS - FH02;4448729;BL0202;1;4448729;;De Gravestraat 9-11;;ONWAAR;De Gravestraat;9;;;;;;MDU;0;5;0;5;BUILDING template
SINT-NIKLAAS - FH02;5411617;BL0202;1;5411617;;De Gravestraat 3A-3B-3C;;ONWAAR;De Gravestraat;3;B;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;5401800;BL0202;1;5401800;;De Gravestraat 3A-3B-3C;;ONWAAR;De Gravestraat;3;A;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3490686;BL0202;1;3490686;;De Gravestraat 3A-3B-3C;;ONWAAR;De Gravestraat;3;C;;;;;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;3490696;BL0202;1;3490696;;De Gravestraat 19-21-23;;ONWAAR;De Gravestraat;19;;;D;2020-02-11 12:40:20;Geert Stockman;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;61730;BL0202;1;61730;;De Gravestraat 19-21-23;;ONWAAR;De Gravestraat;23;;;D;2020-02-11 12:40:20;Geert Stockman;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3948650;BL0202;1;3948650;;De Gravestraat 19-21-23;;ONWAAR;De Gravestraat;21;;;D;2020-02-11 12:40:20;Geert Stockman;MDU;0;5;0;5;BUILDING template
SINT-NIKLAAS - FH02;6326922;BL0202;1;6326922;;De Gravestraat 17A-17B;;ONWAAR;De Gravestraat;17;A;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;6320575;BL0202;1;6320575;;De Gravestraat 17A-17B;;ONWAAR;De Gravestraat;17;B;;;;;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;60743;BL0219;3;60743;11489709;Brugsken 56_Magnolialaan 2;Brugsken 56_Magnolialaan 2;WAAR;Brugsken;56;;20200108142541;D;2020-03-12 10:30:17;Hidde Kiekens;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;60781;BL0219;3;60781;11489709;Brugsken 56_Magnolialaan 2;Brugsken 56_Magnolialaan 2;WAAR;Magnolialaan;2;;20200108142541;D;2020-03-12 10:30:17;Hidde Kiekens;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3486975;BL0219;3;3486975;11489698;Brugsken 30-32;Brugsken 30-32;WAAR;Brugsken;30;;20191103170105;D;2020-03-04 11:00:17;Marouane Zoubir;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3486976;BL0219;3;3486976;11489698;Brugsken 30-32;Brugsken 30-32;WAAR;Brugsken;32;;20191103170105;D;2020-03-04 11:00:17;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3486966;BL0219;3;3486966;11489722;Brugsken 10-12;Brugsken 10-12;WAAR;Brugsken;12;;20200108141633;D;2020-03-12 10:00:14;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3486963;BL0219;3;3486963;11489722;Brugsken 10-12;Brugsken 10-12;WAAR;Brugsken;10;;20200108141633;D;2020-03-12 10:00:14;Hidde Kiekens;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;91083;BL0214;3;91083;;August Nobelstraat 1_Parklaan 43;;ONWAAR;August Nobelsstraat;1;;;XC;2020-02-14 10:25:19;Marouane Zoubir;MDU;0;12;1;13;BUILDING template
SINT-NIKLAAS - FH02;96641;BL0214;3;96641;;August Nobelstraat 1_Parklaan 43;;ONWAAR;Parklaan;43;;;XC;2020-02-14 10:25:19;Marouane Zoubir;MDU;0;8;1;9;BUILDING template
SINT-NIKLAAS - FH02;63268;BL0205;1;63268;;Antwerpse Steenweg 40-42_Mercatorstraat 227;Antwerpse Steenweg 40-42_Mercatorstraat 227;WAAR;Antwerpse Steenweg;40;;;;;;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;6041312;BL0205;1;6041312;11489700;Antwerpse Steenweg 40-42_Mercatorstraat 227;Antwerpse Steenweg 40-42_Mercatorstraat 227;WAAR;Antwerpse Steenweg;42;;20200108075901;;;;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;9385;BL0205;1;9385;;Antwerpse Steenweg 40-42_Mercatorstraat 227;Antwerpse Steenweg 40-42_Mercatorstraat 227;WAAR;Mercatorstraat;227;;;;;;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;3484860;BL0208;1;3484860;11489727;Ankerstraat 95-97_Papenakkerstraat 1;Ankerstraat 95-97;ONWAAR;Ankerstraat;97;;20200108094744;XC;2020-02-10 13:35:18;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;68435;BL0208;1;68435;11489727;Ankerstraat 95-97_Papenakkerstraat 1;Ankerstraat 95-97;ONWAAR;Ankerstraat;95;;20200108094744;XC;2020-02-10 13:35:18;Maayken Vanfleteren;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;68443;BL0208;1;68443;;Ankerstraat 95-97_Papenakkerstraat 1;;ONWAAR;Papenakkerstraat;1;;;XC;2020-02-10 13:35:18;Maayken Vanfleteren;MDU;0;11;1;12;BUILDING template
SINT-NIKLAAS - FH02;3484851;BL0209;2;3484851;11489729;Ankerstraat 79-81;Ankerstraat 79-81;WAAR;Ankerstraat;79;;20200108113639;D;2020-02-10 17:40:23;Maayken Vanfleteren;MDU;1;2;0;3;BUILDING template
SINT-NIKLAAS - FH02;3484852;BL0209;2;3484852;11489729;Ankerstraat 79-81;Ankerstraat 79-81;WAAR;Ankerstraat;81;;20200108113639;D;2020-02-10 17:40:23;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484848;BL0207;2;3484848;11489726;Ankerstraat 76-78;Ankerstraat 76-78;WAAR;Ankerstraat;76;;20200108084412;D;2020-04-14 17:00:10;Maayken Vanfleteren;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3484850;BL0207;2;3484850;11489726;Ankerstraat 76-78;Ankerstraat 76-78;WAAR;Ankerstraat;78;;20200108084412;D;2020-04-14 17:00:10;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
