Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate
ANTWERPEN-WEST - FH10;762204;BL0007;;13724256;762204;;Amerikalei 132-134;Amerikalei;134;;;;Marouane Zoubir;MDU;0;25;1;26;Y;;BUILDING template
ANTWERPEN-WEST - FH10;5575016;BL0007;;712172;5575016;;Amerikalei 150-152;Amerikalei;150;;;;Marouane Zoubir;MDU;1;15;1;17;Y;;BUILDING template
ANTWERPEN-WEST - FH10;762200;BL0007;;35168420;762200;;Amerikalei 150-152;Amerikalei;152;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;762628;BL0006;;721247;762628;;Amerikalei 188-190-192;Amerikalei;188;;;;Marouane Zoubir;MDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;762629;BL0006;;721248;762629;;Amerikalei 188-190-192;Amerikalei;192;;;;Marouane Zoubir;MDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1734940;BL0006;;622554;1734940;;Amerikalei 188-190-192;Amerikalei;190;;;;Marouane Zoubir;MDU;0;6;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;762625;BL0006;;721244;762625;;Amerikalei 194-196;Amerikalei;196;;;;Marouane Zoubir;MDU;2;14;1;17;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1734943;BL0006;;622557;1734943;;Amerikalei 194-196;Amerikalei;194;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;976324;BL0026;;726205;976324;;Amerikalei 26-28-32-34-36-38;Amerikalei;32;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4519400;BL0026;;35168409;4519400;;Amerikalei 26-28-32-34-36-38;Amerikalei;34;;;;Marouane Zoubir;MDU;0;0;1;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4519402;BL0026;;35168410;4519402;;Amerikalei 26-28-32-34-36-38;Amerikalei;36;;;;Marouane Zoubir;MDU;0;0;1;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;5558254;BL0026;;13724249;5558254;;Amerikalei 26-28-32-34-36-38;Amerikalei;26;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;6525304;BL0026;;35168408;6525304;;Amerikalei 26-28-32-34-36-38;Amerikalei;28;;;;Marouane Zoubir;MDU;0;0;1;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;1734845;BL0026;;35168418;1734845;;Amerikalei 26-28-32-34-36-38;Amerikalei;38;;;;Marouane Zoubir;MDU;1;0;1;2;N;;BUILDING template
ANTWERPEN-WEST - FH10;976318;BL0026;;726201;976318;;Amerikalei 66-68;Amerikalei;66;;;;Marouane Zoubir;MDU;0;4;1;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4519414;BL0026;;35168412;4519414;;Amerikalei 66-68;Amerikalei;68;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;NB-20008229556;;;;NB-20008229556;;Amerikalei 80-82;Amerikalei;82;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;5575009;BL0014;;712168;5575009;;Amerikalei 80-82;Amerikalei;80;;;;Marouane Zoubir;MDU;0;9;1;10;N;;BUILDING template
ANTWERPEN-WEST - FH10;5575010;BL0014;;712169;5575010;;Amerikalei 84-86;Amerikalei;84;;;;Marouane Zoubir;MDU;0;10;1;11;Y;;BUILDING template
ANTWERPEN-WEST - FH10;762809;BL0014;;35168414;762809;;Amerikalei 84-86;Amerikalei;86;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;762633;BL0006;;35168421;762633;;Baron Dhanislaan 15-17;Baron Dhanislaan;17;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1825397;BL0006;;637532;1825397;;Baron Dhanislaan 15-17;Baron Dhanislaan;15;;;;Marouane Zoubir;MDU;0;5;1;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739691;BL0030;;626223;1739691;;Begijnenvest 10-12-14;Begijnenvest;10;;;;Marouane Zoubir;MDU;1;0;1;2;N;;BUILDING template
ANTWERPEN-WEST - FH10;1739693;BL0030;;35167810;1739693;;Begijnenvest 10-12-14;Begijnenvest;12;;;;Marouane Zoubir;MDU;0;9;1;10;N;;BUILDING template
ANTWERPEN-WEST - FH10;1739694;BL0030;;35167812;1739694;;Begijnenvest 10-12-14;Begijnenvest;14;;;;Marouane Zoubir;MDU;0;10;1;11;N;;BUILDING template
ANTWERPEN-WEST - FH10;2050670;BL0033;;35168193;2050670;;Begijnenvest 107-113_Schermersstraat 44;Schermersstraat;44;;;;Marouane Zoubir;MDU;0;0;1;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;1139901;BL0033;;614047;1139901;;Begijnenvest 107-113_Schermersstraat 44;Begijnenvest;113;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;1184628;BL0033;;614499;1184628;;Begijnenvest 107-113_Schermersstraat 44;Begijnenvest;107;;;;Marouane Zoubir;MDU;0;3;0;3;N;;BUILDING template
ANTWERPEN-WEST - FH10;4510937;BL0030;;35167813;4510937;;Begijnenvest 16-18;Begijnenvest;16;;;;Marouane Zoubir;MDU;0;13;1;14;N;;BUILDING template
ANTWERPEN-WEST - FH10;4510939;BL0030;;35167814;4510939;;Begijnenvest 16-18;Begijnenvest;18;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;1739697;BL0029;;626226;1739697;;Begijnenvest 21-23;Begijnenvest;21;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739698;BL0029;;35167815;1739698;;Begijnenvest 21-23;Begijnenvest;23;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739699;BL0030;;626227;1739699;;Begijnenvest 24-26-28-30;Begijnenvest;26;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739701;BL0030;;626229;1739701;;Begijnenvest 24-26-28-30;Begijnenvest;28;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4127034;BL0030;;35167816;4127034;;Begijnenvest 24-26-28-30;Begijnenvest;30;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;138048;BL0030;;617664;138048;;Begijnenvest 24-26-28-30;Begijnenvest;24;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739714;BL0032;;626240;1739714;;Begijnenvest 51-53;Begijnenvest;51;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739716;BL0032;;35167821;1739716;;Begijnenvest 51-53;Begijnenvest;53;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739718;BL0036;;626243;1739718;;Begijnenvest 58-60;Begijnenvest;58;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4510965;BL0036;;35167831;4510965;;Begijnenvest 58-60;Begijnenvest;60;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739689;BL0029;;626222;1739689;;Begijnenvest 9-11;Begijnenvest;9;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4504590;BL0029;;35167809;4504590;;Begijnenvest 9-11;Begijnenvest;11;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4506996;BL0038;;35167824;4506996;;Begijnenvest 96-98;Begijnenvest;98;;;;Marouane Zoubir;MDU;0;0;1;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739736;BL0038;;626261;1739736;;Begijnenvest 96-98;Begijnenvest;96;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028369;BL0002;;611168;1028369;;Bolivarplaats 2_Emiel Banningstraat 58_Gijzelaarsstraat 69-71;Emiel Banningstraat;58;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;1028371;BL0002;;611170;1028371;;Bolivarplaats 2_Emiel Banningstraat 58_Gijzelaarsstraat 69-71;Bolivarplaats;2;;;;Marouane Zoubir;MDU;0;1;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4517253;BL0002;;708443;4517253;;Bolivarplaats 2_Emiel Banningstraat 58_Gijzelaarsstraat 69-71;Gijzelaarsstraat;69;;;;Marouane Zoubir;MDU;0;7;0;7;N;;BUILDING template
ANTWERPEN-WEST - FH10;5956437;BL0002;;35167709;5956437;;Bolivarplaats 2_Emiel Banningstraat 58_Gijzelaarsstraat 69-71;Gijzelaarsstraat;71;;;;Marouane Zoubir;MDU;1;7;0;8;N;;BUILDING template
ANTWERPEN-WEST - FH10;5558086;BL0037;;13724248;5558086;;Bollandusstraat 1-5;Bollandusstraat;1;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1753213;BL0037;;35168229;1753213;;Bollandusstraat 1-5;Bollandusstraat;5;;;;Marouane Zoubir;MDU;0;14;1;15;Y;;BUILDING template
ANTWERPEN-WEST - FH10;5575254;BL0036;;712239;5575254;;Britselei 38-40;Britselei;38;;;;Marouane Zoubir;MDU;0;17;1;18;N;;BUILDING template
ANTWERPEN-WEST - FH10;138063;BL0031;;35168385;138063;;Britselei 38-40;Britselei;40;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;11964;BL0038;;614570;11964;;Britselei 4-4B;Britselei;4;;;;Marouane Zoubir;MDU;0;41;1;42;Y;;BUILDING template
ANTWERPEN-WEST - FH10;6456663;BL0038;;35168377;6456663;;Britselei 4-4B;Britselei;4;B;;;Marouane Zoubir;MDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;138077;BL0030;;617684;138077;;Britselei 70-70A;Britselei;70;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;6464898;BL0030;;35168386;6464898;;Britselei 70-70A;Britselei;70;A;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;5575256;BL0030;;712241;5575256;;Britselei 82-84;Britselei;82;;;;Marouane Zoubir;MDU;0;16;1;17;Y;;BUILDING template
ANTWERPEN-WEST - FH10;138065;BL0030;;35168388;138065;;Britselei 82-84;Britselei;84;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1780916;BL0030;;632671;1780916;;Britselei 86-88-90-94_Kasteelpleinstraat 79;Britselei;88;;;;Marouane Zoubir;MDU;0;12;1;13;N;;BUILDING template
ANTWERPEN-WEST - FH10;5575257;BL0030;;13724253;5575257;;Britselei 86-88-90-94_Kasteelpleinstraat 79;Britselei;86;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;138069;BL0030;;35168391;138069;;Britselei 86-88-90-94_Kasteelpleinstraat 79;Britselei;94;;;;Marouane Zoubir;MDU;5;7;1;13;N;;BUILDING template
ANTWERPEN-WEST - FH10;138080;BL0030;;35167793;138080;;Britselei 86-88-90-94_Kasteelpleinstraat 79;Kasteelpleinstraat;79;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;1780935;BL0030;;35168389;1780935;;Britselei 86-88-90-94_Kasteelpleinstraat 79;Britselei;90;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;2062123;BL0024;;683960;2062123;;;De Vrierestraat;3;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062126;BL0016;;683963;2062126;;;De Vrierestraat;6;;;;Marouane Zoubir;MDU;1;2;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050943;BL0015;;674232;2050943;;Coquilhatstraat 16_De Vrierestraat 36_Schildersstraat 41;Schildersstraat;41;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;NB-20001602808;;;;NB-20001602808;;Coquilhatstraat 16_De Vrierestraat 3-6_Schildersstraat 41;Coquilhatstraat;16;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518191;BL0003;;35168031;4518191;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;26;;;;Marouane Zoubir;MDU;0;6;2;8;N;;BUILDING template
ANTWERPEN-WEST - FH10;NB-20003253829;;;;NB-20003253829;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;32;;;;Marouane Zoubir;MDU;0;8;0;8;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518194;BL0003;;35168041;4518194;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;30;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518189;BL0003;;13724247;4518189;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;24;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518196;BL0003;;35168043;4518196;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;34;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518198;BL0003;;35168044;4518198;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;36;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518199;BL0003;;35168046;4518199;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;38;;;;Marouane Zoubir;MDU;0;7;2;9;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518200;BL0003;;35168047;4518200;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;40;;;;Marouane Zoubir;MDU;0;0;1;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518202;BL0003;;35168049;4518202;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;42;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518203;BL0003;;35168033;4518203;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;44;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518204;BL0003;;35168034;4518204;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;46;;;;Marouane Zoubir;MDU;2;6;0;8;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518206;BL0003;;35168036;4518206;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;50;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518208;BL0003;;35168037;4518208;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;52;;;;Marouane Zoubir;MDU;0;6;2;8;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518209;BL0003;;35168038;4518209;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Edward Pecherstraat;54;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518219;BL0003;;35167714;4518219;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Gijzelaarsstraat;25;;;;Marouane Zoubir;MDU;0;7;2;9;N;;BUILDING template
ANTWERPEN-WEST - FH10;5965675;BL0003;;35167704;5965675;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Gijzelaarsstraat;21;C;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;6320728;BL0003;;35167715;6320728;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Gijzelaarsstraat;25;A;;;Marouane Zoubir;MDU;1;0;1;2;N;;BUILDING template
ANTWERPEN-WEST - FH10;6320729;BL0003;;35167705;6320729;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Gijzelaarsstraat;25;C;;;Marouane Zoubir;MDU;0;0;1;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;6420850;BL0003;;35167713;6420850;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Gijzelaarsstraat;23;A;;;Marouane Zoubir;MDU;1;0;1;2;N;;BUILDING template
ANTWERPEN-WEST - FH10;1899070;BL0003;;13724186;1899070;;Edward Pecherstraat 24-26-30-32-34-36-38-40-42-44-46-50-52-54_Gijzelaarsstraat 21C-23-23A-25-25A-25C;Gijzelaarsstraat;23;;;;Marouane Zoubir;MDU;0;6;2;8;N;;BUILDING template
ANTWERPEN-WEST - FH10;1738607;BL0002;;625268;1738607;;Emiel Banningstraat 52 _Gijzelaarsstraat 63;Emiel Banningstraat;52;;;;Marouane Zoubir;MDU;9;0;1;10;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1899506;BL0002;;644442;1899506;;Emiel Banningstraat 52 _Gijzelaarsstraat 63;Gijzelaarsstraat;63;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4517160;BL0020;;35168428;4517160;;Geuzenstraat 11-13;Geuzenstraat;13;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1894772;BL0020;;13724181;1894772;;Geuzenstraat 11-13;Geuzenstraat;11;;;;Marouane Zoubir;MDU;0;14;1;15;Y;;BUILDING template
ANTWERPEN-WEST - FH10;5575588;BL0020;;712332;5575588;;Geuzenstraat 23-25-27;Geuzenstraat;23;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973390;BL0020;;35168445;973390;;Geuzenstraat 23-25-27;Geuzenstraat;27;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1895021;BL0020;;35168443;1895021;;Geuzenstraat 23-25-27;Geuzenstraat;25;;;;Marouane Zoubir;MDU;0;10;0;10;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973385;BL0020;;726109;973385;;Geuzenstraat 41-45_Marnixplaats 4;Marnixplaats;4;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;973389;BL0020;;726110;973389;;Geuzenstraat 41-45_Marnixplaats 4;Geuzenstraat;41;;;;Marouane Zoubir;MDU;0;6;1;7;Y;;BUILDING template
ANTWERPEN-WEST - FH10;5748872;BL0020;;35168436;5748872;;Geuzenstraat 41-45_Marnixplaats 4;Geuzenstraat;45;;;;Marouane Zoubir;MDU;0;8;1;9;N;;BUILDING template
ANTWERPEN-WEST - FH10;2061584;BL0019;;35168261;2061584;;Geuzenstraat 4-6_Volkstraat 5-7;Volkstraat;7;;;;Marouane Zoubir;MDU;0;10;1;11;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1101825;BL0019;;613081;1101825;;Geuzenstraat 4-6_Volkstraat 5-7;Geuzenstraat;4;;;;Marouane Zoubir;MDU;0;6;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4517169;BL0019;;35168424;4517169;;Geuzenstraat 4-6_Volkstraat 5-7;Geuzenstraat;6;;;;Marouane Zoubir;MDU;1;6;0;7;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2061582;BL0019;;683515;2061582;;Geuzenstraat 4-6_Volkstraat 5-7;Volkstraat;5;;;;Marouane Zoubir;MDU;0;0;1;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1898944;BL0003;;13724185;1898944;;Gijzelaarsstraat 13-15-17;Gijzelaarsstraat;13;;;;Marouane Zoubir;MDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1898975;BL0003;;35167710;1898975;;Gijzelaarsstraat 13-15-17;Gijzelaarsstraat;15;;;;Marouane Zoubir;MDU;0;7;0;7;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1898996;BL0003;;35167711;1898996;;Gijzelaarsstraat 13-15-17;Gijzelaarsstraat;17;;;;Marouane Zoubir;MDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4518217;BL0003;;35167701;4518217;;Gijzelaarsstraat 7-9-11;Gijzelaarsstraat;9;;;;Marouane Zoubir;MDU;0;0;1;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;4518218;BL0003;;35167703;4518218;;Gijzelaarsstraat 7-9-11;Gijzelaarsstraat;11;;;;Marouane Zoubir;MDU;0;0;1;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;1898930;BL0003;;644413;1898930;;Gijzelaarsstraat 7-9-11;Gijzelaarsstraat;7;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;2038639;BL0006;;35168018;2038639;;Graaf Van Hoornstraat 66_Pacificatiestraat 97;Pacificatiestraat;97;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;1944459;BL0005;;649975;1944459;;Graaf van Hoornstraat 66_Pacificatiestraat 97;Graaf van Hoornestraat;66;;;;Marouane Zoubir;MDU;0;4;0;4;N;;BUILDING template
ANTWERPEN-WEST - FH10;1139970;BL0032;;614087;1139970;;Kapucinessenstraat 1-1A;Kapucinessenstraat;1;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;6429806;BL0032;;35168400;6429806;;Kapucinessenstraat 1-1A;Kapucinessenstraat;1;A;;;Marouane Zoubir;MDU;0;6;0;6;N;;BUILDING template
ANTWERPEN-WEST - FH10;2067988;BL0029;;35168395;2067988;;Kapucinessenstraat 12-14;Kapucinessenstraat;14;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2067986;BL0029;;688947;2067986;;Kapucinessenstraat 12-14;Kapucinessenstraat;12;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1139969;BL0029;;614086;1139969;;Kapucinessenstraat 2-4_Schermersstraat 8;Kapucinessenstraat;2;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;NB-2000492744;;;;NB-2000492744;;Kapucinessenstraat 2-4_Schermersstraat 8;Kapucinessenstraat;4;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1139960;BL0029;;35168192;1139960;;Kapucinessenstraat 2-4_Schermersstraat 8;Schermersstraat;8;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;5576481;BL0032;;712597;5576481;;Kapucinessenstraat 25-27;Kapucinessenstraat;25;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1185694;BL0032;;35168398;1185694;;Kapucinessenstraat 25-27;Kapucinessenstraat;27;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template
