Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
HASSELT - FH04;2423844;2423844;;;Kuringersteenweg;84;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423609;2423609;;;Oude Kuringerbaan;2;;;D;2019-08-27 11:30:16;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
HASSELT - FH04;2434517;2434517;;;Prinsenstraat;3;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700967;700967;;;Breestraat;16;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423845;2423845;;;Kuringersteenweg;85;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423610;2423610;;;Oude Kuringerbaan;3;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434519;2434519;;;Prinsenstraat;4;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700966;700966;;;Breestraat;18;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423846;2423846;;;Kuringersteenweg;86;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423611;2423611;;;Oude Kuringerbaan;5;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434521;2434521;;;Prinsenstraat;5;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4886697;4886697;;;Breestraat;20;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423848;2423848;;;Kuringersteenweg;87;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4249149;4249149;;;Oude Kuringerbaan;6;;;D;2019-10-14;Jo De Clippel;MDU;1;1;0;2;BUILDING template
HASSELT - FH04;4185473;4185473;;;Prinsenstraat;6;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410943;2410943;;;Breestraat;22;;;D;2019-08-02 09:00:22;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
HASSELT - FH04;2423851;2423851;;;Kuringersteenweg;88;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700980;700980;;;Oude Kuringerbaan;7;;;D;2019-10-15 09:20:14;Jo De Clippel;MDU;1;3;0;4;BUILDING template
HASSELT - FH04;2434525;2434525;;;Prinsenstraat;7;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701163;701163;;;Breestraat;24;;;D;2019-08-02 09:00:18;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
HASSELT - FH04;4890682;4890682;;;Kuringersteenweg;89;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423615;2423615;;;Oude Kuringerbaan;8;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434528;2434528;;;Prinsenstraat;8;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410949;2410949;;;Breestraat;26;;;XC;2019-10-30;Jo De Clippel;MDU;0;7;1;8;BUILDING template
HASSELT - FH04;701710;701710;;;Kuringersteenweg;90;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700979;700979;;;Oude Kuringerbaan;9;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701346;701346;;;Prinsenstraat;9;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410951;2410951;;;Breestraat;28;;;XC;2019-10-24;Jo De Clippel;MDU;0;8;1;9;BUILDING template
HASSELT - FH04;701734;701734;;;Kuringersteenweg;91;;;D;2019-09-04 11:30:53;Dieu Jocelin;MDU;1;2;0;3;BUILDING template
HASSELT - FH04;2423616;2423616;;;Oude Kuringerbaan;10;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434531;2434531;;;Prinsenstraat;10;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410967;2410967;;;Breestraat;30;;;XC;2019-10-30 15:10:13;Jo De Clippel;MDU;0;8;1;9;BUILDING template
HASSELT - FH04;701711;701711;;;Kuringersteenweg;92;;;D;2019-07-17 10:00:30;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
HASSELT - FH04;4080760;4080760;;;Oude Kuringerbaan;11;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434534;2434534;;;Prinsenstraat;11;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700952;700952;;;Breestraat;32;;;D;2019-08-02 09:15:13;Dieu Jocelin;MDU;0;6;0;6;BUILDING template
HASSELT - FH04;2423858;2423858;;;Kuringersteenweg;95;;;D;2019-10-11;Jo De Clippel;MDU;1;2;0;3;BUILDING template
HASSELT - FH04;3937440;3937440;;;Oude Kuringerbaan;12;;;D;2019-09-10 09:10:14;Dieu Jocelin;MDU;0;6;0;6;BUILDING template
HASSELT - FH04;2434537;2434537;;;Prinsenstraat;12;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700953;700953;;;Breestraat;34;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937453;3937453;;;Kuringersteenweg;96;;;D;2019-10-15 13:35:14;Jo De Clippel;MDU;1;10;1;12;BUILDING template
HASSELT - FH04;2423617;2423617;;;Oude Kuringerbaan;13;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434540;2434540;;;Prinsenstraat;13;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410977;2410977;;;Breestraat;36;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423861;2423861;;;Kuringersteenweg;97;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701741;701741;;;Oude Kuringerbaan;16;;;D;2019-07-15 07:55:14;Dieu Jocelin;MDU;0;5;0;5;BUILDING template
HASSELT - FH04;2434542;2434542;;;Prinsenstraat;14;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4235083;4235083;;;Breestraat;38;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937454;3937454;;;Kuringersteenweg;99;;;D;2019-10-11 10:40:18;Jo De Clippel;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2423619;2423619;;;Oude Kuringerbaan;18;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888933;4888933;;;Prinsenstraat;15;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410985;2410985;;;Breestraat;40;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4893114;4893114;;;Kuringersteenweg;100;;;;2019-08-26 10:20:10;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2423621;2423621;;;Oude Kuringerbaan;20;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700929;700929;;;Prinsenstraat;16;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4244661;4244661;;;Breestraat;42;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423863;2423863;;;Kuringersteenweg;101;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701144;701144;;;Oude Kuringerbaan;21;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888935;4888935;;;Prinsenstraat;17;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410993;2410993;;;Breestraat;44;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4893117;4893117;;;Kuringersteenweg;102;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423624;2423624;;;Oude Kuringerbaan;22;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700928;700928;;;Prinsenstraat;18;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410997;2410997;;;Breestraat;46;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423864;2423864;;;Kuringersteenweg;103;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;701140;701140;;;Oude Kuringerbaan;24;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434545;2434545;;;Prinsenstraat;19;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2411001;2411001;;;Breestraat;48;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423865;2423865;;;Kuringersteenweg;104;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701138;701138;;;Oude Kuringerbaan;26;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434515;2434515;;;Prinsenstraat;1;A;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701164;701164;;;Breestraat;50;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423868;2423868;;;Kuringersteenweg;105;;;;2019-07-17 09:50:26;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890710;4890710;;;Oude Kuringerbaan;28;;;D;2019-07-22 10:50:17;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
HASSELT - FH04;2434546;2434546;;;Prinsenstraat;20;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2411010;2411010;;;Breestraat;52;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701703;701703;;;Kuringersteenweg;106;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434547;2434547;;;Prinsenstraat;21;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2411013;2411013;;;Breestraat;54;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423878;2423878;;;Kuringersteenweg;107;;;D;2019-08-26 10:50:10;Dieu Jocelin;MDU;1;2;1;4;BUILDING template
HASSELT - FH04;3937441;3937441;;;Oude Kuringerbaan;30;;;D;2019-10-14 15:40:18;Jo De Clippel;MDU;0;4;0;4;BUILDING template
HASSELT - FH04;2434549;2434549;;;Prinsenstraat;22;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2411016;2411016;;;Breestraat;56;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701604;701604;;;Kuringersteenweg;108;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434551;2434551;;;Prinsenstraat;23;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2411019;2411019;;;Breestraat;58;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423635;2423635;;;Oude Kuringerbaan;32;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434553;2434553;;;Prinsenstraat;24;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2411022;2411022;;;Breestraat;62;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423890;2423890;;;Kuringersteenweg;111;;;D;2019-08-26 10:55:11;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;4234089;4234089;;;Oude Kuringerbaan;34;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434555;2434555;;;Prinsenstraat;25;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2411026;2411026;;;Breestraat;64;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423897;2423897;;;Kuringersteenweg;113;;;;2019-08-26 17:40:10;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937442;3937442;20608200;;Oude Kuringerbaan;37;;20191113094725;C;2019-07-31 12:35:16;Jo De Clippel;MDU;0;7;1;8;BUILDING template
HASSELT - FH04;700927;700927;;;Prinsenstraat;26;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700946;700946;;;Breestraat;66;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888754;4888754;;;Kuringersteenweg;114;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423636;2423636;;;Oude Kuringerbaan;38;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888941;4888941;;;Prinsenstraat;27;;;;2019-07-16 08:40:14;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701168;701168;;;Breestraat;28;B;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423901;2423901;;;Kuringersteenweg;115;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4882343;4882343;;;Prinsenstraat;28;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701167;701167;;;Breestraat;28;C;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423904;2423904;;;Kuringersteenweg;116;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423639;2423639;;;Oude Kuringerbaan;40;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434556;2434556;;;Prinsenstraat;29;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701166;701166;;;Breestraat;28;D;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423905;2423905;;;Kuringersteenweg;117;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701142;701142;20608202;;Oude Kuringerbaan;41;;20191113094725;C;2019-07-31 13:35:11;Jo De Clippel;MDU;1;6;1;8;BUILDING template
HASSELT - FH04;4882346;4882346;;;Prinsenstraat;30;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701165;701165;;;Breestraat;28;E;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4070200;4070200;;;Kuringersteenweg;118;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423645;2423645;;;Oude Kuringerbaan;42;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434558;2434558;;;Prinsenstraat;31;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701169;701169;;;Breestraat;28;F;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890731;4890731;;;Kuringersteenweg;119;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890715;4890715;;;Oude Kuringerbaan;44;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434560;2434560;;;Prinsenstraat;32;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701170;701170;;;Breestraat;28;G;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423906;2423906;;;Kuringersteenweg;120;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423648;2423648;;;Oude Kuringerbaan;46;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434562;2434562;;;Prinsenstraat;33;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701171;701171;;;Breestraat;28;H;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701738;701738;;;Kuringersteenweg;121;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423651;2423651;;;Oude Kuringerbaan;48;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4153862;4153862;;;Prinsenstraat;34;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701172;701172;;;Breestraat;28;I;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423907;2423907;;;Kuringersteenweg;122;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890718;4890718;;;Oude Kuringerbaan;50;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701349;701349;;;Prinsenstraat;35;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701173;701173;;;Breestraat;28;J;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701739;701739;;;Kuringersteenweg;123;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701136;701136;;;Oude Kuringerbaan;51;;;D;2019-07-15 07:40:15;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;700931;700931;;;Prinsenstraat;36;;;XC;2019-10-22 15:25:14;Jo De Clippel;MDU;0;11;1;12;BUILDING template
HASSELT - FH04;700924;700924;;;Eeuwfeeststraat;1;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423911;2423911;;;Kuringersteenweg;124;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2423653;2423653;;;Oude Kuringerbaan;52;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701348;701348;;;Prinsenstraat;37;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700923;700923;;;Eeuwfeeststraat;2;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4232557;4232557;;;Kuringersteenweg;125;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890472;4890472;;;Oude Kuringerbaan;53;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700930;700930;;;Prinsenstraat;38;;;XC;2019-10-23 10:50:17;Jo De Clippel;MDU;0;11;1;12;BUILDING template
HASSELT - FH04;700922;700922;;;Eeuwfeeststraat;3;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423914;2423914;;;Kuringersteenweg;127;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423655;2423655;;;Oude Kuringerbaan;54;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888947;4888947;;;Prinsenstraat;39;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414379;2414379;;;Eeuwfeeststraat;4;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423918;2423918;;;Kuringersteenweg;129;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423657;2423657;;;Oude Kuringerbaan;55;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434568;2434568;;;Prinsenstraat;41;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4882433;4882433;;;Eeuwfeeststraat;5;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937455;3937455;;;Kuringersteenweg;130;;;D;2019-10-14 12:25:14;Jo De Clippel;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;701137;701137;;;Oude Kuringerbaan;56;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434571;2434571;;;Prinsenstraat;43;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414380;2414380;;;Eeuwfeeststraat;6;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423921;2423921;;;Kuringersteenweg;131;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423658;2423658;;;Oude Kuringerbaan;57;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434572;2434572;;;Prinsenstraat;45;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414382;2414382;;;Eeuwfeeststraat;7;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;28297;28297;;;Kuringersteenweg;132;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;701133;701133;;;Oude Kuringerbaan;58;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;4888949;4888949;;;Prinsenstraat;47;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700920;700920;;;Eeuwfeeststraat;8;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4268275;4268275;;;Kuringersteenweg;133;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423659;2423659;;;Oude Kuringerbaan;59;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434574;2434574;;;Prinsenstraat;49;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414384;2414384;;;Eeuwfeeststraat;9;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1309642;1309642;;;Kuringersteenweg;134;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937443;3937443;;;Oude Kuringerbaan;62;;;D;2019-07-15 07:40:13;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
HASSELT - FH04;2434576;2434576;;;Prinsenstraat;51;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700921;700921;;;Eeuwfeeststraat;10;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423926;2423926;;;Kuringersteenweg;135;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423661;2423661;;;Oude Kuringerbaan;65;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434578;2434578;;;Prinsenstraat;55;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414385;2414385;;;Eeuwfeeststraat;11;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890698;4890698;;;Kuringersteenweg;137;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423662;2423662;;;Oude Kuringerbaan;66;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434581;2434581;;;Prinsenstraat;57;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414387;2414387;;;Eeuwfeeststraat;13;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423932;2423932;;;Kuringersteenweg;139;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423664;2423664;;;Oude Kuringerbaan;67;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434584;2434584;;;Prinsenstraat;59;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414388;2414388;;;Eeuwfeeststraat;14;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423936;2423936;;;Kuringersteenweg;141;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423666;2423666;;;Oude Kuringerbaan;68;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701347;701347;;;Prinsenstraat;61;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414390;2414390;;;Eeuwfeeststraat;16;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423937;2423937;;;Kuringersteenweg;143;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423667;2423667;;;Oude Kuringerbaan;69;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701325;701325;;;Rozenstraat;1;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4882441;4882441;;;Eeuwfeeststraat;17;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3994305;3994305;;;Kuringersteenweg;145;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890624;4890624;;;Oude Kuringerbaan;70;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701324;701324;;;Rozenstraat;2;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414392;2414392;;;Eeuwfeeststraat;18;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423938;2423938;;;Kuringersteenweg;146;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2423669;2423669;;;Oude Kuringerbaan;71;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436615;2436615;;;Rozenstraat;3;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414394;2414394;;;Eeuwfeeststraat;19;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423941;2423941;;;Kuringersteenweg;147;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937444;3937444;;;Oude Kuringerbaan;72;;;D;2019-09-05 10:00:29;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
HASSELT - FH04;2436618;2436618;;;Rozenstraat;4;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414395;2414395;;;Eeuwfeeststraat;20;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423945;2423945;;;Kuringersteenweg;148;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423670;2423670;;;Oude Kuringerbaan;73;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436619;2436619;;;Rozenstraat;5;;;C;2019-10-24 11:55:16;Jo De Clippel;MDU;0;5;0;5;BUILDING template
HASSELT - FH04;700919;700919;;;Eeuwfeeststraat;21;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423949;2423949;;;Kuringersteenweg;149;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
