Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH02;11981;BL0201;;11981;;Adriaan Brouwerstraat 24_Brouwersvliet 33;Adriaan Brouwerstraat;24;;;;;Hidde Kiekens;MDU;4;1;1;6;BUILDING template
ANTWERPEN-WEST - FH02;12728;BL0201;;12728;;Adriaan Brouwerstraat 24_Brouwersvliet 33;Brouwersvliet;33;;;;;Hidde Kiekens;MDU;12;0;2;14;BUILDING template
ANTWERPEN-WEST - FH02;6342611;BL0202;;6342611;;Adriaan Brouwerstraat 8_Brouwersvliet 5B;Adriaan Brouwerstraat;8;;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH02;5363417;BL0202;;5363417;;Adriaan Brouwerstraat 8_Brouwersvliet 5B;Brouwersvliet;5;B;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH02;1734828;BL0229;;1734828;;Ambtmanstraat 10-12;Ambtmanstraat;10;;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH02;1319569;BL0229;;1319569;;Ambtmanstraat 10-12;Ambtmanstraat;12;;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH02;6518701;BL0229;;6518701;;Ambtmanstraat 16-16A_Keizerstraat 3-3A;Ambtmanstraat;16;A;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH02;1138889;BL0229;;1138889;;Ambtmanstraat 16-16A_Keizerstraat 3-3A;Ambtmanstraat;16;;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH02;6518710;BL0229;;6518710;;Ambtmanstraat 16-16A_Keizerstraat 3-3A;Keizerstraat;3;A;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH02;1071428;BL0229;;1071428;;Ambtmanstraat 16-16A_Keizerstraat 3-3A;Keizerstraat;3;;;;;Hidde Kiekens;MDU;0;30;0;30;BUILDING template
