Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate
ANTWERPEN-WEST - FH06;721;BL0615;3;8397474;721;33634159;Eiermarkt 20_Schoenmarkt 25-29-31-35;Eiermarkt;20;;A;2020-09-09 18:25:05;Geert Stockman;MDU;1;0;0;1;N;Y;BUILDING template
ANTWERPEN-WEST - FH06;12599;BL0611;2;615237;12599;;;Schoenmarkt;2;;;;olivier collignon;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;12601;BL0607;2;615238;12601;;;Lombardenstraat;2;;;2020-06-12 11:10:10;Hidde Kiekens;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;12605;BL0604;1;615269;12605;;;Vleminckveld;6;;D;2020-03-05 09:45:16;Geert Stockman;MDU;2;1;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH06;12607;BL0603;1;615287;12607;;;Mechelseplein;6;;;;olivier collignon;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;12633;BL0605;1;13335332;12633;;;Oudaan;32;;D;2020-06-09 13:10:32;Hidde Kiekens;MDU;0;6;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH06;12649;BL0619;3;615354;12649;38869091;Beggaardenstraat 6_Eiermarkt 31-31A-33-35-41_Sint-Katelijnevest 52-54-58-62-64-66-68-70;Eiermarkt;31;;C;;Mark van Gossum;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;49251;BL0611;2;710631;49251;;;Schrijnwerkersstraat;22;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;49252;BL0611;2;710632;49252;;;Schrijnwerkersstraat;4;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;49253;BL0612;3;710633;49253;;;Schoenmarkt;12;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;49254;BL0611;2;710634;49254;;;Schoenmarkt;10;;;2020-07-01 18:25:04;Maayken Vanfleteren;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;49255;BL0612;3;710635;49255;;;Schoenmarkt;20;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;49256;BL0612;3;710636;49256;33634141;Meirbrug 2-4-6;Meirbrug;2;;XA;2020-05-27 09:15:07;Maayken Vanfleteren;MDU;2;26;4;32;Y;;BUILDING template
ANTWERPEN-WEST - FH06;49257;BL0612;3;8397455;49257;33634141;Meirbrug 2-4-6;Meirbrug;4;;XA;2020-05-26 15:30:06;Maayken Vanfleteren;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54870;BL0607;2;711832;54870;;;Lombardenvest;34;;D;2020-07-02 15:40:07;Hidde Kiekens;MDU;3;1;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54874;BL0607;2;711836;54874;;;Lombardenvest;2;;;;Steve De Weerdt;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;54876;BL0608;2;13335234;54876;;;Lombardenvest;80;;;2020-07-02 15:10:09;Hidde Kiekens;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54877;BL0607;2;711838;54877;;;Lombardenvest;20;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54878;BL0607;2;13335074;54878;;;Lombardenvest;24;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54879;BL0608;2;711839;54879;;;Lombardenvest;64;;D;2020-03-05 12:40:10;Hidde Kiekens;MDU;1;3;1;5;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54880;BL0608;2;711840;54880;;;Lombardenvest;54;;D;2020-03-05 12:50:09;Hidde Kiekens;MDU;1;3;1;5;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54881;BL0608;2;711843;54881;;;Lombardenvest;66;;D;2020-03-05 12:35:08;Hidde Kiekens;MDU;1;1;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54882;BL0608;2;711844;54882;33634172;Lombardenvest 68-70;Lombardenvest;68;;D;2020-03-05 12:25:12;Hidde Kiekens;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54883;BL0608;2;711845;54883;;;Lombardenvest;62;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54884;BL0608;2;8397456;54884;;;Lombardenvest;58;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54886;BL0608;2;711847;54886;;;Lombardenvest;74;;XC;2020-07-02 15:35:05;Hidde Kiekens;MDU;1;8;1;10;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54887;BL0608;2;711848;54887;;;Lombardenvest;60;;D;2020-03-05 12:45:12;Hidde Kiekens;MDU;1;2;1;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54888;BL0608;2;711849;54888;;;Lombardenvest;52;;;2020-06-11 13:20:05;Hidde Kiekens;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54889;BL0607;2;711850;54889;33634126;Kammenstraat 57-59-61-63-65-67_Everdijstraat 1-3-5;Kammenstraat;57;;XA;2020-03-29 09:00:13;Hidde Kiekens;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;54890;BL0607;2;711851;54890;;;Kammenstraat;55;;D;2020-03-05 10:20:09;Hidde Kiekens;MDU;1;2;0;3;N;;BUILDING template
ANTWERPEN-WEST - FH06;54891;BL0607;2;711852;54891;;;Kammenstraat;19;;;;Geert Stockman;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;54892;BL0607;2;711853;54892;;;Kammenstraat;21;;;;Geert Stockman;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;54893;BL0607;2;711854;54893;33634126;Kammenstraat 57-59-61-63-65-67_Everdijstraat 1-3-5;Kammenstraat;67;;XA;2020-03-29 09:00:13;Hidde Kiekens;MDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;54894;BL0608;2;13335052;54894;;;Korte Gasthuisstraat;2;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54895;BL0608;2;711855;54895;;;Korte Gasthuisstraat;34;;;;olivier collignon;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;54896;BL0608;2;711856;54896;;;Korte Gasthuisstraat;24;;;2020-03-06 11:10:09;Hidde Kiekens;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54897;BL0608;2;711857;54897;;;Everdijstraat;53;;;;olivier collignon;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54899;BL0607;2;711858;54899;;;Everdijstraat;23;;;;Geert Stockman;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54901;BL0607;2;711859;54901;;;Everdijstraat;11;;;2020-03-05 09:40:10;Hidde Kiekens;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54902;BL0606;1;711860;54902;;;Everdijstraat;30;;XC;2020-08-30 10:55:05;Hidde Kiekens;MDU;5;6;1;12;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54903;BL0607;2;711861;54903;;;Everdijstraat;7;;D;2020-03-05 09:40:08;Hidde Kiekens;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH06;54904;BL0607;2;8397457;54904;33634126;Kammenstraat 57-59-61-63-65-67_Everdijstraat 1-3-5;Everdijstraat;1;;XA;2020-03-29 09:00:13;Hidde Kiekens;MDU;0;3;0;3;N;;BUILDING template
ANTWERPEN-WEST - FH06;55285;BL0605;1;711969;55285;;;Lange Gasthuisstraat;8;;;2020-06-09 13:10:39;Hidde Kiekens;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55287;BL0604;1;711970;55287;;;Rosier;25;;;;olivier collignon;SDU;0;1;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;55288;BL0604;1;711971;55288;;;Rosier;23;;;2020-08-12 15:45:05;Geert Stockman;SDU;0;1;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;55290;BL0604;1;711972;55290;;;Rosier;17;;D;2020-03-06 09:40:11;Geert Stockman;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55291;BL0604;1;711973;55291;;;Rosier;47;;;;olivier collignon;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55292;BL0604;1;711974;55292;;;Rosier;1;;;2020-07-22 10:10:10;Geert Stockman;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55294;BL0604;1;711975;55294;;;Vleminckveld;8;;D;2020-03-05 09:55:08;Geert Stockman;MDU;1;2;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55296;BL0604;1;711976;55296;;;Vleminckveld;60;;;2020-05-13 14:55:05;Geert Stockman;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55309;BL0605;1;711985;55309;;;Oudaan;14;;;2020-05-08 13:35:05;Hidde Kiekens;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;55310;BL0605;1;13335253;55310;;;Oudaan;2;;D;2020-08-18 11:05:05;Hidde Kiekens;MDU;1;9;0;10;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55312;BL0605;1;711986;55312;;;Oudaan;12;;;;Olivier Collignon;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55313;BL0605;1;711987;55313;;;Oudaan;20;;;2020-06-09 13:05:24;Hidde Kiekens;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;55316;BL0606;1;711988;55316;33634129;Everdijstraat 2_Kammenstraat 69;Everdijstraat;2;;D;2020-03-05 13:00:12;Hidde Kiekens;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55346;BL0606;1;711995;55346;;;Oudaan;1;;XA;2020-06-17 13:50:31;Hidde Kiekens;MDU;2;13;1;16;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55481;BL0603;1;712006;55481;;;Mechelseplein;20;;D;2020-02-28 15:20:15;Geert Stockman;MDU;1;6;0;7;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55483;BL0602;1;712007;55483;;;Bervoetstraat;1;;D;2020-02-28 16:00:14;Geert Stockman;MDU;1;2;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55484;BL0602;1;13334660;55484;;;Bervoetstraat;55;;;2020-07-22 10:45:16;Geert Stockman;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55485;BL0602;1;712008;55485;;;Bervoetstraat;47;;;;Olivier Collignon;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55486;BL0602;1;712009;55486;;;Bervoetstraat;49;;D;2020-02-28 16:05:08;Geert Stockman;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55500;BL0602;1;712020;55500;;;Begijnenstraat;85;;;;Geert Stockman;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55501;BL0602;1;8397459;55501;;;Begijnenstraat;31;;;2020-07-22 10:20:09;Geert Stockman;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55503;BL0602;1;712022;55503;;;Begijnenstraat;1;;;;Geert Stockman;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55504;BL0602;1;712023;55504;;;Vleminckveld;62;;D;2020-03-03 17:00:15;Geert Stockman;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55505;BL0602;1;8397460;55505;;;Vleminckveld;68;;;2020-07-22 10:55:28;Geert Stockman;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55508;BL0602;1;712026;55508;;;Rosier;42;;;;Olivier Collignon;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55509;BL0602;1;13335350;55509;;;Rosier;32;;;;Olivier Collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55511;BL0602;1;712027;55511;;;Maarschalk Gerardstraat;30;;D;2020-02-28 10:50:11;Geert Stockman;MDU;1;2;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55512;BL0602;1;13335238;55512;;;Maarschalk Gerardstraat;16;;;2020-07-22 09:35:27;Geert Stockman;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55513;BL0602;1;712028;55513;;;Maarschalk Gerardstraat;4;;;2020-08-17 19:40:05;Geert Stockman;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;55514;BL0603;1;712029;55514;;;Maarschalk Gerardstraat;3;;D;2020-02-26 08:55:09;Geert Stockman;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;55515;BL0603;1;712030;55515;;;Maarschalk Gerardstraat;17;;D;2020-02-26 08:00:15;Geert Stockman;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56509;BL0616;2;712612;56509;;;Groenplaats;15;;;;Steve De Weerdt;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56510;BL0616;2;712613;56510;33634121;Groenplaats 9-10;Groenplaats;9;;D;2020-05-11 08:50:05;Maayken Vanfleteren;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56516;BL0616;2;712616;56516;;;Papenstraatje;1;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56529;BL0613;2;712623;56529;;;Oude Koornmarkt;75;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56530;BL0621;2;712624;56530;33634133;Oude Koornmarkt 1-3;Oude Koornmarkt;1;;D;2020-03-06 19:45:09;Hidde Kiekens;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56533;BL0620;2;712627;56533;;;Oude Koornmarkt;39;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56535;BL0616;2;712629;56535;;;Oude Koornmarkt;41;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56538;BL0621;2;712632;56538;;;Oude Koornmarkt;21;;;;Steve De Weerdt;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56540;BL0616;2;13335340;56540;;;Oude Koornmarkt;57;;D;2020-05-25 17:50:05;Maayken Vanfleteren;MDU;1;6;2;9;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56541;BL0616;2;712633;56541;;;Oude Koornmarkt;61;;;;Steve De Weerdt;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56542;BL0620;2;712634;56542;;;Jan Blomstraat;2;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;56543;BL0620;2;712635;56543;;;Jan Blomstraat;8;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;59537;BL0612;3;714111;59537;;;Schrijnwerkersstraat;1;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;59538;BL0612;3;714112;59538;;;Schrijnwerkersstraat;25;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;59539;BL0612;3;13335356;59539;;;Schoenmarkt;22;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;59540;BL0612;3;714113;59540;;;Schoenmarkt;14;A;;;olivier collignon;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;59548;BL0612;3;714121;59548;;;Wiegstraat;36;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;59553;BL0612;3;714124;59553;;;Wiegstraat;16;;;;olivier collignon;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;60040;BL0624;3;714176;60040;;;Melkmarkt;13;;D;2020-06-29 18:20:05;Maayken Vanfleteren;MDU;1;3;1;5;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60041;BL0624;3;8397463;60041;;;Melkmarkt;31;;D;2020-04-13 14:15:08;Maayken Vanfleteren;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60042;BL0624;3;714178;60042;;;Melkmarkt;23;;D;2020-08-20 16:20:40;Maayken Vanfleteren;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60043;BL0624;3;714179;60043;;;Melkmarkt;21;;XC;2020-08-20 16:20:38;Maayken Vanfleteren;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60044;BL0624;3;714180;60044;;;Melkmarkt;25;;D;2020-04-13 16:30:10;Maayken Vanfleteren;MDU;2;3;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60046;BL0625;3;13335600;60046;;;Sint-Katelijnevest;50;;;;Steve De Weerdt;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;60049;BL0624;3;714181;60049;;;Korte Nieuwstraat;2;;D;2020-06-29 18:20:06;Maayken Vanfleteren;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60070;BL0624;3;8397464;60070;33634149;Korte Nieuwstraat 30_Sudermanstraat 2-2A-2B-6-6A-6B_Vleminckstraat 23;Sudermanstraat;2;;XA;2020-06-04 15:40:10;Maayken Vanfleteren;MDU;0;10;1;11;N;;BUILDING template
ANTWERPEN-WEST - FH06;60071;BL0624;3;8397465;60071;33634149;Korte Nieuwstraat 30_Sudermanstraat 2-2A-2B-6-6A-6B_Vleminckstraat 23;Sudermanstraat;6;;XA;2020-06-04 16:10:09;Maayken Vanfleteren;MDU;0;10;1;11;N;;BUILDING template
ANTWERPEN-WEST - FH06;60073;BL0625;3;714194;60073;;;Beggaardenstraat;23;;D;2020-06-12 11:50:11;Hidde Kiekens;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60075;BL0625;3;8397466;60075;;;Beggaardenstraat;21;;D;2020-06-12 11:55:04;Hidde Kiekens;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60534;BL0605;1;8397467;60534;;;Oudaan;16;;D;2020-08-30 10:40:05;Hidde Kiekens;MDU;3;0;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60535;BL0605;1;8397468;60535;;;Lange Gasthuisstraat;32;;;;olivier collignon;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;60536;BL0605;1;714375;60536;;;Lange Gasthuisstraat;30;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60537;BL0605;1;714376;60537;;;Lange Gasthuisstraat;28;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60538;BL0605;1;714377;60538;;;Lange Gasthuisstraat;22;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60539;BL0605;1;714378;60539;;;Lange Gasthuisstraat;26;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60705;BL0613;2;714423;60705;;;Groenkerkhofstraat;1;;D;2020-05-18 18:00:12;Maayken Vanfleteren;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60707;BL0613;2;714424;60707;;;Groenkerkhofstraat;3;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60728;BL0613;2;714442;60728;;;Oude Koornmarkt;69;;D;2020-05-05 19:35:03;Maayken Vanfleteren;MDU;1;2;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60730;BL0613;2;714443;60730;33634120;Groenplaats 1_Groenkerkhofstraat 5;Groenplaats;1;;D;2020-05-08 13:20:18;Maayken Vanfleteren;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60731;BL0613;2;8397469;60731;33634122;Groenplaats 2-3;Groenplaats;2;;XA;2020-05-29 17:05:06;Maayken Vanfleteren;MDU;1;9;1;11;Y;;BUILDING template
ANTWERPEN-WEST - FH06;60732;BL0616;2;714444;60732;;;Groenplaats;4;;;;Steve De Weerdt;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61205;BL0625;3;13334582;61205;;;Beggaardenstraat;1;;;;Mark van Gossum;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;61206;BL0617;3;715221;61206;;;Melkmarkt;44;;D;2020-05-18 16:45:08;Maayken Vanfleteren;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61207;BL0617;3;715222;61207;;;Melkmarkt;40;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61208;BL0618;3;715223;61208;;;Melkmarkt;41;;;2020-08-20 16:20:43;Maayken Vanfleteren;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61209;BL0618;3;715224;61209;37311207;Melkmarkt 33_Vleminckstraat 2;Melkmarkt;33;;XC;2020-07-01 15:10:19;Maayken Vanfleteren;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61210;BL0618;3;715225;61210;;;Sudermanstraat;14;;;2020-04-13 13:45:10;Maayken Vanfleteren;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61211;BL0618;3;715231;61211;;;Sudermanstraat;24;;;;Olivier Collignon;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;61212;BL0618;3;715233;61212;;;Sudermanstraat;12;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61214;BL0618;3;715238;61214;37311207;Melkmarkt 33_Vleminckstraat 2;Vleminckstraat;2;;XC;2020-07-01 15:10:24;Maayken Vanfleteren;MDU;0;5;1;6;N;;BUILDING template
ANTWERPEN-WEST - FH06;61217;BL0618;3;13335618;61217;;;Vleminckstraat;12;;;2020-07-01 13:50:25;Maayken Vanfleteren;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61219;BL0619;3;13335006;61219;38869091;Beggaardenstraat 6_Eiermarkt 31-31A-33-35-41_Sint-Katelijnevest 52-54-58-62-64-66-68-70;Eiermarkt;41;;C;;Mark van Gossum;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61220;BL0619;3;13334934;61220;38869091;Beggaardenstraat 6_Eiermarkt 31-31A-33-35-41_Sint-Katelijnevest 52-54-58-62-64-66-68-70;Eiermarkt;33;;C;;Steve De Weerdt;MDU;2;0;6;8;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61222;BL0618;3;8397470;61222;33634175;Eiermarkt 13-17;Eiermarkt;13;;C;2020-07-01 12:25:11;Maayken Vanfleteren;MDU;7;0;2;9;N;;BUILDING template
ANTWERPEN-WEST - FH06;61223;BL0618;3;8397471;61223;35379785;Eiermarkt 21-23;Eiermarkt;21;;XC;2020-05-26 10:50:57;Maayken Vanfleteren;MDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61224;BL0618;3;715247;61224;;;Eiermarkt;25;;;2020-05-18 17:00:07;Maayken Vanfleteren;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61226;BL0617;3;13335010;61226;;;Eiermarkt;1;A;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61227;BL0617;3;715249;61227;;;Eiermarkt;5;;;;olivier collignon;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH06;61228;BL0619;3;715250;61228;;;Meirbrug;1;;A;2020-06-29 14:38:07;Maayken Vanfleteren;MDU;50;0;6;56;N;;BUILDING template
ANTWERPEN-WEST - FH06;61251;BL0617;3;8397472;61251;;;Sint-Pieterstraat;2;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61252;BL0617;3;8397473;61252;;;Sint-Pieterstraat;8;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;61310;BL0614;2;715407;61310;38745146;Groenplaats 33-33A-34;Groenplaats;34;;XC;2020-09-24 12:55:06;Maayken Vanfleteren;MDU;1;0;0;1;Y;N;BUILDING template
ANTWERPEN-WEST - FH06;173605;BL0612;3;623508;173605;;;Schoenmarkt;16;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;173881;BL0612;3;13335666;173881;;;Wiegstraat;2;;XA;2020-05-27 09:15:05;Maayken Vanfleteren;MDU;0;7;1;8;Y;;BUILDING template
ANTWERPEN-WEST - FH06;173882;BL0612;3;13335667;173882;;;Wiegstraat;4;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;173883;BL0612;3;13335668;173883;;;Wiegstraat;6;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;173884;BL0612;3;625471;173884;;;Wiegstraat;10;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;173900;BL0607;2;625615;173900;;;Lombardenvest;40;;D;2020-03-11 12:15:16;Hidde Kiekens;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;173901;BL0607;2;13335076;173901;;;Lombardenvest;26;;;;olivier collignon;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;173902;BL0607;2;625634;173902;;;Lombardenvest;32;;D;2020-03-06 09:10:11;Hidde Kiekens;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;173903;BL0607;2;625643;173903;;;Lombardenvest;22;;D;2020-03-06 09:15:12;Hidde Kiekens;MDU;1;2;1;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;174025;BL0608;2;13335059;174025;;;Korte Gasthuisstraat;22;;;;olivier collignon;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;174026;BL0608;2;13335060;174026;;;Korte Gasthuisstraat;26;;D;2020-03-06 11:05:08;Hidde Kiekens;MDU;1;2;1;4;Y;;BUILDING template
ANTWERPEN-WEST - FH06;174031;BL0611;2;626700;174031;33634174;Geefsstraat 5_Lombardenvest 15-19;Geefsstraat;5;;A;;Steve De Weerdt;MDU;1;7;0;8;N;;BUILDING template
ANTWERPEN-WEST - FH06;176743;BL0611;2;630838;176743;;;Schoenmarkt;4;;;;olivier collignon;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH06;198628;BL0603;1;657774;198628;;;Mechelseplein;8;;;;Olivier Collignon;SDU;0;1;0;1;Y;;BUILDING template
