Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
LEUVEN - FH03;3040698;BL0315;7;3040698;;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Ravenstraat;104;;;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;0;0;1;1;BUILDING template
LEUVEN - FH03;5362;BL0315;7;5362;;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Justus Lipsiusstraat;20;;;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;0;33;2;35;BUILDING template
LEUVEN - FH03;379036;BL0315;7;379036;12731337;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Justus Lipsiusstraat;24;;20200609105844;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
LEUVEN - FH03;5602508;BL0315;7;5602508;12731337;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Justus Lipsiusstraat;26;;20200609105844;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
LEUVEN - FH03;3028069;BL0315;7;3028069;12731337;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Justus Lipsiusstraat;28;;20200609105844;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;0;34;2;36;BUILDING template
LEUVEN - FH03;4789903;BL0315;7;4789903;12731337;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Justus Lipsiusstraat;30;;20200609105844;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;0;0;1;1;BUILDING template
LEUVEN - FH03;378997;BL0315;7;378997;12731337;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Justus Lipsiusstraat;32;;20200609105844;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
LEUVEN - FH03;1186853;BL0315;7;1186853;12731337;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Justus Lipsiusstraat;34;;20200609105844;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
LEUVEN - FH03;3029314;BL0315;7;3029314;;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Maria-Theresiastraat;65;;;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
LEUVEN - FH03;3029297;BL0315;7;3029297;;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Maria-Theresiastraat;63;A;;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
LEUVEN - FH03;3029300;BL0315;7;3029300;;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Maria-Theresiastraat;63;B;;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;0;32;2;34;BUILDING template
LEUVEN - FH03;4037703;BL0315;7;4037703;12731337;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Ravenstraat;98;A;20200609105844;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
LEUVEN - FH03;3027960;BL0314;6;3027960;12731337;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Justus Lipsiusstraat;18;;20200609105844;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
LEUVEN - FH03;379008;BL0315;7;379008;;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Ravenstraat;98;;;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
LEUVEN - FH03;6140673;BL0315;7;6140673;;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Ravenstraat;100;;;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
LEUVEN - FH03;3040697;BL0315;7;3040697;;Justus Lipsiusstraat 18-20-24-26-28-30-32-34_Maria Theresiastraat 63A-63B-65_Ravenstraat 98-98A-100-102-104;Ravenstraat;102;;;A;2020-06-08 09:40:06;Marouane Zoubir;MDU;1;0;0;1;BUILDING template
