Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
ROESELARE - FH01;5914759;BL0114;;39307598;5914759;;;Landbouwstraat;6;;;;Geert Stockman;SDU;1;0;0;1;Y;;BUILDING template;;
ROESELARE - FH01;856156;BL0119;;4774662;856156;;;Middenstraat;9;;D;2020-09-25 15:30:26;Maayken Vanfleteren;MDU;1;1;1;3;Y;;BUILDING template;;
ROESELARE - FH01;6752743;BL0101;;39307137;6752743;;;Noordstraat;18;A;;;Geert Stockman;SDU;0;1;0;1;Y;;BUILDING template;;
ROESELARE - FH01;4361268;BL0101;;33437669;4361268;;;Sint-Amandsstraat;32;;;;Geert Stockman;SDU;0;1;0;1;Y;;BUILDING template;;
ROESELARE - FH01;856010;BL0112;;39305689;856010;;;Teerlingstraat;1;;XC;2020-10-07 09:40:13;Geert Stockman;MDU;1;6;1;8;Y;;BUILDING template;;N
