Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
KNOKKE-HEIST - FH04;335113;BL0406;1;21158703;335113;;Duindistelstraat 2_Zeedijk-Het Zoute 708-709-711-713;Duindistelstraat;2;;XA;2020-07-10 20:55:05;Maayken Vanfleteren;MDU;0;22;1;23;BUILDING template
KNOKKE-HEIST - FH04;335096;BL0406;1;21158693;335096;;Duindistelstraat 2_Zeedijk-Het Zoute 708-709-711-713;Zeedijk-Het Zoute;708;;XA;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2767951;BL0406;1;25756675;2767951;;Duindistelstraat 2_Zeedijk-Het Zoute 708-709-711-713;Zeedijk-Het Zoute;709;;XA;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH04;2767953;BL0406;1;25756679;2767953;;Duindistelstraat 2_Zeedijk-Het Zoute 708-709-711-713;Zeedijk-Het Zoute;711;;XA;2020-07-10 20:55:07;Maayken Vanfleteren;MDU;1;43;3;47;BUILDING template
KNOKKE-HEIST - FH04;335094;BL0406;1;25756707;335094;;Duindistelstraat 2_Zeedijk-Het Zoute 708-709-711-713;Zeedijk-Het Zoute;713;;XA;2020-04-07 15:31:54;Hidde Kiekens;MDU;1;0;1;2;BUILDING template
