Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Opdrachttemplate
ANTWERPEN-WEST - FH01;2051455;2051455;;;Van Schoonbekeplein;19;;;BUILDING template
ANTWERPEN-WEST - FH01;59295;59295;;;Van Schoonbekeplein;21;;;BUILDING template
ANTWERPEN-WEST - FH01;4510620;4510620;;;Van Schoonbekeplein;23;;;BUILDING template
ANTWERPEN-WEST - FH01;109135;109135;;;Verbindingsdok-Oostkaai;1;;;BUILDING template
ANTWERPEN-WEST - FH01;2059541;2059541;;;Verbindingsdok-Oostkaai;3;;;BUILDING template
ANTWERPEN-WEST - FH01;2059542;2059542;;;Verbindingsdok-Oostkaai;5;;;BUILDING template
ANTWERPEN-WEST - FH01;2059544;2059544;;;Verbindingsdok-Oostkaai;7;;;BUILDING template
ANTWERPEN-WEST - FH01;2059545;2059545;;;Verbindingsdok-Oostkaai;9;;;BUILDING template
ANTWERPEN-WEST - FH01;5507309;5507309;;;Verbindingsdok-Oostkaai;21;;;BUILDING template
ANTWERPEN-WEST - FH01;5508518;5508518;;;Verbindingsdok-Oostkaai;23;;;BUILDING template
ANTWERPEN-WEST - FH01;5507310;5507310;;;Verbindingsdok-Oostkaai;27;;;BUILDING template
ANTWERPEN-WEST - FH01;5507311;5507311;;;Verbindingsdok-Oostkaai;29;;;BUILDING template
ANTWERPEN-WEST - FH01;108069;108069;;;Verbindingsdok-Westkaai;2;;;BUILDING template
ANTWERPEN-WEST - FH01;2059548;2059548;;;Verbindingsdok-Westkaai;4;;;BUILDING template
ANTWERPEN-WEST - FH01;2059549;2059549;;;Verbindingsdok-Westkaai;6;;;BUILDING template
ANTWERPEN-WEST - FH01;2059550;2059550;;;Verbindingsdok-Westkaai;8;;;BUILDING template
ANTWERPEN-WEST - FH01;2059551;2059551;;;Verbindingsdok-Westkaai;10;;;BUILDING template
ANTWERPEN-WEST - FH01;2059553;2059553;;;Verbindingsdok-Westkaai;12;A;;BUILDING template
ANTWERPEN-WEST - FH01;2059552;2059552;;;Verbindingsdok-Westkaai;12;;;BUILDING template
ANTWERPEN-WEST - FH01;2059554;2059554;;;Verbindingsdok-Westkaai;14;;;BUILDING template
ANTWERPEN-WEST - FH01;2059555;2059555;;;Verbindingsdok-Westkaai;16;;;BUILDING template
ANTWERPEN-WEST - FH01;2059556;2059556;;;Verbindingsdok-Westkaai;18;;;BUILDING template
ANTWERPEN-WEST - FH01;2059557;2059557;;;Verbindingsdok-Westkaai;20;;;BUILDING template
ANTWERPEN-WEST - FH01;4505621;4505621;;;Verbindingsdok-Westkaai;22;;;BUILDING template
ANTWERPEN-WEST - FH01;1128020;1128020;;;Verbindingsdok-Westkaai;24;;;BUILDING template
ANTWERPEN-WEST - FH01;1128029;1128029;20660534;Verbindingsdok-Westkaai 26 + 30;Verbindingsdok-Westkaai;26;;20191004142324;BUILDING template
ANTWERPEN-WEST - FH01;4021011;4021011;;;Verbindingsdok-Westkaai;28;;;BUILDING template
ANTWERPEN-WEST - FH01;108068;108068;;;Verbindingsdok-Westkaai;30;;;BUILDING template
ANTWERPEN-WEST - FH01;62435;62435;;;Zeevaartstraat;1;;;BUILDING template
ANTWERPEN-WEST - FH01;5576453;5576453;;;Zeevaartstraat;2;;;BUILDING template
ANTWERPEN-WEST - FH01;62434;62434;;;Zeevaartstraat;3;;;BUILDING template
ANTWERPEN-WEST - FH01;62436;62436;;;Zeevaartstraat;4;;;BUILDING template
ANTWERPEN-WEST - FH01;11983;11983;;;Zeevaartstraat;5;;;BUILDING template
ANTWERPEN-WEST - FH01;2066332;2066332;;;Zeevaartstraat;6;;;BUILDING template
ANTWERPEN-WEST - FH01;2066333;2066333;;;Zeevaartstraat;8;;;BUILDING template
ANTWERPEN-WEST - FH01;2066334;2066334;;;Zeevaartstraat;10;;;BUILDING template
ANTWERPEN-WEST - FH01;186510;186510;;;Zeevaartstraat;16;;;BUILDING template
