Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH09;1885040;BL0009;;1885040;;Arenbergstraat 1_Lange Gasthuisstraat 19-21;Lange Gasthuisstraat;19;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;59563;BL0009;;59563;;Arenbergstraat 1_Lange Gasthuisstraat 19-21;Arenbergstraat;1;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;59565;BL0009;;59565;;Arenbergstraat 1_Lange Gasthuisstraat 19-21;Lange Gasthuisstraat;21;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;55498;BL0014;;55498;;Arenbergstraat 12-14;Arenbergstraat;12;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;6524093;BL0014;;6524093;;Arenbergstraat 12-14;Arenbergstraat;14;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;6518745;BL0011;;6518745;;Arenbergstraat 13_Leopoldstraat 11;Leopoldstraat;11;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;1736231;BL0011;;1736231;;Arenbergstraat 13_Leopoldstraat 11;Arenbergstraat;13;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;6339370;BL0014;;6339370;;Arenbergstraat 16-16A;Arenbergstraat;16;A;;;;Yves de Roo;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH09;55499;BL0014;;55499;;Arenbergstraat 16-16A;Arenbergstraat;16;;;;;Yves de Roo;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH09;59591;BL0013;;59591;;Arenbergstraat 18_Leopoldstraat 15;Leopoldstraat;15;;;;;Yves de Roo;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH09;59579;BL0013;;59579;;Arenbergstraat 18_Leopoldstraat 15;Arenbergstraat;18;;;;;Yves de Roo;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH09;55144;BL0011;;55144;;Arenbergstraat 19_Sint Maartenstraat 1;Arenbergstraat;19;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;55174;BL0011;;55174;;Arenbergstraat 19_Sint Maartenstraat 1;Sint-Maartenstraat;1;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;12629;BL0013;;12629;;Arenbergstraat 40_Oudevaartplaats 2-4-6;Arenbergstraat;40;;;;;Yves de Roo;MDU;3;67;1;71;BUILDING template
ANTWERPEN-WEST - FH09;197241;BL0013;;197241;;Arenbergstraat 40_Oudevaartplaats 2-4-6;Oudevaartplaats;6;;;;;Yves de Roo;MDU;3;67;1;71;BUILDING template
ANTWERPEN-WEST - FH09;2036448;BL0013;;2036448;;Arenbergstraat 40_Oudevaartplaats 2-4-6;Oudevaartplaats;4;;;;;Yves de Roo;MDU;3;67;1;71;BUILDING template
ANTWERPEN-WEST - FH09;59575;BL0013;;59575;;Arenbergstraat 40_Oudevaartplaats 2-4-6;Oudevaartplaats;2;;;;;Yves de Roo;MDU;3;67;1;71;BUILDING template
ANTWERPEN-WEST - FH09;4506658;BL0009;;4506658;;Arenbergstraat 5-7;Arenbergstraat;5;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;1736227;BL0009;;1736227;;Arenbergstraat 5-7;Arenbergstraat;7;;;;;Yves de Roo;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH09;55147;BL0008;;55147;;Arme Duvelstraat 6_Kelderstraat 11;Kelderstraat;11;;;;;Yves de Roo;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH09;55119;BL0008;;55119;;Arme Duvelstraat 6_Kelderstraat 11;Armeduivelstraat;6;;;;;Yves de Roo;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH09;1736396;BL0007;;1736396;;Armeduvelstraat 3-7-9;Armeduivelstraat;3;;;;;Yves de Roo;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH09;1736397;BL0007;;1736397;;Armeduvelstraat 3-7-9;Armeduivelstraat;7;;;;;Yves de Roo;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH09;1736398;BL0007;;1736398;;Armeduvelstraat 3-7-9;Armeduivelstraat;9;;;;;Yves de Roo;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH09;137979;BL0017;;137979;;Blauwtorenplein 10_Bourlastraat 18;Bourlastraat;19;;;;;Yves de Roo;MDU;1;18;0;19;BUILDING template
ANTWERPEN-WEST - FH09;11962;BL0017;;11962;;Blauwtorenplein 10_Bourlastraat 18;Blauwtorenplein;10;;;;;Yves de Roo;MDU;1;12;0;13;BUILDING template
ANTWERPEN-WEST - FH09;1773177;BL0017;;1773177;;Bourlastraat 1-3-5_Tabakvest 89-91-93_leopoldplaats 6-6A-7;Bourlastraat;3;;;;;Yves de Roo;MDU;16;32;0;48;BUILDING template
