Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH03;61827;;;21122943;61827;33729860;Lange Noordstraat 10-12-14-16-18-20-22;Lange Noordstraat;10;;;;;MDU;0;60;0;60;BUILDING template
ANTWERPEN-WEST - FH03;3928086;BL0005;;21122945;3928086;33729860;Lange Noordstraat 10-12-14-16-18-20-22;Lange Noordstraat;12;;;;Karel Verschueren;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH03;3928087;BL0005;;21122946;3928087;33729860;Lange Noordstraat 10-12-14-16-18-20-22;Lange Noordstraat;14;;;;Karel Verschueren;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH03;2029000;BL0005;;21122947;2029000;33729860;Lange Noordstraat 10-12-14-16-18-20-22;Lange Noordstraat;16;;;;Karel Verschueren;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH03;2029008;BL0005;;21122948;2029008;33729860;Lange Noordstraat 10-12-14-16-18-20-22;Lange Noordstraat;18;;;;Karel Verschueren;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH03;3928088;BL0005;;21122949;3928088;33729860;Lange Noordstraat 10-12-14-16-18-20-22;Lange Noordstraat;20;;;;Karel Verschueren;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH03;4513167;;;21122951;4513167;33729860;Lange Noordstraat 10-12-14-16-18-20-22;Lange Noordstraat;22;;;;;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH03;2029009;BL0001;;13492057;2029009;;Lange Noordstraat 19-21;Lange Noordstraat;19;;;;Karel Verschueren;MDU;0;6;0;6;BUILDING template
ANTWERPEN-WEST - FH03;4513186;;;21122922;4513186;;Lange Noordstraat 19-21;Lange Noordstraat;21;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2029017;BL0001;;21122952;2029017;33729862;Lange Noordstraat 27-29;Lange Noordstraat;27;;;;Karel Verschueren;MDU;3;0;0;3;BUILDING template
ANTWERPEN-WEST - FH03;2029020;BL0001;;664916;2029020;33729862;Lange Noordstraat 27-29;Lange Noordstraat;29;;;;Karel Verschueren;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH03;61832;;;21122954;61832;33729861;Lange Noordstraat 37-39_Varkensmarkt 8;Lange Noordstraat;39;;;;;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;4043975;BL0001;;692675;4043975;33729861;Lange Noordstraat 37-39_Varkensmarkt 8;Lange Noordstraat;37;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;61849;;;716554;61849;33729861;Lange Noordstraat 37-39_Varkensmarkt 8;Varkensmarkt;8;;;;;MDU;0;6;0;6;BUILDING template
ANTWERPEN-WEST - FH03;2028965;;;21445288;2028965;;Lange Noordstraat 5-7;Lange Noordstraat;7;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;1089556;BL0001;;612692;1089556;;Lange Noordstraat 5-7;Lange Noordstraat;5;;;;Karel Verschueren;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH03;109342;L00010;;612835;109342;33729881;Lange Winkelstraat 44-46;Lange Winkelstraat;44;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;109343;L00010;;612836;109343;33729881;Lange Winkelstraat 44-46;Lange Winkelstraat;46;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;110322;BL0003;;13492042;110322;33729852;Lansstraat 1-5;Lansstraat;1;;;;Karel Verschueren;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH03;6644546;;;33728235;6644546;33729852;Lansstraat 1-5;Lansstraat;5;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2046564;BL0006;;21122970;2046564;33729858;Mutsaardstraat 21_Raapstraat 10-10A;Raapstraat;10;;;;Karel Verschueren;MDU;0;9;0;9;BUILDING template
ANTWERPEN-WEST - FH03;5824608;;;21122976;5824608;33729858;Mutsaardstraat 21_Raapstraat 10-10A;Raapstraat;10;A;;;;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;110402;BL0006;;613153;110402;33729858;Mutsaardstraat 21_Raapstraat 10-10A;Mutsaardstraat;21;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2023962;;;21122957;2023962;33729859;Mutsaardstraat 3-5;Mutsaardstraat;5;;;;;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH03;2023951;;;664149;2023951;33729859;Mutsaardstraat 3-5;Mutsaardstraat;3;;;;;MDU;0;5;0;5;BUILDING template
ANTWERPEN-WEST - FH03;2038004;BL0011;;13492061;2038004;33729865;Paardenmarkt 108-110-112-114-116_Rodestraat 1;Paardenmarkt;110;;;;Karel Verschueren;MDU;0;5;0;5;BUILDING template
ANTWERPEN-WEST - FH03;2038013;BL0011;;21122967;2038013;33729865;Paardenmarkt 108-110-112-114-116_Rodestraat 1;Paardenmarkt;112;;;;Karel Verschueren;MDU;0;5;0;5;BUILDING template
ANTWERPEN-WEST - FH03;109566;BL0011;;612869;109566;33729865;Paardenmarkt 108-110-112-114-116_Rodestraat 1;Paardenmarkt;116;;;;Karel Verschueren;MDU;1;5;0;6;BUILDING template
ANTWERPEN-WEST - FH03;109577;BL0011;;612878;109577;33729865;Paardenmarkt 108-110-112-114-116_Rodestraat 1;Rodestraat;1;;;;Karel Verschueren;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH03;2037999;BL0011;;666870;2037999;33729865;Paardenmarkt 108-110-112-114-116_Rodestraat 1;Paardenmarkt;108;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2038024;BL0011;;666873;2038024;33729865;Paardenmarkt 108-110-112-114-116_Rodestraat 1;Paardenmarkt;114;;;;Karel Verschueren;MDU;0;5;0;5;BUILDING template
ANTWERPEN-WEST - FH03;2038036;BL0011;;666876;2038036;33729869;Paardenmarkt 122-124;Paardenmarkt;122;;;;Karel Verschueren;MDU;0;6;0;6;BUILDING template
ANTWERPEN-WEST - FH03;2038041;BL0011;;666878;2038041;33729869;Paardenmarkt 122-124;Paardenmarkt;124;;;;Karel Verschueren;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH03;109884;BL0011;;21445278;109884;33729855;Paardenmarkt 126_Italielei 44;Italielei;44;;;;Karel Verschueren;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH03;109565;BL0011;;612868;109565;33729855;Paardenmarkt 126_Italielei 44;Paardenmarkt;126;;;;Karel Verschueren;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH03;2037785;BL0003;;666825;2037785;33729867;Paardenmarkt 18-20;Paardenmarkt;18;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2037791;BL0003;;666827;2037791;33729867;Paardenmarkt 18-20;Paardenmarkt;20;;;;Karel Verschueren;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH03;2037803;BL0003;;21122963;2037803;33729868;Paardenmarkt 22-24;Paardenmarkt;24;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2037796;BL0003;;666828;2037796;33729868;Paardenmarkt 22-24;Paardenmarkt;22;;;;Karel Verschueren;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH03;2037808;BL0003;;13492058;2037808;33729863;Paardenmarkt 26-28;Paardenmarkt;26;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;12738;;;21122965;12738;33729863;Paardenmarkt 26-28;Paardenmarkt;28;;;;;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH03;109956;BL0007;;612929;109956;33729866;Paardenmarkt 38-40_Vekestraat 2;Paardenmarkt;40;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;109958;BL0007;;612930;109958;33729866;Paardenmarkt 38-40_Vekestraat 2;Paardenmarkt;38;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;109983;BL0007;;612983;109983;33729866;Paardenmarkt 38-40_Vekestraat 2;Vekestraat;2;;;;Karel Verschueren;MDU;0;10;0;10;BUILDING template
ANTWERPEN-WEST - FH03;108840;BL0008;;612595;108840;33729864;Paardenmarkt 56-58;Paardenmarkt;58;;;;Karel Verschueren;MDU;4;0;0;4;BUILDING template
ANTWERPEN-WEST - FH03;108848;BL0008;;612603;108848;33729864;Paardenmarkt 56-58;Paardenmarkt;56;;;;Karel Verschueren;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH03;1304350;BL0003;;13492046;1304350;;Paardenmarkt 6-8;Paardenmarkt;6;;;;Karel Verschueren;MDU;0;16;0;16;BUILDING template
ANTWERPEN-WEST - FH03;4511503;;;21122962;4511503;;Paardenmarkt 6-8;Paardenmarkt;8;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2037966;BL0009;;13492059;2037966;;Paardenmarkt 90-92-94;Paardenmarkt;92;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;4508900;;;13492077;4508900;;Paardenmarkt 90-92-94;Paardenmarkt;90;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2037970;BL0009;;666862;2037970;;Paardenmarkt 90-92-94;Paardenmarkt;94;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2046006;BL0007;;21122969;2046006;33729870;Prinsstraat 15-17;Prinsstraat;17;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;109969;BL0007;;612937;109969;33729870;Prinsstraat 15-17;Prinsstraat;15;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;1138887;BL0005;;21122972;1138887;33729871;Raapstraat 25-27-29-31-33;Raapstraat;29;;;;Karel Verschueren;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH03;3928220;BL0005;;21122973;3928220;33729871;Raapstraat 25-27-29-31-33;Raapstraat;31;;;;Karel Verschueren;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH03;3928221;BL0005;;21122974;3928221;33729871;Raapstraat 25-27-29-31-33;Raapstraat;33;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;3928219;BL0005;;21445293;3928219;33729871;Raapstraat 25-27-29-31-33;Raapstraat;27;;;;Karel Verschueren;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH03;61833;;;716484;61833;33729871;Raapstraat 25-27-29-31-33;Raapstraat;25;;;;;MDU;0;28;0;28;BUILDING template
ANTWERPEN-WEST - FH03;2048178;BL0009;;13492063;2048178;33729873;Rodestraat 42-44;Rodestraat;44;;;;Karel Verschueren;MDU;0;16;0;16;BUILDING template
ANTWERPEN-WEST - FH03;2048177;BL0009;;671870;2048177;33729873;Rodestraat 42-44;Rodestraat;42;;;;Karel Verschueren;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH03;4511582;;;13492083;4511582;;Stadswaag 16-17;Stadswaag;16;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2053999;BL0006;;21122983;2053999;;Stadswaag 16-17;Stadswaag;17;;;;Karel Verschueren;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH03;61856;;;21122978;61856;33729874;Stadswaag 1A-2;Stadswaag;2;;;;;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2053989;BL0005;;676946;2053989;33729874;Stadswaag 1A-2;Stadswaag;1;A;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;1352922;;;21445289;1352922;33729872;Stadswaag 21_Raapstraat 24;Stadswaag;21;;;;Karel Verschueren;MDU;3;0;0;3;BUILDING template
ANTWERPEN-WEST - FH03;110294;BL0006;;613125;110294;33729872;Stadswaag 21_Raapstraat 24;Raapstraat;24;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;4511564;;;21122980;4511564;;Stadswaag 9-10;Stadswaag;9;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;1101974;BL0004;;21122981;1101974;;Stadswaag 9-10;Stadswaag;10;;;;Karel Verschueren;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH03;5833181;;;13492089;5833181;33729878;Vekestraat 44-46;Vekestraat;44;;;;;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;6391609;;;21123004;6391609;33729878;Vekestraat 44-46;Vekestraat;46;;;;;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;108835;BL0008;;13492021;108835;33729877;Vekestraat 9-11-13;Vekestraat;9;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;108834;BL0008;;21122988;108834;33729877;Vekestraat 9-11-13;Vekestraat;11;;;;Karel Verschueren;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH03;2058967;BL0008;;21122990;2058967;33729877;Vekestraat 9-11-13;Vekestraat;13;;;;Karel Verschueren;MDU;0;18;0;18;BUILDING template
ANTWERPEN-WEST - FH03;109970;BL0007;;13492034;109970;;Venusstraat 11-15;Venusstraat;11;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;4504940;;;706012;4504940;;Venusstraat 11-15;Venusstraat;15;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;109972;BL0007;;13492035;109972;;Venusstraat 17-17A;Venusstraat;17;;;;Karel Verschueren;MDU;3;13;0;16;BUILDING template
ANTWERPEN-WEST - FH03;5383629;;;711067;5383629;;Venusstraat 17-17A;Venusstraat;17;A;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2059439;BL0003;;13492067;2059439;33729880;Venusstraat 18-18A;Venusstraat;18;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;2059440;BL0003;;681766;2059440;33729880;Venusstraat 18-18A;Venusstraat;18;A;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;5373798;;;710942;5373798;;Venusstraat 19-19A;Venusstraat;19;A;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;108830;;;21123005;108830;;Venusstraat 19-19A;Venusstraat;19;;;;;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH03;4504942;;;21123006;4504942;;Venusstraat 23-25;Venusstraat;23;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;108828;;;21123007;108828;;Venusstraat 23-25;Venusstraat;25;;;;;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;4504936;;;33728152;4504936;33729851;Venusstraat 35-37;Venusstraat;37;;;;Karel Verschueren;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH03;1164709;BL0007;;614356;1164709;33729851;Venusstraat 35-37;Venusstraat;35;;;;Karel Verschueren;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH03;1366994;BL0007;;617394;1366994;33729879;Venusstraat 5-7;Venusstraat;7;;;;Karel Verschueren;MDU;10;0;0;10;BUILDING template
ANTWERPEN-WEST - FH03;1488452;BL0007;;618985;1488452;33729879;Venusstraat 5-7;Venusstraat;5;;;;Karel Verschueren;MDU;0;3;0;3;BUILDING template
