Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH06;1739128;BL0619;;1739128;33634123;Beddenstraat 2_Groenplaats 36_Schoenmarkt 21;Beddenstraat;2;;20200508130641;;;Steve De Weerdt;MDU;50;0;2;52;BUILDING template
ANTWERPEN-WEST - FH06;1297943;BL0614;;1297943;33634123;Beddenstraat 2_Groenplaats 36_Schoenmarkt 21;Groenplaats;36;;20200508130641;;;Steve De Weerdt;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;2051259;BL0614;;2051259;33634123;Beddenstraat 2_Groenplaats 36_Schoenmarkt 21;Schoenmarkt;21;;20200508130641;;;Steve De Weerdt;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;5566574;BL0602;;5566574;33634132;Begijnenstraat 23-25;Begijnenstraat;23;;20200508130639;;;Olivier Collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;6525393;BL0602;;6525393;33634132;Begijnenstraat 23-25;Begijnenstraat;25;;20200508130639;;;Olivier Collignon;MDU;0;8;0;8;BUILDING template
ANTWERPEN-WEST - FH06;4504648;BL0602;;4504648;33634131;Begijnenstraat 33-35;Begijnenstraat;33;;20200508130639;;;Olivier Collignon;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH06;1739666;BL0602;;1739666;33634131;Begijnenstraat 33-35;Begijnenstraat;35;;20200508130639;;;Olivier Collignon;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH06;4504652;BL0602;;4504652;33634130;Begijnenstraat 49-55;Begijnenstraat;49;;20200508130638;;;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;1739673;BL0602;;1739673;33634130;Begijnenstraat 49-55;Begijnenstraat;55;;20200508130638;;;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;1741151;BL0602;;1741151;33634147;Bervoetstraat 51-55;Bervoetstraat;51;;20200508130638;;;Olivier Collignon;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH06;55484;BL0602;;55484;33634147;Bervoetstraat 51-55;Bervoetstraat;55;;20200508130638;;;Olivier Collignon;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH06;1741134;BL0601;;1741134;33634148;Bervoetstraat 8-10;Bervoetstraat;8;;20200508130637;D;2020-02-29 12:25:07;Geert Stockman;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH06;1741135;BL0601;;1741135;33634148;Bervoetstraat 8-10;Bervoetstraat;10;;20200508130637;D;2020-02-29 12:25:07;Geert Stockman;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH06;1778777;BL0604;;1778777;33634169;Bredestraat 11-13;Bredestraat;11;;20200508130632;;;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;1778782;BL0604;;1778782;33634169;Bredestraat 11-13;Bredestraat;13;;20200508130632;;;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;4070508;BL0604;;4070508;33634170;Bredestraat 19-21;Bredestraat;19;;20200508130627;XC;2020-03-07 07:55:07;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;1778799;BL0604;;1778799;33634170;Bredestraat 19-21;Bredestraat;21;;20200508130627;XC;2020-03-07 07:55:07;Geert Stockman;MDU;0;6;0;6;BUILDING template
ANTWERPEN-WEST - FH06;1778850;BL0604;;1778850;33634154;Bredestraat 43_Rosier 1;Bredestraat;43;;20200508130633;D;2020-03-02 09:30:17;Geert Stockman;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH06;55292;BL0604;;55292;33634154;Bredestraat 43_Rosier 1;Rosier;1;;20200508130633;D;2020-03-02 09:30:17;Geert Stockman;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH06;61222;BL0618;;61222;33634175;Eiermarkt 13-17;Eiermarkt;13;;20200508130641;;;Olivier Collignon;MDU;3;0;0;3;BUILDING template
ANTWERPEN-WEST - FH06;6018352;BL0618;;6018352;33634175;Eiermarkt 13-17;Eiermarkt;17;;20200508130641;;;Olivier Collignon;MDU;4;0;0;4;BUILDING template
ANTWERPEN-WEST - FH06;721;BL0615;;721;33634159;Eiermarkt 20_Schoenmarkt 25-29-31-35;Eiermarkt;20;;20200508130640;;;Mark van Gossum;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;1512593;BL0615;;1512593;33634159;Eiermarkt 20_Schoenmarkt 25-29-31-35;Schoenmarkt;35;;20200508130640;;;Mark van Gossum;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;2051260;BL0615;;2051260;33634159;Eiermarkt 20_Schoenmarkt 25-29-31-35;Schoenmarkt;25;;20200508130640;;;Mark van Gossum;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;2051262;BL0615;;2051262;33634159;Eiermarkt 20_Schoenmarkt 25-29-31-35;Schoenmarkt;29;;20200508130640;;;Mark van Gossum;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;2051263;BL0615;;2051263;33634159;Eiermarkt 20_Schoenmarkt 25-29-31-35;Schoenmarkt;31;;20200508130640;;;Mark van Gossum;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH06;61211;BL0618;;61211;33634163;Eiermarkt 25_Sudermanstraat 24;Sudermanstraat;24;;20200508130640;;;Olivier Collignon;MDU;1;0;0;1;BUILDING template
