Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;BT IFH;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
HASSELT - FH01;2442185;BL0119;1;;2442185;;;Thonissenlaan;6;;D;2019-05-09;Dieu Jocelin;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;3937658;BL0119;1;;3937658;;;Thonissenlaan;8;;D;2020-06-16;Jo De Clippel;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;1145401;BL0119;1;;1145401;;;Burgemeester Bollenstraat;5;;D;2018-09-12;Geert Stockman;MDU;MDU;0;6;0;0;BUILDING template
HASSELT - FH01;1145402;BL0119;1;;1145402;;;Burgemeester Bollenstraat;7;;D;2018-09-01;Geert Stockman;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;2449565;BL0119;1;;2449565;;;Burgemeester Bollenstraat;9;;D;2019-06-25;Filip Van Geel;MDU;MDU;0;6;1;7;BUILDING template
HASSELT - FH01;3937743;BL0119;1;;3937743;;;Burgemeester Bollenstraat;17;;D;2019-06-25;Filip Van Geel;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;2442385;BL0120;1;;2442385;;;Thonissenlaan;56;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2442396;BL0120;1;;2442396;;;Thonissenlaan;58;;;2018-03-13 12:29:18;Kevin Dekens;SDU;SDU;0;;0;1;BUILDING template
HASSELT - FH01;2442401;BL0120;1;;2442401;;;Thonissenlaan;58;A;D;2020-06-16;Jo De Clippel;MDU;MDU;0;9;1;10;BUILDING template
HASSELT - FH01;4867243;BL0121;1;;4867243;;;Gazometerstraat;1;;;2019-05-09 12:05:15;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3937543;BL0121;1;;3937543;;;Manteliusstraat;21;;D;2018-09-01;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;4867216;BL0121;1;;4867216;;;Manteliusstraat;23;;D;2018-05-30;Youssef Abdellaoui;MDU;MDU;0;5;0;6;BUILDING template
HASSELT - FH01;4867221;BL0121;1;;4867221;;;Manteliusstraat;25;;;2018-05-30;Youssef Abdellaoui;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;6162640;BL0101;1;;6162640;7072281;Sint-Truidersteenweg 85A-85B;Sint-Truidersteenweg;85;A;D;2018-08-21;Geert Stockman;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;2415012;BL0101;1;;2415012;2-6;;Fonteinstraat;2;;;2020-06-16;Jo De Clippel;SDU;MDU;1;0;0;1;BUILDING template
HASSELT - FH01;707488;BL0101;1;;707488;;;Fonteinstraat;8;;D;2018-08-21;Geert Stockman;MDU;MDU;1;6;0;7;BUILDING template
HASSELT - FH01;2438402;BL0101;1;;2438402;;;Schoolstraat;40;;;2018-08-28;Geert Stockman;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;707484;BL0101;1;;707484;;;Sint-Truidersteenweg;71;;;2019-05-09;Dieu Jocelin;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;707232;BL0101;1;;707232;8410404;Vooruitzichtstraat 50_Sint-Truiderssteenweg 93;Sint-Truidersteenweg;93;;XC;2018-06-15;Kevin Dekens;MDU;MDU;1;0;1;2;BUILDING template
HASSELT - FH01;2409815;BL0102;1;;2409815;;;Boomkensstraat;105;;D;2018-08-15;Olivier Collignon;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;707218;BL0102;1;;707218;;;Elzenstraat;16;;D;2018-06-05;Bernardo Kana da Rosa;MDU;MDU;1;5;0;6;BUILDING template
HASSELT - FH01;2442754;BL0102;1;;2442754;;;Torenstraat;14;;D;2018-08-14;Geert Stockman;MDU;MDU;1;7;0;8;BUILDING template
HASSELT - FH01;708094;BL0103;1;;708094;;;Gaarveldstraat;102;;D;2018-08-14;Geert Stockman;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;2418691;BL0103;1;;2418691;;;Sint-Hubertusplein;8;;D;2018-05-23;Youssef Abdellaoui;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;708113;BL0103;1;;708113;;;Sint-Hubertusplein;14;;D;2020-06-16;Jo De Clippel;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;2418701;BL0103;1;;2418701;;;Sint-Hubertusplein;18;;D;2018-08-14;Geert Stockman;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;708114;BL0103;1;;708114;;;Sint-Hubertusplein;24;;D;2018-05-18;Youssef Abdellaoui;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;708115;BL0103;1;;708115;;;Sint-Hubertusplein;28;;D;2018-04-19 13:50:04;Kevin Dekens;MDU;MDU;1;2;1;4;BUILDING template
HASSELT - FH01;708110;BL0103;1;;708110;;;Sint-Hubertusplein;2;;D;2020-06-17 08:10:04;Jo De Clippel;MDU;MDU;1;3;0;4;BUILDING template
HASSELT - FH01;707337;BL0103;1;;707337;;;Torenstraat;35;;D;2018-05-29;Abdelmalek Lamkoref;MDU;MDU;1;4;0;5;BUILDING template
HASSELT - FH01;4016685;BL0103;1;;4016685;;;Abelenstraat;15;;D;2019-05-08;Filip Van Geel;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;709219;BL0103;1;;709219;;;Torenstraat;17;;D;2018-08-15;Olivier Collignon;MDU;MDU;1;7;0;8;BUILDING template
HASSELT - FH01;2415191;BL0105;1;;2415191;;;Gaarveldstraat;106;;D;2018-09-16;Geert Stockman;MDU;MDU;1;2;1;4;BUILDING template
HASSELT - FH01;707084;BL0105;1;;707084;;;Sint-Hubertusplein;3;;D;2018-08-28;Geert Stockman;MDU;MDU;1;4;1;6;BUILDING template
HASSELT - FH01;707109;BL0105;1;;707109;;;Gaarveldstraat;134;;D;2018-09-16;Geert Stockman;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;2437148;BL0106;1;;2437148;;;Runkstersteenweg;154;;D;2018-10-01;Geert Stockman;MDU;MDU;1;1;1;3;BUILDING template
HASSELT - FH01;1338325;BL0106;1;;1338325;;;Gaarveldstraat;83;;D;2018-09-02;Geert Stockman;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;2415176;BL0106;1;;2415176;;;Gaarveldstraat;89;;D;2018-09-03;Geert Stockman;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;5371646;BL0106;1;;5371646;111-111A;Gaarveldstraat 111-111A;Gaarveldstraat;111;A;D;2019-05-08 12:45:56;Filip Van Geel;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;707044;BL0106;1;;707044;;;Runkstersteenweg;118;;D;2018-08-26;Geert Stockman;MDU;MDU;1;9;0;10;BUILDING template
HASSELT - FH01;2449541;BL0107;1;;2449541;;;Kanunnik Eybenstraat;13;;D;2019-05-09;Dieu Jocelin;MDU;SDU;1;1;0;2;BUILDING template
HASSELT - FH01;2437031;BL0107;1;;2437031;;;Runkstersteenweg;96;;;2018-08-19;Geert Stockman;SDU;SDU;1;;0;1;BUILDING template
HASSELT - FH01;707209;BL0109;1;;707209;;;Boomkensstraat;67;;D;2020-06-16;Jo De Clippel;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;707333;BL0109;1;;707333;;;Boomkensstraat;43;;D;2018-08-15;Olivier Collignon;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;2409761;BL0110;1;;2409761;;;Boomkensstraat;28;;D;2018-08-15;Geert Stockman;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;2409796;BL0110;1;;2409796;;;Boomkensstraat;84;;;2020-06-16;Jo De Clippel;SDU;MDU;1;0;0;1;BUILDING template
HASSELT - FH01;707334;BL0111;1;;707334;;;Boomkensstraat;39;;D;2018-09-16;Geert Stockman;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;707383;BL0112;1;;707383;;;Harmoniestraat;33;;D;2018-08-21;Geert Stockman;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;4903350;BL0112;1;;4903350;;;Runkstersteenweg;34;;D;2020-06-22;Jo De Clippel;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;4903256;BL0113;1;;4903256;;;Runkstersteenweg;18;;D;2019-05-08;Filip Van Geel;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;2408496;BL0114;1;;2408496;;;Bampslaan;7;;D;2018-10-03;Geert Stockman;MDU;MDU;1;2;0;1;BUILDING template
HASSELT - FH01;2408515;BL0114;1;;2408515;;;Bampslaan;23;;;2019-05-09;Dieu Jocelin;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2408521;BL0114;1;;2408521;;;Bampslaan;31;;D;2018-05-03 13:56:43;Youssef Abdellaoui;MDU;MDU;1;4;1;6;BUILDING template
HASSELT - FH01;2408229;BL0114;1;;2408229;7072277;;Koningin Astridlaan;8;;D;2018-09-16;Geert Stockman;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;653665;BL0114;1;;653665;;;Koningin Astridlaan;30;;D;2018-09-24;Geert Stockman;MDU;MDU;1;1;;2;BUILDING template
HASSELT - FH01;2408527;BL0115;1;;2408527;;;Bampslaan;41;;;2019-05-09 11:09:47;Dieu Jocelin;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2408530;BL0115;1;;2408530;;;Bampslaan;45;;;2019-05-09;Dieu Jocelin;SDU;SDU;1;1;0;1;BUILDING template
HASSELT - FH01;2408533;BL0115;1;;2408533;;;Bampslaan;49;;;2019-05-09;Dieu Jocelin;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;653414;BL0115;1;;653414;;;Frans Massystraat;4;;D;2019-12-03;Jo De Clippel;MDU;MDU;1;1;1;3;BUILDING template
HASSELT - FH01;2428496;BL0115;1;;2428496;;;Frans Massystraat;30;;;2019-05-09;Dieu Jocelin;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;4044631;BL0115;1;;4044631;;;Geraetsstraat;22;;;2018-10-01;Geert Stockman;SDU;SDU;1;;;1;BUILDING template
HASSELT - FH01;2408258;BL0115;1;;2408258;;;Koningin Astridlaan;48;;D;2019-12-03;Jo De Clippel;MDU;MDU;1;14;1;16;BUILDING template
HASSELT - FH01;2440365;BL0115;1;;2440365;;;Stationsplein;1;;D;2018-10-11;Geert Stockman;MDU;SDU;1;0;1;2;BUILDING template
HASSELT - FH01;2440409;BL0115;1;;2440409;;;Stationsplein;9;;;2019-05-09 11:25:02;Dieu Jocelin;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2440415;BL0115;1;;2440415;;;Stationsplein;13;;D;2018-10-11;Geert Stockman;MDU;MDU;1;3;0;4;BUILDING template
HASSELT - FH01;2440421;BL0115;1;;2440421;;;Stationsplein;15;;D;2018-10-11;Geert Stockman;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;5430012;BL0115;1;;5430012;;;Stationsplein;21;;;2019-05-09;Dieu Jocelin;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;3937547;BL0116;1;;3937547;;;Frans Massystraat;15;;D;2018-10-01;Geert Stockman;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;653410;BL0116;1;;653410;;;Frans Massystraat;19;;B;2018-11-28 19:55:13;Geert Stockman;MDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;1295122;BL0116;1;;1295122;;;Monseigneur Broekxplein;1;;B;2018-11-28 19:50:18;Geert Stockman;MDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;654136;BL0117;1;;654136;;;Vrijwilligersplein;2;;D;2018-09-01;Geert Stockman;MDU;MDU;1;3;0;4;BUILDING template
HASSELT - FH01;2408254;BL0117;1;;2408254;;;Koningin Astridlaan;43;;D;2018-09-24;Geert Stockman;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;2408256;BL0117;1;;2408256;;;Koningin Astridlaan;45;;D;2018-09-26;Olivier Collignon;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;2408270;BL0117;1;;2408270;;;Koningin Astridlaan;61;;D;2019-05-09;Dieu Jocelin;MDU;MDU;1;0;0;1;BUILDING template
HASSELT - FH01;2408281;BL0117;1;;2408281;;;Koningin Astridlaan;77;;;2018-05-17;Kevin Dekens;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2408282;BL0117;1;;2408282;;;Koningin Astridlaan;79;;E;2019-06-24;Kust Hostyens;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;2449599;BL0118;1;;2449599;38 en 40;Burgemeester Bollenstraat 38-40;Burgemeester Bollenstraat;38;;D;2019-07-09;Geert Saenen;MDU;MDU;1;17;0;18;BUILDING template
HASSELT - FH01;1145403;BL0118;1;;1145403;;;Burgemeester Bollenstraat;74;;D;2018-09-01;Geert Stockman;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;2408231;BL0119;1;;2408231;;;Koningin Astridlaan;9;;D;2018-09-16;Geert Stockman;MDU;MDU;1;4;0;5;BUILDING template
HASSELT - FH01;1121086;BL0119;1;;1121086;;;Koningin Astridlaan;11;;D;2018-09-16;Geert Stockman;MDU;MDU;1;3;1;5;BUILDING template
HASSELT - FH01;2408236;BL0119;1;;2408236;;;Koningin Astridlaan;13;;D;2018-09-16;Geert Stockman;MDU;MDU;1;1;0;2;BUILDING template
HASSELT - FH01;2442214;BL0119;1;;2442214;;;Thonissenlaan;12;;;2019-05-09;Dieu Jocelin;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2442290;BL0119;1;;2442290;;;Thonissenlaan;36;;D;2019-06-07 14:30:37;Kust Hostyens;MDU;SDU;1;1;0;2;BUILDING template
HASSELT - FH01;1145399;BL0119;1;;1145399;;;Burgemeester Bollenstraat;1;;D;2018-09-24;Geert Stockman;MDU;MDU;1;6;0;7;BUILDING template
HASSELT - FH01;3937742;BL0119;1;;3937742;;;Burgemeester Bollenstraat;11;;D;2019-08-20;Kurt Holsteyns;MDU;MDU;1;2;0;3;BUILDING template
HASSELT - FH01;2442417;BL0120;1;;2442417;;;Thonissenlaan;66;;;2019-05-09 12:10:22;Dieu Jocelin;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2442426;BL0120;1;;2442426;;;Thonissenlaan;68;;D;2018-05-16 11:35:04;Youssef Abdellaoui;MDU;MDU;1;1;1;3;BUILDING template
HASSELT - FH01;3937660;BL0120;1;;3937660;;;Thonissenlaan;86;;D;2018-09-01;Geert Stockman;MDU;MDU;1;1;1;3;BUILDING template
HASSELT - FH01;2446510;BL0121;1;;2446510;;;Vrijwilligersplein;3;;;2019-05-09 12:05:24;Dieu Jocelin;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;707085;BL0105;1;;707085;;;Sint-Hubertusplein;17;;D;2018-09-01;Geert Stockman;MDU;MDU;2;6;0;8;BUILDING template
HASSELT - FH01;707087;BL0105;1;;707087;;;Sint-Hubertusplein;19;;D;2018-08-28;Geert Stockman;MDU;MDU;2;6;0;8;BUILDING template
HASSELT - FH01;2428486;BL0115;1;;2428486;;;Frans Massystraat;24;;D;2019-06-05;Kust Hostyens;MDU;MDU;2;2;0;4;BUILDING template
HASSELT - FH01;653405;BL0115;1;;653405;;;Koningin Astridlaan;44;;;2018-04-24 12:35:03;Kevin Dekens;SDU;SDU;2;0;0;2;BUILDING template
HASSELT - FH01;1145390;BL0118;1;;1145390;;;Koningin Astridlaan;35;;E;2019-12-16 12:10:18;Jo De Clippel;MDU;MDU;2;0;0;2;BUILDING template
HASSELT - FH01;2449567;BL0119;1;;2449567;;;Burgemeester Bollenstraat;13;;D;2019-06-25;Filip Van Geel;MDU;MDU;2;0;0;2;BUILDING template
HASSELT - FH01;2449574;BL0119;1;;2449574;;;Burgemeester Bollenstraat;15;;D;2019-06-25;Filip Van Geel;MDU;MDU;2;0;0;2;BUILDING template
HASSELT - FH01;3937243;BL0109;1;;3937243;;;Boomkensstraat;53;;D;2019-09-09;Kurt Holsteyns;MDU;MDU;3;4;0;7;BUILDING template
HASSELT - FH01;4175303;BL0109;1;;4175303;;;Boomkensstraat;59;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409776;BL0109;1;;2409776;;;Boomkensstraat;61;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4235187;BL0109;1;;4235187;;;Boomkensstraat;65;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;5431532;BL0109;1;;5431532;;;Boomkensstraat;63;B;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415122;BL0109;1;;2415122;;;Gaarveldstraat;46;;;;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415126;BL0109;1;;2415126;;;Gaarveldstraat;48;;;;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415128;BL0109;1;;2415128;;;Gaarveldstraat;50;;;;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2415132;BL0109;1;;2415132;;;Gaarveldstraat;54;;;;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4175141;BL0109;1;;4175141;;;Gaarveldstraat;56;;;;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707225;BL0109;1;;707225;;;Gaarveldstraat;2;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3956865;BL0109;1;;3956865;;;Gaarveldstraat;4;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415084;BL0109;1;;2415084;;;Gaarveldstraat;6;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415087;BL0109;1;;2415087;;;Gaarveldstraat;8;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415090;BL0109;1;;2415090;;;Gaarveldstraat;10;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415093;BL0109;1;;2415093;;;Gaarveldstraat;12;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415095;BL0109;1;;2415095;;;Gaarveldstraat;14;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415098;BL0109;1;;2415098;;;Gaarveldstraat;16;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415103;BL0109;1;;2415103;;;Gaarveldstraat;18;;;2018-07-24 12:33:42;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415107;BL0109;1;;2415107;;;Gaarveldstraat;20;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415111;BL0109;1;;2415111;;;Gaarveldstraat;22;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903163;BL0109;1;;4903163;;;Gaarveldstraat;24;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415113;BL0109;1;;2415113;;;Gaarveldstraat;26;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415115;BL0109;1;;2415115;;;Gaarveldstraat;28;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415116;BL0109;1;;2415116;;;Gaarveldstraat;30;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903166;BL0109;1;;4903166;;;Gaarveldstraat;32;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903168;BL0109;1;;4903168;;;Gaarveldstraat;34;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903171;BL0109;1;;4903171;;;Gaarveldstraat;36;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707197;BL0109;1;;707197;;;Boomkensstraat;45;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897494;BL0109;1;;4897494;;;Boomkensstraat;47;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409770;BL0109;1;;2409770;;;Boomkensstraat;49;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409772;BL0109;1;;2409772;;;Boomkensstraat;51;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438366;BL0110;1;;2438366;;;Schoolstraat;15;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4897353;BL0110;1;;4897353;;;Schoolstraat;17;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438370;BL0110;1;;2438370;;;Schoolstraat;19;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438374;BL0110;1;;2438374;;;Schoolstraat;23;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438378;BL0110;1;;2438378;;;Schoolstraat;25;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438380;BL0110;1;;2438380;;;Schoolstraat;27;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438385;BL0110;1;;2438385;;;Schoolstraat;31;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4019176;BL0110;1;;4019176;;;Schoolstraat;33;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438392;BL0110;1;;2438392;;;Schoolstraat;35;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438399;BL0110;1;;2438399;;;Schoolstraat;37;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707199;BL0110;1;;707199;;;Schoolstraat;39;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409733;BL0110;1;;2409733;;;Boomkensstraat;2;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903325;BL0110;1;;4903325;;;Boomkensstraat;6;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903328;BL0110;1;;4903328;;;Boomkensstraat;8;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409740;BL0110;1;;2409740;;;Boomkensstraat;10;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409745;BL0110;1;;2409745;;;Boomkensstraat;12;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409748;BL0110;1;;2409748;;;Boomkensstraat;14;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4011184;BL0110;1;;4011184;;;Boomkensstraat;16;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3997814;BL0110;1;;3997814;;;Boomkensstraat;18;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409753;BL0110;1;;2409753;;;Boomkensstraat;20;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409755;BL0110;1;;2409755;;;Boomkensstraat;22;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409759;BL0110;1;;2409759;;;Boomkensstraat;24;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903332;BL0110;1;;4903332;;;Boomkensstraat;26;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409762;BL0110;1;;2409762;;;Boomkensstraat;30;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409764;BL0110;1;;2409764;;;Boomkensstraat;32;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409773;BL0110;1;;2409773;;;Boomkensstraat;52;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2409783;BL0110;1;;2409783;;;Boomkensstraat;68;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4204605;BL0110;1;;4204605;;;Boomkensstraat;70;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409786;BL0110;1;;2409786;;;Boomkensstraat;72;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409787;BL0110;1;;2409787;;;Boomkensstraat;74;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409790;BL0110;1;;2409790;;;Boomkensstraat;76;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409793;BL0110;1;;2409793;;;Boomkensstraat;78;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3937245;BL0110;1;;3937245;;;Boomkensstraat;80;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707217;BL0110;1;;707217;;;Boomkensstraat;82;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707480;BL0110;1;;707480;;;Fonteinstraat;62;;;2018-04-18 09:36:15;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415046;BL0110;1;;2415046;;;Fonteinstraat;64;;;2018-04-18 09:57:34;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415050;BL0110;1;;2415050;;;Fonteinstraat;66;;;2018-04-18 09:57:35;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415052;BL0110;1;;2415052;;;Fonteinstraat;68;;;2018-04-18 09:57:36;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707481;BL0110;1;;707481;;;Fonteinstraat;70;;;2018-04-18 09:57:37;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707402;BL0110;1;;707402;;;Fonteinstraat;86;;;2018-04-18 09:57:39;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438355;BL0110;1;;2438355;;;Schoolstraat;11;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2438360;BL0110;1;;2438360;;;Schoolstraat;13;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415088;BL0111;1;;2415088;;;Gaarveldstraat;9;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415091;BL0111;1;;2415091;;;Gaarveldstraat;11;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3998978;BL0111;1;;3998978;;;Gaarveldstraat;13;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415097;BL0111;1;;2415097;;;Gaarveldstraat;15;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415101;BL0111;1;;2415101;;;Gaarveldstraat;17;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415105;BL0111;1;;2415105;;;Gaarveldstraat;19;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
