Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
KNOKKE-HEIST - FH05;76549;BL0510;;76549;;Diksmuidestraat 38-40;Diksmuidestraat;38;;;;;Maayken Vanfleteren;MDU;0;6;1;7;BUILDING template
KNOKKE-HEIST - FH05;2758797;BL0510;;2758797;;Diksmuidestraat 38-40;Diksmuidestraat;40;;;;;Maayken Vanfleteren;MDU;0;18;1;19;BUILDING template
KNOKKE-HEIST - FH05;1327495;BL0516;;1327495;;Diksmuidestraat 43-45-47;Diksmuidestraat;43;;;;;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH05;2758802;BL0516;;2758802;;Diksmuidestraat 43-45-47;Diksmuidestraat;45;;;;;Geert Stockman;MDU;0;10;1;11;BUILDING template
KNOKKE-HEIST - FH05;2758804;BL0516;;2758804;;Diksmuidestraat 43-45-47;Diksmuidestraat;47;;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH05;337041;BL0516;;337041;;Diksmuidestraat 49-51;Diksmuidestraat;49;;;;;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH05;6524258;BL0516;;6524258;;Diksmuidestraat 49-51;Diksmuidestraat;51;;;;;Geert Stockman;MDU;0;5;1;6;BUILDING template
KNOKKE-HEIST - FH05;2758806;BL0510;;2758806;;Diksmuidestraat 50A_Dumortierlaan 78;Diksmuidestraat;50;A;;;;Maayken Vanfleteren;MDU;0;5;1;6;BUILDING template
KNOKKE-HEIST - FH05;76557;BL0510;;76557;;Diksmuidestraat 50A_Dumortierlaan 78;Dumortierlaan;78;;;;;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH05;5579324;BL0515;;5579324;;Diksmuidestraat 56-58;Diksmuidestraat;56;;;;;Geert Stockman;MDU;0;25;1;26;BUILDING template
KNOKKE-HEIST - FH05;335716;BL0515;;335716;;Diksmuidestraat 56-58;Diksmuidestraat;58;;;;;Geert Stockman;MDU;0;14;1;15;BUILDING template
KNOKKE-HEIST - FH05;335122;BL0512;;335122;;Driehoeksplein 11-10-10A;Driehoeksplein;10;;;;;Geert Stockman;MDU;0;10;1;11;BUILDING template
KNOKKE-HEIST - FH05;2758938;BL0512;;2758938;;Driehoeksplein 11-10-10A;Driehoeksplein;10;A;;;;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH05;335090;BL0512;;335090;;Driehoeksplein 11-10-10A;Driehoeksplein;11;;;;;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH05;335121;BL0512;;335121;;Driehoeksplein 1-2-3;Driehoeksplein;1;;;;;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH05;4275251;BL0512;;4275251;;Driehoeksplein 1-2-3;Driehoeksplein;2;;;;;Geert Stockman;MDU;0;8;1;9;BUILDING template
