Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Opdrachttemplate
SINT-NIKLAAS - FH02;4447876;4447876;;Klein Hulststraat 94-96;Klein-Hulststraat;94;;;BUILDING template
SINT-NIKLAAS - FH02;3512979;3512979;;;Regentiestraat;65;;;BUILDING template
SINT-NIKLAAS - FH02;3517750;3517750;;;Veldstraat;122;;;BUILDING template
SINT-NIKLAAS - FH02;5380519;5380519;;;Veldstraat;165;A;;BUILDING template
SINT-NIKLAAS - FH02;3511268;3511268;;;Grote Peperstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;3504381;3504381;;;Mercatorstraat;65;;;BUILDING template
SINT-NIKLAAS - FH02;4447877;4447877;11489696;Klein Hulststraat 94-96;Klein-Hulststraat;96;;20200108080543;BUILDING template
SINT-NIKLAAS - FH02;3504332;3504332;;;Mercatorstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;4157932;4157932;;Knaptandstraat 74-76;Knaptandstraat;74;;;BUILDING template
SINT-NIKLAAS - FH02;3512986;3512986;;;Regentiestraat;69;;;BUILDING template
SINT-NIKLAAS - FH02;3517754;3517754;;;Veldstraat;124;;;BUILDING template
SINT-NIKLAAS - FH02;5401758;5401758;;;Veldstraat;165;B;;BUILDING template
SINT-NIKLAAS - FH02;4454591;4454591;;;Grote Peperstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;5804176;5804176;;;Vermorgenstraat;28;D;;BUILDING template
SINT-NIKLAAS - FH02;3504367;3504367;;;Mercatorstraat;51;;;BUILDING template
SINT-NIKLAAS - FH02;3500316;3500316;11489686;Knaptandstraat 74-76;Knaptandstraat;76;;20200108125713;BUILDING template
SINT-NIKLAAS - FH02;3512992;3512992;;;Regentiestraat;73;;;BUILDING template
SINT-NIKLAAS - FH02;3517759;3517759;;;Veldstraat;126;;;BUILDING template
SINT-NIKLAAS - FH02;75453;75453;;;Lamstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;3511273;3511273;;;Grote Peperstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;4447944;4447944;;;Mercatorstraat;179;;;BUILDING template
SINT-NIKLAAS - FH02;3512835;3512835;;;Regentieplein;18;;;BUILDING template
SINT-NIKLAAS - FH02;3512999;3512999;;;Regentiestraat;75;;;BUILDING template
SINT-NIKLAAS - FH02;4084623;4084623;;;Veldstraat;128;;;BUILDING template
SINT-NIKLAAS - FH02;3501717;3501717;;;Lamstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;3511278;3511278;;;Grote Peperstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;3512840;3512840;;;Regentieplein;30;;;BUILDING template
SINT-NIKLAAS - FH02;3500328;3500328;11489706;Knaptandstraat 82-84;Knaptandstraat;82;;20200108122849;BUILDING template
SINT-NIKLAAS - FH02;3517765;3517765;;;Veldstraat;130;;;BUILDING template
SINT-NIKLAAS - FH02;3501720;3501720;;;Lamstraat;26;;;BUILDING template
SINT-NIKLAAS - FH02;3511280;3511280;;;Grote Peperstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;3500331;3500331;11489706;Knaptandstraat 82-84;Knaptandstraat;84;;20200108122849;BUILDING template
SINT-NIKLAAS - FH02;3512842;3512842;;;Regentieplein;31;;;BUILDING template
SINT-NIKLAAS - FH02;68399;68399;;;Zamanstraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;3517767;3517767;;;Veldstraat;132;;;BUILDING template
SINT-NIKLAAS - FH02;3501721;3501721;;;Lamstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;72518;72518;;;Grote Peperstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;3517786;3517786;;;Veldstraat;149;;;BUILDING template
SINT-NIKLAAS - FH02;3512844;3512844;;;Regentieplein;32;;;BUILDING template
SINT-NIKLAAS - FH02;3525116;3525116;;;Zamanstraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;3517771;3517771;;;Veldstraat;134;;;BUILDING template
SINT-NIKLAAS - FH02;4464716;4464716;;;Lamstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;72529;72529;;;Grote Peperstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;3517780;3517780;;;Veldstraat;139;;;BUILDING template
SINT-NIKLAAS - FH02;56090;56090;;;Mercatorstraat;2;;;BUILDING template
SINT-NIKLAAS - FH02;3512848;3512848;;;Regentieplein;33;;;BUILDING template
SINT-NIKLAAS - FH02;3525125;3525125;;;Zamanstraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;75487;75487;;;Veldstraat;138;;;BUILDING template
SINT-NIKLAAS - FH02;4464718;4464718;;;Lamstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;3511292;3511292;;;Grote Peperstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;91073;91073;11489707;Knaptandstraat 90_Moerlandstraat 79;Knaptandstraat;90;;20200108122511;BUILDING template
SINT-NIKLAAS - FH02;3512852;3512852;;;Regentieplein;34;;;BUILDING template
SINT-NIKLAAS - FH02;3525138;3525138;;;Zamanstraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;977878;977878;;;Kalkstraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;3501726;3501726;;;Lamstraat;34;;;BUILDING template
SINT-NIKLAAS - FH02;4215963;4215963;;;Grote Peperstraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;75464;75464;;;Sint-Vincentiusstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;6424446;6424446;;;Mercatorstraat;12;A;;BUILDING template
SINT-NIKLAAS - FH02;3512854;3512854;;;Regentieplein;35;;;BUILDING template
SINT-NIKLAAS - FH02;3525145;3525145;;;Zamanstraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;75561;75561;;;Kalkstraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;3501729;3501729;;;Lamstraat;36;;;BUILDING template
SINT-NIKLAAS - FH02;3511301;3511301;;;Grote Peperstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;5720112;5720112;;;Vermorgenstraat;28;E;;BUILDING template
SINT-NIKLAAS - FH02;4462001;4462001;;;Mercatorstraat;4;;;BUILDING template
SINT-NIKLAAS - FH02;3512855;3512855;;;Regentieplein;36;;;BUILDING template
SINT-NIKLAAS - FH02;3525148;3525148;;;Zamanstraat;41;;;BUILDING template
SINT-NIKLAAS - FH02;3497496;3497496;;;Kalkstraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;3501731;3501731;;;Lamstraat;38;;;BUILDING template
SINT-NIKLAAS - FH02;72530;72530;;;Grote Peperstraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;6448058;6448058;;;Mercatorstraat;12;B;;BUILDING template
SINT-NIKLAAS - FH02;3512856;3512856;;;Regentieplein;37;;;BUILDING template
SINT-NIKLAAS - FH02;4269924;4269924;;;Zamanstraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;3497498;3497498;;;Kalkstraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;4464722;4464722;;;Lamstraat;40;;;BUILDING template
SINT-NIKLAAS - FH02;72519;72519;;;Grote Peperstraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;3512858;3512858;;;Regentieplein;38;;;BUILDING template
SINT-NIKLAAS - FH02;68398;68398;;;Zamanstraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;4455418;4455418;;;Kalkstraat;41;;;BUILDING template
SINT-NIKLAAS - FH02;3501737;3501737;;;Lamstraat;42;;;BUILDING template
SINT-NIKLAAS - FH02;1513901;1513901;;;Grote Peperstraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;61728;61728;;;Regentieplein;39;;;BUILDING template
SINT-NIKLAAS - FH02;68467;68467;;;Zamanstraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;3948683;3948683;;;Kalkstraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;3529850;3529850;;;Lodewijk De Meesterstraat;82;;;BUILDING template
SINT-NIKLAAS - FH02;1513903;1513903;;;Grote Peperstraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;6448059;6448059;;;Mercatorstraat;12;C;;BUILDING template
SINT-NIKLAAS - FH02;91051;91051;11489707;Knaptandstraat 90_Moerlandstraat 79;Moerlandstraat;79;;20200108122511;BUILDING template
SINT-NIKLAAS - FH02;3525162;3525162;;;Zamanstraat;49;;;BUILDING template
SINT-NIKLAAS - FH02;3497499;3497499;;;Kalkstraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;4464881;4464881;;;Lodewijk De Meesterstraat;86;;;BUILDING template
SINT-NIKLAAS - FH02;1513905;1513905;;;Grote Peperstraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;62526;62526;;;Regentiestraat;34;;;BUILDING template
SINT-NIKLAAS - FH02;3497503;3497503;;;Kalkstraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;1357212;1357212;;;Lodewijk De Meesterstraat;88;;;BUILDING template
SINT-NIKLAAS - FH02;1513907;1513907;;;Grote Peperstraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;6432344;6432344;;;Mercatorstraat;39;A;;BUILDING template
SINT-NIKLAAS - FH02;3512923;3512923;;;Regentiestraat;36;;;BUILDING template
SINT-NIKLAAS - FH02;3525173;3525173;;;Zamanstraat;53;;;BUILDING template
SINT-NIKLAAS - FH02;3497508;3497508;;;Kalkstraat;49;;;BUILDING template
SINT-NIKLAAS - FH02;3529855;3529855;;;Lodewijk De Meesterstraat;90;;;BUILDING template
SINT-NIKLAAS - FH02;1513908;1513908;;;Grote Peperstraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;1514062;1514062;;Lodewijk De Meesterstraat 24-26;Lodewijk De Meesterstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;3525179;3525179;;;Zamanstraat;55;;;BUILDING template
SINT-NIKLAAS - FH02;3497514;3497514;;;Kalkstraat;51;;;BUILDING template
SINT-NIKLAAS - FH02;3529859;3529859;;;Lodewijk De Meesterstraat;92;;;BUILDING template
SINT-NIKLAAS - FH02;1513909;1513909;;;Grote Peperstraat;41;;;BUILDING template
SINT-NIKLAAS - FH02;5714642;5714642;;;Vermorgenstraat;28;F;;BUILDING template
SINT-NIKLAAS - FH02;3504363;3504363;;;Mercatorstraat;48;A;;BUILDING template
SINT-NIKLAAS - FH02;4462006;4462006;;;Mercatorstraat;10;;;BUILDING template
SINT-NIKLAAS - FH02;3512928;3512928;;;Regentiestraat;42;;;BUILDING template
SINT-NIKLAAS - FH02;3525182;3525182;;;Zamanstraat;57;;;BUILDING template
SINT-NIKLAAS - FH02;1514012;1514012;;;Kalkstraat;53;;;BUILDING template
SINT-NIKLAAS - FH02;3948890;3948890;;;Lodewijk De Meesterstraat;96;;;BUILDING template
SINT-NIKLAAS - FH02;1513911;1513911;;;Grote Peperstraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;3504325;3504325;;;Mercatorstraat;12;;;BUILDING template
SINT-NIKLAAS - FH02;3948883;3948883;;;Zamanstraat;59;;;BUILDING template
SINT-NIKLAAS - FH02;75567;75567;;;Kalkstraat;57;;;BUILDING template
SINT-NIKLAAS - FH02;3529861;3529861;;;Lodewijk De Meesterstraat;98;;;BUILDING template
SINT-NIKLAAS - FH02;1513913;1513913;;;Grote Peperstraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;6179005;6179005;;;Mercatorstraat;48;B;;BUILDING template
SINT-NIKLAAS - FH02;56091;56091;;;Mercatorstraat;14;;;BUILDING template
SINT-NIKLAAS - FH02;3512944;3512944;;;Regentiestraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;854102;854102;;;Zwijgershoek;10;;;BUILDING template
SINT-NIKLAAS - FH02;1514015;1514015;;;Kalkstraat;59;;;BUILDING template
SINT-NIKLAAS - FH02;75481;75481;;;Lodewijk De Meesterstraat;100;;;BUILDING template
SINT-NIKLAAS - FH02;1513915;1513915;;;Grote Peperstraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;56092;56092;;;Mercatorstraat;16;;;BUILDING template
SINT-NIKLAAS - FH02;3512966;3512966;;;Regentiestraat;58;B;;BUILDING template
SINT-NIKLAAS - FH02;68420;68420;;;Ankerstraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;1514017;1514017;;;Kalkstraat;61;;;BUILDING template
SINT-NIKLAAS - FH02;75483;75483;;;Lodewijk De Meesterstraat;102;;;BUILDING template
SINT-NIKLAAS - FH02;1513917;1513917;;;Grote Peperstraat;49;;;BUILDING template
SINT-NIKLAAS - FH02;6347298;6347298;;;Mercatorstraat;61;A;;BUILDING template
SINT-NIKLAAS - FH02;3504329;3504329;;;Mercatorstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;3512968;3512968;;;Regentiestraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;3484805;3484805;;;Ankerstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;1514019;1514019;;;Kalkstraat;63;;;BUILDING template
SINT-NIKLAAS - FH02;4464745;4464745;;;Lodewijk De Meesterstraat;108;;;BUILDING template
SINT-NIKLAAS - FH02;4098446;4098446;;;Grote Peperstraat;51;;;BUILDING template
SINT-NIKLAAS - FH02;3504334;3504334;;;Mercatorstraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;3512972;3512972;;;Regentiestraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;4082341;4082341;;;Ankerstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;1514021;1514021;;;Kalkstraat;65;;;BUILDING template
SINT-NIKLAAS - FH02;3529866;3529866;;;Lodewijk De Meesterstraat;110;;;BUILDING template
SINT-NIKLAAS - FH02;72520;72520;;;Grote Peperstraat;55;;;BUILDING template
SINT-NIKLAAS - FH02;6347303;6347303;;;Mercatorstraat;61;B;;BUILDING template
SINT-NIKLAAS - FH02;56084;56084;;;Mercatorstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;3512977;3512977;;;Regentiestraat;64;;;BUILDING template
SINT-NIKLAAS - FH02;3484806;3484806;;;Ankerstraat;26;;;BUILDING template
SINT-NIKLAAS - FH02;1514025;1514025;;;Kalkstraat;69;;;BUILDING template
SINT-NIKLAAS - FH02;4464749;4464749;;;Lodewijk De Meesterstraat;112;;;BUILDING template
SINT-NIKLAAS - FH02;75753;75753;;;Hospitaalstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;3504335;3504335;;;Mercatorstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;3512982;3512982;;;Regentiestraat;66;;;BUILDING template
SINT-NIKLAAS - FH02;68419;68419;;;Ankerstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;1514027;1514027;;;Kalkstraat;73;;;BUILDING template
SINT-NIKLAAS - FH02;3529867;3529867;;;Lodewijk De Meesterstraat;114;;;BUILDING template
SINT-NIKLAAS - FH02;1514090;1514090;;;Hospitaalstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;4448694;4448694;;;Vermorgenstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;4444748;4444748;;;Papenakkerstraat;2;;;BUILDING template
SINT-NIKLAAS - FH02;56085;56085;;;Mercatorstraat;26;;;BUILDING template
SINT-NIKLAAS - FH02;4030709;4030709;;;Regentiestraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;3484809;3484809;;;Ankerstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;75560;75560;;;Kalkstraat;75;;;BUILDING template
SINT-NIKLAAS - FH02;4464751;4464751;;;Lodewijk De Meesterstraat;116;;;BUILDING template
SINT-NIKLAAS - FH02;1514092;1514092;;;Hospitaalstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;6466017;6466017;;;Prins Albertstraat;30;B;;BUILDING template
SINT-NIKLAAS - FH02;3948735;3948735;;;Mercatorstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;3512988;3512988;;;Regentiestraat;70;;;BUILDING template
SINT-NIKLAAS - FH02;4444925;4444925;;;Ankerstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;75739;75739;;;Kalkstraat;77;;;BUILDING template
SINT-NIKLAAS - FH02;1514096;1514096;;;Hospitaalstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;6169027;6169027;;;Parklaan;14;A;;BUILDING template
SINT-NIKLAAS - FH02;3504343;3504343;;;Mercatorstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;3512990;3512990;;;Regentiestraat;72;;;BUILDING template
SINT-NIKLAAS - FH02;3484810;3484810;;;Ankerstraat;34;;;BUILDING template
SINT-NIKLAAS - FH02;1514031;1514031;;;Kalkstraat;79;;;BUILDING template
SINT-NIKLAAS - FH02;3529870;3529870;;;Lodewijk De Meesterstraat;120;;;BUILDING template
SINT-NIKLAAS - FH02;1514098;1514098;;;Hospitaalstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;6518490;6518490;;;Regentiestraat;78;A;;BUILDING template
SINT-NIKLAAS - FH02;3504344;3504344;;;Mercatorstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;5577989;5577989;;;Regentiestraat;74;;;BUILDING template
SINT-NIKLAAS - FH02;1514064;1514064;11489720;Lodewijk De Meesterstraat 24-26;Lodewijk De Meesterstraat;26;;20200108091217;BUILDING template
SINT-NIKLAAS - FH02;1514033;1514033;;;Kalkstraat;81;;;BUILDING template
SINT-NIKLAAS - FH02;3529873;3529873;;;Lodewijk De Meesterstraat;122;;;BUILDING template
SINT-NIKLAAS - FH02;1514099;1514099;;;Hospitaalstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;3504348;3504348;;;Mercatorstraat;34;;;BUILDING template
SINT-NIKLAAS - FH02;62528;62528;;;Regentiestraat;76;;;BUILDING template
SINT-NIKLAAS - FH02;5913021;5913021;11489687;Lodewijk De Meesterstraat 74_Sint Vincentiusstraat 35;Sint-Vincentiusstraat;35;;20191103170104;BUILDING template
SINT-NIKLAAS - FH02;1514041;1514041;;;Kalkstraat;89;;;BUILDING template
SINT-NIKLAAS - FH02;4365033;4365033;;;Lodewijk De Meesterstraat;124;;;BUILDING template
SINT-NIKLAAS - FH02;1514100;1514100;;;Hospitaalstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;3518036;3518036;;;Vermorgenstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;56086;56086;;;Mercatorstraat;36;;;BUILDING template
SINT-NIKLAAS - FH02;4030312;4030312;;;Regentiestraat;78;;;BUILDING template
SINT-NIKLAAS - FH02;75474;75474;11489721;Lodewijk De Meesterstraat 74_Sint Vincentiusstraat 35;Lodewijk De Meesterstraat;74;;20200108090721;BUILDING template
SINT-NIKLAAS - FH02;3497552;3497552;;;Kalkstraat;91;;;BUILDING template
SINT-NIKLAAS - FH02;3529875;3529875;;;Lodewijk De Meesterstraat;128;;;BUILDING template
SINT-NIKLAAS - FH02;75759;75759;;;Hospitaalstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;6518502;6518502;;;Regentiestraat;78;B;;BUILDING template
SINT-NIKLAAS - FH02;9373;9373;;;Stationsplein;19;;;BUILDING template
SINT-NIKLAAS - FH02;4026885;4026885;;;Regentiestraat;80;;;BUILDING template
SINT-NIKLAAS - FH02;4464877;4464877;11489688;Lodewijk De Meesterstraat 80_Sint Vincentiusstraat 36;Lodewijk De Meesterstraat;80;;20200108111840;BUILDING template
SINT-NIKLAAS - FH02;4205873;4205873;;;Kalkstraat;93;;;BUILDING template
SINT-NIKLAAS - FH02;3529877;3529877;;;Lodewijk De Meesterstraat;130;;;BUILDING template
SINT-NIKLAAS - FH02;75755;75755;;;Hospitaalstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;6419364;6419364;;;Parklaan;14;B;;BUILDING template
SINT-NIKLAAS - FH02;3515258;3515258;;;Stationsplein;20;;;BUILDING template
SINT-NIKLAAS - FH02;62529;62529;;;Regentiestraat;82;;;BUILDING template
SINT-NIKLAAS - FH02;68409;68409;;;Ankerstraat;48;;;BUILDING template
SINT-NIKLAAS - FH02;3497555;3497555;;;Kalkstraat;95;;;BUILDING template
SINT-NIKLAAS - FH02;3529880;3529880;;;Lodewijk De Meesterstraat;132;;;BUILDING template
SINT-NIKLAAS - FH02;75756;75756;;;Hospitaalstraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;62527;62527;;;Regentiestraat;46;;;BUILDING template
SINT-NIKLAAS - FH02;69849;69849;;;Stationsplein;21;;;BUILDING template
SINT-NIKLAAS - FH02;5380502;5380502;;;Regentiestraat;58;A;;BUILDING template
SINT-NIKLAAS - FH02;68410;68410;;;Ankerstraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;3497559;3497559;;;Kalkstraat;97;;;BUILDING template
SINT-NIKLAAS - FH02;3529883;3529883;;;Lodewijk De Meesterstraat;134;;;BUILDING template
SINT-NIKLAAS - FH02;72526;72526;;;Parklaan;2;;;BUILDING template
SINT-NIKLAAS - FH02;6449599;6449599;;;Parklaan;15;A;;BUILDING template
SINT-NIKLAAS - FH02;3515263;3515263;;;Stationsplein;23;;;BUILDING template
SINT-NIKLAAS - FH02;3484826;3484826;;;Ankerstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;4210065;4210065;;;Kalkstraat;99;;;BUILDING template
SINT-NIKLAAS - FH02;75484;75484;;;Lodewijk De Meesterstraat;136;;;BUILDING template
SINT-NIKLAAS - FH02;4454518;4454518;;;Parklaan;4;;;BUILDING template
SINT-NIKLAAS - FH02;3512957;3512957;;;Regentiestraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;4045039;4045039;;;Stationsplein;24;;;BUILDING template
SINT-NIKLAAS - FH02;5446952;5446952;;;Regentiestraat;58;C;;BUILDING template
SINT-NIKLAAS - FH02;3484829;3484829;;;Ankerstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;75738;75738;;;Kalkstraat;103;;;BUILDING template
SINT-NIKLAAS - FH02;1287307;1287307;;;Lodewijk De Meesterstraat;138;;;BUILDING template
SINT-NIKLAAS - FH02;3509892;3509892;;;Parklaan;6;;;BUILDING template
SINT-NIKLAAS - FH02;6199956;6199956;;;Parklaan;15;B;;BUILDING template
SINT-NIKLAAS - FH02;4447897;4447897;;;Sint-Rochushof;3;;;BUILDING template
SINT-NIKLAAS - FH02;3515266;3515266;;;Stationsplein;25;;;BUILDING template
SINT-NIKLAAS - FH02;62522;62522;;;Truweelstraat;2;;;BUILDING template
SINT-NIKLAAS - FH02;3484831;3484831;;;Ankerstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;977887;977887;;;Kleine Peperstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;75468;75468;;;Polderstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;3509900;3509900;;;Parklaan;8;;;BUILDING template
SINT-NIKLAAS - FH02;3512964;3512964;;;Regentiestraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;4462017;4462017;;;Stationsplein;26;;;BUILDING template
SINT-NIKLAAS - FH02;4033568;4033568;;;Truweelstraat;4;;;BUILDING template
SINT-NIKLAAS - FH02;3484833;3484833;;;Ankerstraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;1193302;1193302;;;Kleine Peperstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;3512063;3512063;;;Polderstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;3948762;3948762;;;Parklaan;10;;;BUILDING template
SINT-NIKLAAS - FH02;69848;69848;;;Stationsplein;27;;;BUILDING template
SINT-NIKLAAS - FH02;3516630;3516630;;;Truweelstraat;6;;;BUILDING template
SINT-NIKLAAS - FH02;3484835;3484835;;;Ankerstraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;1513896;1513896;;;Kleine Peperstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;4464796;4464796;;;Polderstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;3509921;3509921;;;Parklaan;12;;;BUILDING template
SINT-NIKLAAS - FH02;72543;72543;;;Parklaan;2;A;;BUILDING template
SINT-NIKLAAS - FH02;3515268;3515268;;;Stationsplein;28;;;BUILDING template
SINT-NIKLAAS - FH02;3948819;3948819;;;Truweelstraat;8;;;BUILDING template
SINT-NIKLAAS - FH02;4444883;4444883;;;Ankerstraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;1513899;1513899;;;Kleine Peperstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;4464798;4464798;;;Polderstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;72528;72528;;;Parklaan;14;;;BUILDING template
SINT-NIKLAAS - FH02;3948529;3948529;;;Zwijgershoek;2;;;BUILDING template
SINT-NIKLAAS - FH02;3518066;3518066;;;Vermorgenstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;3516640;3516640;;;Truweelstraat;10;;;BUILDING template
SINT-NIKLAAS - FH02;3484839;3484839;;;Ankerstraat;64;;;BUILDING template
SINT-NIKLAAS - FH02;3511361;3511361;;;Kleine Peperstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;3512067;3512067;;;Polderstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;3509935;3509935;;;Parklaan;16;;;BUILDING template
SINT-NIKLAAS - FH02;3509885;3509885;;;Parklaan;3;A;;BUILDING template
SINT-NIKLAAS - FH02;4448859;4448859;;;Vermorgenstraat;40;;;BUILDING template
SINT-NIKLAAS - FH02;4448220;4448220;;;Truweelstraat;12;;;BUILDING template
SINT-NIKLAAS - FH02;3484841;3484841;;;Ankerstraat;66;;;BUILDING template
SINT-NIKLAAS - FH02;977891;977891;;;Kleine Peperstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;3512071;3512071;;;Polderstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;3509941;3509941;;;Parklaan;18;;;BUILDING template
SINT-NIKLAAS - FH02;4448861;4448861;;;Vermorgenstraat;42;;;BUILDING template
SINT-NIKLAAS - FH02;3516645;3516645;;;Truweelstraat;16;;;BUILDING template
SINT-NIKLAAS - FH02;4054548;4054548;;;Ankerstraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;977885;977885;;;Walburgstraat;2;;;BUILDING template
SINT-NIKLAAS - FH02;4464803;4464803;;;Polderstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;3509950;3509950;;;Parklaan;20;;;BUILDING template
SINT-NIKLAAS - FH02;6464947;6464947;;;Parklaan;3;B;;BUILDING template
SINT-NIKLAAS - FH02;4146045;4146045;;;Vermorgenstraat;44;;;BUILDING template
SINT-NIKLAAS - FH02;3516648;3516648;;;Truweelstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;3484844;3484844;;;Ankerstraat;70;;;BUILDING template
SINT-NIKLAAS - FH02;1513940;1513940;;;Walburgstraat;4;;;BUILDING template
SINT-NIKLAAS - FH02;3512076;3512076;;;Polderstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;72525;72525;;;Parklaan;22;;;BUILDING template
SINT-NIKLAAS - FH02;4444843;4444843;;;Zamanstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;4448864;4448864;;;Vermorgenstraat;46;;;BUILDING template
SINT-NIKLAAS - FH02;3516651;3516651;;;Truweelstraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;68418;68418;;;Ankerstraat;72;;;BUILDING template
SINT-NIKLAAS - FH02;1513942;1513942;;;Walburgstraat;6;;;BUILDING template
SINT-NIKLAAS - FH02;3512078;3512078;;;Polderstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;3509961;3509961;;;Parklaan;24;;;BUILDING template
SINT-NIKLAAS - FH02;6417126;6417126;;;Parklaan;47;A;;BUILDING template
SINT-NIKLAAS - FH02;3518080;3518080;;;Vermorgenstraat;48;;;BUILDING template
