Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
SCHAERBEEK - FH03;1678059;BL0008;;31152552;1678059;39158546;Auguste Reyerslaan 41-43-45-47_Smaragdlaan 69-71;Auguste Reyerslaan;45;;;;Yunus Emre;MDU;1;8;0;9;Y;;BUILDING template;;
SCHAERBEEK - FH03;1678056;BL0008;;31152551;1678056;39158544;Auguste Reyerslaan 41-43-45-47_Smaragdlaan 69-71;Auguste Reyerslaan;41;;;;Yunus Emre;MDU;0;10;0;10;Y;;BUILDING template;;
SCHAERBEEK - FH03;951310;BL0008;;31152740;951310;39158544;Auguste Reyerslaan 41-43-45-47_Smaragdlaan 69-71;Auguste Reyerslaan;43;;;;Yunus Emre;MDU;0;10;0;10;Y;;BUILDING template;;
SCHAERBEEK - FH03;1678060;BL0008;;38006431;1678060;39158544;Auguste Reyerslaan 41-43-45-47_Smaragdlaan 69-71;Auguste Reyerslaan;47;;;;Yunus Emre;MDU;0;8;0;8;Y;;BUILDING template;;
SCHAERBEEK - FH03;5584976;BL0008;;38006454;5584976;39158544;Auguste Reyerslaan 41-43-45-47_Smaragdlaan 69-71;Smaragdlaan;71;;;;Yunus Emre;MDU;0;8;0;8;Y;;BUILDING template;;
SCHAERBEEK - FH03;951316;BL0008;;31152745;951316;39158544;Auguste Reyerslaan 41-43-45-47_Smaragdlaan 69-71;Smaragdlaan;69;;;;Yunus Emre;MDU;0;7;0;7;Y;;BUILDING template;;
