Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH07;976561;BL0720;2;976561;11382579;;Prekersstraat;10;;20191021143536;C;2019-11-29 16:45:27;Peter Cremers;MDU;0;10;2;12;BUILDING template
ANTWERPEN-WEST - FH07;1856970;BL0725;1;1856970;;Graaf van Egmontstraat 25-25A;Graaf van Egmontstraat;25;;;C;2019-12-13 12:25:20;Peter Van Leeuwen;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH07;1857049;BL0725;1;1857049;11382569;Graaf van Egmontstraat 25-25A;Graaf van Egmontstraat;31;;20191021153324;C;2020-06-08 16:34:57;Peter Van Leeuwen;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH07;976542;BL0720;2;976542;11382480;;Willem Lepelstraat;7;;20191021143735;C;2019-11-05 12:35:14;Ryan De Vries;MDU;0;10;2;12;BUILDING template
ANTWERPEN-WEST - FH07;2061589;BL0724;1;2061589;;;Volkstraat;12;;;C;2019-12-03 11:25:21;Geert Stockman;MDU;1;6;0;7;BUILDING template
ANTWERPEN-WEST - FH07;2061590;BL0724;1;2061590;;;Volkstraat;14;;;C;2019-12-03 11:25:21;Geert Stockman;MDU;1;6;0;7;BUILDING template
ANTWERPEN-WEST - FH07;1856979;BL0725;1;1856979;11382569;Graaf van Egmontstraat 31-31A;Graaf van Egmontstraat;25;A;20191021153324;C;2019-12-13 12:25:20;Peter Van Leeuwen;MDU;0;7;0;7;BUILDING template
ANTWERPEN-WEST - FH07;1857055;BL0725;1;1857055;;Graaf van Egmontstraat 31-31A;Graaf van Egmontstraat;31;A;;C;2019-12-13 12:25:20;Peter Van Leeuwen;MDU;0;1;2;3;BUILDING template
ANTWERPEN-WEST - FH07;976558;BL0720;2;976558;11382494;;Prekersstraat;4;;20191021143443;C;2019-11-29 16:45:20;Peter Cremers;MDU;0;9;2;11;BUILDING template
ANTWERPEN-WEST - FH07;976560;BL0720;2;976560;;;Prekersstraat;8;;;C;2019-11-29 16:45:27;Peter Cremers;MDU;0;10;2;12;BUILDING template
ANTWERPEN-WEST - FH07;976541;BL0720;2;976541;11382480;;Willem Lepelstraat;5;;20191021143735;C;2019-11-05 12:35:14;Ryan De Vries;MDU;0;10;2;12;BUILDING template
ANTWERPEN-WEST - FH07;976559;BL0720;2;976559;;;Prekersstraat;6;;;C;2019-11-07;Ryan De Vries;MDU;0;9;2;11;BUILDING template
