Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
KNOKKE-HEIST - FH03;5579272;BL0324;;5579272;;Bayauxlaan 17_Leopoldlaan 70A;Bayauxlaan;17;;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH03;320825;BL0324;;320825;;Bayauxlaan 17_Leopoldlaan 70A;Leopoldlaan;70;A;;;;Hidde Kiekens;MDU;0;9;1;10;BUILDING template
KNOKKE-HEIST - FH03;320999;BL0328;;320999;;Bayauxlaan 2-4_Lippenslaan 261-263;Lippenslaan;261;;;;;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH03;321029;BL0328;;321029;;Bayauxlaan 2-4_Lippenslaan 261-263;Bayauxlaan;4;;;;;Maayken Vanfleteren;MDU;1;9;1;11;BUILDING template
KNOKKE-HEIST - FH03;5579478;BL0328;;5579478;;Bayauxlaan 2-4_Lippenslaan 261-263;Lippenslaan;263;;;;;Maayken Vanfleteren;MDU;2;16;0;18;BUILDING template
KNOKKE-HEIST - FH03;5579270;BL0328;;5579270;;Bayauxlaan 2-4_Lippenslaan 261-263;Bayauxlaan;2;;;;;Maayken Vanfleteren;MDU;1;8;1;10;BUILDING template
KNOKKE-HEIST - FH03;3939520;BL0323;;3939520;;Bayauxlaan 27-29;Bayauxlaan;29;;;;;Hidde Kiekens;MDU;0;9;1;10;BUILDING template
KNOKKE-HEIST - FH03;2757981;BL0323;;2757981;;Bayauxlaan 27-29;Bayauxlaan;27;;;;;Hidde Kiekens;MDU;0;9;1;10;BUILDING template
KNOKKE-HEIST - FH03;320838;BL0324;;320838;;Bayauxlaan 3_Lippenslaan 259;Lippenslaan;259;;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH03;320829;BL0324;;320829;;Bayauxlaan 3_Lippenslaan 259;Bayauxlaan;3;;;;;Hidde Kiekens;MDU;0;13;1;14;BUILDING template
KNOKKE-HEIST - FH03;4347925;BL0323;;4347925;;Bayauxlaan 33-35;Bayauxlaan;33;;;;;Hidde Kiekens;MDU;0;18;1;19;BUILDING template
KNOKKE-HEIST - FH03;320352;BL0323;;320352;;Bayauxlaan 33-35;Bayauxlaan;35;;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH03;320372;BL0322;;320372;;Bayauxlaan 39_Paul Parmentierlaan 203;Bayauxlaan;39;;;;;Hidde Kiekens;MDU;0;14;1;15;BUILDING template
KNOKKE-HEIST - FH03;NB-83002037a8081;;;NB-83002037a8081;;Bayauxlaan 39_Paul Parmentierlaan 203;Paul Parmentierlaan;203;;;;2020-04-15;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH03;319357;BL0318;;319357;;Bayauxlaan 40-42;Bayauxlaan;42;;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH03;5579274;BL0318;;5579274;;Bayauxlaan 40-42;Bayauxlaan;40;;;;;Hidde Kiekens;MDU;1;28;1;30;BUILDING template
KNOKKE-HEIST - FH03;2757996;BL0317;;2757996;;Bayauxlaan 52-54;Bayauxlaan;52;;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH03;2757997;BL0317;;2757997;;Bayauxlaan 52-54;Bayauxlaan;54;;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH03;2757964;BL0324;;2757964;;Bayauxlaan 5-7;Bayauxlaan;5;;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH03;3939518;BL0324;;3939518;;Bayauxlaan 5-7;Bayauxlaan;7;;;;;Hidde Kiekens;MDU;0;8;1;9;BUILDING template
KNOKKE-HEIST - FH03;320284;BL0317;;320284;;Bayauxlaan 64_Zonnelaan 2;Zonnelaan;2;;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH03;320283;BL0317;;320283;;Bayauxlaan 64_Zonnelaan 2;Bayauxlaan;64;;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH03;337910;BL0329;;337910;;Blancgarinstraat 18_Leopoldlaan 118;Blancgarinstraat;18;;;;;Maayken Vanfleteren;MDU;0;16;1;17;BUILDING template
KNOKKE-HEIST - FH03;2762868;BL0329;;2762868;;Blancgarinstraat 18_Leopoldlaan 118;Leopoldlaan;118;;;;;Maayken Vanfleteren;MDU;0;10;1;11;BUILDING template
KNOKKE-HEIST - FH03;337911;BL0329;;337911;;Blancgarinstraat 2_Lippenslaan 303;Blancgarinstraat;2;;;;;Maayken Vanfleteren;MDU;0;4;1;5;BUILDING template
KNOKKE-HEIST - FH03;2763330;BL0328;;2763330;;Blancgarinstraat 2_Lippenslaan 303;Lippenslaan;303;;;;;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH03;2758113;BL0328;;2758113;;Blancgarinstraat 3-5;Blancgarinstraat;3;;;;;Maayken Vanfleteren;MDU;0;5;1;6;BUILDING template
KNOKKE-HEIST - FH03;4345293;BL0328;;4345293;;Blancgarinstraat 3-5;Blancgarinstraat;5;;;;;Maayken Vanfleteren;MDU;0;4;0;4;BUILDING template
KNOKKE-HEIST - FH03;2758757;BL0325;;2758757;;Burg Frans DeSmidtplein 11-12;Burg. Frans Desmidtplein;12;;;;;Maayken Vanfleteren;MDU;0;15;1;16;BUILDING template
KNOKKE-HEIST - FH03;2758756;BL0325;;2758756;;Burg Frans DeSmidtplein 11-12;Burg. Frans Desmidtplein;11;;;;;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH03;321038;BL0325;;321038;;Burg Frans Desmidtplein 15_Lippenslaan 154;Burg. Frans Desmidtplein;15;;;;;Maayken Vanfleteren;MDU;0;17;1;18;BUILDING template
KNOKKE-HEIST - FH03;NB-83001544d5252;;;NB-83001544d5252;;Burg Frans Desmidtplein 15_Lippenslaan 154;Lippenslaan;154;;;;2020-04-15;Maayken Vanfleteren;SDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH03;2758752;BL0325;;2758752;;Burg Frans DeSmidtplein 7-8;Burg. Frans Desmidtplein;8;;;;;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH03;2758751;BL0325;;2758751;;Burg Frans DeSmidtplein 7-8;Burg. Frans Desmidtplein;7;;;;;Maayken Vanfleteren;MDU;0;6;1;7;BUILDING template
