Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate
EVERE - FH03;1622765;BL0306;;969160;1622765;;Louis Pierardlaan 7-9;Louis Pierardlaan - Avenue Louis Pierard;7;;D;2020-09-22 08:40:05;Marouane Zoubir;MDU;0;4;2;6;Y;;BUILDING template
EVERE - FH03;1622766;BL0306;;969161;1622766;;Louis Pierardlaan 7-9;Louis Pierardlaan - Avenue Louis Pierard;9;;D;2020-09-22 08:40:08;Vincent Lambot;MDU;0;4;2;6;Y;;BUILDING template
EVERE - FH03;828104;BL0318;;33158164;828104;;Weerstandstraat 7-9;Weerstandstraat - Rue de la Resistance;7;;D;2020-09-29 08:40:06;Vincent Lambot;MDU;0;4;0;4;Y;;BUILDING template
EVERE - FH03;5583159;BL0318;;971017;5583159;;Weerstandstraat 7-9;Weerstandstraat - Rue de la Resistance;9;;D;2020-09-29 08:55:05;Vincent Lambot;MDU;0;4;0;4;Y;;BUILDING template
EVERE - FH03;1621298;BL0318;;967869;1621298;;Weerstandstraat 3-5;Weerstandstraat - Rue de la Resistance;3;;D;2020-09-29 08:40:10;Vincent Lambot;MDU;0;4;0;4;Y;;BUILDING template
EVERE - FH03;1621300;BL0318;;33158162;1621300;;Weerstandstraat 3-5;Weerstandstraat - Rue de la Resistance;5;;D;2020-09-29 08:40:09;Vincent Lambot;MDU;0;4;0;4;Y;;BUILDING template
