Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
KNOKKE-HEIST - FH10;292977;BL1011;;31668444;292977;;;Duinbergenlaan;93;;;;Hidde Kiekens;MDU;0;7;1;8;BUILDING template
KNOKKE-HEIST - FH10;9849;BL1011;;31668986;9849;;;Duinbergenlaan;95;;;;Hidde Kiekens;MDU;0;7;1;8;BUILDING template
KNOKKE-HEIST - FH10;2759100;BL1011;;31668291;2759100;;;Duinbergenlaan;97;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759101;BL1011;;31668292;2759101;;;Duinbergenlaan;99;;;;Hidde Kiekens;MDU;0;4;1;5;BUILDING template
KNOKKE-HEIST - FH10;292984;BL1024;;31668450;292984;;;Duinendreef;1;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295455;BL1027;;31668646;295455;;;Duinendreef;10;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759134;BL1024;;31668299;2759134;;;Duinendreef;11;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759135;BL1024;;31668300;2759135;;;Duinendreef;13;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759136;BL1027;;31668301;2759136;;;Duinendreef;14;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759137;BL1024;;31668302;2759137;;;Duinendreef;15;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295454;BL1027;;31668645;295454;;;Duinendreef;16;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;292986;BL1024;;31668451;292986;;;Duinendreef;17;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295453;BL1028;;31668644;295453;;;Duinendreef;18;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;292987;BL1023;;31668452;292987;;;Duinendreef;19;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296970;BL1025;;31668729;296970;;;Duinendreef;2;;;;Hidde Kiekens;MDU;0;7;1;8;BUILDING template
KNOKKE-HEIST - FH10;4336464;BL1028;;31668774;4336464;;;Duinendreef;20;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4336638;BL1023;;31668780;4336638;;;Duinendreef;21;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295452;BL1028;;31668643;295452;;;Duinendreef;22;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;1468793;BL1023;;31668232;1468793;;;Duinendreef;23;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295451;BL1029;;31668642;295451;;;Duinendreef;24;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759140;BL1022;;31668303;2759140;;;Duinendreef;25;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759141;BL1029;;33578986;2759141;;;Duinendreef;26;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;292988;BL1022;;31668453;292988;;;Duinendreef;27;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759142;BL1029;;31668304;2759142;;;Duinendreef;28;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293660;BL1030;;31668499;293660;;;Duinendreef;29;;;;Hidde Kiekens;SDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759130;BL1024;;31668295;2759130;;;Duinendreef;3;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759143;BL1029;;31668305;2759143;;;Duinendreef;30;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759144;BL1030;;31668306;2759144;;;Duinendreef;31;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4336476;BL1029;;31668775;4336476;;;Duinendreef;32;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4018125;BL1030;;31668742;4018125;;;Duinendreef;33;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4336477;BL1029;;31668776;4336477;;;Duinendreef;34;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759145;BL1029;;31668307;2759145;;;Duinendreef;36;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759147;BL1029;;31668308;2759147;;;Duinendreef;40;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295449;BL1029;;31668641;295449;;;Duinendreef;42;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759148;BL1038;;33578989;2759148;;;Duinendreef;46;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293654;BL1038;;31668497;293654;;;Duinendreef;48;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4335934;BL1030;;31668760;4335934;;;Duinendreef;49;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759131;BL1024;;31668296;2759131;;;Duinendreef;5;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4335935;BL1030;;31668761;4335935;;;Duinendreef;51;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293658;BL1038;;31668498;293658;;;Duinendreef;52;;;;Hidde Kiekens;MDU;0;4;0;4;BUILDING template
KNOKKE-HEIST - FH10;9851;BL1030;;31668987;9851;;;Duinendreef;53;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293664;BL1037;;31668500;293664;;;Duinendreef;54;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293372;BL1037;;31668463;293372;;;Duinendreef;56;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;5397870;BL1030;;31668798;5397870;;;Duinendreef;57;;;;Hidde Kiekens;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;2759132;BL1025;;31668297;2759132;;;Duinendreef;6;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4336635;BL1024;;31668779;4336635;;;Duinendreef;7;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296972;BL1025;;31668730;296972;;;Duinendreef;8;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759133;BL1024;;31668298;2759133;;;Duinendreef;9;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;319467;BL1051;;31668738;319467;;;Elizabetlaan;224;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296709;BL1051;;31668707;296709;;;Elizabetlaan;226;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759695;BL1051;;31668309;2759695;;;Elizabetlaan;228;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4337134;BL1051;;31668789;4337134;;;Elizabetlaan;230;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759697;BL1051;;31668311;2759697;;;Elizabetlaan;232;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759698;BL1051;;31668312;2759698;;;Elizabetlaan;234;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4337137;BL1051;;31668790;4337137;;;Elizabetlaan;236;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759700;BL1051;;31668313;2759700;;;Elizabetlaan;238;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759701;BL1051;;31668314;2759701;;;Elizabetlaan;240;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295092;BL1017;;31668586;295092;;;Elizabetlaan;241;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759702;BL1051;;31668315;2759702;;;Elizabetlaan;242;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295091;BL1017;;31668585;295091;;;Elizabetlaan;243;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759703;BL1051;;31668316;2759703;;;Elizabetlaan;244;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295140;BL1033;;33578991;295140;;;Elizabetlaan;245;;;;Geert Stockman;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;2759704;BL1050;;31668317;2759704;;;Elizabetlaan;246;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296705;BL1034;;31668703;296705;;;Elizabetlaan;247;;;;Maayken Vanfleteren;MDU;1;1;0;2;BUILDING template
KNOKKE-HEIST - FH10;294623;BL1050;;31668578;294623;;;Elizabetlaan;248;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;NB-830024901419;BL1034;;;NB-830024901419;;;Elizabetlaan;249;;;;Steffen Verhofsté;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296706;BL1034;;31668704;296706;;;Elizabetlaan;251;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296707;BL1034;;31668705;296707;;;Elizabetlaan;253;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296708;BL1049;;31668706;296708;;;Elizabetlaan;255;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759706;BL1049;;31668318;2759706;;;Elizabetlaan;257;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759708;BL1049;;31668319;2759708;;;Elizabetlaan;259;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296741;BL1049;;31668719;296741;;;Elizabetlaan;261;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296742;BL1048;;31668720;296742;;;Elizabetlaan;265;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759712;BL1048;;31668320;2759712;;;Elizabetlaan;267;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296743;BL1048;;31668721;296743;;;Elizabetlaan;269;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296744;BL1046;;31668722;296744;;;Elizabetlaan;271;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4337109;BL1046;;31668788;4337109;;;Elizabetlaan;273;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759716;BL1046;;31668321;2759716;;;Elizabetlaan;275;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296745;BL1046;;31668723;296745;;;Elizabetlaan;277;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295422;BL1044;;33578993;295422;;;Elizabetlaan;283;;;;Maayken Vanfleteren;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;295421;BL1043;;31668619;295421;;;Elizabetlaan;285;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759722;BL1043;;31668322;2759722;;;Elizabetlaan;287;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4336406;BL1043;;31668766;4336406;;;Elizabetlaan;289;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759724;BL1043;;31668323;2759724;;;Elizabetlaan;291;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759725;BL1043;;31668324;2759725;;;Elizabetlaan;293;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295420;BL1043;;31668618;295420;;;Elizabetlaan;295;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295419;BL1040;;31668617;295419;;;Elizabetlaan;299;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759728;BL1040;;31668325;2759728;;;Elizabetlaan;301;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;5579363;BL1040;;31668927;5579363;;;Elizabetlaan;303;;;;Geert Stockman;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;295417;BL1041;;31668616;295417;;;Elizabetlaan;307;;;;Maayken Vanfleteren;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;9887;BL1041;;31668991;9887;;;Elizabetlaan;309;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295416;BL1042;;31668615;295416;;;Elizabetlaan;311;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759733;BL1042;;31668326;2759733;;;Elizabetlaan;313;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759735;BL1042;;31668327;2759735;;;Elizabetlaan;315;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295415;BL1042;;31668614;295415;;;Elizabetlaan;317;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2759738;BL1001;;31668328;2759738;;;Elizabetlaan;321;;;;Hidde Kiekens;SDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH10;4336664;BL1001;;33578994;4336664;;;Elizabetlaan;323;;;;Hidde Kiekens;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;9863;BL1004;;33578995;9863;;;Engelsestraat;1;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;3923034;BL1007;;31668739;3923034;;;Engelsestraat;10;;;;Geert Stockman;MDU;0;6;0;6;BUILDING template
KNOKKE-HEIST - FH10;2759785;BL1004;;31668333;2759785;;;Engelsestraat;11;;;;Maayken Vanfleteren;MDU;0;13;1;14;BUILDING template
KNOKKE-HEIST - FH10;2759786;BL1007;;31668334;2759786;;;Engelsestraat;12;;;;Geert Stockman;MDU;0;4;0;4;BUILDING template
KNOKKE-HEIST - FH10;296484;BL1004;;31668686;296484;;;Engelsestraat;13;;;;Maayken Vanfleteren;MDU;0;8;1;9;BUILDING template
KNOKKE-HEIST - FH10;2759789;BL1007;;31668335;2759789;;;Engelsestraat;14;;;;Geert Stockman;MDU;0;8;0;8;BUILDING template
KNOKKE-HEIST - FH10;294223;BL1007;;31668562;294223;;;Engelsestraat;18;;;;Geert Stockman;MDU;0;22;2;24;BUILDING template
KNOKKE-HEIST - FH10;294225;BL1007;;31668564;294225;;;Engelsestraat;20;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;5579369;BL1007;;31668941;5579369;;;Engelsestraat;22;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;294226;BL1007;;31668565;294226;;;Engelsestraat;24;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296486;BL1004;;31668687;296486;;;Engelsestraat;25;;;;Maayken Vanfleteren;MDU;0;7;1;8;BUILDING template
KNOKKE-HEIST - FH10;2759792;BL1004;;31668336;2759792;;;Engelsestraat;27;;;;Maayken Vanfleteren;MDU;0;8;1;9;BUILDING template
KNOKKE-HEIST - FH10;4336913;BL1004;;33578996;4336913;;;Engelsestraat;3;;;;Maayken Vanfleteren;MDU;0;2;0;2;BUILDING template
KNOKKE-HEIST - FH10;2759794;BL1004;;31668337;2759794;;;Engelsestraat;31;;;;Maayken Vanfleteren;MDU;0;13;1;14;BUILDING template
KNOKKE-HEIST - FH10;4336905;BL1004;;31668786;4336905;;;Engelsestraat;33;;;;Maayken Vanfleteren;MDU;0;7;1;8;BUILDING template
KNOKKE-HEIST - FH10;2759797;BL1004;;31668338;2759797;;;Engelsestraat;37;;;;Maayken Vanfleteren;MDU;0;6;1;7;BUILDING template
KNOKKE-HEIST - FH10;1311040;BL1004;;31668229;1311040;;;Engelsestraat;39;;;;Maayken Vanfleteren;MDU;0;11;1;12;BUILDING template
KNOKKE-HEIST - FH10;1311041;BL1004;;31668230;1311041;;;Engelsestraat;41;;;;Maayken Vanfleteren;MDU;1;15;1;17;BUILDING template
KNOKKE-HEIST - FH10;2759798;BL1004;;31668339;2759798;;;Engelsestraat;43;;;;Maayken Vanfleteren;MDU;0;6;1;7;BUILDING template
KNOKKE-HEIST - FH10;294227;BL1004;;31668566;294227;;;Engelsestraat;45;;;;Maayken Vanfleteren;MDU;0;18;1;19;BUILDING template
KNOKKE-HEIST - FH10;294224;BL1005;;31668563;294224;;;Engelsestraat;47;;;;Geert Stockman;MDU;0;46;2;48;BUILDING template
KNOKKE-HEIST - FH10;2759801;BL1005;;31668340;2759801;;;Engelsestraat;49;;;;Geert Stockman;MDU;0;15;1;16;BUILDING template
KNOKKE-HEIST - FH10;2759779;BL1004;;31668329;2759779;;;Engelsestraat;5;;;;Maayken Vanfleteren;MDU;0;11;1;12;BUILDING template
KNOKKE-HEIST - FH10;2759802;BL1005;;31668341;2759802;;;Engelsestraat;51;;;;Geert Stockman;MDU;0;10;2;12;BUILDING template
KNOKKE-HEIST - FH10;9853;BL1005;;31668988;9853;;;Engelsestraat;53;;;;Geert Stockman;MDU;0;10;1;11;BUILDING template
KNOKKE-HEIST - FH10;2759780;BL1004;;31668331;2759780;;;Engelsestraat;7;;;;Maayken Vanfleteren;MDU;0;8;1;9;BUILDING template
KNOKKE-HEIST - FH10;2759782;BL1004;;31668332;2759782;;;Engelsestraat;9;;;;Maayken Vanfleteren;MDU;0;13;1;14;BUILDING template
KNOKKE-HEIST - FH10;293591;BL1045;;31668472;293591;;;Ermitage;1;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293577;BL1045;;31668470;293577;;;Ermitage;2;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293590;BL1045;;31668471;293590;;;Ermitage;3;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293575;BL1045;;31668469;293575;;;Ermitage;4;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293573;BL1045;;31668468;293573;;;Ermitage;5;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293570;BL1045;;31668467;293570;;;Ermitage;6;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293568;BL1045;;31668466;293568;;;Ermitage;7;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2757326;BL1045;;31668236;2757326;;;Ermitage;8;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293752;BL1045;;31668531;293752;;;Ermitage;9;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295456;BL1041;;31668647;295456;;;Florapad;1;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296958;BL1026;;31668725;296958;;;Florapad;2;;;;Hidde Kiekens;MDU;0;9;1;10;BUILDING template
KNOKKE-HEIST - FH10;6650091;BL1026;;33579008;6650091;;;Florapad;2;F;;;Hidde Kiekens;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;6650092;BL1026;;33579012;6650092;;;Florapad;2;G;;;Hidde Kiekens;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;6650093;BL1026;;33578999;6650093;;;Florapad;2;C;;;Hidde Kiekens;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;6650094;BL1026;;33579004;6650094;;;Florapad;2;E;;;Hidde Kiekens;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;6650095;BL1026;;33578997;6650095;;;Florapad;2;A;;;Hidde Kiekens;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;6650096;BL1026;;33579017;6650096;;;Florapad;2;H;;;Hidde Kiekens;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;6650097;BL1026;;33579022;6650097;;;Florapad;2;I;;;Hidde Kiekens;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;6650098;BL1026;;33579000;6650098;;;Florapad;2;D;;;Hidde Kiekens;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;2759906;BL1041;;31668342;2759906;;;Florapad;3;;;;Maayken Vanfleteren;MDU;0;5;1;6;BUILDING template
KNOKKE-HEIST - FH10;4336425;BL1041;;33579053;4336425;;;Florapad;5;;;;Maayken Vanfleteren;SDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;295457;BL1041;;31668648;295457;;;Florapad;7;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293748;BL1021;;31668530;293748;;;Gallischpad;2;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;5407540;BL1021;;31668799;5407540;;;Gallischpad;2;A;;;Hidde Kiekens;MDU;0;0;0;0;BUILDING template
KNOKKE-HEIST - FH10;2759932;BL1021;;31668343;2759932;;;Gallischpad;4;;;;Hidde Kiekens;MDU;0;1;1;2;BUILDING template
KNOKKE-HEIST - FH10;293750;BL1021;;33579058;293750;;;Gallischpad;6;;;;Hidde Kiekens;MDU;0;6;0;6;BUILDING template
KNOKKE-HEIST - FH10;296966;BL1026;;31668728;296966;;;Hazenpad;1;;;;Hidde Kiekens;MDU;0;12;1;13;BUILDING template
KNOKKE-HEIST - FH10;296964;BL1025;;31668727;296964;;;Hazenpad;2;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296962;BL1025;;31668726;296962;;;Hazenpad;4;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293627;BL1031;;31668491;293627;;;Heuvelpad;2;;;;Hidde Kiekens;MDU;0;2;0;2;BUILDING template
KNOKKE-HEIST - FH10;293633;BL1021;;31668493;293633;;;Heuvelpad;3;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293629;BL1031;;1803545;293629;;;Heuvelpad;4;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2760411;BL1021;;31668344;2760411;;;Heuvelpad;5;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2760412;BL1021;;31668346;2760412;;;Heuvelpad;7;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293631;BL1021;;31668492;293631;;;Heuvelpad;9;;;;Hidde Kiekens;MDU;0;3;0;3;BUILDING template
KNOKKE-HEIST - FH10;295412;BL1042;;31668613;295412;;;Irispad;1;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295473;BL1041;;31668662;295473;;;Irispad;10;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295410;BL1041;;31668612;295410;;;Irispad;2;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2760612;BL1042;;31668349;2760612;;;Irispad;3;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4336444;BL1041;;31668772;4336444;;;Irispad;4;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4336446;BL1041;;31668773;4336446;;;Irispad;6;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2760613;BL1041;;31668350;2760613;;;Irispad;8;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293783;BL1031;;31668542;293783;;;Jozef Nellenslaan;1;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293787;BL1035;;31668544;293787;;;Jozef Nellenslaan;10;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2764247;BL1020;;31668377;2764247;;;Jozef Nellenslaan;11;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293785;BL1035;;31668543;293785;;;Jozef Nellenslaan;12;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293778;BL1020;;31668540;293778;;;Jozef Nellenslaan;13;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;296694;BL1033;;31668693;296694;;;Jozef Nellenslaan;14;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;293781;BL1020;;31668541;293781;;;Jozef Nellenslaan;15;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2764248;BL1033;;31668378;2764248;;;Jozef Nellenslaan;16;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295114;BL1032;;31668603;295114;;;Jozef Nellenslaan;17;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;1468819;BL1033;;31668235;1468819;;;Jozef Nellenslaan;18;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295111;BL1032;;31668600;295111;;;Jozef Nellenslaan;19;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;2764245;BL1036;;31668376;2764245;;;Jozef Nellenslaan;2;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;4337179;BL1033;;31668793;4337179;;;Jozef Nellenslaan;20;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH10;295112;BL1019;;31668601;295112;;;Jozef Nellenslaan;21;;;;Hidde Kiekens;MDU;0;4;0;4;BUILDING template
