BUILDING KEY;BG_KEY;Straat;Huisnummer;Huisnummer_Toevoeging;Quadrant;TSA SIGNED;TSA SIGNED Planrrr;VCA Status;VCA Planrrr
2037999;Paardenmarkt 108-110-112-114-116;;;;;2020-09-28;;;
2038004;Paardenmarkt 108-110-112-114-116;;;;;2020-09-28;;;
2038013;Paardenmarkt 108-110-112-114-116;;;;;2020-09-28;;;
2038024;Paardenmarkt 108-110-112-114-116;;;;;2020-09-28;;;
109566;Paardenmarkt 108-110-112-114-116;;;;;2020-09-28;;;
109577;109577;;;;;2020-10-06;;;
