BUILDING KEY;BG_KEY;Straat;Huisnummer;Huisnummer_Toevoeging;Quadrant;TSA SIGNED;TSA SIGNED Planrrr;VCA Status;VCA Planrrr
2763765;Nicolas Mengelaan 13-14-15;;;;;2020-10-06;;;
71734;Nicolas Mengelaan 13-14-15;;;;;2020-10-06;;;
5579498;Nicolas Mengelaan 13-14-15;;;;;2020-10-06;;;
4337544;4337544;;;;;;;NOK;
4102440;Westkapellestraat 81-83;;;;;2020-10-06;;;
4126378;Westkapellestraat 81-83;;;;;2020-10-06;;;
4337610;4337610;;;;;;;NOK;
