BUILDING KEY;BG_KEY;Straat;Huisnummer;Huisnummer_Toevoeging;Quadrant;TSA SIGNED;TSA SIGNED Planrrr;VCA Status;VCA Planrrr
2765067;2765067;;;;;2020-10-06;;;
2762626;2762626;;;;;2020-10-12;;;
2763029;2763029;;;;;2020-10-12;;;
2763060;2763060;;;;;2020-10-12;;;
2758748;2758748;;;;;2020-10-12;;;
2765580;2765580;;;;;2020-10-12;;;
