OpdrachtID;Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate;Adres
830542;HASSELT - FH08;Acaciastraat;13;;3500;Hasselt;217283,05;180128,83;NB-35001300743;NB-35001300743;BUILDING template;Acaciastraat 13 3500 Hasselt
830543;HASSELT - FH08;Acaciastraat;16;;3500;Hasselt;217279,87;180098,3;NB-35001600744;NB-35001600744;BUILDING template;Acaciastraat 16 3500 Hasselt
830544;HASSELT - FH08;Acaciastraat;28;;3500;Hasselt;217249,31;180100,93;NB-35002800745;NB-35002800745;BUILDING template;Acaciastraat 28 3500 Hasselt
830545;HASSELT - FH08;Acaciastraat;57;;3500;Hasselt;217050,01;180170,98;NB-35005700746;NB-35005700746;BUILDING template;Acaciastraat 57 3500 Hasselt
830546;HASSELT - FH08;Acaciastraat;57;;3500;Hasselt;217055,01;180170,98;NB-35005700747;NB-35005700747;BUILDING template;Acaciastraat 57 3500 Hasselt
830547;HASSELT - FH08;Bertold-Brechtstraat;1;;3500;Hasselt;216688,5;180331,4;NB-3500100748;NB-3500100748;BUILDING template;Bertold-Brechtstraat 1 3500 Hasselt
830548;HASSELT - FH08;Djef Antenstraat;6;;3500;Hasselt;216852,66;180180,73;NB-3500600749;NB-3500600749;BUILDING template;Djef Antenstraat 6 3500 Hasselt
830549;HASSELT - FH08;Djef Antenstraat;8;;3500;Hasselt;216790,89;180261,31;NB-3500800750;NB-3500800750;BUILDING template;Djef Antenstraat 8 3500 Hasselt
830550;HASSELT - FH08;Djef Antenstraat;40;;3500;Hasselt;216906,96;180141,12;NB-35004000751;NB-35004000751;BUILDING template;Djef Antenstraat 40 3500 Hasselt
830551;HASSELT - FH08;Djef Swennenstraat;3;;3500;Hasselt;216948,47;180015,12;NB-3500300752;NB-3500300752;BUILDING template;Djef Swennenstraat 3 3500 Hasselt
830552;HASSELT - FH08;Ertbeekstraat;76;;3500;Hasselt;217352,72;180247,44;NB-35007600753;NB-35007600753;BUILDING template;Ertbeekstraat 76 3500 Hasselt
830553;HASSELT - FH08;Kapellekensbampdstraat;3;;3500;Hasselt;216688,08;180130,71;NB-3500300754;NB-3500300754;BUILDING template;Kapellekensbampdstraat 3 3500 Hasselt
830554;HASSELT - FH08;Kapellekensbampdstraat;5;;3500;Hasselt;216784,11;180214,18;NB-3500500755;NB-3500500755;BUILDING template;Kapellekensbampdstraat 5 3500 Hasselt
830555;HASSELT - FH08;Lucien Nolensstraat;11;;3500;Hasselt;216928,54;179903,35;NB-35001100756;NB-35001100756;BUILDING template;Lucien Nolensstraat 11 3500 Hasselt
830556;HASSELT - FH08;Monseigneur Kerkhofsstraat;1;;3500;Hasselt;217467,12;180235,64;NB-3500100758;NB-3500100758;BUILDING template;Monseigneur Kerkhofsstraat 1 3500 Hasselt
830557;HASSELT - FH08;Lucien Nolensstraat;12;;3500;Hasselt;216933,54;179903,35;NB-35001200757;NB-35001200757;BUILDING template;Lucien Nolensstraat 12 3500 Hasselt
830558;HASSELT - FH08;Monseigneur Kerkhofsstraat;3;;3500;Hasselt;217408,57;180242,73;NB-3500300759;NB-3500300759;BUILDING template;Monseigneur Kerkhofsstraat 3 3500 Hasselt
830559;HASSELT - FH08;Monseigneur Kerkhofsstraat;9;;3500;Hasselt;217445,82;180234,11;NB-3500900760;NB-3500900760;BUILDING template;Monseigneur Kerkhofsstraat 9 3500 Hasselt
830560;HASSELT - FH08;Runkstersteenweg;181;;3500;Hasselt;216714,33;179792,66;NB-350018100761;NB-350018100761;BUILDING template;Runkstersteenweg 181 3500 Hasselt
830561;HASSELT - FH08;Runkstersteenweg;183;;3500;Hasselt;216719,33;179792,66;NB-350018300762;NB-350018300762;BUILDING template;Runkstersteenweg 183 3500 Hasselt
830562;HASSELT - FH08;Sint-Servaasstraat;36;;3500;Hasselt;216513,84;180466,18;NB-35003600763;NB-35003600763;BUILDING template;Sint-Servaasstraat 36 3500 Hasselt
830563;HASSELT - FH08;Sint-Servaasstraat;38;;3500;Hasselt;216512,8;180471,6;NB-35003800764;NB-35003800764;BUILDING template;Sint-Servaasstraat 38 3500 Hasselt
830564;HASSELT - FH08;Sint-Servaasstraat;40;;3500;Hasselt;216511,72;180476,98;NB-35004000765;NB-35004000765;BUILDING template;Sint-Servaasstraat 40 3500 Hasselt
830565;HASSELT - FH08;Sint-Servaasstraat;41;;3500;Hasselt;216553,37;180567,41;NB-35004100766;NB-35004100766;BUILDING template;Sint-Servaasstraat 41 3500 Hasselt
830566;HASSELT - FH08;Sint-Servaasstraat;42;;3500;Hasselt;216511,07;180482,77;NB-35004200767;NB-35004200767;BUILDING template;Sint-Servaasstraat 42 3500 Hasselt
830567;HASSELT - FH08;Sint-Servaasstraat;43;;3500;Hasselt;216558,11;180581,12;NB-35004300768;NB-35004300768;BUILDING template;Sint-Servaasstraat 43 3500 Hasselt
830568;HASSELT - FH08;Sint-Servaasstraat;44;;3500;Hasselt;216514,86;180488,19;NB-35004400769;NB-35004400769;BUILDING template;Sint-Servaasstraat 44 3500 Hasselt
830569;HASSELT - FH08;Sint-Servaasstraat;45;;3500;Hasselt;216559,76;180587,21;NB-35004500770;NB-35004500770;BUILDING template;Sint-Servaasstraat 45 3500 Hasselt
830570;HASSELT - FH08;Sint-Servaasstraat;46;;3500;Hasselt;216516,81;180493,27;NB-35004600771;NB-35004600771;BUILDING template;Sint-Servaasstraat 46 3500 Hasselt
830571;HASSELT - FH08;Sint-Servaasstraat;47;;3500;Hasselt;216561,07;180592,67;NB-35004700772;NB-35004700772;BUILDING template;Sint-Servaasstraat 47 3500 Hasselt
830572;HASSELT - FH08;Sint-Servaasstraat;49;;3500;Hasselt;216564,02;180598,42;NB-35004900773;NB-35004900773;BUILDING template;Sint-Servaasstraat 49 3500 Hasselt
830573;HASSELT - FH08;Sint-Servaasstraat;50;;3500;Hasselt;216508,03;180509,24;NB-35005000774;NB-35005000774;BUILDING template;Sint-Servaasstraat 50 3500 Hasselt
830574;HASSELT - FH08;Sint-Servaasstraat;51;;3500;Hasselt;216568,8;180610,88;NB-35005100775;NB-35005100775;BUILDING template;Sint-Servaasstraat 51 3500 Hasselt
830575;HASSELT - FH08;Sint-Servaasstraat;56;;3500;Hasselt;216507,62;180556,41;NB-35005600776;NB-35005600776;BUILDING template;Sint-Servaasstraat 56 3500 Hasselt
830576;HASSELT - FH08;Sint-Servaasstraat;52;;3500;Hasselt;216502,76;180510,19;NB-35005200777;NB-35005200777;BUILDING template;Sint-Servaasstraat 52 3500 Hasselt
830577;HASSELT - FH08;Sint-Servaasstraat;58;;3500;Hasselt;216513,09;180557,43;NB-35005800778;NB-35005800778;BUILDING template;Sint-Servaasstraat 58 3500 Hasselt
830578;HASSELT - FH08;Sint-Servaasstraat;53;;3500;Hasselt;216567,4;180617,06;NB-35005300779;NB-35005300779;BUILDING template;Sint-Servaasstraat 53 3500 Hasselt
830579;HASSELT - FH08;Sint-Servaasstraat;60;;3500;Hasselt;216518,54;180557,83;NB-35006000780;NB-35006000780;BUILDING template;Sint-Servaasstraat 60 3500 Hasselt
830580;HASSELT - FH08;Sint-Servaasstraat;62;;3500;Hasselt;216525,53;180560,29;NB-35006200781;NB-35006200781;BUILDING template;Sint-Servaasstraat 62 3500 Hasselt
830581;HASSELT - FH08;Sint-Servaasstraat;64;;3500;Hasselt;216527,65;180567,52;NB-35006400782;NB-35006400782;BUILDING template;Sint-Servaasstraat 64 3500 Hasselt
830582;HASSELT - FH08;Sint-Servaasstraat;66;;3500;Hasselt;216528,81;180572,81;NB-35006600783;NB-35006600783;BUILDING template;Sint-Servaasstraat 66 3500 Hasselt
830583;HASSELT - FH08;Sint-Servaasstraat;68;;3500;Hasselt;216530,05;180578,14;NB-35006800784;NB-35006800784;BUILDING template;Sint-Servaasstraat 68 3500 Hasselt
