OpdrachtID;Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate;Adres
726273;KNOKKE-HEIST - FH06;Paul Parmentierlaan;262;;8300;Knokke-Heist;74623,72;227554,74;NB-8300262115966;NB-8300262115966;BUILDING template;Paul Parmentierlaan 262 8300 Knokke-Heist
727042;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;551;;8300;Knokke-Heist;74368,0;227309,0;NB-83005512fa267;NB-83005512fa267;BUILDING template;Zeedijk-Albertstrand 551 8300 Knokke-Heist
726275;KNOKKE-HEIST - FH06;Paul Parmentierlaan;269;A;8300;Knokke-Heist;74583,79;227407,06;NB-8300269A0091;NB-8300269A0091;BUILDING template;Paul Parmentierlaan 269 A 8300 Knokke-Heist
726277;KNOKKE-HEIST - FH06;Paul Parmentierlaan;257;;8300;Knokke-Heist;74582,0;227361,0;NB-83002574a2711;NB-83002574a2711;BUILDING template;Paul Parmentierlaan 257 8300 Knokke-Heist
727045;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;552;;8300;Knokke-Heist;74373,0;227309,0;NB-8300552547991;NB-8300552547991;BUILDING template;Zeedijk-Albertstrand 552 8300 Knokke-Heist
726534;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;491;;8300;Knokke-Heist;73834,0;227038,0;NB-83004917a2c72;NB-83004917a2c72;BUILDING template;Zeedijk-Albertstrand 491 8300 Knokke-Heist
726280;KNOKKE-HEIST - FH06;Paul Parmentierlaan;293;;8300;Knokke-Heist;74592,07;227509,1;NB-830029368fa37;NB-830029368fa37;BUILDING template;Paul Parmentierlaan 293 8300 Knokke-Heist
727048;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;553;;8300;Knokke-Heist;74373,0;227309,0;NB-83005536f4014;NB-83005536f4014;BUILDING template;Zeedijk-Albertstrand 553 8300 Knokke-Heist
727050;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;554;;8300;Knokke-Heist;74373,0;227309,0;NB-8300554884534;NB-8300554884534;BUILDING template;Zeedijk-Albertstrand 554 8300 Knokke-Heist
727052;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;555;;8300;Knokke-Heist;74373,0;227309,0;NB-8300555a21458;NB-8300555a21458;BUILDING template;Zeedijk-Albertstrand 555 8300 Knokke-Heist
727054;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;556;;8300;Knokke-Heist;74373,0;227309,0;NB-8300556b99c80;NB-8300556b99c80;BUILDING template;Zeedijk-Albertstrand 556 8300 Knokke-Heist
726544;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;521;;8300;Knokke-Heist;74134,0;227181,0;NB-830010944d97;NB-830010944d97;BUILDING template;Zeedijk-Albertstrand 521 8300 Knokke-Heist
726033;KNOKKE-HEIST - FH06;Jozef Nellenslaan;159;;8300;Knokke-Heist;73994,0;227030,0;NB-8300159b40e29;NB-8300159b40e29;BUILDING template;Jozef Nellenslaan 159 8300 Knokke-Heist
727057;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;557;;8300;Knokke-Heist;74375,0;227319,0;NB-8300557d4f804;NB-8300557d4f804;BUILDING template;Zeedijk-Albertstrand 557 8300 Knokke-Heist
727313;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;588;;8300;Knokke-Heist;74431,0;227433,0;NB-8300588cb8052;NB-8300588cb8052;BUILDING template;Zeedijk-Albertstrand 588 8300 Knokke-Heist
726035;KNOKKE-HEIST - FH06;Jozef Nellenslaan;161;;8300;Knokke-Heist;74142,0;227089,0;NB-8300161d53f57;NB-8300161d53f57;BUILDING template;Jozef Nellenslaan 161 8300 Knokke-Heist
726037;KNOKKE-HEIST - FH06;Jozef Nellenslaan;163;;8300;Knokke-Heist;74147,0;227089,0;NB-8300163f6ba86;NB-8300163f6ba86;BUILDING template;Jozef Nellenslaan 163 8300 Knokke-Heist
726293;KNOKKE-HEIST - FH06;Sterrenlaan;23;;8300;Knokke-Heist;73905,0;227040,0;NB-83002387e566;NB-83002387e566;BUILDING template;Sterrenlaan 23 8300 Knokke-Heist
726805;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;513;;8300;Knokke-Heist;74098,16;227162,65;NB-8300513abf752;NB-8300513abf752;BUILDING template;Zeedijk-Albertstrand 513 8300 Knokke-Heist
727317;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;589;;8300;Knokke-Heist;74436,0;227433,0;NB-8300589e4fd68;NB-8300589e4fd68;BUILDING template;Zeedijk-Albertstrand 589 8300 Knokke-Heist
726295;KNOKKE-HEIST - FH06;Sylvain Dupuisstraat;3;;8300;Knokke-Heist;74480,0;227393,0;NB-83003a76188;NB-83003a76188;BUILDING template;Sylvain Dupuisstraat 3 8300 Knokke-Heist
726808;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;514;;8300;Knokke-Heist;74103,16;227162,65;NB-8300514116679;NB-8300514116679;BUILDING template;Zeedijk-Albertstrand 514 8300 Knokke-Heist
727320;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;524;A;8300;Knokke-Heist;74160,0;227202,0;NB-8300524Aed95;NB-8300524Aed95;BUILDING template;Zeedijk-Albertstrand 524 A 8300 Knokke-Heist
726810;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;514;;8300;Knokke-Heist;74103,16;227162,65;NB-8300514994978;NB-8300514994978;BUILDING template;Zeedijk-Albertstrand 514 8300 Knokke-Heist
726555;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;493;;8300;Knokke-Heist;73848,0;227044,0;NB-8300493259127;NB-8300493259127;BUILDING template;Zeedijk-Albertstrand 493 8300 Knokke-Heist
727067;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;558;;8300;Knokke-Heist;74384,0;227322,0;NB-8300558f03e24;NB-8300558f03e24;BUILDING template;Zeedijk-Albertstrand 558 8300 Knokke-Heist
726812;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;516;;8300;Knokke-Heist;74139,0;227181,0;NB-8300516c98a11;NB-8300516c98a11;BUILDING template;Zeedijk-Albertstrand 516 8300 Knokke-Heist
726046;KNOKKE-HEIST - FH06;Jozef Nellenslaan;174;A;8300;Knokke-Heist;74440,0;227260,0;NB-8300174A2914;NB-8300174A2914;BUILDING template;Jozef Nellenslaan 174 A 8300 Knokke-Heist
726815;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;517;;8300;Knokke-Heist;74139,0;227181,0;NB-8300517e77e24;NB-8300517e77e24;BUILDING template;Zeedijk-Albertstrand 517 8300 Knokke-Heist
726048;KNOKKE-HEIST - FH06;Jozef Nellenslaan;182;;8300;Knokke-Heist;74468,0;227274,0;NB-83001823a2245;NB-83001823a2245;BUILDING template;Jozef Nellenslaan 182 8300 Knokke-Heist
727077;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;560;;8300;Knokke-Heist;74391,0;227321,0;NB-83005600c8650;NB-83005600c8650;BUILDING template;Zeedijk-Albertstrand 560 8300 Knokke-Heist
726566;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;494;;8300;Knokke-Heist;73853,0;227044,0;NB-83004944bfe51;NB-83004944bfe51;BUILDING template;Zeedijk-Albertstrand 494 8300 Knokke-Heist
726569;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;496;;8300;Knokke-Heist;73857,0;227048,0;NB-8300496680879;NB-8300496680879;BUILDING template;Zeedijk-Albertstrand 496 8300 Knokke-Heist
727081;KNOKKE-HEIST - FH06;Zeedijk-Albertstrand;561;;8300;Knokke-Heist;74396,0;227321,0;NB-830056128a071;NB-830056128a071;BUILDING template;Zeedijk-Albertstrand 561 8300 Knokke-Heist
726316;KNOKKE-HEIST - FH06;Sylvain Dupuisstraat;12;;8300;Knokke-Heist;74507,0;227382,0;NB-830012bff327;NB-830012bff327;BUILDING template;Sylvain Dupuisstraat 12 8300 Knokke-Heist
726061;KNOKKE-HEIST - FH06;Jozef Nellenslaan;201;;8300;Knokke-Heist;74366,0;227241,0;NB-83002015dee70;NB-83002015dee70;BUILDING template;Jozef Nellenslaan 201 8300 Knokke-Heist
