OpdrachtID;Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate;Adres
766977;ANTWERPEN-WEST - FH08;Sint-Antoniusstraat;12;;2000;Antwerpen;152160,05;211732,65;NB-200012fc8e74;NB-200012fc8e74;BUILDING template;Sint-Antoniusstraat 12 2000 Antwerpen
759298;ANTWERPEN-WEST - FH08;Bogaardestraat;12;;2000;Antwerpen;152191,43;211722,76;NB-200012cba232;NB-200012cba232;BUILDING template;Bogaardestraat 12 2000 Antwerpen
760322;ANTWERPEN-WEST - FH08;Schoytestraat;4;;2000;Antwerpen;152113,07;211679,35;NB-20004289357;NB-20004289357;BUILDING template;Schoytestraat 4 2000 Antwerpen
766979;ANTWERPEN-WEST - FH08;Sint-Antoniusstraat;14;;2000;Antwerpen;152165,05;211732,65;NB-2000141a3f08;NB-2000141a3f08;BUILDING template;Sint-Antoniusstraat 14 2000 Antwerpen
766983;ANTWERPEN-WEST - FH08;Sint-Antoniusstraat;21;;2000;Antwerpen;152204,89;211770,05;NB-200021411628;NB-200021411628;BUILDING template;Sint-Antoniusstraat 21 2000 Antwerpen
759560;ANTWERPEN-WEST - FH08;Bredestraat;28;;2000;Antwerpen;152316,4;211622,65;NB-2000281c9d39;NB-2000281c9d39;BUILDING template;Bredestraat 28 2000 Antwerpen
759049;ANTWERPEN-WEST - FH08;Aalmoezenierstraat;64;;2000;Antwerpen;152241,51;211565,46;NB-200064073011;NB-200064073011;BUILDING template;Aalmoezenierstraat 64 2000 Antwerpen
759817;ANTWERPEN-WEST - FH08;IJzerenwaag;11;;2000;Antwerpen;152213,08;211884,23;NB-200011d37311;NB-200011d37311;BUILDING template;IJzerenwaag 11 2000 Antwerpen
766985;ANTWERPEN-WEST - FH08;Sint-Antoniusstraat;23;;2000;Antwerpen;152224,63;211770,1;NB-200023577d49;NB-200023577d49;BUILDING template;Sint-Antoniusstraat 23 2000 Antwerpen
760075;ANTWERPEN-WEST - FH08;Kronenburgstraat;59;;2000;Antwerpen;152226,19;211327,76;NB-200059982696;NB-200059982696;BUILDING template;Kronenburgstraat 59 2000 Antwerpen
