OpdrachtID;Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate;Adres
850176;ANTWERPEN-WEST - FH11;Pourbusstraat;11;;2000;Antwerpen;151554,42;210976,18;NB-20001101299;NB-20001101299;BUILDING template;Pourbusstraat 11 2000 Antwerpen
850177;ANTWERPEN-WEST - FH11;Pourbusstraat;15;;2000;Antwerpen;151556,27;210980,18;NB-20001501300;NB-20001501300;BUILDING template;Pourbusstraat 15 2000 Antwerpen
850178;ANTWERPEN-WEST - FH11;Pourbusstraat;17;;2000;Antwerpen;151561,27;210980,18;NB-20001701301;NB-20001701301;BUILDING template;Pourbusstraat 17 2000 Antwerpen
850179;ANTWERPEN-WEST - FH11;Pourbusstraat;19;;2000;Antwerpen;151561,27;210980,18;NB-20001901302;NB-20001901302;BUILDING template;Pourbusstraat 19 2000 Antwerpen
850180;ANTWERPEN-WEST - FH11;Pourbusstraat;21;;2000;Antwerpen;151561,27;210980,18;NB-20002101303;NB-20002101303;BUILDING template;Pourbusstraat 21 2000 Antwerpen
850181;ANTWERPEN-WEST - FH11;Pourbusstraat;23;;2000;Antwerpen;151561,27;210980,18;NB-20002301304;NB-20002301304;BUILDING template;Pourbusstraat 23 2000 Antwerpen
850182;ANTWERPEN-WEST - FH11;Pourbusstraat;31;;2000;Antwerpen;151580,56;210947,91;NB-20003101305;NB-20003101305;BUILDING template;Pourbusstraat 31 2000 Antwerpen
850183;ANTWERPEN-WEST - FH11;Pourbusstraat;33;;2000;Antwerpen;151582,38;210946,09;NB-20003301306;NB-20003301306;BUILDING template;Pourbusstraat 33 2000 Antwerpen
850184;ANTWERPEN-WEST - FH11;Schalienstraat;1;A;2000;Antwerpen;151168,24;210943,98;NB-20001A01307;NB-20001A01307;BUILDING template;Schalienstraat 1 A 2000 Antwerpen
850185;ANTWERPEN-WEST - FH11;Schalienstraat;14;;2000;Antwerpen;151175,63;210916,17;NB-20001401308;NB-20001401308;BUILDING template;Schalienstraat 14 2000 Antwerpen
850186;ANTWERPEN-WEST - FH11;Schalienstraat;20;;2000;Antwerpen;151199,09;210918,27;NB-20002001309;NB-20002001309;BUILDING template;Schalienstraat 20 2000 Antwerpen
850187;ANTWERPEN-WEST - FH11;Schalienstraat;34;;2000;Antwerpen;151237,49;210917,85;NB-20003401311;NB-20003401311;BUILDING template;Schalienstraat 34 2000 Antwerpen
850188;ANTWERPEN-WEST - FH11;Schalienstraat;34;A;2000;Antwerpen;151242,49;210917,85;NB-200034A01312;NB-200034A01312;BUILDING template;Schalienstraat 34 A 2000 Antwerpen
850189;ANTWERPEN-WEST - FH11;Schalienstraat;32;;2000;Antwerpen;151242,49;210917,85;NB-20003201310;NB-20003201310;BUILDING template;Schalienstraat 32 2000 Antwerpen
850190;ANTWERPEN-WEST - FH11;Timmerwerfstraat;6;;2000;Antwerpen;151533,1;211388,49;NB-2000601314;NB-2000601314;BUILDING template;Timmerwerfstraat 6 2000 Antwerpen
850191;ANTWERPEN-WEST - FH11;Timmerwerfstraat;4;;2000;Antwerpen;151538,1;211388,49;NB-2000401313;NB-2000401313;BUILDING template;Timmerwerfstraat 4 2000 Antwerpen
850192;ANTWERPEN-WEST - FH11;Timmerwerfstraat;12;;2000;Antwerpen;151550,42;211386,29;NB-20001201315;NB-20001201315;BUILDING template;Timmerwerfstraat 12 2000 Antwerpen
850193;ANTWERPEN-WEST - FH11;Timmerwerfstraat;29;A;2000;Antwerpen;151588,86;211349,42;NB-200029A01316;NB-200029A01316;BUILDING template;Timmerwerfstraat 29 A 2000 Antwerpen
850194;ANTWERPEN-WEST - FH11;Timmerwerfstraat;40;;2000;Antwerpen;151543,39;211314,7;NB-20004001317;NB-20004001317;BUILDING template;Timmerwerfstraat 40 2000 Antwerpen
850195;ANTWERPEN-WEST - FH11;Van der Sweepstraat;7;;2000;Antwerpen;151148,84;210821,77;NB-2000701318;NB-2000701318;BUILDING template;Van der Sweepstraat 7 2000 Antwerpen
850196;ANTWERPEN-WEST - FH11;Van der Sweepstraat;14;;2000;Antwerpen;151204,99;210718,55;NB-20001401319;NB-20001401319;BUILDING template;Van der Sweepstraat 14 2000 Antwerpen
850197;ANTWERPEN-WEST - FH11;Verlatstraat;4;;2000;Antwerpen;151625,38;211178,54;NB-2000401320;NB-2000401320;BUILDING template;Verlatstraat 4 2000 Antwerpen
