8387197;W03-C-Knokke-Heist-FH11;21143;2757926;8350782;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2757927;8351315;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2757929;8361722;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2757931;8361723;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2758478;11198591;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2759435;8365547;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2759933;8339927;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2759933;8339928;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2759934;8331536;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2759934;8348730;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2761562;11222217;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2761562;11222218;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2761562;11222219;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2761562;11222220;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2761562;8357932;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
8387197;W03-C-Knokke-Heist-FH11;21143;2761565;8341026;;W03-C-Knokke-Heist-FH11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200603;20200923
