File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;planrrr_bid;planrrr_uid
1;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;;';;'33860000;'11994;Heistlaan;'47;'A;8301;Knokke-Heist;;'70870,81;'225970,01;;Y;NA;3;3;Unknown;Unknown;;None;;;;;;;Y;NEW;;;';;;;BU;1;';';';';;;;;;;;;;;;;N;NEW;;;';NB-830147A4b87;
2;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;;';;'33860000;'15402;Kerkstraat;'56;'B;8301;Knokke-Heist;;'71092,61;'226141,42;;N;IRREG;5;;Unknown;Unknown;;None;;;;;;;Y;NEW;;;';;;;BU;1;';';';';;;;;;;;;;;;;N;NEW;;;';NB-830156B3399;
3;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;;';;'33860000;'15402;Kerkstraat;'56;'A;8301;Knokke-Heist;;'71089,64;'226142,4;;N;IRREG;5;;Unknown;Unknown;;None;;;;;;;Y;NEW;;;';;;;BU;1;';';';';;;;;;;;;;;;;N;NEW;;;';NB-830156A5462;
4;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;;';;'33860000;'15402;Kerkstraat;'5;';8301;Knokke-Heist;;'71240,21;'226080,63;;N;IRREG;4;;Unknown;Unknown;;None;;;;;;;Y;NEW;;;';;;;BU;1;';';';';;;;;;;;;;;;;N;NEW;;;';NB-83015041a07;
5;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976314;'20191129173719;302637;'33860000;'1104;Badersstraat;'1;';8301;Knokke-Heist;;'71570,15;'226060,72;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8357210;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302637;8357210
6;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976315;'20191129173719;302638;'33860000;'1104;Badersstraat;'34;';8301;Knokke-Heist;;'71656,79;'225992,7;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8344974;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302638;8344974
7;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976316;'20191129173719;302639;'33860000;'1104;Badersstraat;'2;';8301;Knokke-Heist;;'71578,74;'226036,31;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8340931;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302639;8340931
8;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976317;'20191129173719;302640;'33860000;'1104;Badersstraat;'4;';8301;Knokke-Heist;;'71580,5;'226029,07;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8335738;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302640;8335738
9;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976318;'20191129173719;302641;'33860000;'1104;Badersstraat;'29;';8301;Knokke-Heist;;'71644,38;'226019,91;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8337923;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302641;8337923
10;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976319;'20191129173719;302642;'33860000;'1104;Badersstraat;'31;';8301;Knokke-Heist;;'71651,2;'226016,52;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8337924;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302642;8337924
11;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976320;'20191129173719;302643;'33860000;'1104;Badersstraat;'33;';8301;Knokke-Heist;;'71654,563;'226012,148;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8347037;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302643;8347037
12;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976321;'20191129173719;302644;'33860000;'1104;Badersstraat;'15;';8301;Knokke-Heist;;'71609,563;'226037,148;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8362882;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302644;8362882
13;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976322;'20191129173720;302645;'33860000;'1104;Badersstraat;'17;';8301;Knokke-Heist;;'71615,26;'226036,87;;Y;NA;3;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8361734;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302645;8361734
14;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976323;'20191129173720;302646;'33860000;'1104;Badersstraat;'16;';8301;Knokke-Heist;;'71607,78;'226014,36;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8332574;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302646;8332574
15;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976341;'20191129173720;302647;'33860000;'1104;Badersstraat;'18;';8301;Knokke-Heist;;'71613,67;'226014,94;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8361180;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';302647;8361180
16;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20974742;'20191129173612;2757926;'33860000;'1104;Badersstraat;'3;';8301;Knokke-Heist;;'71580,02;'226056,07;;Y;NA;3;5;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8350782;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';2757926;8350782
17;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20974743;'20191129173613;2757927;'33860000;'1104;Badersstraat;'7;';8301;Knokke-Heist;;'71588,563;'226049,147;;Y;NA;3;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8351315;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';2757927;8351315
18;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20974744;'20191129173613;2757928;'33860000;'1104;Badersstraat;'8;';8301;Knokke-Heist;;'71593,48;'226028,41;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8356150;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';2757928;8356150
19;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20974745;'20191129173613;2757929;'33860000;'1104;Badersstraat;'9;';8301;Knokke-Heist;;'71594,563;'226046,147;;Y;NA;2;5;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8361722;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';2757929;8361722
20;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20974746;'20191129173613;2757930;'33860000;'1104;Badersstraat;'10;';8301;Knokke-Heist;;'71598,77;'226025,64;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8342520;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';2757930;8342520
21;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20974747;'20191129173613;2757931;'33860000;'1104;Badersstraat;'11;';8301;Knokke-Heist;;'71599,563;'226043,147;;Y;NA;3;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8361723;;LU;1;';';';';;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';2757931;8361723
