File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;planrrr_bid;planrrr_uid
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502248;'20191209094436;2763131;'33860000;'19056;Lippenslaan;'142;';8300;Knokke-Heist;;'74739,895;'226816,501;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';6;8365026;BU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2763131;8365026
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502248;'20191209094436;2763131;'33860000;'19056;Lippenslaan;'142;';8300;Knokke-Heist;;'74739,895;'226816,501;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';1;8338423;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2763131;8338423
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502248;'20191209094436;2763131;'33860000;'19056;Lippenslaan;'142;';8300;Knokke-Heist;;'74739,895;'226816,501;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';2;8342531;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2763131;8342531
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502248;'20191209094436;2763131;'33860000;'19056;Lippenslaan;'142;';8300;Knokke-Heist;;'74739,895;'226816,501;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';3;8342532;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2763131;8342532
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502248;'20191209094436;2763131;'33860000;'19056;Lippenslaan;'142;';8300;Knokke-Heist;;'74739,895;'226816,501;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';4;8347005;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2763131;8347005
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502248;'20191209094436;2763131;'33860000;'19056;Lippenslaan;'142;';8300;Knokke-Heist;;'74739,895;'226816,501;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';5;8365025;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2763131;8365025
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502248;'20191209094436;2763131;'33860000;'19056;Lippenslaan;'142;';8300;Knokke-Heist;;'74739,895;'226816,501;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';7;11239992;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2763131;11239992
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502249;'20191209094436;2763133;'33860000;'19056;Lippenslaan;'144;';8300;Knokke-Heist;;'74739,926;'226822,95;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';6;8365520;BU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763133;8365520
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502249;'20191209094436;2763133;'33860000;'19056;Lippenslaan;'144;';8300;Knokke-Heist;;'74739,926;'226822,95;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';1;8334676;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763133;8334676
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502249;'20191209094436;2763133;'33860000;'19056;Lippenslaan;'144;';8300;Knokke-Heist;;'74739,926;'226822,95;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';2;8343027;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763133;8343027
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502249;'20191209094436;2763133;'33860000;'19056;Lippenslaan;'144;';8300;Knokke-Heist;;'74739,926;'226822,95;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';3;8351819;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763133;8351819
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502249;'20191209094436;2763133;'33860000;'19056;Lippenslaan;'144;';8300;Knokke-Heist;;'74739,926;'226822,95;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';4;8351820;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763133;8351820
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502249;'20191209094436;2763133;'33860000;'19056;Lippenslaan;'144;';8300;Knokke-Heist;;'74739,926;'226822,95;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';5;8365519;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763133;8365519
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502249;'20191209094436;2763133;'33860000;'19056;Lippenslaan;'144;';8300;Knokke-Heist;;'74739,926;'226822,95;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';7;11239993;SU;1;;;;;;Y;;;;APPART;B;BOWN;;;;;N;KEEP;;;';2763133;11239993
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502249;'20191209094436;2763133;'33860000;'19056;Lippenslaan;'144;';8300;Knokke-Heist;;'74739,926;'226822,95;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';8;11239994;SU;1;;;;;;Y;;;;APPART;B;BOWN;;;;;N;KEEP;;;';2763133;11239994
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502250;'20191209094437;2763136;'33860000;'19056;Lippenslaan;'146;';8300;Knokke-Heist;;'74741,097;'226828,448;;N;IRREG;1;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;8334175;BU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2763136;8334175
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502251;'20191209094437;2763137;'33860000;'19056;Lippenslaan;'148;';8300;Knokke-Heist;;'74742,146;'226833,753;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';1;10555834;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;B;BOWN;;;;;N;KEEP;;;';2763137;10555834
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502251;'20191209094437;2763137;'33860000;'19056;Lippenslaan;'148;';8300;Knokke-Heist;;'74742,146;'226833,753;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';10;11079026;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';2763137;11079026
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502251;'20191209094437;2763137;'33860000;'19056;Lippenslaan;'148;';8300;Knokke-Heist;;'74742,146;'226833,753;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';2;10555896;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;B;BOWN;;;;;N;KEEP;;;';2763137;10555896
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502251;'20191209094437;2763137;'33860000;'19056;Lippenslaan;'148;';8300;Knokke-Heist;;'74742,146;'226833,753;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';3;10555939;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;B;BOWN;;;;;N;KEEP;;;';2763137;10555939
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502251;'20191209094437;2763137;'33860000;'19056;Lippenslaan;'148;';8300;Knokke-Heist;;'74742,146;'226833,753;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';4;10555940;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;B;BOWN;;;;;N;KEEP;;;';2763137;10555940
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502251;'20191209094437;2763137;'33860000;'19056;Lippenslaan;'148;';8300;Knokke-Heist;;'74742,146;'226833,753;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';5;10556955;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;B;BOWN;;;;;N;KEEP;;;';2763137;10556955
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502251;'20191209094437;2763137;'33860000;'19056;Lippenslaan;'148;';8300;Knokke-Heist;;'74742,146;'226833,753;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';7;11079023;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';2763137;11079023
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502251;'20191209094437;2763137;'33860000;'19056;Lippenslaan;'148;';8300;Knokke-Heist;;'74742,146;'226833,753;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';8;11079024;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';2763137;11079024
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502251;'20191209094437;2763137;'33860000;'19056;Lippenslaan;'148;';8300;Knokke-Heist;;'74742,146;'226833,753;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';9;11079025;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';2763137;11079025
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502251;'20191209094437;2763137;'33860000;'19056;Lippenslaan;'148;';8300;Knokke-Heist;;'74742,146;'226833,753;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';12;11139494;SU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';2763137;11139494
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502252;'20191209094437;2763141;'33860000;'19056;Lippenslaan;'150;';8300;Knokke-Heist;;'74743,792;'226841,235;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';6;8362214;BU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763141;8362214
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502252;'20191209094437;2763141;'33860000;'19056;Lippenslaan;'150;';8300;Knokke-Heist;;'74743,792;'226841,235;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';1;8331463;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763141;8331463
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502252;'20191209094437;2763141;'33860000;'19056;Lippenslaan;'150;';8300;Knokke-Heist;;'74743,792;'226841,235;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';2;8331464;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763141;8331464
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502252;'20191209094437;2763141;'33860000;'19056;Lippenslaan;'150;';8300;Knokke-Heist;;'74743,792;'226841,235;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';3;8348658;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763141;8348658
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502252;'20191209094437;2763141;'33860000;'19056;Lippenslaan;'150;';8300;Knokke-Heist;;'74743,792;'226841,235;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';4;8348659;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763141;8348659
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502252;'20191209094437;2763141;'33860000;'19056;Lippenslaan;'150;';8300;Knokke-Heist;;'74743,792;'226841,235;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';5;8348660;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;KEEP;;;';2763141;8348660
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502252;'20191209094437;2763141;'33860000;'19056;Lippenslaan;'150;';8300;Knokke-Heist;;'74743,792;'226841,235;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;;;;Y;MODIFY;;;';7;11240031;SU;1;;;;;;Y;;;;APPART;B;BOWN;;;;;N;KEEP;;;';2763141;11240031
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502041;'20200131113159;239616;'33860000;'19056;Lippenslaan;'151;';8300;Knokke-Heist;;'74691,256;'226821,797;;N;IRREG;5;0;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;10556585;BU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;COMM;;;;;;;N;KEEP;;;';239616;10556585
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;11217121;'20190611134500;320996;'33860000;'19056;Lippenslaan;'152;';8300;Knokke-Heist;;'74743,703;'226847,134;;Y;NA;5;6;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;11078803;BU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';320996;11078803
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;11217121;'20190611134500;320996;'33860000;'19056;Lippenslaan;'152;';8300;Knokke-Heist;;'74743,703;'226847,134;;Y;NA;5;6;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11078804;BU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';320996;11078804
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';17;11079028;BU;1;'1;;;0;;Y;;;;NA;;;;;;;N;KEEP;;;';3990557;11079028
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';1;10556911;LU;1;'11;;;'1;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;;;;;;;N;KEEP;;;';3990557;10556911
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';10;10557460;LU;1;'33;;;'3;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;;;;;;;N;KEEP;;;';3990557;10557460
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';11;10557477;LU;1;'34;;;'3;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;;;;;;;N;KEEP;;;';3990557;10557477
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';12;10557547;LU;1;'41;;;'4;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;;;;;;;N;KEEP;;;';3990557;10557547
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';13;10557608;LU;1;'42;;;'4;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;;;;;;;N;KEEP;;;';3990557;10557608
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';14;10557836;LU;1;'43;;;'4;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;;;;;;;N;KEEP;;;';3990557;10557836
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';15;10557957;LU;1;'44;;;'4;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;;;;;;;N;KEEP;;;';3990557;10557957
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';16;10557961;LU;1;'51;;;'5;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;;;;;;;N;KEEP;;;';3990557;10557961
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';18;11079029;LU;1;'52;;;'5;;Y;;;;NA;;;;;;;N;KEEP;;;';3990557;11079029
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';19;11079030;LU;1;'53;;;'5;;Y;;;;NA;;;;;;;N;KEEP;;;';3990557;11079030
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502539;'20200213143557;3990557;'33860000;'19056;Lippenslaan;'171;';8300;Knokke-Heist;;'74686,56;'226853,698;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';2;10556934;LU;1;'12;;;'1;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;;;;;;;N;KEEP;;;';3990557;10556934
