File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;planrrr_bid;planrrr_uid
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';12;11139325;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139325
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';13;11139326;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139326
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';14;11139327;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139327
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';15;11139328;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139328
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';2;11139315;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139315
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';3;11139316;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139316
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';4;11139317;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139317
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';5;11139318;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139318
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';6;11139319;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139319
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';7;11139320;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139320
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';8;11139321;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139321
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';9;11139322;LU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139322
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436970;'20200218093602;1321264;'33860000;'19056;Lippenslaan;'165;';8300;Knokke-Heist;;'74691,885;'226844,914;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;B;BOWN;;SSV_IMPORT;'10/07/2019 07:15:58;;Y;MODIFY;;;';16;11139329;SU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';1321264;11139329
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';10;11139205;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139205
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';11;11139206;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139206
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';2;11139197;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139197
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';3;11139198;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139198
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';4;11139199;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139199
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';5;11139200;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139200
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';6;11139201;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139201
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';7;11139202;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139202
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';8;11139203;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139203
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';9;11139204;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139204
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436930;'20200131131115;2763153;'33860000;'19056;Lippenslaan;'159;';8300;Knokke-Heist;;'74684,674;'226832,632;;N;IRREG;6;0;Unknown;Unknown;A - Floorbox;None;;;;SSV_IMPORT;'10/07/2019 07:10:39;;Y;MODIFY;;;';14;11139209;SU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763153;11139209
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502254;'20200131113207;2763150;'33860000;'19056;Lippenslaan;'157;';8300;Knokke-Heist;;'74683,097;'226827,914;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';12;8365732;BU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2763150;8365732
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502184;'20200214152217;2762933;'33860000;'19056;Lippenslaan;'5;';8300;Knokke-Heist;;'74629,048;'226337,239;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';13;10557911;BU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;N;KEEP;;;';2762933;10557911
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502573;'20191213125259;4345729;'33860000;'19056;Lippenslaan;'53;';8300;Knokke-Heist;;'74595,082;'226482,036;;N;ORN;3;9;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';2;11079063;BU;1;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';4345729;11079063
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502573;'20191213125259;4345729;'33860000;'19056;Lippenslaan;'53;';8300;Knokke-Heist;;'74595,082;'226482,036;;N;ORN;3;9;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';;;BU;1;;;;;;;;;;;B;BOWN;;;;;N;NEW;;;';4345729;
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502573;'20191213125259;4345729;'33860000;'19056;Lippenslaan;'53;';8300;Knokke-Heist;;'74595,082;'226482,036;;N;ORN;3;9;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';;;BU;1;;;;;;;;;;;B;BOWN;;;;;N;NEW;;;';4345729;
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502573;'20191213125259;4345729;'33860000;'19056;Lippenslaan;'53;';8300;Knokke-Heist;;'74595,082;'226482,036;;N;ORN;3;9;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';;;BU;1;;;;;;;;;;;B;BOWN;;;;;N;NEW;;;';4345729;
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502573;'20191213125259;4345729;'33860000;'19056;Lippenslaan;'53;';8300;Knokke-Heist;;'74595,082;'226482,036;;N;ORN;3;9;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';;;BU;1;;;;;;;;;;;B;BOWN;;;;;N;NEW;;;';4345729;
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502573;'20191213125259;4345729;'33860000;'19056;Lippenslaan;'53;';8300;Knokke-Heist;;'74595,082;'226482,036;;N;ORN;3;9;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';;;BU;1;;;;;;;;;;;B;BOWN;;;;;N;NEW;;;';4345729;
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502573;'20191213125259;4345729;'33860000;'19056;Lippenslaan;'53;';8300;Knokke-Heist;;'74595,082;'226482,036;;N;ORN;3;9;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';;;BU;1;;;;;;;;;;;B;BOWN;;;;;N;NEW;;;';4345729;
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502573;'20191213125259;4345729;'33860000;'19056;Lippenslaan;'53;';8300;Knokke-Heist;;'74595,082;'226482,036;;N;ORN;3;9;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';;;BU;1;;;;;;;;;;;B;BOWN;;;;;N;NEW;;;';4345729;
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502239;'20200219102507;2763114;'33860000;'19056;Lippenslaan;'126;';8300;Knokke-Heist;;'74733,889;'226764,887;;N;IRREG;1;3;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';2;10557974;BU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2763114;10557974
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502022;'20200227062228;1448549;'33860000;'19056;Lippenslaan;'129;';8300;Knokke-Heist;;'74679,814;'226750,878;;N;IRREG;6;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';2;8347245;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';1448549;8347245
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436966;'20191213125341;2763015;'33860000;'19056;Lippenslaan;'61;';8300;Knokke-Heist;;'74659,671;'226495,756;;N;IRREG;3;4;Unknown;Unknown;;None;;;;SSV_IMPORT;'10/07/2019 07:15:04;;Y;MODIFY;;;';2;11139285;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2763015;11139285
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;13436928;'20200218094727;4193810;'33860000;'19056;Lippenslaan;'137;';8300;Knokke-Heist;;'74686,838;'226770,294;;N;IRREG;3;0;Unknown;Unknown;;None;;;;SSV_IMPORT;'10/07/2019 07:10:19;;Y;MODIFY;;;';21;11139195;BU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';4193810;11139195
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502430;'20191210071854;333105;'33860000;'19056;Lippenslaan;'33;';8300;Knokke-Heist;;'74641,498;'226394,797;;N;IRREG;4;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';3;10557103;BU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;COMM;;;;;;;N;KEEP;;;';333105;10557103
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502232;'20200219153314;2763097;'33860000;'19056;Lippenslaan;'114;';8300;Knokke-Heist;;'74730,217;'226729,687;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';6;11079013;BU;1;0;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';2763097;11079013
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502232;'20200219153314;2763097;'33860000;'19056;Lippenslaan;'114;';8300;Knokke-Heist;;'74730,217;'226729,687;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';3;8344254;LU;1;'1;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';2763097;8344254
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502232;'20200219153314;2763097;'33860000;'19056;Lippenslaan;'114;';8300;Knokke-Heist;;'74730,217;'226729,687;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';4;8344255;LU;1;'2;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';2763097;8344255
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502232;'20200219153314;2763097;'33860000;'19056;Lippenslaan;'114;';8300;Knokke-Heist;;'74730,217;'226729,687;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';5;8344256;LU;1;'3;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';2763097;8344256
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502232;'20200219153314;2763097;'33860000;'19056;Lippenslaan;'114;';8300;Knokke-Heist;;'74730,217;'226729,687;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';7;11139490;LU;1;'4;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';2763097;11139490
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502232;'20200219153314;2763097;'33860000;'19056;Lippenslaan;'114;';8300;Knokke-Heist;;'74730,217;'226729,687;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';8;11139491;LU;1;'5;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';2763097;11139491
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502232;'20200219153314;2763097;'33860000;'19056;Lippenslaan;'114;';8300;Knokke-Heist;;'74730,217;'226729,687;;N;IRREG;6;4;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';9;11139492;SU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';2763097;11139492
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502048;'20200124133314;239628;'33860000;'19056;Lippenslaan;'13;';8300;Knokke-Heist;;'74632,806;'226350,595;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';4;8348995;BU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';239628;8348995
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8502206;'20191213125343;2763012;'33860000;'19056;Lippenslaan;'59;';8300;Knokke-Heist;;'74652,015;'226493,33;;N;IRREG;5;0;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';5;8346349;BU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';2763012;8346349
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8504328;'20191113013433;333498;'33860000;'19059;Maurice Lippensplein;'3;';8300;Knokke-Heist;;'74617,955;'226216,578;;Y;NA;5;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;8350491;BU;1;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;KEEP;;;';333498;8350491
;;;Zoning;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;7574792;'20190722133421;W03-C-Knokke-Heist-FH01;19625;FTTH-Cu;;';';;;;;;;8504328;'20191113013433;333498;'33860000;'19059;Maurice Lippensplein;'3;';8300;Knokke-Heist;;'74617,955;'226216,578;;Y;NA;5;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;8350492;BU;1;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;KEEP;;;';333498;8350492
