adres_full;SU;BU;LU;File_SSV_Action;File_SSV_Status;File_SSV_Error;Area_Type;Area_FID;Area_Version;Area_Name;Zoning_FID;Zoning_Version;Zoning_Name;Zoning_Id;Zoning_Tech;BG_Id;BG_Version;BG_Name;BG_SSV_Action;BG_SSV_Status;BG_SSV_Error;BG_Building_SSV_Action;BG_Building_SSV_Status;BG_Building_SSV_Error;Building_FID;Building_Version;LAM_MK;LAM_City_Code;LAM_Street_Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall_Mount;SS_Reason;Number_Floors;Height_Cable;Orig_VC_Type;New_VC_Type;VC_Method;Intro_Tube;Prov_Status;Prov_Reason;Prov_Planned;Prov_Mod_By;Prov_Mod_Date;Comments;SSV_Flag;SSV_Action;SSV_Status;SSV_Error;SSV_Date;Seq;LU_Key;LAM_SK;Nature;Nr_TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD_Details;CAD_Type;CAD_Type_Descr;CAD_SubType;Prov_Status_LU;Prov_Reason_LU;Prov_Planned_LU;Prov_Mod_By_LU;Prov_Mod_Date_LU;Comments_LU;SSV_Flag_LU;SSV_Action_LU;SSV_Status_LU;SSV_Error_LU;SSV_Date_LU;planrrr_bid;planrrr_uid;BT;GUESSED_UNITS_FLOOR;Seq_test;maxSeq;newSeq;LAM Nature index;Unit Counter_x;GUESSED_FLOOR;GUESSED_FLOOR_TRUNC;SS_Fiberhood;LAMKEY;NATURE;PBOX;BLOCK;FLOOR;APP;Unit Counter_y;;MERGED_PBOX;MERGED_APP;;MERGED_FLOOR
Grote Markt 63;0;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800288;'20200130174856;3503476;'60370000;'19912;Grote Markt;'63;';9100;Sint-Niklaas;;'134048,694;'206152,038;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;2120921;;BU;1;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;KEEP;;;';3503476;2120921;MDU;0.5;1;2;1;3503476-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Grote Markt 63;0;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800288;'20200130174856;3503476;'60370000;'19912;Grote Markt;'63;';9100;Sint-Niklaas;;'134048,694;'206152,038;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;11093595;;LU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';3503476;11093595;MDU;0.5;2;2;2;3503476-LU1;2.0;2.0;2;;;;;;;;;;201;201;;2
Grote Markt 64;1;1;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800289;'20200423164435;3503478;'60370000;'19912;Grote Markt;'64;';9100;Sint-Niklaas;;'134041,696;'206159,507;;N;HEIGHT;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';6;11093596;;BU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';3503478;11093596;MDU;1.0;6;7;6;3503478-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Grote Markt 64;1;1;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800289;'20200423164435;3503478;'60370000;'19912;Grote Markt;'64;';9100;Sint-Niklaas;;'134041,696;'206159,507;;N;HEIGHT;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';1;2121209;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3503478;2121209;MDU;1.0;1;7;1;3503478-LU1;2.0;1.0;1;;;;;;;;;;101;101;;1
Grote Markt 64;1;1;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800289;'20200423164435;3503478;'60370000;'19912;Grote Markt;'64;';9100;Sint-Niklaas;;'134041,696;'206159,507;;N;HEIGHT;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';2;2121210;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3503478;2121210;MDU;1.0;2;7;2;3503478-LU2;3.0;2.0;2;;;;;;;;;;201;201;;2
Grote Markt 64;1;1;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800289;'20200423164435;3503478;'60370000;'19912;Grote Markt;'64;';9100;Sint-Niklaas;;'134041,696;'206159,507;;N;HEIGHT;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';3;2121211;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3503478;2121211;MDU;1.0;3;7;3;3503478-LU3;4.0;3.0;3;;;;;;;;;;301;301;;3
Grote Markt 64;1;1;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800289;'20200423164435;3503478;'60370000;'19912;Grote Markt;'64;';9100;Sint-Niklaas;;'134041,696;'206159,507;;N;HEIGHT;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';4;2121212;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3503478;2121212;MDU;1.0;4;7;4;3503478-LU4;5.0;4.0;4;;;;;;;;;;401;401;;4
Grote Markt 64;1;1;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800289;'20200423164435;3503478;'60370000;'19912;Grote Markt;'64;';9100;Sint-Niklaas;;'134041,696;'206159,507;;N;HEIGHT;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';5;2121213;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3503478;2121213;MDU;1.0;5;7;5;3503478-LU5;6.0;5.0;5;;;;;;;;;;501;501;;5
Grote Markt 64;1;1;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800289;'20200423164435;3503478;'60370000;'19912;Grote Markt;'64;';9100;Sint-Niklaas;;'134041,696;'206159,507;;N;HEIGHT;6;0;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';7;11093597;;SU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';3503478;11093597;MDU;1.0;7;7;7;3503478-SU1;6.0;5.0;5;;;;;;;;;;SU1;SU1;;0
Grote Markt 67;1;0;9;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800291;'20200130174856;3503484;'60370000;'19912;Grote Markt;'67;';9100;Sint-Niklaas;;'134026,075;'206156,437;;N;IRREG;6;15;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';1;2121709;;LU;1;;;;;;Y;#A1/L1/B2-P13;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3503484;2121709;MDU;1.5;1;10;1;3503484-LU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Grote Markt 67;1;0;9;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800291;'20200130174856;3503484;'60370000;'19912;Grote Markt;'67;';9100;Sint-Niklaas;;'134026,075;'206156,437;;N;IRREG;6;15;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';2;2121710;;LU;1;;;;;;Y;#A1/R1/B3-P3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3503484;2121710;MDU;1.5;2;10;2;3503484-LU2;2.0;0.6666666666666666;0;;;;;;;;;;2;2;;0
Grote Markt 67;1;0;9;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800291;'20200130174856;3503484;'60370000;'19912;Grote Markt;'67;';9100;Sint-Niklaas;;'134026,075;'206156,437;;N;IRREG;6;15;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';3;2121716;;LU;1;;;;;;Y;#A2/R2/B5-P11.12;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3503484;2121716;MDU;1.5;3;10;3;3503484-LU3;3.0;1.3333333333333335;1;;;;;;;;;;101;101;;1
Grote Markt 67;1;0;9;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800291;'20200130174856;3503484;'60370000;'19912;Grote Markt;'67;';9100;Sint-Niklaas;;'134026,075;'206156,437;;N;IRREG;6;15;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';4;2121719;;LU;1;;;;;;Y;#A3/R3/B7-P4;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3503484;2121719;MDU;1.5;4;10;4;3503484-LU4;4.0;2.0;2;;;;;;;;;;201;201;;2
Grote Markt 67;1;0;9;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800291;'20200130174856;3503484;'60370000;'19912;Grote Markt;'67;';9100;Sint-Niklaas;;'134026,075;'206156,437;;N;IRREG;6;15;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';5;2121720;;LU;1;;;;;;Y;#A4/R4/B1-P9.10;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3503484;2121720;MDU;1.5;5;10;5;3503484-LU5;5.0;2.666666666666667;2;;;;;;;;;;202;202;;2
Grote Markt 67;1;0;9;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800291;'20200130174856;3503484;'60370000;'19912;Grote Markt;'67;';9100;Sint-Niklaas;;'134026,075;'206156,437;;N;IRREG;6;15;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';6;2121721;;LU;1;;;;;;Y;#A5/D/B9.P6;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3503484;2121721;MDU;1.5;6;10;6;3503484-LU6;6.0;3.3333333333333335;3;;;;;;;;;;301;301;;3
Grote Markt 67;1;0;9;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800291;'20200130174856;3503484;'60370000;'19912;Grote Markt;'67;';9100;Sint-Niklaas;;'134026,075;'206156,437;;N;IRREG;6;15;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';7;11094005;;LU;1;;;;;;Y;;;;APPART;;;;IFH_BATCH;;;N;KEEP;;;';3503484;11094005;MDU;1.5;7;10;7;3503484-LU7;7.0;4.0;4;;;;;;;;;;401;401;;4
Grote Markt 67;1;0;9;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800291;'20200130174856;3503484;'60370000;'19912;Grote Markt;'67;';9100;Sint-Niklaas;;'134026,075;'206156,437;;N;IRREG;6;15;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';8;11094006;;LU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';3503484;11094006;MDU;1.5;8;10;8;3503484-LU8;8.0;4.666666666666666;4;;;;;;;;;;402;402;;4
Grote Markt 67;1;0;9;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800291;'20200130174856;3503484;'60370000;'19912;Grote Markt;'67;';9100;Sint-Niklaas;;'134026,075;'206156,437;;N;IRREG;6;15;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';9;11094007;;LU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';3503484;11094007;MDU;1.5;9;10;9;3503484-LU9;9.0;5.333333333333333;5;;;;;;;;;;501;501;;5
Grote Markt 67;1;0;9;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800291;'20200130174856;3503484;'60370000;'19912;Grote Markt;'67;';9100;Sint-Niklaas;;'134026,075;'206156,437;;N;IRREG;6;15;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';10;11094008;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';3503484;11094008;MDU;1.5;10;10;10;3503484-SU1;9.0;5.333333333333333;5;;;;;;;;;;SU1;SU1;;0
Houtbriel 4;1;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800740;'20200130174916;3504573;'60370000;'20515;Houtbriel;'4;';9100;Sint-Niklaas;;'134125,658;'206146,306;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';4;2114031;;BU;1;;;;;;Y;#HA.GV/1/K3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3504573;2114031;MDU;0.8;4;5;4;3504573-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Houtbriel 4;1;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800740;'20200130174916;3504573;'60370000;'20515;Houtbriel;'4;';9100;Sint-Niklaas;;'134125,658;'206146,306;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;2113988;;LU;1;;;;;;Y;#A2/2/K1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3504573;2113988;MDU;0.8;1;5;1;3504573-LU1;2.0;1.25;1;;;;;;;;;;101;101;;1
Houtbriel 4;1;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800740;'20200130174916;3504573;'60370000;'20515;Houtbriel;'4;';9100;Sint-Niklaas;;'134125,658;'206146,306;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;2114002;;LU;1;;;;;;Y;#A3/3/K2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3504573;2114002;MDU;0.8;2;5;2;3504573-LU2;3.0;2.5;2;;;;;;;;;;201;201;;2
Houtbriel 4;1;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800740;'20200130174916;3504573;'60370000;'20515;Houtbriel;'4;';9100;Sint-Niklaas;;'134125,658;'206146,306;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';3;2114010;;LU;1;;;;;;Y;#A4/4/K4;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3504573;2114010;MDU;0.8;3;5;3;3504573-LU3;4.0;3.75;3;;;;;;;;;;301;301;;3
Houtbriel 4;1;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800740;'20200130174916;3504573;'60370000;'20515;Houtbriel;'4;';9100;Sint-Niklaas;;'134125,658;'206146,306;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';5;11093644;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';3504573;11093644;MDU;0.8;5;5;5;3504573-SU1;4.0;3.75;3;;;;;;;;;;SU1;SU1;;0
Houtbriel 12;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800742;'20200130174917;3504582;'60370000;'20515;Houtbriel;'12;';9100;Sint-Niklaas;;'134195,584;'206164,947;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';5;2097707;;BU;1;;;;;;Y;#HA.GV/G/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;N;KEEP;;;';3504582;2097707;MDU;1.0;5;7;5;3504582-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Houtbriel 12;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800742;'20200130174917;3504582;'60370000;'20515;Houtbriel;'12;';9100;Sint-Niklaas;;'134195,584;'206164,947;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;2097667;;LU;1;;;;;;Y;#A1/A1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;N;KEEP;;;';3504582;2097667;MDU;1.0;1;7;1;3504582-LU1;2.0;1.0;1;;;;;;;;;;101;101;;1
Houtbriel 12;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800742;'20200130174917;3504582;'60370000;'20515;Houtbriel;'12;';9100;Sint-Niklaas;;'134195,584;'206164,947;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;2097674;;LU;1;;;;;;Y;#A2/A2/K6;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;N;KEEP;;;';3504582;2097674;MDU;1.0;2;7;2;3504582-LU2;3.0;2.0;2;;;;;;;;;;201;201;;2
Houtbriel 12;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800742;'20200130174917;3504582;'60370000;'20515;Houtbriel;'12;';9100;Sint-Niklaas;;'134195,584;'206164,947;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';3;2097684;;LU;1;;;;;;Y;#A3/A3/K5;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;N;KEEP;;;';3504582;2097684;MDU;1.0;3;7;3;3504582-LU3;4.0;3.0;3;;;;;;;;;;301;301;;3
Houtbriel 12;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800742;'20200130174917;3504582;'60370000;'20515;Houtbriel;'12;';9100;Sint-Niklaas;;'134195,584;'206164,947;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';4;2097690;;LU;1;;;;;;Y;#A4/A4/K2.K4;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;N;KEEP;;;';3504582;2097690;MDU;1.0;4;7;4;3504582-LU4;5.0;4.0;4;;;;;;;;;;401;401;;4
Houtbriel 12;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800742;'20200130174917;3504582;'60370000;'20515;Houtbriel;'12;';9100;Sint-Niklaas;;'134195,584;'206164,947;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';7;11093658;;SU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';3504582;11093658;MDU;1.0;7;7;7;3504582-SU1;5.0;4.0;4;;;;;;;;;;SU1;SU1;;0
Houtbriel 13;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800743;'20200130174917;3504585;'60370000;'20515;Houtbriel;'13;';9100;Sint-Niklaas;;'134203,872;'206169,581;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';5;11093659;;BU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';3504585;11093659;MDU;1.0;5;6;5;3504585-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Houtbriel 13;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800743;'20200130174917;3504585;'60370000;'20515;Houtbriel;'13;';9100;Sint-Niklaas;;'134203,872;'206169,581;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;2099100;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3504585;2099100;MDU;1.0;1;6;1;3504585-LU1;2.0;1.0;1;;;;;;;;;;101;101;;1
Houtbriel 13;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800743;'20200130174917;3504585;'60370000;'20515;Houtbriel;'13;';9100;Sint-Niklaas;;'134203,872;'206169,581;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;2099101;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3504585;2099101;MDU;1.0;2;6;2;3504585-LU2;3.0;2.0;2;;;;;;;;;;201;201;;2
Houtbriel 13;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800743;'20200130174917;3504585;'60370000;'20515;Houtbriel;'13;';9100;Sint-Niklaas;;'134203,872;'206169,581;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';3;2099102;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3504585;2099102;MDU;1.0;3;6;3;3504585-LU3;4.0;3.0;3;;;;;;;;;;301;301;;3
Houtbriel 13;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800743;'20200130174917;3504585;'60370000;'20515;Houtbriel;'13;';9100;Sint-Niklaas;;'134203,872;'206169,581;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';4;2099103;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3504585;2099103;MDU;1.0;4;6;4;3504585-LU4;5.0;4.0;4;;;;;;;;;;401;401;;4
Houtbriel 13;1;1;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;800743;'20200130174917;3504585;'60370000;'20515;Houtbriel;'13;';9100;Sint-Niklaas;;'134203,872;'206169,581;;N;IRREG;5;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';6;11093660;;SU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';3504585;11093660;MDU;1.0;6;6;6;3504585-SU1;5.0;4.0;4;;;;;;;;;;SU1;SU1;;0
Houtbriel 20;0;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471955;'20200130174955;3504593;'60370000;'20515;Houtbriel;'20;';9100;Sint-Niklaas;;'134214,144;'206120,79;;Y;NA;3;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11048902;;BU;1;;;;;;Y;;HOUSE;;NA;;;;;;;N;KEEP;;;';3504593;11048902;MDU;0.6666666666666666;2;2;2;3504593-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Houtbriel 20;0;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471955;'20200130174955;3504593;'60370000;'20515;Houtbriel;'20;';9100;Sint-Niklaas;;'134214,144;'206120,79;;Y;NA;3;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2105968;;LU;1;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;KEEP;;;';3504593;2105968;MDU;0.6666666666666666;1;2;1;3504593-LU1;2.0;1.5;1;;;;;;;;;;101;101;;1
