adres_full;SU;BU;LU;File_SSV_Action;File_SSV_Status;File_SSV_Error;Area_Type;Area_FID;Area_Version;Area_Name;Zoning_FID;Zoning_Version;Zoning_Name;Zoning_Id;Zoning_Tech;BG_Id;BG_Version;BG_Name;BG_SSV_Action;BG_SSV_Status;BG_SSV_Error;BG_Building_SSV_Action;BG_Building_SSV_Status;BG_Building_SSV_Error;Building_FID;Building_Version;LAM_MK;LAM_City_Code;LAM_Street_Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall_Mount;SS_Reason;Number_Floors;Height_Cable;Orig_VC_Type;New_VC_Type;VC_Method;Intro_Tube;Prov_Status;Prov_Reason;Prov_Planned;Prov_Mod_By;Prov_Mod_Date;Comments;SSV_Flag;SSV_Action;SSV_Status;SSV_Error;SSV_Date;Seq;LU_Key;LAM_SK;Nature;Nr_TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD_Details;CAD_Type;CAD_Type_Descr;CAD_SubType;Prov_Status_LU;Prov_Reason_LU;Prov_Planned_LU;Prov_Mod_By_LU;Prov_Mod_Date_LU;Comments_LU;SSV_Flag_LU;SSV_Action_LU;SSV_Status_LU;SSV_Error_LU;SSV_Date_LU;planrrr_bid;planrrr_uid;BT;GUESSED_UNITS_FLOOR;Seq_test;maxSeq;newSeq;LAM Nature index;Unit Counter_x;GUESSED_FLOOR;GUESSED_FLOOR_TRUNC;SS_Fiberhood;LAMKEY;NATURE;PBOX;BLOCK;FLOOR;APP;Unit Counter_y;;MERGED_PBOX;MERGED_APP;;MERGED_FLOOR
Hofstraat 138;2;0;42;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797651;'20200130174954;3494731;'60370000;'12772;Hofstraat;'138;';9100;Sint-Niklaas;;'133838,051;'206566,361;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';35;2099932;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3494731;2099932;MDU;10.5;35;44;35;3494731-LU35;35.0;3.238095238095238;3;;;;;;;;;;303;303;;3
Hofstraat 138;2;0;42;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797651;'20200130174954;3494731;'60370000;'12772;Hofstraat;'138;';9100;Sint-Niklaas;;'133838,051;'206566,361;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';36;2099933;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3494731;2099933;MDU;10.5;36;44;36;3494731-LU36;36.0;3.333333333333333;3;;;;;;;;;;304;304;;3
Hofstraat 138;2;0;42;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797651;'20200130174954;3494731;'60370000;'12772;Hofstraat;'138;';9100;Sint-Niklaas;;'133838,051;'206566,361;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';37;2099934;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3494731;2099934;MDU;10.5;37;44;37;3494731-LU37;37.0;3.4285714285714284;3;;;;;;;;;;305;305;;3
Hofstraat 138;2;0;42;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797651;'20200130174954;3494731;'60370000;'12772;Hofstraat;'138;';9100;Sint-Niklaas;;'133838,051;'206566,361;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';38;2099935;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3494731;2099935;MDU;10.5;38;44;38;3494731-LU38;38.0;3.5238095238095237;3;;;;;;;;;;306;306;;3
Hofstraat 138;2;0;42;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797651;'20200130174954;3494731;'60370000;'12772;Hofstraat;'138;';9100;Sint-Niklaas;;'133838,051;'206566,361;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';39;2099936;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3494731;2099936;MDU;10.5;39;44;39;3494731-LU39;39.0;3.619047619047619;3;;;;;;;;;;307;307;;3
Hofstraat 138;2;0;42;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797651;'20200130174954;3494731;'60370000;'12772;Hofstraat;'138;';9100;Sint-Niklaas;;'133838,051;'206566,361;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';40;2099937;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3494731;2099937;MDU;10.5;40;44;40;3494731-LU40;40.0;3.714285714285714;3;;;;;;;;;;308;308;;3
Hofstraat 138;2;0;42;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797651;'20200130174954;3494731;'60370000;'12772;Hofstraat;'138;';9100;Sint-Niklaas;;'133838,051;'206566,361;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';41;2099938;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3494731;2099938;MDU;10.5;41;44;41;3494731-LU41;41.0;3.8095238095238093;3;;;;;;;;;;309;309;;3
Hofstraat 138;2;0;42;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797651;'20200130174954;3494731;'60370000;'12772;Hofstraat;'138;';9100;Sint-Niklaas;;'133838,051;'206566,361;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';42;2099939;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3494731;2099939;MDU;10.5;42;44;42;3494731-LU42;42.0;3.9047619047619047;3;;;;;;;;;;310;310;;3
Hofstraat 138;2;0;42;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797651;'20200130174954;3494731;'60370000;'12772;Hofstraat;'138;';9100;Sint-Niklaas;;'133838,051;'206566,361;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';43;11093485;;SU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';3494731;11093485;MDU;10.5;43;44;43;3494731-SU1;42.0;3.9047619047619047;3;;;;;;;;;;SU1;SU1;;0
Hofstraat 138;2;0;42;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797651;'20200130174954;3494731;'60370000;'12772;Hofstraat;'138;';9100;Sint-Niklaas;;'133838,051;'206566,361;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';44;11093486;;SU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';3494731;11093486;MDU;10.5;44;44;44;3494731-SU2;42.0;3.9047619047619047;3;;;;;;;;;;SU2;SU2;;0
Hoveniersstraat 18;0;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797902;'20200130174901;3495576;'60370000;'13444;Hoveniersstraat;'18;';9100;Sint-Niklaas;;'133814,781;'205791,584;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11093498;;BU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';3495576;11093498;MDU;0.5;2;2;2;3495576-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Hoveniersstraat 18;0;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797902;'20200130174901;3495576;'60370000;'13444;Hoveniersstraat;'18;';9100;Sint-Niklaas;;'133814,781;'205791,584;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2104069;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';3495576;2104069;MDU;0.5;1;2;1;3495576-LU1;2.0;2.0;2;;;;;;;;;;201;201;;2
Hoveniersstraat 34;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471943;'20200130174955;3495595;'60370000;'13444;Hoveniersstraat;'34;';9100;Sint-Niklaas;;'133829,68;'205778,11;;Y;NA;3;10;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2112411;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';3495595;2112411;MDU;0.6666666666666666;1;2;1;3495595-LU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Hoveniersstraat 34;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471943;'20200130174955;3495595;'60370000;'13444;Hoveniersstraat;'34;';9100;Sint-Niklaas;;'133829,68;'205778,11;;Y;NA;3;10;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11048918;;LU;1;;;;;;Y;;HOUSE;;NA;;;;;;;N;KEEP;;;';3495595;11048918;MDU;0.6666666666666666;2;2;2;3495595-LU2;2.0;1.5;1;;;;;;;;;;101;101;;1
Hoveniersstraat 42;0;0;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471945;'20200424132713;3495608;'60370000;'13444;Hoveniersstraat;'42;';9100;Sint-Niklaas;;'133860,513;'205748,831;;Y;NA;3;10;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2115118;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';3495608;2115118;MDU;1.3333333333333333;1;4;1;3495608-LU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Hoveniersstraat 42;0;0;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471945;'20200424132713;3495608;'60370000;'13444;Hoveniersstraat;'42;';9100;Sint-Niklaas;;'133860,513;'205748,831;;Y;NA;3;10;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11048922;;LU;1;;;;;;Y;;HOUSE;;NA;;;;;;;N;KEEP;;;';3495608;11048922;MDU;1.3333333333333333;2;4;2;3495608-LU2;2.0;0.75;0;;;;;;;;;;2;2;;0
Hoveniersstraat 42;0;0;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471945;'20200424132713;3495608;'60370000;'13444;Hoveniersstraat;'42;';9100;Sint-Niklaas;;'133860,513;'205748,831;;Y;NA;3;10;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11048923;;LU;1;;;;;;Y;;HOUSE;;NA;;;;;;;N;KEEP;;;';3495608;11048923;MDU;1.3333333333333333;3;4;3;3495608-LU3;3.0;1.5;1;;;;;;;;;;101;101;;1
Hoveniersstraat 42;0;0;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471945;'20200424132713;3495608;'60370000;'13444;Hoveniersstraat;'42;';9100;Sint-Niklaas;;'133860,513;'205748,831;;Y;NA;3;10;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11048924;;LU;1;;;;;;Y;;HOUSE;;NA;;;;;;;N;KEEP;;;';3495608;11048924;MDU;1.3333333333333333;4;4;4;3495608-LU4;4.0;2.25;2;;;;;;;;;;201;201;;2
Hoveniersstraat 58;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797921;'20200130174901;3495623;'60370000;'13444;Hoveniersstraat;'58;';9100;Sint-Niklaas;;'133879,104;'205704,524;;Y;NA;2;8;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2119482;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';3495623;2119482;MDU;1.0;1;2;1;3495623-LU1;1.0;0.0;0;W03-D-Sint-Niklaas-FH01;3495623;LU;;;1;1;1.0;;1;101;;1
Hoveniersstraat 58;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797921;'20200130174901;3495623;'60370000;'13444;Hoveniersstraat;'58;';9100;Sint-Niklaas;;'133879,104;'205704,524;;Y;NA;2;8;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11093506;;LU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';3495623;11093506;MDU;1.0;2;2;2;3495623-LU2;2.0;1.0;1;W03-D-Sint-Niklaas-FH01;3495623;LU;;;2;1;2.0;;1;201;;2
Hoveniersstraat 84;1;0;7;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797935;'20200130174901;3495656;'60370000;'13444;Hoveniersstraat;'84;';9100;Sint-Niklaas;;'133904,367;'205612,801;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2125405;;LU;1;;;;;;Y;#A.GV/O.1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3495656;2125405;MDU;1.75;1;8;1;3495656-LU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Hoveniersstraat 84;1;0;7;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797935;'20200130174901;3495656;'60370000;'13444;Hoveniersstraat;'84;';9100;Sint-Niklaas;;'133904,367;'205612,801;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;2125418;;LU;1;;;;;;Y;#A1/L/1.1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3495656;2125418;MDU;1.75;2;8;2;3495656-LU2;2.0;0.5714285714285714;0;;;;;;;;;;2;2;;0
Hoveniersstraat 84;1;0;7;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797935;'20200130174901;3495656;'60370000;'13444;Hoveniersstraat;'84;';9100;Sint-Niklaas;;'133904,367;'205612,801;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;2125419;;LU;1;;;;;;Y;#A1/R/1.2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3495656;2125419;MDU;1.75;3;8;3;3495656-LU3;3.0;1.1428571428571428;1;;;;;;;;;;101;101;;1
Hoveniersstraat 84;1;0;7;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797935;'20200130174901;3495656;'60370000;'13444;Hoveniersstraat;'84;';9100;Sint-Niklaas;;'133904,367;'205612,801;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;2125432;;LU;1;;;;;;Y;#A2/L/2.1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3495656;2125432;MDU;1.75;4;8;4;3495656-LU4;4.0;1.7142857142857142;1;;;;;;;;;;102;102;;1
Hoveniersstraat 84;1;0;7;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797935;'20200130174901;3495656;'60370000;'13444;Hoveniersstraat;'84;';9100;Sint-Niklaas;;'133904,367;'205612,801;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;2125433;;LU;1;;;;;;Y;#A2/R/2.2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3495656;2125433;MDU;1.75;5;8;5;3495656-LU5;5.0;2.2857142857142856;2;;;;;;;;;;201;201;;2
Hoveniersstraat 84;1;0;7;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797935;'20200130174901;3495656;'60370000;'13444;Hoveniersstraat;'84;';9100;Sint-Niklaas;;'133904,367;'205612,801;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';6;2125445;;LU;1;;;;;;Y;#A3/L/301;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3495656;2125445;MDU;1.75;6;8;6;3495656-LU6;6.0;2.8571428571428568;2;;;;;;;;;;202;202;;2
Hoveniersstraat 84;1;0;7;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797935;'20200130174901;3495656;'60370000;'13444;Hoveniersstraat;'84;';9100;Sint-Niklaas;;'133904,367;'205612,801;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';7;2125446;;LU;1;;;;;;Y;#A3/R/3.2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3495656;2125446;MDU;1.75;7;8;7;3495656-LU7;7.0;3.428571428571429;3;;;;;;;;;;301;301;;3
Hoveniersstraat 84;1;0;7;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797935;'20200130174901;3495656;'60370000;'13444;Hoveniersstraat;'84;';9100;Sint-Niklaas;;'133904,367;'205612,801;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';8;11093507;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';3495656;11093507;MDU;1.75;8;8;8;3495656-SU1;7.0;3.428571428571429;3;;;;;;;;;;SU1;SU1;;0
Hoveniersstraat 108;0;1;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797939;'20200130174902;3495666;'60370000;'13444;Hoveniersstraat;'108;';9100;Sint-Niklaas;;'133915,443;'205570,891;;Y;NA;2;8;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;2096062;;BU;1;;;;;;Y;#BU.GV;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3495666;2096062;MDU;1.5;3;3;3;3495666-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Hoveniersstraat 108;0;1;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797939;'20200130174902;3495666;'60370000;'13444;Hoveniersstraat;'108;';9100;Sint-Niklaas;;'133915,443;'205570,891;;Y;NA;2;8;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2096054;;LU;1;;;;;;Y;#A1/L/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3495666;2096054;MDU;1.5;1;3;1;3495666-LU1;2.0;0.6666666666666666;0;;;;;;;;;;2;2;;0
Hoveniersstraat 108;0;1;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;797939;'20200130174902;3495666;'60370000;'13444;Hoveniersstraat;'108;';9100;Sint-Niklaas;;'133915,443;'205570,891;;Y;NA;2;8;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;2096056;;LU;1;;;;;;Y;#A1/R/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3495666;2096056;MDU;1.5;2;3;2;3495666-LU2;3.0;1.3333333333333335;1;;;;;;;;;;101;101;;1
Kalkstraat 5;0;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471946;'20200130174955;3497441;'60370000;'14345;Kalkstraat;'5;';9100;Sint-Niklaas;;'134247,562;'206114,21;;Y;NA;3;11;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11048905;;BU;1;;;;;;Y;;HOUSE;;NA;;;;;;;N;KEEP;;;';3497441;11048905;MDU;1.3333333333333333;4;4;4;3497441-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Kalkstraat 5;0;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471946;'20200130174955;3497441;'60370000;'14345;Kalkstraat;'5;';9100;Sint-Niklaas;;'134247,562;'206114,21;;Y;NA;3;11;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2117321;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3497441;2117321;MDU;1.3333333333333333;1;4;1;3497441-LU1;2.0;0.75;0;;;;;;;;;;2;2;;0
Kalkstraat 5;0;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471946;'20200130174955;3497441;'60370000;'14345;Kalkstraat;'5;';9100;Sint-Niklaas;;'134247,562;'206114,21;;Y;NA;3;11;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;2117322;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3497441;2117322;MDU;1.3333333333333333;2;4;2;3497441-LU2;3.0;1.5;1;;;;;;;;;;101;101;;1
Kalkstraat 5;0;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471946;'20200130174955;3497441;'60370000;'14345;Kalkstraat;'5;';9100;Sint-Niklaas;;'134247,562;'206114,21;;Y;NA;3;11;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;2117323;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;N;KEEP;;;';3497441;2117323;MDU;1.3333333333333333;3;4;3;3497441-LU3;4.0;2.25;2;;;;;;;;;;201;201;;2
Kalkstraat 11;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471947;'20200130174955;3497448;'60370000;'14345;Kalkstraat;'11;';9100;Sint-Niklaas;;'134262,932;'206104,619;;Y;NA;3;13;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2096523;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';3497448;2096523;MDU;0.6666666666666666;1;2;1;3497448-LU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Kalkstraat 11;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471947;'20200130174955;3497448;'60370000;'14345;Kalkstraat;'11;';9100;Sint-Niklaas;;'134262,932;'206104,619;;Y;NA;3;13;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11048906;;LU;1;;;;;;Y;;HOUSE;;NA;;;;;;;N;KEEP;;;';3497448;11048906;MDU;0.6666666666666666;2;2;2;3497448-LU2;2.0;1.5;1;;;;;;;;;;101;101;;1
