adres_full;SU;BU;LU;File_SSV_Action;File_SSV_Status;File_SSV_Error;Area_Type;Area_FID;Area_Version;Area_Name;Zoning_FID;Zoning_Version;Zoning_Name;Zoning_Id;Zoning_Tech;BG_Id;BG_Version;BG_Name;BG_SSV_Action;BG_SSV_Status;BG_SSV_Error;BG_Building_SSV_Action;BG_Building_SSV_Status;BG_Building_SSV_Error;Building_FID;Building_Version;LAM_MK;LAM_City_Code;LAM_Street_Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall_Mount;SS_Reason;Number_Floors;Height_Cable;Orig_VC_Type;New_VC_Type;VC_Method;Intro_Tube;Prov_Status;Prov_Reason;Prov_Planned;Prov_Mod_By;Prov_Mod_Date;Comments;SSV_Flag;SSV_Action;SSV_Status;SSV_Error;SSV_Date;Seq;LU_Key;LAM_SK;Nature;Nr_TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD_Details;CAD_Type;CAD_Type_Descr;CAD_SubType;Prov_Status_LU;Prov_Reason_LU;Prov_Planned_LU;Prov_Mod_By_LU;Prov_Mod_Date_LU;Comments_LU;SSV_Flag_LU;SSV_Action_LU;SSV_Status_LU;SSV_Error_LU;SSV_Date_LU;planrrr_bid;planrrr_uid;BT;GUESSED_UNITS_FLOOR;Seq_test;maxSeq;newSeq;LAM Nature index;Unit Counter_x;GUESSED_FLOOR;GUESSED_FLOOR_TRUNC;SS_Fiberhood;LAMKEY;NATURE;PBOX;BLOCK;FLOOR;APP;Unit Counter_y;MERGED_PBOX;MERGED_APP;;MERGED_FLOOR
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';13;8352562;;LU;1;;;;;;Y;#A2/F2/K.B26;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8352562;MDU;4.75;13;31;13;2767398-LU6;9.0;1.6842105263157894;1;;;;;;;;;104;104;;1
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';14;8352563;;LU;1;;;;;;Y;#A2/G2/K.B20;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8352563;MDU;4.75;14;31;14;2767398-LU7;10.0;1.894736842105263;1;;;;;;;;;105;105;;1
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';15;8352564;;LU;1;;;;;;Y;#A3/D3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8352564;MDU;4.75;15;31;15;2767398-LU8;11.0;2.105263157894737;2;;;;;;;;;201;201;;2
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';16;8352565;;LU;1;;;;;;Y;#A3/G3/K.B22;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8352565;MDU;4.75;16;31;16;2767398-LU9;12.0;2.3157894736842106;2;;;;;;;;;202;202;;2
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';17;8352566;;LU;1;;;;;;Y;#A4/T3/K.B19;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8352566;MDU;4.75;17;31;17;2767398-LU10;13.0;2.526315789473684;2;;;;;;;;;203;203;;2
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';18;8352567;;LU;1;;;;;;Y;#A4/T4/K.B13;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8352567;MDU;4.75;18;31;18;2767398-LU11;14.0;2.7368421052631575;2;;;;;;;;;204;204;;2
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';19;8357653;;LU;1;;;;;;Y;#A1/C1/K.B5;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8357653;MDU;4.75;19;31;19;2767398-LU12;15.0;2.947368421052632;2;;;;;;;;;205;205;;2
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';20;8357654;;LU;1;;;;;;Y;#A1/D1/K.B4;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8357654;MDU;4.75;20;31;20;2767398-LU13;16.0;3.1578947368421053;3;;;;;;;;;301;301;;3
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';21;8357655;;LU;1;;;;;;Y;#A1/G1/K.B15;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8357655;MDU;4.75;21;31;21;2767398-LU14;17.0;3.3684210526315788;3;;;;;;;;;302;302;;3
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';22;8357656;;LU;1;;;;;;Y;#A2/D2/K.B21;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8357656;MDU;4.75;22;31;22;2767398-LU15;18.0;3.578947368421052;3;;;;;;;;;303;303;;3
Vlamingstraat 91;0;3;16;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;20975799;'20191129173511;2767398;'33860000;'32724;Vlamingstraat;'91;';8301;Knokke-Heist;;'70952,479;'226144,85;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';23;8357657;;LU;1;;;;;;Y;#A3/A3/K.B1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767398;8357657;MDU;4.75;23;31;23;2767398-LU16;19.0;3.7894736842105265;3;;;;;;;;;304;304;;3
Vlamingstraat 91B;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;21256498;'20191129173415;2767402;'33860000;'32724;Vlamingstraat;'91;'B;8301;Knokke-Heist;;'70945,826;'226139,62;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;11198950;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767402;11198950;MDU;1.75;1;7;1;2767402-LU1;1.0;0.0;0;;;;;;;;;1;1;;0
Vlamingstraat 91B;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;21256498;'20191129173415;2767402;'33860000;'32724;Vlamingstraat;'91;'B;8301;Knokke-Heist;;'70945,826;'226139,62;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;11198951;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767402;11198951;MDU;1.75;2;7;2;2767402-LU2;2.0;0.5714285714285714;0;;;;;;;;;2;2;;0
Vlamingstraat 91B;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;21256498;'20191129173415;2767402;'33860000;'32724;Vlamingstraat;'91;'B;8301;Knokke-Heist;;'70945,826;'226139,62;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';3;11198952;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767402;11198952;MDU;1.75;3;7;3;2767402-LU3;3.0;1.1428571428571428;1;;;;;;;;;101;101;;1
Vlamingstraat 91B;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;21256498;'20191129173415;2767402;'33860000;'32724;Vlamingstraat;'91;'B;8301;Knokke-Heist;;'70945,826;'226139,62;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';4;11198953;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767402;11198953;MDU;1.75;4;7;4;2767402-LU4;4.0;1.7142857142857142;1;;;;;;;;;102;102;;1
Vlamingstraat 91B;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;21256498;'20191129173415;2767402;'33860000;'32724;Vlamingstraat;'91;'B;8301;Knokke-Heist;;'70945,826;'226139,62;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';5;11198954;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767402;11198954;MDU;1.75;5;7;5;2767402-LU5;5.0;2.2857142857142856;2;;;;;;;;;201;201;;2
Vlamingstraat 91B;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;21256498;'20191129173415;2767402;'33860000;'32724;Vlamingstraat;'91;'B;8301;Knokke-Heist;;'70945,826;'226139,62;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';6;11198955;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767402;11198955;MDU;1.75;6;7;6;2767402-LU6;6.0;2.8571428571428568;2;;;;;;;;;202;202;;2
Vlamingstraat 91B;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Vlamingstraat 81-83A-85-91-91A-91B;NEW;;;NEW;;;21256498;'20191129173415;2767402;'33860000;'32724;Vlamingstraat;'91;'B;8301;Knokke-Heist;;'70945,826;'226139,62;;N;IRREG;4;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';7;11198956;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767402;11198956;MDU;1.75;7;7;7;2767402-LU7;7.0;3.428571428571429;3;;;;;;;;;301;301;;3
de Vrierestraat 15;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;21559190;'20191129173832;2767436;'33860000;'33257;de Vrierestraat;'15;';8301;Knokke-Heist;;'71170;'226041;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;11222120;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767436;11222120;MDU;1.0;1;3;1;2767436-LU1;1.0;0.0;0;;2767436;LU;1;;0;;1.0;1;1;;0
de Vrierestraat 15;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;21559190;'20191129173832;2767436;'33860000;'33257;de Vrierestraat;'15;';8301;Knokke-Heist;;'71170;'226041;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11222121;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767436;11222121;MDU;1.0;2;3;2;2767436-LU2;2.0;1.0;1;;2767436;LU;101;;1;;2.0;101;101;;1
de Vrierestraat 15;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;21559190;'20191129173832;2767436;'33860000;'33257;de Vrierestraat;'15;';8301;Knokke-Heist;;'71170;'226041;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11222122;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767436;11222122;MDU;1.0;3;3;3;2767436-LU3;3.0;2.0;2;;2767436;LU;201;;2;;3.0;201;201;;2
de Vrierestraat 25;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975818;'20191129173520;2767442;'33860000;'33257;de Vrierestraat;'25;';8301;Knokke-Heist;;'71183,564;'225990,144;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;8344592;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';2767442;8344592;MDU;1.0;1;3;1;2767442-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;2767442;LU;1;;0;;1.0;1;1;;0
de Vrierestraat 25;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975818;'20191129173520;2767442;'33860000;'33257;de Vrierestraat;'25;';8301;Knokke-Heist;;'71183,564;'225990,144;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;8344593;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';2767442;8344593;MDU;1.0;2;3;2;2767442-LU2;2.0;1.0;1;W03-C-Knokke-Heist-FH11;2767442;LU;101;;1;;2.0;101;101;;1
de Vrierestraat 25;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975818;'20191129173520;2767442;'33860000;'33257;de Vrierestraat;'25;';8301;Knokke-Heist;;'71183,564;'225990,144;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;8344594;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';2767442;8344594;MDU;1.0;3;3;3;2767442-LU3;3.0;2.0;2;W03-C-Knokke-Heist-FH11;2767442;LU;201;;2;;3.0;201;201;;2
de Vrierestraat 30;1;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'de Vrierestraat 28-30;NEW;;;NEW;;;21255701;'20191129173403;2767450;'33860000;'33257;de Vrierestraat;'30;';8301;Knokke-Heist;;'71164;'225946;;Y;NA;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';1;11198595;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767450;11198595;MDU;0.75;1;3;1;2767450-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;2767450;LU;101;;1;;1.0;101;101;;1
de Vrierestraat 30;1;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'de Vrierestraat 28-30;NEW;;;NEW;;;21255701;'20191129173403;2767450;'33860000;'33257;de Vrierestraat;'30;';8301;Knokke-Heist;;'71164;'225946;;Y;NA;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';2;11198596;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767450;11198596;MDU;0.75;2;3;2;2767450-LU2;2.0;1.3333333333333333;1;W03-C-Knokke-Heist-FH11;2767450;LU;201;;2;;2.0;201;201;;2
de Vrierestraat 30;1;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'de Vrierestraat 28-30;NEW;;;NEW;;;21255701;'20191129173403;2767450;'33860000;'33257;de Vrierestraat;'30;';8301;Knokke-Heist;;'71164;'225946;;Y;NA;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';3;11222434;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767450;11222434;MDU;0.75;3;3;3;2767450-LU3;3.0;2.666666666666667;2;W03-C-Knokke-Heist-FH11;2767450;LU;301;;3;;3.0;301;301;;3
de Vrierestraat 30;1;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'de Vrierestraat 28-30;NEW;;;NEW;;;21255701;'20191129173403;2767450;'33860000;'33257;de Vrierestraat;'30;';8301;Knokke-Heist;;'71164;'225946;;Y;NA;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';;;;SU;1;;;;;;;;;;;;;;;;;N;NEW;;;';2767450;;MDU;0.75;0;3;4;2767450-SU1;3.0;2.666666666666667;2;W03-C-Knokke-Heist-FH11;2767450;SU;1;;0;;3.0;1;SU1;;0
de Vrierestraat 31;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975823;'20191129173520;2767452;'33860000;'33257;de Vrierestraat;'31;';8301;Knokke-Heist;;'71182,564;'225972,144;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;8355424;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';2767452;8355424;MDU;1.0;1;3;1;2767452-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;2767452;LU;1;;0;;1.0;1;1;;0
de Vrierestraat 31;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975823;'20191129173520;2767452;'33860000;'33257;de Vrierestraat;'31;';8301;Knokke-Heist;;'71182,564;'225972,144;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;8355425;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';2767452;8355425;MDU;1.0;2;3;2;2767452-LU2;2.0;1.0;1;W03-C-Knokke-Heist-FH11;2767452;LU;101;;1;;2.0;101;101;;1
de Vrierestraat 31;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975823;'20191129173520;2767452;'33860000;'33257;de Vrierestraat;'31;';8301;Knokke-Heist;;'71182,564;'225972,144;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;8355426;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';2767452;8355426;MDU;1.0;3;3;3;2767452-LU3;3.0;2.0;2;W03-C-Knokke-Heist-FH11;2767452;LU;201;;2;;3.0;201;201;;2
Vuurtorenstraat 12;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975832;'20191129173522;2767474;'33860000;'33405;Vuurtorenstraat;'12;';8301;Knokke-Heist;;'71098,96;'226162,33;;Y;NA;2;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;8355403;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;N;KEEP;;;';2767474;8355403;MDU;1.5;1;3;1;2767474-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;2767474;LU;1;;0;;1.0;1;1;;0
Vuurtorenstraat 12;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975832;'20191129173522;2767474;'33860000;'33405;Vuurtorenstraat;'12;';8301;Knokke-Heist;;'71098,96;'226162,33;;Y;NA;2;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11222437;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767474;11222437;MDU;1.5;2;3;2;2767474-LU2;2.0;0.6666666666666666;0;W03-C-Knokke-Heist-FH11;2767474;LU;101;;1;;2.0;101;101;;1
Vuurtorenstraat 12;0;0;3;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975832;'20191129173522;2767474;'33860000;'33405;Vuurtorenstraat;'12;';8301;Knokke-Heist;;'71098,96;'226162,33;;Y;NA;2;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11222438;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';2767474;11222438;MDU;1.5;3;3;3;2767474-LU3;3.0;1.3333333333333335;1;W03-C-Knokke-Heist-FH11;2767474;LU;201;;2;;3.0;201;201;;2
Westkapellestraat 3;1;0;9;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975833;'20191129173522;2767616;'33860000;'34125;Westkapellestraat;'3;';8301;Knokke-Heist;;'71353,565;'225835,146;;Y;NA;4;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;8344288;;LU;1;;;;;;Y;#A1/C1/B3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2767616;8344288;MDU;2.25;1;11;1;2767616-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;2767616;LU;11;;1;;1.0;11;101;;1
