adres_full;SU;BU;LU;File_SSV_Action;File_SSV_Status;File_SSV_Error;Area_Type;Area_FID;Area_Version;Area_Name;Zoning_FID;Zoning_Version;Zoning_Name;Zoning_Id;Zoning_Tech;BG_Id;BG_Version;BG_Name;BG_SSV_Action;BG_SSV_Status;BG_SSV_Error;BG_Building_SSV_Action;BG_Building_SSV_Status;BG_Building_SSV_Error;Building_FID;Building_Version;LAM_MK;LAM_City_Code;LAM_Street_Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall_Mount;SS_Reason;Number_Floors;Height_Cable;Orig_VC_Type;New_VC_Type;VC_Method;Intro_Tube;Prov_Status;Prov_Reason;Prov_Planned;Prov_Mod_By;Prov_Mod_Date;Comments;SSV_Flag;SSV_Action;SSV_Status;SSV_Error;SSV_Date;Seq;LU_Key;LAM_SK;Nature;Nr_TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD_Details;CAD_Type;CAD_Type_Descr;CAD_SubType;Prov_Status_LU;Prov_Reason_LU;Prov_Planned_LU;Prov_Mod_By_LU;Prov_Mod_Date_LU;Comments_LU;SSV_Flag_LU;SSV_Action_LU;SSV_Status_LU;SSV_Error_LU;SSV_Date_LU;planrrr_bid;planrrr_uid;BT;GUESSED_UNITS_FLOOR;Seq_test;maxSeq;newSeq;LAM Nature index;Unit Counter_x;GUESSED_FLOOR;GUESSED_FLOOR_TRUNC;SS_Fiberhood;LAMKEY;NATURE;PBOX;BLOCK;FLOOR;APP;Unit Counter_y;MERGED_PBOX;MERGED_APP;;MERGED_FLOOR
Knokkestraat 80;1;0;9;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975098;'20191129173758;2761587;'33860000;'16386;Knokkestraat;'80;';8301;Knokke-Heist;;'71623,603;'226131,955;;N;IRREG;6;4;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';7;8361182;;LU;1;;;;;;Y;#A2/21/FH5.6;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761587;8361182;MDU;1.5;7;11;7;2761587-LU6;6.0;3.3333333333333335;3;W03-C-Knokke-Heist-FH11;2761587;LU;302;;3;;6.0;302;302;;3
Knokkestraat 80;1;0;9;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975098;'20191129173758;2761587;'33860000;'16386;Knokkestraat;'80;';8301;Knokke-Heist;;'71623,603;'226131,955;;N;IRREG;6;4;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;8361183;;LU;1;;;;;;Y;#A4/42/FH18.19;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761587;8361183;MDU;1.5;8;11;8;2761587-LU7;7.0;4.0;4;W03-C-Knokke-Heist-FH11;2761587;LU;401;;4;;7.0;401;401;;4
Knokkestraat 80;1;0;9;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975098;'20191129173758;2761587;'33860000;'16386;Knokkestraat;'80;';8301;Knokke-Heist;;'71623,603;'226131,955;;N;IRREG;6;4;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;8365531;;LU;1;;;;;;Y;#A1/11/FH20.21;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761587;8365531;MDU;1.5;10;11;10;2761587-LU8;8.0;4.666666666666666;4;W03-C-Knokke-Heist-FH11;2761587;LU;402;;4;;8.0;402;402;;4
Knokkestraat 80;1;0;9;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975098;'20191129173758;2761587;'33860000;'16386;Knokkestraat;'80;';8301;Knokke-Heist;;'71623,603;'226131,955;;N;IRREG;6;4;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;10555943;;LU;1;;;;;;Y;#A3/32/FH9-10;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761587;10555943;MDU;1.5;11;11;11;2761587-LU9;9.0;5.333333333333333;5;W03-C-Knokke-Heist-FH11;2761587;LU;501;;5;;9.0;501;501;;5
Knokkestraat 80;1;0;9;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975098;'20191129173758;2761587;'33860000;'16386;Knokkestraat;'80;';8301;Knokke-Heist;;'71623,603;'226131,955;;N;IRREG;6;4;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';9;8361184;;SU;1;;;;;;Y;#A5/51/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761587;8361184;MDU;1.5;9;11;9;2761587-SU1;9.0;5.333333333333333;5;W03-C-Knokke-Heist-FH11;2761587;SU;0;;;;9.0;0;SU1;;0
Knokkestraat 82;1;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975099;'20191129173758;2761588;'33860000;'16386;Knokkestraat;'82;';8301;Knokke-Heist;;'71631,985;'226130,053;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';1;8338924;;LU;1;;;;;;Y;#A1/01/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761588;8338924;MDU;1.0;1;6;1;2761588-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;2761588;LU;1;;1;;1.0;1;101;;1
Knokkestraat 82;1;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975099;'20191129173758;2761588;'33860000;'16386;Knokkestraat;'82;';8301;Knokke-Heist;;'71631,985;'226130,053;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';2;8347560;;LU;1;;;;;;Y;#A4/04/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761588;8347560;MDU;1.0;2;6;2;2761588-LU2;2.0;1.0;1;W03-C-Knokke-Heist-FH11;2761588;LU;11;;1;;2.0;11;102;;1
Knokkestraat 82;1;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975099;'20191129173758;2761588;'33860000;'16386;Knokkestraat;'82;';8301;Knokke-Heist;;'71631,985;'226130,053;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';3;8356707;;LU;1;;;;;;Y;#A2/02/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761588;8356707;MDU;1.0;3;6;3;2761588-LU3;3.0;2.0;2;W03-C-Knokke-Heist-FH11;2761588;LU;21;;2;;3.0;21;201;;2
Knokkestraat 82;1;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975099;'20191129173758;2761588;'33860000;'16386;Knokkestraat;'82;';8301;Knokke-Heist;;'71631,985;'226130,053;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';4;8356708;;LU;1;;;;;;Y;#A3/03/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761588;8356708;MDU;1.0;4;6;4;2761588-LU4;4.0;3.0;3;W03-C-Knokke-Heist-FH11;2761588;LU;31;;3;;4.0;31;301;;3
Knokkestraat 82;1;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975099;'20191129173758;2761588;'33860000;'16386;Knokkestraat;'82;';8301;Knokke-Heist;;'71631,985;'226130,053;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';5;8356709;;LU;1;;;;;;Y;#A5.6/05/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761588;8356709;MDU;1.0;5;6;5;2761588-LU5;5.0;4.0;4;W03-C-Knokke-Heist-FH11;2761588;LU;41;;4;;5.0;41;401;;4
Knokkestraat 82;1;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975099;'20191129173758;2761588;'33860000;'16386;Knokkestraat;'82;';8301;Knokke-Heist;;'71631,985;'226130,053;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';;;;LU;1;;;;;;;;;;;;;;;;;N;NEW;;;';2761588;;MDU;1.0;0;6;7;2761588-LU6;6.0;5.0;5;W03-C-Knokke-Heist-FH11;2761588;LU;51;;5;;6.0;51;501;;5
Knokkestraat 82;1;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975099;'20191129173758;2761588;'33860000;'16386;Knokkestraat;'82;';8301;Knokke-Heist;;'71631,985;'226130,053;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';6;8361186;;SU;1;;;;;;Y;#A.GV/00/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761588;8361186;MDU;1.0;6;6;6;2761588-SU1;6.0;5.0;5;W03-C-Knokke-Heist-FH11;2761588;SU;0;;;;6.0;0;SU1;;0
Knokkestraat 84;1;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;1800263;'20191129173401;2761589;'33860000;'16386;Knokkestraat;'84;';8301;Knokke-Heist;;'71633,208;'226118,831;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';1;8334703;;LU;1;;;;;;Y;#GP7-P8;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761589;8334703;MDU;0.8333333333333334;1;6;1;2761589-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;2761589;LU;11;;1;;1.0;11;101;;1
Knokkestraat 84;1;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;1800263;'20191129173401;2761589;'33860000;'16386;Knokkestraat;'84;';8301;Knokke-Heist;;'71633,208;'226118,831;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';2;8338941;;LU;1;;;;;;Y;#A2/1.2/P3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761589;8338941;MDU;0.8333333333333334;2;6;2;2761589-LU2;2.0;1.2;1;W03-C-Knokke-Heist-FH11;2761589;LU;21;;2;;2.0;21;201;;2
Knokkestraat 84;1;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;1800263;'20191129173401;2761589;'33860000;'16386;Knokkestraat;'84;';8301;Knokke-Heist;;'71633,208;'226118,831;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';3;8347578;;LU;1;;;;;;Y;#A5.6/1.5/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761589;8347578;MDU;0.8333333333333334;3;6;3;2761589-LU3;3.0;2.3999999999999995;2;W03-C-Knokke-Heist-FH11;2761589;LU;31;;3;;3.0;31;301;;3
Knokkestraat 84;1;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;1800263;'20191129173401;2761589;'33860000;'16386;Knokkestraat;'84;';8301;Knokke-Heist;;'71633,208;'226118,831;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';4;8351851;;LU;1;;;;;;Y;#A3/1.3/P2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761589;8351851;MDU;0.8333333333333334;4;6;4;2761589-LU4;4.0;3.5999999999999996;3;W03-C-Knokke-Heist-FH11;2761589;LU;41;;4;;4.0;41;401;;4
Knokkestraat 84;1;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;1800263;'20191129173401;2761589;'33860000;'16386;Knokkestraat;'84;';8301;Knokke-Heist;;'71633,208;'226118,831;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';5;8356727;;LU;1;;;;;;Y;#A4/A4/P5.6;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761589;8356727;MDU;0.8333333333333334;5;6;5;2761589-LU5;5.0;4.8;4;W03-C-Knokke-Heist-FH11;2761589;LU;51;;5;;5.0;51;501;;5
Knokkestraat 84;1;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;1800263;'20191129173401;2761589;'33860000;'16386;Knokkestraat;'84;';8301;Knokke-Heist;;'71633,208;'226118,831;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';6;8365541;;SU;1;;;;;;Y;#A1/1.1/GP4;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761589;8365541;MDU;0.8333333333333334;6;6;6;2761589-SU1;5.0;4.8;4;W03-C-Knokke-Heist-FH11;2761589;SU;0;;;;5.0;0;SU1;;0
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';1;8334201;;LU;1;;;;;;Y;#A3/3.1/K1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761590;8334201;MDU;1.6666666666666667;1;11;1;2761590-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;2761590;LU;11;;1;;1.0;11;101;;1
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';2;8338449;;LU;1;;;;;;Y;#A2/2.2/K8;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761590;8338449;MDU;1.6666666666666667;2;11;2;2761590-LU2;2.0;0.6;0;W03-C-Knokke-Heist-FH11;2761590;LU;12;;1;;2.0;12;102;;1
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';3;8338450;;LU;1;;;;;;Y;#A4/4.2/K5;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761590;8338450;MDU;1.6666666666666667;3;11;3;2761590-LU3;3.0;1.1999999999999997;1;W03-C-Knokke-Heist-FH11;2761590;LU;21;;2;;3.0;21;201;;2
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';4;8342559;;LU;1;;;;;;Y;#A4/4.1/K3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761590;8342559;MDU;1.6666666666666667;4;11;4;2761590-LU4;4.0;1.7999999999999998;1;W03-C-Knokke-Heist-FH11;2761590;LU;22;;2;;4.0;22;202;;2
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';5;8347034;;LU;1;;;;;;Y;#A1/1.2/K7;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761590;8347034;MDU;1.6666666666666667;5;11;5;2761590-LU5;5.0;2.4;2;W03-C-Knokke-Heist-FH11;2761590;LU;31;;3;;5.0;31;301;;3
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';6;8347035;;LU;1;;;;;;Y;#A3/3.2/K10;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761590;8347035;MDU;1.6666666666666667;6;11;6;2761590-LU6;6.0;2.9999999999999996;2;W03-C-Knokke-Heist-FH11;2761590;LU;32;;3;;6.0;32;302;;3
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';7;8351354;;LU;1;;;;;;Y;#A2/2.1/K2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761590;8351354;MDU;1.6666666666666667;7;11;7;2761590-LU7;7.0;3.6;3;W03-C-Knokke-Heist-FH11;2761590;LU;41;;4;;7.0;41;401;;4
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;8351355;;LU;1;;;;;;Y;#A5.6/5.1/K4;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761590;8351355;MDU;1.6666666666666667;8;11;8;2761590-LU8;8.0;4.2;4;W03-C-Knokke-Heist-FH11;2761590;LU;42;;4;;8.0;42;402;;4
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';9;8356178;;LU;1;;;;;;Y;#A1/1.1/K6;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761590;8356178;MDU;1.6666666666666667;9;11;9;2761590-LU9;9.0;4.8;4;W03-C-Knokke-Heist-FH11;2761590;LU;51;;5;;9.0;51;501;;5
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;8356179;;LU;1;;;;;;Y;#A5/5.2/K9;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761590;8356179;MDU;1.6666666666666667;10;11;10;2761590-LU10;10.0;5.4;5;W03-C-Knokke-Heist-FH11;2761590;LU;52;;5;;10.0;52;502;;5
Knokkestraat 88;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975103;'20191129173758;2761590;'33860000;'16386;Knokkestraat;'88;';8301;Knokke-Heist;;'71647,097;'226129,367;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11222243;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2761590;11222243;MDU;1.6666666666666667;11;11;11;2761590-SU1;10.0;5.4;5;W03-C-Knokke-Heist-FH11;2761590;SU;0;;;;10.0;0;SU1;;0
Knokkestraat 94;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975105;'20191129173758;2761591;'33860000;'16386;Knokkestraat;'94;';8301;Knokke-Heist;;'71660,066;'226125,284;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';1;8333726;;LU;1;;;;;;Y;#A1/1.2/K7;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761591;8333726;MDU;1.6666666666666667;1;11;1;2761591-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;2761591;LU;11;;1;;1.0;11;101;;1
Knokkestraat 94;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975105;'20191129173758;2761591;'33860000;'16386;Knokkestraat;'94;';8301;Knokke-Heist;;'71660,066;'226125,284;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';2;8333727;;LU;1;;;;;;Y;#A3/3.2/K6;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761591;8333727;MDU;1.6666666666666667;2;11;2;2761591-LU2;2.0;0.6;0;W03-C-Knokke-Heist-FH11;2761591;LU;12;;1;;2.0;12;102;;1
Knokkestraat 94;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975105;'20191129173758;2761591;'33860000;'16386;Knokkestraat;'94;';8301;Knokke-Heist;;'71660,066;'226125,284;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';3;8337944;;LU;1;;;;;;Y;#A4/4.1/K2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761591;8337944;MDU;1.6666666666666667;3;11;3;2761591-LU3;3.0;1.1999999999999997;1;W03-C-Knokke-Heist-FH11;2761591;LU;21;;2;;3.0;21;201;;2
Knokkestraat 94;1;0;10;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20975105;'20191129173758;2761591;'33860000;'16386;Knokkestraat;'94;';8301;Knokke-Heist;;'71660,066;'226125,284;;Y;NA;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';4;8346523;;LU;1;;;;;;Y;#A3/3.1/K8;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2761591;8346523;MDU;1.6666666666666667;4;11;4;2761591-LU4;4.0;1.7999999999999998;1;W03-C-Knokke-Heist-FH11;2761591;LU;22;;2;;4.0;22;202;;2
