LAM_MK;SSV_Action;LU_Key;SSV_Action_LU
12842;DELETE;8358362;DELETE
317810;DELETE;NB-8300196f120---12;DELETE
318002;DELETE;8336071;DELETE
318003;DELETE;8348231;DELETE
318005;DELETE;8331921;DELETE
318022;DELETE;8353181;DELETE
318450;DELETE;8353053;DELETE
318452;DELETE;11355846;DELETE
319253;DELETE;8362554;DELETE
320349;DELETE;8365743;DELETE
320351;DELETE;8353238;DELETE
320358;DELETE;8335985;DELETE
320830;DELETE;8365601;DELETE
321028;DELETE;8362585;DELETE
336900;DELETE;NB-8300640A0795---20;DELETE
337502;DELETE;8340272;DELETE
337586;DELETE;8358378;DELETE
337596;DELETE;8353290;DELETE
338547;DELETE;NB-8300284d7d67---0;DELETE
1024234;DELETE;8336181;DELETE
2757973;DELETE;10553974;DELETE
2758555;DELETE;NB-8300199c7426---1;DELETE
2758557;DELETE;8348888;DELETE
2759672;DELETE;8331562;DELETE
2761799;DELETE;8344682;DELETE
2761935;DELETE;8344734;DELETE
2762749;DELETE;8349003;DELETE
2762759;DELETE;10557603;DELETE
2762768;DELETE;8344728;DELETE
2763286;DELETE;8336160;DELETE
2763321;DELETE;8353250;DELETE
2765146;DELETE;8362656;DELETE
2765155;DELETE;8353296;DELETE
2765158;DELETE;8359802;DELETE
2765226;DELETE;8344506;DELETE
2765262;DELETE;8348238;DELETE
2765599;DELETE;NB-83003Adc41---0;DELETE
3939676;DELETE;8348252;DELETE
4023258;DELETE;8365595;DELETE
4093343;DELETE;8336604;DELETE
4102815;DELETE;11355843;DELETE
4274239;DELETE;NB-8300247f6833---0;DELETE
4343119;DELETE;8353173;DELETE
4344175;DELETE;8349027;DELETE
4344410;DELETE;NB-8300341d1639---0;DELETE
4344417;DELETE;NB-830030b41663---14;DELETE
4344418;DELETE;8340341;DELETE
4345308;DELETE;8344721;DELETE
4346511;DELETE;8331934;DELETE
4347923;DELETE;8350512;DELETE
4347932;DELETE;8362683;DELETE
4347934;DELETE;8358396;DELETE
5320989;DELETE;8344639;DELETE
5368127;DELETE;8344739;DELETE
5438092;DELETE;NB-8300157B2f60---3;DELETE
5514774;DELETE;8346757;DELETE
5532255;DELETE;8335375;DELETE
5579269;DELETE;10551383;DELETE
5579273;DELETE;8341878;DELETE
5905464;DELETE;8345008;DELETE
5959721;DELETE;8344730;DELETE
6095959;DELETE;10553058;DELETE
6315949;DELETE;10556679;DELETE
6330944;DELETE;8353293;DELETE
6395901;DELETE;8349125;DELETE
6401967;DELETE;8362685;DELETE
6421026;DELETE;8340242;DELETE
6421240;DELETE;8331815;DELETE
6424672;DELETE;10552505;DELETE
6425035;DELETE;8344669;DELETE
6430776;DELETE;8362691;DELETE
6455078;DELETE;11355795;DELETE
6460095;DELETE;8341784;DELETE
6652364;DELETE;NB-8300640A0795---18;DELETE
6652365;DELETE;NB-8300154ee7b76---0;DELETE
6657580;DELETE;10551394;DELETE
6657581;DELETE;8337090;DELETE
6657582;DELETE;8344729;DELETE
6657583;DELETE;NB-830027f98e00---14;DELETE
6657584;DELETE;8362700;DELETE
;;8358306;DELETE
;;8358758;DELETE
;;8340292;DELETE
;;8331882;DELETE
;;11355886;DELETE
;;8340212;DELETE
;;NB-8300154d26f21---10;DELETE
;;10557409;DELETE
;;8340579;DELETE
;;8334405;DELETE
;;8349134;DELETE
;;8331875;DELETE
;;NB-83001257fee46---5;DELETE
;;8340672;DELETE
;;8365812;DELETE
;;8340252;DELETE
;;8344713;DELETE
;;8362989;DELETE
;;8362588;DELETE
;;8358264;DELETE
;;11355874;DELETE
;;8349035;DELETE
;;8353268;DELETE
;;8340271;DELETE
;;8343837;DELETE
;;8331925;DELETE
;;8358137;DELETE
;;8364858;DELETE
;;10551199;DELETE
;;8332302;DELETE
;;8341230;DELETE
;;8331808;DELETE
;;NB-8300341d1639---2;DELETE
;;8340294;DELETE
;;8336662;DELETE
;;8362590;DELETE
;;8357993;DELETE
;;8336130;DELETE
;;8348219;DELETE
;;10551118;DELETE
;;8336073;DELETE
;;11355789;DELETE
;;8348274;DELETE
;;8337709;DELETE
;;NB-83001257fee46---0;DELETE
;;8340281;DELETE
;;8360839;DELETE
;;8353295;DELETE
;;8362539;DELETE
;;8361807;DELETE
;;8340336;DELETE
;;8358381;DELETE
;;10553698;DELETE
;;10553061;DELETE
;;8362648;DELETE
;;8364031;DELETE
;;8331802;DELETE
;;8336194;DELETE
;;11355779;DELETE
;;8358334;DELETE
;;8344657;DELETE
;;8362663;DELETE
;;8340285;DELETE
;;8366257;DELETE
;;8348268;DELETE
;;8358326;DELETE
;;8358316;DELETE
;;10553265;DELETE
;;8353288;DELETE
;;8347636;DELETE
;;8361881;DELETE
;;NB-8300640A0795---3;DELETE
;;8344712;DELETE
;;NB-830058772425---6;DELETE
;;NB-8300640A0795---17;DELETE
;;8362552;DELETE
;;8336143;DELETE
;;8341229;DELETE
;;8342332;DELETE
;;8340117;DELETE
;;8334763;DELETE
;;8360369;DELETE
;;NB-830030b41663---4;DELETE
;;8344602;DELETE
;;8353336;DELETE
;;8353309;DELETE
;;8344664;DELETE
;;8358371;DELETE
;;8358126;DELETE
;;8349073;DELETE
;;8331896;DELETE
;;8335987;DELETE
;;10551889;DELETE
;;8340276;DELETE
;;8340253;DELETE
;;8343391;DELETE
;;8336177;DELETE
;;8358279;DELETE
;;8362679;DELETE
;;8365597;DELETE
;;8362608;DELETE
;;8362684;DELETE
;;8358304;DELETE
;;NB-8300148185574---11;DELETE
;;8362711;DELETE
;;10555252;DELETE
;;NB-8300341d1639---9;DELETE
;;8348256;DELETE
;;8336168;DELETE
;;8362707;DELETE
;;8340327;DELETE
;;10557129;DELETE
;;8352635;DELETE
;;8331919;DELETE
;;NB-8300199c7426---3;DELETE
;;8353195;DELETE
;;8348749;DELETE
;;8358394;DELETE
;;8348278;DELETE
;;8338265;DELETE
;;NB-83006A5350---3;DELETE
;;8360854;DELETE
;;NB-83009A2e03---0;DELETE
;;8353253;DELETE
;;8361805;DELETE
;;8353323;DELETE
;;8331584;DELETE
;;8356398;DELETE
;;8344666;DELETE
;;10553794;DELETE
;;8351560;DELETE
;;8361413;DELETE
;;8344358;DELETE
;;8344685;DELETE
;;8348253;DELETE
;;10552850;DELETE
;;10555462;DELETE
;;10557437;DELETE
;;NB-830071Ac765---0;DELETE
;;10555887;DELETE
;;8331821;DELETE
;;10553788;DELETE
;;8353304;DELETE
;;8360843;DELETE
;;8347103;DELETE
;;8350075;DELETE
;;8342783;DELETE
;;11355879;DELETE
;;NB-8300157B2f60---6;DELETE
;;8340267;DELETE
;;8345040;DELETE
;;11355881;DELETE
;;8349041;DELETE
;;NB-8300148185574---6;DELETE
;;8362576;DELETE
;;10553994;DELETE
;;8349400;DELETE
;;NB-83001257fee46---12;DELETE
;;NB-8300154d26f21---2;DELETE
;;8340221;DELETE
;;8337453;DELETE
;;8331915;DELETE
;;NB-830030b41663---2;DELETE
;;8349097;DELETE
;;8340320;DELETE
;;10551910;DELETE
;;8358268;DELETE
;;8340208;DELETE
;;8364036;DELETE
;;10555171;DELETE
;;8340237;DELETE
;;8358262;DELETE
;;11355772;DELETE
;;8340009;DELETE
;;8333495;DELETE
;;8349076;DELETE
;;8344794;DELETE
;;8341780;DELETE
;;8338012;DELETE
;;10556970;DELETE
;;8346713;DELETE
;;8344727;DELETE
;;8353056;DELETE
;;8346313;DELETE
;;8340236;DELETE
;;8340288;DELETE
;;8331899;DELETE
;;8353171;DELETE
;;8350566;DELETE
;;8358389;DELETE
;;8362577;DELETE
;;8344707;DELETE
;;NB-8300154d26f21---6;DELETE
;;8353223;DELETE
;;8349018;DELETE
;;10556686;DELETE
;;8362695;DELETE
;;8362620;DELETE
;;8353249;DELETE
;;NB-8300175f4f888---0;DELETE
;;8349071;DELETE
;;11355906;DELETE
;;8362650;DELETE
;;8353191;DELETE
;;8343121;DELETE
;;8364881;DELETE
;;8362592;DELETE
;;8349399;DELETE
;;8358395;DELETE
;;8336165;DELETE
;;NB-830013c0d385---0;DELETE
;;10556511;DELETE
;;8340298;DELETE
;;8353192;DELETE
;;11355774;DELETE
;;8361278;DELETE
;;8335984;DELETE
;;8364026;DELETE
;;8343847;DELETE
;;8362582;DELETE
;;10551510;DELETE
;;NB-8300154d26f21---21;DELETE
;;8362708;DELETE
;;8349129;DELETE
;;8362687;DELETE
;;8337600;DELETE
;;NB-830030b41663---12;DELETE
;;8350650;DELETE
;;8349133;DELETE
;;10556982;DELETE
;;8347257;DELETE
;;8358759;DELETE
;;10552575;DELETE
;;8336151;DELETE
;;8336189;DELETE
;;8331798;DELETE
;;8336072;DELETE
;;8336140;DELETE
;;8358760;DELETE
;;8348247;DELETE
;;8349034;DELETE
;;8344789;DELETE
;;8342358;DELETE
;;8348304;DELETE
;;8362579;DELETE
;;NB-83006A5350---9;DELETE
