LU_Key;SSV_Action_LU;LAM_MK;SSV_Action;Opdrachtnummer
NB-8300769d64d09---6;DELETE;;;
NB-830013321fc61---7;DELETE;;;
NB-83004641f54---10;DELETE;;;
NB-830067742c246---0;DELETE;;;
NB-83007334e5512---8;DELETE;;;
NB-83002878c6380---2;DELETE;;;
NB-8300803776696---0;DELETE;;;
NB-830010806555---5;DELETE;;;
NB-8300350b190---9;DELETE;;;
NB-830047626b86---7;DELETE;;;
NB-830016fe7755---5;DELETE;;;
NB-8300784f43370---10;DELETE;;;
NB-8300153d2f009---2;DELETE;;;
NB-8300711fcfc45---24;DELETE;;;
NB-83007401f3045---0;DELETE;;;
NB-830013321fc61---6;DELETE;;;
NB-830050a4257---1;DELETE;;;
NB-83007742d573---14;DELETE;;;
NB-8300690583a25---1;DELETE;;;
NB-830011935300---52;DELETE;;;
NB-830011fc8099---9;DELETE;;;
NB-8300694cb5588---3;DELETE;;;
NB-830010ec792---1;DELETE;;;
NB-830016fe7755---4;DELETE;;;
NB-830011935300---37;DELETE;;;
NB-830079694700---0;DELETE;;;
NB-8300711fcfc45---34;DELETE;;;
NB-8300769d64d09---11;DELETE;;;
NB-830013A9438---7;DELETE;;;
NB-8300667f07470---15;DELETE;;;
NB-83002054c2469---1;DELETE;;;
NB-83002878c6380---0;DELETE;;;
NB-830086f8786---0;DELETE;;;
NB-8300765b3dd79---6;DELETE;;;
NB-830033b7027---16;DELETE;;;
NB-8300686e4d793---11;DELETE;;;
NB-830011935300---15;DELETE;;;
NB-83006645ca697---27;DELETE;;;
NB-8300651ab1a86---17;DELETE;;;
NB-8300904e463---4;DELETE;;;
NB-8300711fcfc45---29;DELETE;;;
NB-83007062a1a60---3;DELETE;;;
NB-830016c25325---3;DELETE;;;
NB-8300742464d80---8;DELETE;;;
NB-830017f98f88---4;DELETE;;;
NB-83007742d573---19;DELETE;;;
NB-83007742d573---15;DELETE;;;
NB-83007334e5512---2;DELETE;;;
NB-8300271100075---0;DELETE;;;
NB-8300711fcfc45---2;DELETE;;;
NB-8300118bb816---13;DELETE;;;
NB-8300117b26468---3;DELETE;;;
NB-83007062a1a60---7;DELETE;;;
NB-830050a4257---7;DELETE;;;
NB-8300694cb5588---6;DELETE;;;
NB-8300699dcbe13---0;DELETE;;;
NB-830067143d985---3;DELETE;;;
NB-830011935300---6;DELETE;;;
NB-830010b06382---9;DELETE;;;
NB-8300711fcfc45---30;DELETE;;;
NB-83009486f16---3;DELETE;;;
NB-83001398a9d45---0;DELETE;;;
NB-83006645ca697---7;DELETE;;;
NB-830015cfcc22---12;DELETE;;;
NB-830013321fc61---13;DELETE;;;
NB-830011935300---24;DELETE;;;
NB-83004fbce11---4;DELETE;;;
NB-83006645ca697---20;DELETE;;;
NB-830015cfcc22---5;DELETE;;;
NB-83002279bb248---3;DELETE;;;
NB-830011935300---45;DELETE;;;
NB-8300816876954---0;DELETE;;;
NB-830016aa907---0;DELETE;;;
NB-830011935300---0;DELETE;;;
NB-8300341d8a660---0;DELETE;;;
NB-830067143d985---6;DELETE;;;
NB-830067143d985---2;DELETE;;;
NB-8300692a88b54---3;DELETE;;;
NB-830050a4257---21;DELETE;;;
NB-83007401f3045---14;DELETE;;;
NB-8300784f43370---2;DELETE;;;
NB-830016c25325---14;DELETE;;;
NB-830011fc8099---12;DELETE;;;
NB-830050a4257---18;DELETE;;;
NB-830050a4257---13;DELETE;;;
NB-830047626b86---17;DELETE;;;
NB-83006645ca697---23;DELETE;;;
NB-830033b7027---2;DELETE;;;
NB-83006645ca697---0;DELETE;;;
NB-8300667f07470---10;DELETE;;;
NB-83007742d573---16;DELETE;;;
NB-830018fee665---3;DELETE;;;
NB-830010b06382---12;DELETE;;;
NB-83007742d573---9;DELETE;;;
NB-8300784f43370---18;DELETE;;;
NB-83006645ca697---9;DELETE;;;
NB-8300118bb816---9;DELETE;;;
NB-830047626b86---18;DELETE;;;
NB-8300199148a68---3;DELETE;;;
NB-830050a4257---10;DELETE;;;
NB-8300774361e92---0;DELETE;;;
NB-8300305d4cf38---0;DELETE;;;
NB-83009486f16---7;DELETE;;;
NB-830078686d502---0;DELETE;;;
NB-830011fc8099---2;DELETE;;;
NB-830011935300---34;DELETE;;;
NB-8300335ba0134---0;DELETE;;;
NB-830011fc8099---10;DELETE;;;
NB-830016fe7755---11;DELETE;;;
NB-830010b06382---3;DELETE;;;
NB-83006645ca697---2;DELETE;;;
NB-8300651ab1a86---10;DELETE;;;
NB-8300149a81681---0;DELETE;;;
NB-830013321fc61---3;DELETE;;;
NB-830067143d985---4;DELETE;;;
NB-8300692a88b54---4;DELETE;;;
NB-83006645ca697---24;DELETE;;;
NB-8300686e4d793---7;DELETE;;;
NB-8300690583a25---2;DELETE;;;
NB-8300904e463---8;DELETE;;;
NB-830010b06382---14;DELETE;;;
NB-8300780ba2c01---0;DELETE;;;
NB-8300711fcfc45---40;DELETE;;;
NB-83007334e5512---10;DELETE;;;
NB-830033b7027---15;DELETE;;;
NB-830015cfcc22---2;DELETE;;;
NB-83004fbce11---5;DELETE;;;
NB-830033b7027---17;DELETE;;;
NB-830015199467---9;DELETE;;;
NB-8300793a04037---0;DELETE;;;
NB-830067143d985---1;DELETE;;;
NB-830067510a819---10;DELETE;;;
NB-830011935300---50;DELETE;;;
NB-83007742d573---2;DELETE;;;
NB-8300769d64d09---3;DELETE;;;
NB-8300692a88b54---1;DELETE;;;
NB-830077217a061---0;DELETE;;;
NB-830010806555---0;DELETE;;;
NB-8300227cab185---3;DELETE;;;
NB-83001B6950---0;DELETE;;;
NB-830013A9438---12;DELETE;;;
NB-830016c25325---19;DELETE;;;
NB-8300711fcfc45---1;DELETE;;;
NB-8300711fcfc45---28;DELETE;;;
NB-830031952d748---5;DELETE;;;
NB-83004641f54---2;DELETE;;;
NB-830016c25325---4;DELETE;;;
NB-83007742d573---13;DELETE;;;
NB-8300118bb816---0;DELETE;;;
NB-8300755158745---2;DELETE;;;
NB-83007628d2549---4;DELETE;;;
NB-830016c25325---12;DELETE;;;
NB-83002054c2469---0;DELETE;;;
NB-830011935300---47;DELETE;;;
NB-830011935300---48;DELETE;;;
NB-830011935300---36;DELETE;;;
NB-83007742d573---20;DELETE;;;
NB-83007742d573---0;DELETE;;;
NB-8300742464d80---10;DELETE;;;
NB-830010b3ed25---0;DELETE;;;
NB-83004d6e305---1;DELETE;;;
NB-830050a4257---3;DELETE;;;
NB-830033d9f566---0;DELETE;;;
NB-830016c25325---17;DELETE;;;
NB-830047626b86---19;DELETE;;;
NB-8300315b913---0;DELETE;;;
NB-8300765b3dd79---0;DELETE;;;
NB-8300795e69c96---5;DELETE;;;
NB-8300667f07470---3;DELETE;;;
NB-83006681fa801---0;DELETE;;;
NB-830073149f465---0;DELETE;;;
NB-830016cb6855---1;DELETE;;;
NB-8300769d64d09---2;DELETE;;;
NB-830065cf1278---10;DELETE;;;
NB-83007742d573---8;DELETE;;;
NB-83005315019---0;DELETE;;;
NB-83007334e5512---3;DELETE;;;
NB-8300686e4d793---6;DELETE;;;
NB-8300118bb816---6;DELETE;;;
NB-8300784f43370---0;DELETE;;;
NB-830010b06382---8;DELETE;;;
NB-83009486f16---4;DELETE;;;
NB-830016fe7755---3;DELETE;;;
NB-830011935300---49;DELETE;;;
NB-830011fc8099---21;DELETE;;;
NB-8300904e463---3;DELETE;;;
NB-8300118bb816---1;DELETE;;;
NB-8300195f04993---1;DELETE;;;
NB-8300498d6d14---0;DELETE;;;
NB-8300350b190---2;DELETE;;;
NB-83004641f54---7;DELETE;;;
NB-8300711fcfc45---15;DELETE;;;
NB-8300679624c94---2;DELETE;;;
NB-83001675c2882---1;DELETE;;;
NB-8300651ab1a86---4;DELETE;;;
NB-8300667f07470---1;DELETE;;;
NB-8300769d64d09---7;DELETE;;;
NB-830065cf1278---3;DELETE;;;
NB-830011fc8099---24;DELETE;;;
NB-8300667f07470---12;DELETE;;;
NB-830047626b86---8;DELETE;;;
NB-8300711fcfc45---39;DELETE;;;
NB-830033b7027---4;DELETE;;;
NB-830067143d985---16;DELETE;;;
NB-83009486f16---2;DELETE;;;
NB-8300784f43370---25;DELETE;;;
NB-8300707da3124---0;DELETE;;;
NB-830013321fc61---17;DELETE;;;
NB-83007742d573---22;DELETE;;;
NB-8300742464d80---7;DELETE;;;
NB-830010c6a594---1;DELETE;;;
NB-83007742d573---18;DELETE;;;
NB-830015a7e72---0;DELETE;;;
NB-830015199467---14;DELETE;;;
NB-83007334e5512---6;DELETE;;;
NB-8300904e463---14;DELETE;;;
NB-830067143d985---17;DELETE;;;
NB-830011fc8099---15;DELETE;;;
NB-830013321fc61---9;DELETE;;;
NB-830078e3d54---0;DELETE;;;
NB-830067143d985---10;DELETE;;;
NB-8300215b3994---0;DELETE;;;
NB-8300711fcfc45---3;DELETE;;;
NB-8300686e4d793---4;DELETE;;;
NB-830015cfcc22---13;DELETE;;;
NB-8300651ab1a86---18;DELETE;;;
NB-830011935300---33;DELETE;;;
NB-8300784f43370---14;DELETE;;;
NB-8300129f9ce30---5;DELETE;;;
NB-830011935300---13;DELETE;;;
NB-8300350b190---8;DELETE;;;
NB-830050a4257---6;DELETE;;;
NB-830018fee665---0;DELETE;;;
NB-8300711fcfc45---23;DELETE;;;
NB-830011fc8099---25;DELETE;;;
NB-83006819a5625---4;DELETE;;;
NB-83001547b425---0;DELETE;;;
NB-83007401f3045---11;DELETE;;;
NB-830015199467---0;DELETE;;;
NB-830047626b86---1;DELETE;;;
NB-830013A9438---2;DELETE;;;
NB-830016c25325---7;DELETE;;;
NB-830047626b86---3;DELETE;;;
NB-8300694cb5588---2;DELETE;;;
NB-830011935300---38;DELETE;;;
NB-830013321fc61---18;DELETE;;;
NB-830011935300---40;DELETE;;;
NB-8300711fcfc45---25;DELETE;;;
NB-83007528363---0;DELETE;;;
NB-8300684beab57---7;DELETE;;;
NB-830016cb6855---0;DELETE;;;
NB-830014f33a26---0;DELETE;;;
NB-830011fc8099---6;DELETE;;;
NB-8300904e463---5;DELETE;;;
NB-83007742d573---5;DELETE;;;
NB-83007401f3045---8;DELETE;;;
NB-830069fa4c05---0;DELETE;;;
NB-830033b7027---1;DELETE;;;
NB-83006645ca697---1;DELETE;;;
NB-830011935300---44;DELETE;;;
NB-830010806555---1;DELETE;;;
NB-830013321fc61---19;DELETE;;;
NB-8300684beab57---5;DELETE;;;
NB-8300113890c35---0;DELETE;;;
NB-8300651ab1a86---7;DELETE;;;
NB-830015199467---11;DELETE;;;
NB-830010806555---6;DELETE;;;
NB-8300711fcfc45---21;DELETE;;;
NB-8300904e463---13;DELETE;;;
NB-830011fc8099---16;DELETE;;;
NB-830015cfcc22---0;DELETE;;;
NB-83007062a1a60---0;DELETE;;;
NB-83006645ca697---28;DELETE;;;
NB-830015199467---8;DELETE;;;
NB-8300684beab57---0;DELETE;;;
NB-830017af742---0;DELETE;;;
NB-8300651ab1a86---5;DELETE;;;
NB-830033b7027---13;DELETE;;;
NB-8300686e4d793---13;DELETE;;;
NB-830018fee665---2;DELETE;;;
NB-830050a4257---23;DELETE;;;
NB-83001675c2882---0;DELETE;;;
NB-83007334e5512---14;DELETE;;;
NB-8300747620293---0;DELETE;;;
NB-8300784f43370---9;DELETE;;;
NB-83007bdc126---0;DELETE;;;
NB-8300782d78523---0;DELETE;;;
NB-830011fc8099---5;DELETE;;;
NB-8300212b1d89---0;DELETE;;;
NB-83006645ca697---26;DELETE;;;
NB-830010806555---12;DELETE;;;
NB-830016fe7755---0;DELETE;;;
NB-8300118bb816---5;DELETE;;;
NB-83001675c2882---2;DELETE;;;
NB-830015199467---5;DELETE;;;
NB-830050a4257---19;DELETE;;;
NB-8300711fcfc45---42;DELETE;;;
NB-83004d6e305---3;DELETE;;;
NB-830015d36c23---0;DELETE;;;
NB-830013321fc61---1;DELETE;;;
NB-830016c25325---2;DELETE;;;
NB-8300651ab1a86---16;DELETE;;;
NB-8300667f07470---11;DELETE;;;
NB-830017f98f88---6;DELETE;;;
NB-830011935300---51;DELETE;;;
NB-830067510a819---2;DELETE;;;
NB-8300711fcfc45---5;DELETE;;;
NB-8300711fcfc45---36;DELETE;;;
NB-830050a4257---26;DELETE;;;
NB-830015cfcc22---4;DELETE;;;
NB-830067143d985---5;DELETE;;;
NB-83007742d573---3;DELETE;;;
NB-830019228c92---0;DELETE;;;
NB-8300770f98d34---0;DELETE;;;
NB-8300711fcfc45---27;DELETE;;;
NB-830050a4257---22;DELETE;;;
NB-8300711fcfc45---41;DELETE;;;
NB-830013321fc61---5;DELETE;;;
NB-830033b7027---7;DELETE;;;
NB-830013A9438---11;DELETE;;;
NB-8300697Ad675---0;DELETE;;;
NB-8300765b3dd79---3;DELETE;;;
NB-830013A9438---3;DELETE;;;
NB-83006819a5625---1;DELETE;;;
NB-830050a4257---17;DELETE;;;
NB-830011935300---21;DELETE;;;
NB-83007062a1a60---9;DELETE;;;
