LAM_MK;SSV_Action;LU_Key;SSV_Action_LU
6463077;DELETE;355948;DELETE
3414085;DELETE;355843;DELETE
4358430;DELETE;10811895;DELETE
4358429;DELETE;10589934;DELETE
6056472;DELETE;10811738;DELETE
5713827;DELETE;11327741;DELETE
6459859;DELETE;11327774;DELETE
3414083;DELETE;352491;DELETE
4355308;DELETE;11283635;DELETE
4358425;DELETE;11283631;DELETE
4371468;DELETE;11283622;DELETE
4358428;DELETE;11327680;DELETE
5573066;DELETE;10588408;DELETE
4358431;DELETE;11327661;DELETE
;;333274;DELETE
;;11327792;DELETE
;;11283443;DELETE
;;11327692;DELETE
;;10588409;DELETE
;;11327735;DELETE
;;11327755;DELETE
;;11327681;DELETE
;;354136;DELETE
;;11283621;DELETE
;;337755;DELETE
;;10822988;DELETE
;;337839;DELETE
;;11327783;DELETE
;;10812468;DELETE
;;11283590;DELETE
;;10811826;DELETE
;;333275;DELETE
;;11283619;DELETE
;;10811899;DELETE
;;10811979;DELETE
;;11327751;DELETE
;;11283386;DELETE
;;10589753;DELETE
;;346086;DELETE
;;352648;DELETE
;;336166;DELETE
;;10812412;DELETE
;;349017;DELETE
;;10811861;DELETE
;;11327686;DELETE
;;357339;DELETE
;;337753;DELETE
;;11283382;DELETE
;;11327766;DELETE
;;11327678;DELETE
;;10811978;DELETE
;;11346751;DELETE
;;11327690;DELETE
;;11283529;DELETE
;;10823080;DELETE
;;10812170;DELETE
;;11327674;DELETE
;;10822985;DELETE
;;10589261;DELETE
;;10590536;DELETE
;;11327698;DELETE
;;11327742;DELETE
;;10811824;DELETE
;;11283524;DELETE
;;337757;DELETE
;;11327763;DELETE
;;11327695;DELETE
;;11327688;DELETE
;;11327657;DELETE
;;11327693;DELETE
;;10812314;DELETE
;;11327670;DELETE
;;10811896;DELETE
;;11327704;DELETE
;;10812183;DELETE
;;11283511;DELETE
;;344209;DELETE
;;355951;DELETE
;;10812316;DELETE
;;10588402;DELETE
;;335331;DELETE
;;10588407;DELETE
;;10812317;DELETE
;;10812318;DELETE
;;354025;DELETE
;;10823081;DELETE
;;11327682;DELETE
;;10811711;DELETE
;;11283384;DELETE
;;11327765;DELETE
;;10590347;DELETE
;;10589597;DELETE
;;11283375;DELETE
;;11327697;DELETE
;;10812441;DELETE
;;352476;DELETE
;;337751;DELETE
;;10812065;DELETE
;;10811827;DELETE
;;355841;DELETE
;;10812321;DELETE
;;10812137;DELETE
;;10811842;DELETE
;;10811825;DELETE
;;10588406;DELETE
;;10811951;DELETE
;;11327685;DELETE
;;11327677;DELETE
;;10811898;DELETE
;;11327659;DELETE
;;11327675;DELETE
;;11327771;DELETE
;;10811822;DELETE
;;335599;DELETE
;;11283632;DELETE
;;10812389;DELETE
;;10811897;DELETE
;;352651;DELETE
;;10811893;DELETE
;;354130;DELETE
;;358959;DELETE
;;349910;DELETE
;;11346752;DELETE
;;11283512;DELETE
;;11283526;DELETE
;;11283380;DELETE
;;334521;DELETE
;;10832458;DELETE
;;11327679;DELETE
;;11283513;DELETE
;;11283604;DELETE
;;11327676;DELETE
;;11283630;DELETE
;;11327684;DELETE
;;334523;DELETE
;;10811819;DELETE
;;355949;DELETE
;;11283625;DELETE
;;10811821;DELETE
;;352647;DELETE
;;11327764;DELETE
;;353552;DELETE
;;11327734;DELETE
;;11327770;DELETE
;;337754;DELETE
;;10812319;DELETE
;;10589502;DELETE
;;11327773;DELETE
;;338998;DELETE
;;11327701;DELETE
;;10589935;DELETE
;;10811892;DELETE
;;11058592;DELETE
;;11323403;DELETE
;;11327656;DELETE
;;11283620;DELETE
;;10812302;DELETE
;;10812172;DELETE
;;10812398;DELETE
;;11327769;DELETE
;;337853;DELETE
;;10811709;DELETE
;;11327761;DELETE
;;10822989;DELETE
;;334525;DELETE
;;11283626;DELETE
;;10812287;DELETE
;;353517;DELETE
;;11283634;DELETE
;;11327759;DELETE
;;352477;DELETE
;;10812434;DELETE
;;11058589;DELETE
;;11327668;DELETE
;;10812313;DELETE
;;347138;DELETE
;;10812286;DELETE
;;10811735;DELETE
;;337756;DELETE
