LAM_MK;SSV_Action;LU_Key;SSV_Action_LU
317372;DELETE;10557247;DELETE
317237;DELETE;8352346;DELETE
319482;DELETE;10554926;DELETE
317513;DELETE;8342603;DELETE
6308939;DELETE;11390796;DELETE
2757511;DELETE;8348140;DELETE
4344998;DELETE;11390742;DELETE
2764295;DELETE;8358547;DELETE
4346049;DELETE;10554864;DELETE
317509;DELETE;8348099;DELETE
;;8357309;DELETE
;;8332701;DELETE
;;8361318;DELETE
;;8355105;DELETE
;;8338482;DELETE
;;8360693;DELETE
;;8361772;DELETE
;;8336975;DELETE
;;8357288;DELETE
;;8352327;DELETE
;;8357287;DELETE
;;8335198;DELETE
;;8357312;DELETE
;;8334264;DELETE
;;10552592;DELETE
;;8361740;DELETE
;;10554865;DELETE
;;8361317;DELETE
;;8339458;DELETE
;;8345510;DELETE
;;8352325;DELETE
;;8345463;DELETE
;;8347671;DELETE
;;8357291;DELETE
;;8352324;DELETE
;;8352332;DELETE
;;8343672;DELETE
;;8357289;DELETE
;;10557239;DELETE
;;8344962;DELETE
;;8341017;DELETE
;;8341039;DELETE
;;8360698;DELETE
;;8336976;DELETE
;;8336978;DELETE
;;8356253;DELETE
;;8366077;DELETE
;;8361206;DELETE
;;11390744;DELETE
;;8361755;DELETE
;;10552436;DELETE
;;8365119;DELETE
;;8363462;DELETE
;;11390757;DELETE
;;8341057;DELETE
;;8347073;DELETE
;;8357262;DELETE
;;8348122;DELETE
;;8366078;DELETE
;;10554887;DELETE
;;10555568;DELETE
;;8338501;DELETE
;;10555611;DELETE
;;8338502;DELETE
;;8348100;DELETE
;;8346556;DELETE
;;8338499;DELETE
;;10554786;DELETE
;;8336936;DELETE
;;10552771;DELETE
;;8366080;DELETE
;;8334799;DELETE
;;8360695;DELETE
;;8336916;DELETE
;;8365114;DELETE
;;8352331;DELETE
;;8359159;DELETE
;;8343621;DELETE
;;8356252;DELETE
;;8341038;DELETE
;;8339457;DELETE
;;10554925;DELETE
;;10552422;DELETE
;;8361757;DELETE
;;8340503;DELETE
;;8348119;DELETE
;;8353515;DELETE
;;10552760;DELETE
;;8343673;DELETE
;;8332651;DELETE
;;8352330;DELETE
;;8357283;DELETE
;;8334263;DELETE
;;8360717;DELETE
;;8345461;DELETE
;;8360677;DELETE
;;8339040;DELETE
;;8332702;DELETE
;;8342602;DELETE
;;8339459;DELETE
;;8336917;DELETE
;;10555181;DELETE
;;8357286;DELETE
;;8341016;DELETE
;;8363971;DELETE
;;8345462;DELETE
;;11390751;DELETE
;;8361205;DELETE
;;10554738;DELETE
;;8342601;DELETE
;;8359099;DELETE
;;8365118;DELETE
;;10554787;DELETE
;;10557222;DELETE
;;10556980;DELETE
;;8340502;DELETE
;;8343674;DELETE
;;8349311;DELETE
;;8360678;DELETE
;;8345511;DELETE
;;8348117;DELETE
;;8365115;DELETE
;;10557243;DELETE
;;8335199;DELETE
;;8339041;DELETE
;;8357285;DELETE
;;8365545;DELETE
;;10557255;DELETE
;;8345460;DELETE
;;8352328;DELETE
;;8343619;DELETE
;;8353516;DELETE
;;8339456;DELETE
;;8360699;DELETE
;;8357284;DELETE
;;8340996;DELETE
;;8348118;DELETE
;;10555068;DELETE
;;8347670;DELETE
;;10556355;DELETE
;;10557251;DELETE
;;10555793;DELETE
;;8358575;DELETE
;;8341015;DELETE
;;8352350;DELETE
;;8352323;DELETE
;;8343620;DELETE
;;8360640;DELETE
;;8348121;DELETE
;;8352329;DELETE
;;10557234;DELETE
;;8338500;DELETE
;;8352322;DELETE
;;8349874;DELETE
;;8361756;DELETE
;;8357290;DELETE
;;10554425;DELETE
;;8339976;DELETE
;;8335213;DELETE
;;8344961;DELETE
;;8358590;DELETE
;;8365113;DELETE
;;8365117;DELETE
;;8347669;DELETE
;;8336977;DELETE
;;8339039;DELETE
;;11390794;DELETE
;;8361758;DELETE
;;8366079;DELETE
;;8358589;DELETE
;;8356732;DELETE
;;8347072;DELETE
;;8348120;DELETE
;;8356733;DELETE
;;8336918;DELETE
;;8360694;DELETE
;;10552606;DELETE
;;8343163;DELETE
;;8335214;DELETE
;;8347071;DELETE
;;10551099;DELETE
;;8354526;DELETE
;;8354587;DELETE
;;8356819;DELETE
;;8332650;DELETE
;;10557228;DELETE
;;8365120;DELETE
;;10552751;DELETE
;;8365092;DELETE
;;8360679;DELETE
;;8365116;DELETE
;;8361771;DELETE
;;8356820;DELETE
;;8352326;DELETE
;;8335215;DELETE
;;8351855;DELETE
;;8338498;DELETE
;;8344375;DELETE
;;8361754;DELETE
