LAM_MK;SSV_Action;LU_Key;SSV_Action_LU
293754;DELETE;10555509;DELETE
294243;DELETE;8346015;DELETE
295105;DELETE;8362271;DELETE
295117;DELETE;8343754;DELETE
295140;DELETE;11390415;DELETE
295417;DELETE;8366203;DELETE
295422;DELETE;8349219;DELETE
295572;DELETE;8361916;DELETE
295573;DELETE;11390484;DELETE
295576;DELETE;11390466;DELETE
295579;DELETE;8359079;DELETE
295595;DELETE;8348359;DELETE
296566;DELETE;10551824;DELETE
296955;DELETE;8355666;DELETE
1504176;DELETE;10551012;DELETE
2757770;DELETE;8339936;DELETE
2757778;DELETE;8338388;DELETE
2758985;DELETE;11390489;DELETE
2759002;DELETE;8358962;DELETE
2759018;DELETE;10554569;DELETE
2759032;DELETE;8350400;DELETE
2759033;DELETE;8337318;DELETE
2759106;DELETE;10554512;DELETE
2759802;DELETE;8352477;DELETE
2763517;DELETE;8339937;DELETE
4335087;DELETE;10552099;DELETE
4335116;DELETE;10550789;DELETE
4335884;DELETE;8353624;DELETE
4336425;DELETE;8337986;DELETE
4336656;DELETE;8339506;DELETE
4336661;DELETE;10552545;DELETE
4336664;DELETE;8360136;DELETE
4336816;DELETE;8361217;DELETE
4336898;DELETE;8333202;DELETE
5320405;DELETE;8349831;DELETE
5397870;DELETE;10554239;DELETE
5407540;DELETE;10553363;DELETE
5418243;DELETE;10555365;DELETE
5559100;DELETE;11390424;DELETE
5579363;DELETE;8335413;DELETE
5878109;DELETE;8361917;DELETE
5905439;DELETE;8333712;DELETE
6240031;DELETE;8348833;DELETE
6390038;DELETE;8348354;DELETE
6418857;DELETE;10556303;DELETE
6421187;DELETE;11390520;DELETE
6422955;DELETE;8344451;DELETE
6430784;DELETE;10550706;DELETE
6465861;DELETE;10557450;DELETE
6466230;DELETE;8344335;DELETE
6524200;DELETE;8346526;DELETE
6650091;DELETE;8356710;DELETE
6650092;DELETE;8352903;DELETE
6650093;DELETE;10556807;DELETE
6650094;DELETE;10556173;DELETE
6650095;DELETE;8340499;DELETE
6650096;DELETE;10553236;DELETE
6650097;DELETE;8336496;DELETE
6650098;DELETE;10552149;DELETE
6667849;DELETE;10550940;DELETE
;;8334149;DELETE
;;8336367;DELETE
;;10551905;DELETE
;;8357892;DELETE
;;8332210;DELETE
;;8356633;DELETE
;;8352900;DELETE
;;8360114;DELETE
;;10551925;DELETE
;;10552077;DELETE
;;8344341;DELETE
;;8348355;DELETE
;;10553250;DELETE
;;10552151;DELETE
;;10553013;DELETE
;;8358965;DELETE
;;10553705;DELETE
;;10554571;DELETE
;;10552708;DELETE
;;8346959;DELETE
;;8336498;DELETE
;;10552058;DELETE
;;10552934;DELETE
;;10550938;DELETE
;;10552124;DELETE
;;8331990;DELETE
;;8332209;DELETE
;;8354585;DELETE
;;10550959;DELETE
;;10551282;DELETE
;;8356632;DELETE
;;8343755;DELETE
;;11390496;DELETE
;;8346960;DELETE
;;8336270;DELETE
;;10553244;DELETE
;;8356712;DELETE
;;10551949;DELETE
;;8332487;DELETE
;;10551750;DELETE
;;8356743;DELETE
;;8337393;DELETE
;;8338956;DELETE
;;8362907;DELETE
;;8344332;DELETE
;;8354374;DELETE
;;10555468;DELETE
;;10556619;DELETE
;;8354372;DELETE
;;8348356;DELETE
;;8335171;DELETE
;;10557980;DELETE
;;10555874;DELETE
;;8340975;DELETE
;;8363385;DELETE
;;8366197;DELETE
;;8363950;DELETE
;;8348732;DELETE
;;8366198;DELETE
;;10557966;DELETE
;;8366192;DELETE
;;11390463;DELETE
;;8344956;DELETE
;;8331547;DELETE
;;10553795;DELETE
;;10552737;DELETE
;;10552031;DELETE
;;10551702;DELETE
;;10552217;DELETE
;;11390428;DELETE
;;8362208;DELETE
;;8337584;DELETE
;;10556806;DELETE
;;8344872;DELETE
;;8349438;DELETE
;;8362207;DELETE
;;10553518;DELETE
;;8355120;DELETE
;;10550929;DELETE
;;8339420;DELETE
;;10554653;DELETE
;;10554846;DELETE
;;8335819;DELETE
;;8344340;DELETE
;;10552150;DELETE
;;8335170;DELETE
;;10550710;DELETE
;;8366193;DELETE
;;8339536;DELETE
;;10552293;DELETE
;;8352478;DELETE
;;8348834;DELETE
;;8352473;DELETE
;;10551950;DELETE
;;10552030;DELETE
;;8338953;DELETE
;;8353581;DELETE
;;8350862;DELETE
;;11390513;DELETE
;;10551847;DELETE
;;8352476;DELETE
;;10557719;DELETE
;;8335417;DELETE
;;10553401;DELETE
;;10554510;DELETE
;;10551406;DELETE
;;10552692;DELETE
;;10554406;DELETE
;;10552100;DELETE
;;10553254;DELETE
;;10551000;DELETE
;;10556069;DELETE
;;8349387;DELETE
;;8338955;DELETE
;;10550845;DELETE
;;11390395;DELETE
;;10553362;DELETE
;;10554076;DELETE
;;8336269;DELETE
;;8340498;DELETE
;;8340410;DELETE
;;8355774;DELETE
;;8339418;DELETE
;;8344957;DELETE
;;8353625;DELETE
;;8350861;DELETE
;;11390432;DELETE
;;10556239;DELETE
;;8355668;DELETE
;;10554845;DELETE
;;10551327;DELETE
;;8359457;DELETE
;;8359610;DELETE
;;10555195;DELETE
;;10553484;DELETE
;;8356129;DELETE
;;10554654;DELETE
;;8348357;DELETE
;;10553128;DELETE
;;8361914;DELETE
;;8349434;DELETE
;;8366200;DELETE
;;10553054;DELETE
;;8354464;DELETE
;;11390426;DELETE
;;10553231;DELETE
;;10553228;DELETE
;;10552296;DELETE
;;11390519;DELETE
;;8337987;DELETE
;;8356128;DELETE
;;10552518;DELETE
;;10552186;DELETE
;;8352475;DELETE
;;8362788;DELETE
;;8344342;DELETE
;;11390486;DELETE
;;10552547;DELETE
;;10556809;DELETE
;;10554936;DELETE
;;8357443;DELETE
;;8344338;DELETE
;;10552119;DELETE
;;8345066;DELETE
;;8335415;DELETE
;;10553912;DELETE
;;10555185;DELETE
;;10553942;DELETE
;;8362789;DELETE
;;8339934;DELETE
;;10552007;DELETE
;;10552779;DELETE
;;10554851;DELETE
;;8348734;DELETE
;;10554375;DELETE
;;8361918;DELETE
;;8349435;DELETE
;;8357961;DELETE
;;8336499;DELETE
;;10551650;DELETE
