LAM_MK;SSV_Action;LU_Key;SSV_Action_LU;Opdrachtnummer;LAM MK
3031634;DELETE;;;NB-3000419047;3007570
3033515;DELETE;;;NB-300017138192;3941347
4255965;DELETE;;;NB-30003312796;4800227
1312459;DELETE;;;NB-30006317994;6139208
3992031;DELETE;;;NB-3000102C10526;6141508
3033517;DELETE;;;NB-30002C00734;6194164
1335973;DELETE;;;;
