File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;LU;BU;SU;TOTAAL;LANGUAGE;BT;adres
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756122;20200108144511;6441864;33860000;3932;Antoine Breartstraat;15;A;8300;Knokke-Heist;;75316;227748;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11260884;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Antoine Breartstraat15A
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756129;20200108144511;6445966;33860000;3932;Antoine Breartstraat;17;A;8300;Knokke-Heist;;75316;227748;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11260886;;LU;1;;;;;;;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU;Antoine Breartstraat17A
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756125;20200108144511;6455009;33860000;3932;Antoine Breartstraat;16;A;8300;Knokke-Heist;;75316;227748;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11260885;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Antoine Breartstraat16A
