LAM_MK;SSV_Action;LU_Key;SSV_Action_LU;Opdrachtnummer;LAM MK
;;NB-200024ab474---2;DELETE;NB-200047b3ba63;1286850
;;NB-20008dbda69---6;DELETE;NB-20005180e102;2050522
;;NB-20001B0905---1;DELETE;NB-200073d1cf70;4047385
NB-200012742441;DELETE;NB-200051b2fd48---0;DELETE;NB-20006fa5627;976559
NB-20001512840;DELETE;NB-20005180e102---0;DELETE;NB-200010d9f738;976561
NB-200024ab474;DELETE;NB-200051b2fd48---1;DELETE;;
;;NB-200014319ac20---1;DELETE;;
NB-200051b2fd48;DELETE;NB-200051b2fd48---2;DELETE;;
NB-20001B0905;DELETE;NB-20001B0905---0;DELETE;;
NB-20001714835;DELETE;NB-20001512840---0;DELETE;;
;;NB-20006fa5627---0;DELETE;;
NB-2000233c912;DELETE;NB-200010d9f738---4;DELETE;;
NB-20006A00742;DELETE;NB-20008dbda69---4;DELETE;;
NB-200016e3c257;DELETE;NB-20006fa5627---3;DELETE;;
;;NB-20006fa5627---4;DELETE;;
;;NB-20006fa5627---1;DELETE;;
;;NB-200047b3ba63---0;DELETE;;
;;NB-20008dbda69---7;DELETE;;
;;NB-200047b3ba63---3;DELETE;;
;;NB-20006fa5627---8;DELETE;;
;;NB-200010d9f738---6;DELETE;;
;;NB-200016e3c257---0;DELETE;;
;;NB-200010d9f738---10;DELETE;;
;;NB-200010d9f738---7;DELETE;;
;;NB-20008dbda69---2;DELETE;;
;;NB-200014319ac20---2;DELETE;;
;;NB-20006fa5627---2;DELETE;;
;;NB-200012742441---0;DELETE;;
;;NB-20008dbda69---8;DELETE;;
;;NB-200014319ac20---4;DELETE;;
;;NB-20001B0905---3;DELETE;;
;;NB-200014319ac20---5;DELETE;;
;;NB-200014319ac20---0;DELETE;;
;;NB-20005180e102---5;DELETE;;
;;NB-20006fa5627---6;DELETE;;
;;NB-200024ab474---6;DELETE;;
;;NB-200010d9f738---2;DELETE;;
;;NB-200024ab474---4;DELETE;;
;;NB-20001B0905---2;DELETE;;
;;NB-20006fa5627---9;DELETE;;
;;NB-200010d9f738---5;DELETE;;
;;NB-20001714835---0;DELETE;;
;;NB-200073d1cf70---2;DELETE;;
;;NB-20008dbda69---5;DELETE;;
;;NB-200047b3ba63---5;DELETE;;
;;NB-20008dbda69---10;DELETE;;
;;NB-200073d1cf70---1;DELETE;;
;;NB-20005180e102---4;DELETE;;
;;NB-200024ab474---3;DELETE;;
;;NB-200010d9f738---1;DELETE;;
;;NB-20005180e102---2;DELETE;;
;;NB-200024ab474---0;DELETE;;
;;NB-200073d1cf70---0;DELETE;;
;;NB-200010d9f738---9;DELETE;;
;;NB-20006fa5627---5;DELETE;;
;;NB-20008dbda69---3;DELETE;;
;;NB-20006fa5627---7;DELETE;;
;;NB-200024ab474---9;DELETE;;
;;NB-200010d9f738---3;DELETE;;
;;NB-200010d9f738---8;DELETE;;
;;NB-20005180e102---1;DELETE;;
;;NB-200047b3ba63---2;DELETE;;
;;NB-20005180e102---3;DELETE;;
;;NB-20008dbda69---1;DELETE;;
;;NB-200047b3ba63---4;DELETE;;
;;NB-200024ab474---1;DELETE;;
;;NB-200014319ac20---6;DELETE;;
;;NB-20008dbda69---9;DELETE;;
;;NB-200024ab474---5;DELETE;;
;;NB-200024ab474---7;DELETE;;
;;NB-2000233c912---0;DELETE;;
;;NB-20008dbda69---0;DELETE;;
;;NB-200010d9f738---0;DELETE;;
;;NB-200024ab474---10;DELETE;;
;;NB-200047b3ba63---1;DELETE;;
;;NB-200014319ac20---3;DELETE;;
;;NB-200024ab474---8;DELETE;;
